day,average_cc_20_5
0cc20,0.000332339
13cc20,0.260626679
25cc20,8.188852894
35cc20,23.41504916
41cc20,28.24229194
49cc20,34.67861566
55cc20,43.12776882
62cc20,49.4751106
69cc20,55.82245238
77cc20,70.01930212
84cc20,77.39442596
91cc20,84.7695498
97cc20,91.09108452
111cc20,84.65639558
116cc20,90.43
121cc20,87.86
124cc20,78.00905827
