day,average_cc_20_1
0cc20,0.000152801
13cc20,0.30387822
25cc20,7.114789283
35cc20,23.2250484
41cc20,28.05944769
49cc20,34.50531342
55cc20,39.33971271
62cc20,49.04017194
69cc20,55.34251249
77cc20,68.76857702
84cc20,75.97503252
91cc20,83.18148802
97cc20,88.07150385
111cc20,88.54833883
116cc20,94.42412474
121cc20,72.58423141
124cc20,82.66529088
