FID,0cc20,12cc20,24cc20,30cc20,39cc20,46cc20,53cc20,60cc20,67cc20,73cc20,81cc20,88cc20,95cc20,102cc20,108cc20,116cc20,121cc20,129cc20,135cc20,144cc20
816,0,0.060506051,5.435765799,20.11400701,25.08702942,29.04761905,40.18236308,54.275765,59.52279842,69.02542937,96.83312959,95.95078733,98.40085544,99.81317282,99.98063446,99.52978056,99.45022198,85.76863283,8.803536046,0.10608139
817,0,0.007315958,2.000366703,14.15820759,19.44642585,22.94650206,36.26149628,51.27884685,57.02516441,68.98432381,97.2658283,97.22709723,99.41706412,99.92291757,99.98908006,99.93448033,99.93110806,94.7538485,17.01691815,0.101813748
818,0,0.039726195,1.949093126,13.43601027,19.37602627,22.87295506,36.36605706,52.52841287,57.87146012,70.40209663,97.86757747,97.64164075,99.41368704,99.9536301,99.99939483,99.8883739,99.93492672,95.06721536,13.09493401,0.096326779
819,0,0.018335167,1.065884366,11.78966621,17.03094041,19.02331962,32.28542309,47.76505132,54.79992235,66.17304472,96.44521369,96.8756825,99.31047358,99.92070358,100,99.94418695,99.91424922,91.50068587,12.04572474,0.091675834
820,0,0.006096632,0.854138089,10.47462277,14.06066148,17.31861582,30.83125045,44.78997306,52.1689401,64.24446116,95.94809386,96.04761501,99.05574023,99.85005059,99.98729137,99.9170913,99.98110044,95.60676726,14.90870294,0.155464106
821,0,0.006111722,0.422931182,6.499205476,10.58565955,13.02423411,25.17289912,38.22283967,46.72037662,60.71519347,92.13759214,94.10137858,97.72263072,99.09890427,99.51344089,99.28049698,99.5304993,93.13324819,7.33851547,0.098155769
822,0,0.003055861,0.730376467,6.802621552,11.8494132,15.27580125,27.48877404,41.75422845,49.97027348,63.84830984,94.52304108,95.39100229,98.21566219,99.41646192,99.95935354,99.66390837,99.85890653,95.59213535,10.48105577,0.093278464
823,0.000609663,0.014631916,1.125168072,9.0492303,14.81603414,17.47233653,29.8824286,44.77116649,53.65029484,67.00356718,97.69550114,98.05806984,99.73567859,99.97711615,100,99.96429479,99.98414876,96.96753544,15.12757202,0.121322969
824,0,0.00550055,1.450998323,11.00904535,16.04450541,19.0214681,32.19927686,47.54604577,54.16353224,67.39122522,98.76242118,97.98719454,99.5730356,99.88045463,99.98968672,99.7834211,99.83701271,87.8494132,10.16247523,0.132296906
825,0,0.004877305,1.192397017,11.64639537,17.20853859,20.73769242,33.77591653,48.03016331,54.10953918,67.20801281,97.54422578,97.68884424,99.253292,99.95965217,99.99697413,99.88716057,99.90755945,89.37296144,9.566834324,0.111844518
826,0,0.014056961,2.072485026,13.17238226,19.52446273,23.33941495,34.28498629,47.68436507,54.83389551,66.30215078,96.86641411,97.06430568,98.80341572,99.83600058,99.98058677,99.79242565,99.89818625,90.5959983,6.405765371,0.089620485
827,0,0.07945239,7.126962353,23.06965402,28.07194025,30.84595269,40.42745517,53.48406901,57.11737727,65.37952874,93.93275741,93.09134482,96.4247001,99.46403623,99.95824306,99.276857,99.35291613,82.09114464,1.905807042,0.080475537
828,0,0.056698674,6.950861753,23.50201687,28.47126962,30.9160189,40.49600815,52.55223374,55.89980344,64.11766847,90.97687029,91.54371618,94.09962514,99.18240581,99.95268024,99.03601155,99.51103813,83.2403597,3.690291114,0.079256211
829,0,0.066617773,8.0231672,23.88660265,28.8128687,32.56644165,41.08156522,52.49884734,54.86058871,63.89138295,90.2503094,91.49187253,94.72888664,98.71007371,99.77366529,98.93712539,99.32632221,78.20819997,4.000609663,0.112787685
830,0,0.074563012,7.076763232,22.85383326,27.60432861,30.723975,39.44648014,49.69606154,53.68790798,62.94620107,91.49126735,91.52818291,95.15450788,99.43452811,99.96066375,99.4952857,99.59739707,81.04983996,2.37243812,0.149737196
831,0,0.10608139,7.415942692,21.90624618,26.96357263,30.92136471,40.55000121,49.18525079,53.84321386,63.35205902,91.41562073,93.26321395,96.29763453,99.68701942,99.98847339,99.26411706,99.42467919,77.22070182,2.106386222,0.134125895
832,0,0.124067962,7.067595648,21.96799268,26.36015326,30.54717269,39.53897919,48.88980562,53.68669465,63.05963375,92.76674998,92.95420903,95.89340638,99.19484993,99.92919476,98.10114295,97.1882335,70.76482244,1.340039628,0.150586801
833,0,0.126809938,6.518518519,21.69181527,27.29949703,30.19643617,39.10735519,48.68960664,55.08869422,63.7755102,92.85048595,93.47623486,96.23319844,99.70924644,99.98847339,99.43113736,99.08228425,76.76634659,1.075837743,0.074378906
834,0,0.103288107,7.275394206,23.47995732,29.09007773,32.1688767,39.5253464,50.35307821,54.12106579,61.72195394,90.22118955,91.67947616,95.21787831,99.46704726,99.97881894,99.36421655,99.3644712,78.92455418,2.694711172,0.07133059
835,0,0.088619973,7.235668011,23.7257059,29.20347508,31.12996412,39.20068748,51.65740494,54.78718241,64.40340702,92.80993936,92.73308239,96.13910515,99.54653852,99.96966682,99.28535029,99.60676726,83.31900625,3.23426307,0.088008801
836,0,0.120103643,6.958695321,22.86724585,28.71677918,30.27526292,39.94394428,51.52503601,54.1307724,65.53240797,92.85714286,92.86016872,95.25641952,99.60171569,99.9776086,99.58989541,99.78775163,86.6611797,2.802621552,0.131687243
837,0,0.176017602,8.193986065,22.66483768,23.87075141,26.36684303,34.95170958,48.43480793,51.47238596,63.63999467,90.06003316,91.93016089,95.00492599,99.26229706,99.91567376,99.28771136,99.73970687,81.05211944,3.454357477,0.076207895
838,0,0.109399829,6.741655235,21.08910891,26.79652492,29.69852157,38.82646995,50.87784222,54.37647116,64.14011502,89.86577262,92.38268721,95.73156044,99.30555556,99.95763789,99.57351549,99.74272215,83.85611949,2.935528121,0.109129706
839,0,0.224356043,6.410585503,22.04968755,25.96311538,29.18019826,38.1773399,48.78606615,53.33543643,61.63398772,86.14744352,88.73409908,92.40256299,98.48906393,99.86867745,98.60285375,99.34196923,80.61454047,3.853071178,0.089010822
840,0,0.262804058,7.508611492,23.97256516,28.90835006,31.41777168,39.49258657,49.21073067,53.13281079,61.81477347,87.78518779,90.86309776,93.07177528,98.50652792,99.5716955,96.51057237,95.26363802,64.10912971,3.208047554,0.056089011
841,0,0.148757811,7.063928615,22.28135955,24.12071331,25.33905005,33.85061516,43.39222015,50.23113883,60.65422602,87.9407411,91.39504484,94.80657128,98.90727124,99.8093705,91.61772914,88.66819082,31.22694711,0.813111963,0.066006601
842,0,0.162571813,6.737997257,21.08116367,25.94543515,27.89330895,38.02423113,46.38792497,52.93867844,62.16155699,88.04904322,90.84544638,93.74098904,97.75075878,98.67808003,84.7047975,79.62841331,24.46451377,0.791952446,0.117055327
843,0,0.082508251,6.352524141,22.69044353,26.26406374,28.96855805,37.83093499,47.4204664,53.10672426,61.23965639,88.82343663,91.8670798,94.87100737,98.5360198,99.37788214,88.85513368,85.03679377,28.28837068,0.538942234,0.096936443
844,0,0.088401158,6.734506784,22.66788599,27.89513794,30.93735711,38.36540562,47.47021282,51.0780412,58.94586134,82.29082195,88.64755934,91.0623318,97.22141928,99.58746876,94.51030115,92.58283798,50.92455418,1.509525987,0.10791038
845,0,0.058061362,6.733119951,23.46534653,28.43225118,31.07766223,38.78703681,48.89405227,52.93564513,61.32519595,83.47877658,91.18989119,94.76080358,98.4729431,99.88743782,97.28032711,96.11992945,64.91937205,2.265401691,0.131687243
846,0,0.083119423,7.292507028,23.86282579,28.87242798,31.83178252,38.7492284,48.72479313,53.5793152,62.06957218,82.0269844,90.94979252,93.796671,98.18073421,99.85015409,98.6635201,98.25457642,78.08017071,2.584971803,0.129568512
847,0,0.093278464,5.39064167,21.61987502,26.69220945,29.00228624,37.62709602,47.35191342,52.69419302,61.81479285,82.89236393,90.60226819,94.07980104,98.38247338,99.91346026,99.29678895,99.50191571,85.68326948,2.459990855,0.09449779
848,0,0.598337612,5.933871165,19.76653221,26.62459991,29.1558718,37.34075081,45.92686064,50.70676309,59.76425053,77.4794341,87.07229397,90.88741148,96.84676567,99.65541508,97.77111796,98.93491846,76.88645024,2.707535121,0.064014632
849,0,0.050602042,5.187623838,20.60661485,25.96860235,29.41563786,36.38844846,44.12264311,50.17350579,58.23970492,74.66261604,85.56843902,88.09772684,95.39312039,98.86893163,94.83425951,95.16450769,61.44246304,1.732053041,0.043286084
850,0,0.037281506,4.355824471,19.61164457,25.53183726,27.70844736,35.46676697,43.13014147,47.86636414,55.84702371,76.0198015,84.82226068,86.76109264,93.68031526,97.64829765,85.33968362,81.63838716,31.60310928,0.838286847,0.061575979
851,0,0.050116123,5.484048405,20.13961286,26.27099528,28.95229386,36.71952729,45.02839186,48.59618045,56.65509961,74.43628133,83.12383217,85.40044694,92.37787252,97.87121745,79.30670485,76.71757354,14.57948483,0.347508002,0.09449779
852,0,0.105471727,5.445511355,20.05439433,25.63389727,29.66125403,37.12781189,46.03060011,50.29969181,55.60390216,72.05371516,82.51292044,83.29900756,88.76945127,95.26633665,70.60472227,66.73903789,6.529492455,0.190354558,0.080674734
853,0,0.044615573,5.985209632,21.49367474,26.42341107,29.83813443,36.22021036,45.4876362,49.41032299,55.35865952,75.46288432,84.60621392,85.92583225,92.80384948,97.59943216,85.12605754,82.10302256,23.90865414,0.396281055,0.086572169
854,0,0.110622173,6.953818016,21.97896662,26.94581281,30.23657483,37.24853794,47.06374821,50.50289878,58.290058,80.10191114,87.42087363,90.65323433,96.2018837,99.58545648,92.99000218,92.20789514,44.49870447,0.833409541,0.099375095
855,0,0.136564548,7.598704315,23.09558734,27.98049078,31.96585886,39.4470868,49.18664746,53.66970807,63.11121357,84.51066515,91.43755005,94.54521366,98.00557478,99.75066126,97.47749278,97.65857812,68.56881573,2.216125591,0.099984758
856,0,0.100843418,6.77335772,23.19036732,28.76756592,32.18573253,39.56500163,47.25484724,51.32252663,58.83726856,79.30731896,87.13281127,89.73231449,95.22209375,99.47047361,92.41670509,91.65419936,47.54762993,0.791826309,0.109739369
857,0,0.08291419,6.848184818,22.69166286,29.10592897,32.48285322,39.72736538,49.00264505,52.07236283,60.98994202,78.71338785,87.44205468,90.68145686,95.82492311,99.70091485,88.35707629,85.84057308,27.35741503,0.621856424,0.157682435
858,0,0.080674734,7.498247218,22.82883707,28.57507754,32.7300371,40.8017666,49.44793613,53.32633648,61.44956199,81.518016,88.51865748,90.19728284,95.42804837,99.50073226,84.98022277,82.20154473,22.50927446,0.296905959,0.12924859
859,0,0.058061362,7.241779734,23.52157438,29.91190367,32.2731291,40.69546483,48.41964134,51.42687277,59.41541896,77.72116048,85.28824391,87.20984717,93.64130173,98.07615497,86.11043704,85.37493158,31.31351928,0.439567139,0.098155769
860,0,0.042676421,6.368414619,23.23670172,29.12421887,32.5561029,40.78174671,50.35853818,51.39714625,59.06962071,80.71113106,85.76039215,87.59755745,92.67649462,98.53430076,84.43071374,83.0666057,33.29492455,0.930487137,0.098765432
861,0,0.055005501,6.855662247,21.67169639,27.32165663,31.64700503,39.84809144,49.60142202,51.50816569,59.87041666,81.02177413,87.73132739,89.53407343,94.87040516,98.39023977,86.6242811,84.92063492,33.98872123,0.938271605,0.11949398
862,0,0.064784256,6.387972131,21.64038626,26.44657827,30.6197166,38.1906865,49.60809532,51.43233274,60.10881011,78.16193065,87.32888733,91.34027075,96.99935121,99.75187459,94.69351355,92.52630299,45.56622466,0.915104405,0.093888127
863,0,0.367626886,6.705075446,20.95595184,26.89224204,31.57148939,39.83853984,48.68293334,52.96415831,61.73954719,81.83089045,90.11691943,93.76682045,98.7931782,99.67986347,94.81059963,93.92592593,56.55784179,1.506477671,0.113066862
864,0,0.064784256,5.869698081,21.6467002,27.01234568,30.93126048,38.59411779,48.06474314,53.02725133,61.19840326,80.94651654,91.70610378,95.67555523,98.62335598,99.08939795,92.22534223,89.348659,47.06866144,1.328832938,0.148148148
865,0,0.124980948,7.954275263,24.64624295,30.75655294,34.28084899,40.49661482,50.34640491,53.88143367,60.73794559,76.13560717,88.33507244,91.74013586,94.69134468,96.08029436,88.33689243,84.38788542,41.9411675,0.644413961,0.218259412
866,0,0.114289207,6.738173817,24.88204376,30.09967993,34.11796982,40.53872502,49.79373438,52.78822587,57.0451843,71.15019184,84.15112381,89.03186275,96.96186829,99.72700138,95.81402121,94.29721079,44.28654169,0.388965097,0.151806127
867,0,0.075785356,5.279682975,21.46258192,27.08550526,31.83908046,38.59290446,49.22407726,52.59712684,57.38250566,73.26615545,86.17421721,91.57272246,97.12550461,99.825105,96.27939628,95.95086055,23.69638775,0.20312595,0.099375095
868,0,0.053040695,6.307297396,22.40329218,28.59259259,33.24737083,40.86243296,50.91545536,54.42682424,59.75333058,77.53537236,86.03139638,91.44019127,97.78147131,99.73917043,97.48780606,96.41306331,47.18731901,0.734644109,0.083730595
869,0,0.116733896,7.404351546,23.5056839,30.98278903,34.33862434,40.37042879,51.33405324,52.01776311,58.1383921,79.17202553,84.09570725,89.22652599,97.14232507,99.6833216,96.58266398,96.54381954,61.32883294,0.776101204,0.153635117
870,0,0.09595404,6.427069044,22.34781283,27.97500381,31.83295229,39.11898912,49.41032299,53.06668446,57.22233007,80.57092023,83.98167536,89.39830834,97.24671195,99.66291863,96.52086031,95.80915891,44.2548392,0.705380277,0.095717116
871,0,0.034141137,2.796724117,15.68785246,22.06797744,26.23000669,37.17452498,48.59496712,53.50758282,61.08131719,88.01778738,91.06583072,95.77251048,99.04188948,99.71304812,91.25191099,86.41367147,34.98369151,1.018670559,0.090230148
872,0,0.022613372,2.436213992,13.06569121,18.75448519,23.51226947,34.20369337,46.54747749,50.71828969,61.70102032,89.80222946,92.09644037,96.4524016,98.49817378,97.56841481,85.12218205,73.71803079,26.86053955,0.796220088,0.063404969
873,0,0.067672611,4.188363281,17.76127613,23.17817406,27.71270449,35.41109403,47.80266447,51.70047805,60.90417142,88.14882671,90.84010118,95.47890235,98.6631016,98.98929845,93.90424422,90.03405705,45.05227862,0.872427984,0.123761622
874,0,0.010389928,4.351775644,16.48712087,23.34644109,28.21155312,37.50030333,50.50047809,53.50530224,63.89259628,91.45556215,93.54934602,96.89743219,99.33439062,99.64234275,94.01302332,88.21261327,37.42382777,0.606614845,0.136291407
875,0,0.01650165,4.670578169,16.61210181,22.02103338,27.14893876,35.67424592,47.53391249,51.14295421,60.84229173,87.71680323,90.38924729,95.17192907,99.090066,99.935087,98.95471863,98.94605607,59.03795153,1.302073831,0.182898948
876,0,0.02499619,3.739064167,16.61166117,22.50015204,27.55555556,37.52820986,48.97109855,53.63391492,62.50333665,90.38377539,91.10395662,95.71710748,99.37852291,99.95037581,99.00931835,99.23304374,59.23243408,1.268099375,0.135954885
877,0,0.020168684,2.508250825,14.18991007,19.8311233,25.86450161,37.19211823,48.01560339,54.02217962,64.0745089,92.15514216,93.66867988,97.15216553,99.44312284,99.91527578,98.8404885,98.80070547,66.04968755,4.451150739,0.121932632
878,0,0.064624295,4.743918836,19.3165676,25.18884316,30.76848041,40.48569487,52.19854886,54.05372613,62.80181514,89.58176612,89.87842462,93.19672722,98.12713783,99.5583489,92.86502948,89.40460986,37.55464106,0.601127877,0.114007011
879,0.000611172,0.146681335,7.034293553,23.03447011,29.13762695,34.28449796,41.52733626,52.70086632,53.94331335,60.93086462,85.34876121,86.10401714,91.6606446,97.09907247,99.24776994,88.28047271,84.40481634,36.23289133,0.54552089,0.110011001
880,0,0.099621073,7.09265371,23.15256821,29.70400854,33.88797665,41.346631,50.78502269,53.11703754,62.31891092,85.49892014,86.27286041,91.70751634,97.38823048,99.49707588,92.50614251,90.3113787,44.80934136,1.630848956,0.128029264
881,0.000611172,0.050602042,6.510592897,22.28928517,28.8291419,32.61758878,39.81229828,50.02123323,52.16942901,58.77478221,82.22304257,84.71272437,89.15426121,97.1627499,99.49468053,93.05916183,93.48841452,46.03993294,1.680841335,0.107300716
882,0,0.078230045,7.622540032,23.44947417,28.88157293,32.70449431,40.50146813,49.93812031,51.42201946,57.2312124,81.48775735,82.55709807,85.81615244,95.16849737,98.092043,84.49731855,79.99939034,27.21170553,0.770004572,0.137174211
883,0,0.091675834,6.829446731,23.30827527,29.91485739,33.50708733,40.77716319,50.35247155,52.30350166,57.17501031,81.97966464,82.02334442,85.16765429,92.65970516,96.04216846,70.16003786,65.33844189,12.83462887,0.375843824,0.131687243
884,0,0.099375095,7.034592348,24.77975918,31.61713153,34.37268138,42.10306001,51.69016477,53.47254241,60.12521537,84.24129459,85.03407124,89.01816255,96.94648693,98.92863209,80.0510766,74.39153439,23.20499924,0.521262003,0.118274653
885,0,0.130179685,7.229995428,23.22633745,29.82472184,34.46547782,40.76658012,52.73362615,51.89885705,58.32342449,82.93637312,83.66153883,88.7945742,97.21780604,99.67078588,93.36188697,90.86053955,43.73836891,0.823045267,0.182740496
886,0,0.109129706,6.986920914,23.62119545,29.7094955,34.70169677,40.99953894,51.9279769,53.24625689,59.57375816,84.03432541,84.67580881,88.16543817,96.38720684,98.82671261,88.39088549,83.50848385,28.71940253,0.64890835,0.104252401
887,0,0.073340667,5.91614717,23.05624143,28.83476251,33.85459534,41.49066218,52.20097552,52.55102041,58.65578969,83.44233056,85.84593171,90.55952038,97.3069326,99.47047361,95.34379879,93.46408806,42.4575522,0.571864045,0.112178022
888,0.004278206,0.047671434,6.589849108,24.52370066,31.33119951,35.00760202,42.03390036,53.61389502,53.65706055,59.31592613,84.48215345,87.02327495,91.12347642,98.1144915,99.79061014,97.17840763,96.52552964,48.4932175,1.311995123,0.158512422
889,0,0.109129706,5.323310109,22.09541228,28.77975918,32.8523091,40.99589895,51.27035356,52.97629159,58.62614963,83.10659518,86.46167439,89.39470396,97.42526913,99.41335631,86.65218763,82.74645746,25.21688767,0.87364731,0.112787685
890,0,0.077007701,5.975918305,23.42011979,28.76360761,32.85835918,39.94989167,50.19352569,50.18745905,55.58737169,80.21306025,84.07668752,87.04774293,95.03781857,99.28831653,86.81234682,82.25445478,22.67286991,0.78027124,0.091675834
891,0,0.188852219,7.106710671,23.62810547,28.47797592,32.41822893,39.83353151,50.63881676,50.40767793,56.89958504,79.96332652,84.63768291,86.86346775,95.5726163,99.19556408,92.13093523,90.58619113,30.39719555,0.969974089,0.073769242
892,0,0.139612864,6.027739674,22.14723365,27.65127267,32.1024144,39.59511272,50.70986795,50.83294911,57.19913823,81.67269286,85.19073503,86.93891772,95.71770969,99.6320548,94.79664636,93.74627501,39.0202713,1.002286237,0.090839811
893,0,0.144236646,6.029825205,23.27893901,28.24813291,31.77015699,39.54354631,49.60809532,49.88048727,55.94105657,81.41211072,85.24527662,88.01548875,96.25744906,99.31750346,90.32614235,85.37371526,27.81527206,1.440024387,0.11949398
894,0,0.169486359,4.734751253,22.41365645,28.04597701,31.02171137,37.97400177,51.18420733,50.40767793,57.0002912,82.77378728,86.14637925,89.49742887,94.81680879,97.64829765,92.94126191,91.02636793,38.89529035,1.724746093,0.182289285
895,0,0.111844518,5.502819692,23.8725804,30.08382868,33.23090992,40.05617705,51.18238734,51.77145769,57.57055498,78.80926157,82.95106571,85.99749482,94.00322783,99.12640443,91.14453153,90.5801861,41.56073769,1.877762536,0.116445664
896,0,0.113678034,6.22601149,24.51699436,29.20225575,33.65869975,40.58094106,52.20218884,52.83554563,59.09874057,84.11420825,87.20361651,89.69386774,97.11589293,99.51949262,95.75335485,94.33801618,46.45563462,2.825788752,0.094731695
897,0.000609663,0.132906569,5.869836915,23.92555922,27.14772244,30.60570035,38.29655899,48.95411197,50.41677789,56.73739122,81.7503458,86.17292339,88.16724478,95.83453775,99.17878021,91.79203834,89.74302698,38.08504801,2.488645024,0.121932632
898,0,0.12345679,6.053049749,24.49077884,30.65386374,33.39354132,40.27578927,52.17428232,53.39549613,60.49649348,85.12847823,89.18555815,90.36108301,97.85959727,99.43883618,87.70353564,83.26765189,24.87303765,1.211457763,0.146928822
899,0,0.13995844,5.974698979,22.62886755,28.17924097,32.77564921,39.45254677,50.06309301,50.83173579,57.16166371,82.15013711,85.71610123,88.37406286,96.33798237,99.5334116,81.01688951,73.80465852,15.32632221,0.515165371,0.102423411
900,0,0.168267032,4.978608972,22.25522552,27.75613474,30.5800945,39.08248198,50.7832027,51.28066684,57.06399088,83.9023977,87.63268418,89.13318399,96.72399672,98.98080516,84.4997452,78.79896357,22.89163237,1.189452827,0.079256211
901,0,0.080674734,4.299344612,20.9565615,26.7341726,29.64361734,37.13281127,48.93833871,49.48312262,56.3954476,80.93862991,84.63867116,85.28030085,95.15270569,98.92460755,91.35147239,89.95864502,45.81645685,2.165055039,0.136902579
902,0,0.097546106,3.910891089,20.37189453,26.46364883,29.78631306,37.93710112,50.46349098,51.17328739,57.51534859,83.65851297,87.34764769,88.68634677,96.6565496,99.79312771,94.3361887,92.32743417,43.83843926,2.38195397,0.14083219
903,0,0.163794157,3.37917125,20.25666819,26.75811614,28.57446938,36.72741391,50.16683249,48.87888568,57.33651251,83.93265635,87.72709118,87.85891506,95.96609477,99.31433897,92.41852508,92.55784179,43.80246914,2.161255906,0.206675812
904,0,0.211465591,3.334857491,18.02835839,24.38530712,27.4141137,36.6813522,49.00082506,49.47766265,57.40796913,86.07585722,90.35898863,90.69228181,98.60107434,99.90657381,97.21075756,96.83756006,57.449779,3.042219174,0.115836001
905,0,0.103642737,3.731817626,20.11156836,26.41123883,29.3772426,37.98138756,50.22143221,51.53350843,58.47387707,85.23983007,90.55809056,90.95786963,98.07233704,99.71980489,90.13079667,86.04208478,31.90306356,0.992519613,0.126809938
906,0,0.171739396,5.200426764,21.1650663,26.81054717,30.85017528,38.43820525,51.14234755,52.33504817,60.33451431,86.64612099,91.29619743,91.59938485,98.5282103,99.83236707,94.28522895,91.62744025,38.01249809,1.292485902,0.089842318
907,0.000609663,0.31536487,7.245446767,21.40019558,27.07940863,30.21224837,38.36191767,50.32274503,51.78419763,58.59217647,83.53505767,90.98836857,90.41708821,97.21539722,99.35208328,88.53862819,84.55052583,27.44937055,1.338210639,0.138393538
908,0,0.171925011,6.806279531,22.86785551,28.56108983,31.9884164,41.77788833,51.46994589,54.3224781,60.64015202,84.5531316,91.47553285,93.33849962,97.22822953,98.61233827,77.16396904,67.43781548,21.50891632,0.972412742,0.153635117
909,0,0.058205078,5.621385158,20.19557511,26.12101814,28.24971112,36.8271989,48.60649373,52.94959839,60.35330001,82.33620992,85.0780868,88.90485303,96.32596635,99.02446109,96.98018664,97.84088427,59.9652492,1.102270995,0.125901479
910,0,0.107566312,4.78608972,19.29959663,25.21079104,26.62949841,37.2509646,48.71447985,52.58863355,60.31396376,84.01016607,86.06692464,89.38791733,96.8149299,99.20675645,96.48212924,98.22854231,64.43590916,2.682517909,0.115226337
911,0,0.022669346,3.76188609,16.56765677,20.55174516,23.37110825,35.06515567,49.6317552,52.97386493,66.73061328,91.54477238,91.85860738,93.77116674,98.68456797,99.82328948,97.63294677,98.08915648,65.19552393,2.156378601,0.067062948
912,0.000611172,0.049014802,4.141914191,15.27178708,18.80070547,23.12777474,34.582007,50.12557936,53.38032954,69.07678284,94.93107079,95.54238178,96.97029918,98.91698712,99.41865028,98.18811198,97.84513092,65.29309556,3.396582132,0.085352843
913,0,0.04950495,4.807126752,19.49456057,24.33226642,29.95340824,40.37346211,53.70064792,57.89875998,69.10047082,97.05461548,97.25322821,99.47177466,99.9632654,99.99396314,99.86081021,99.75733456,90.14052736,3.176954733,0.109739369
914,0,0.171551809,6.689280039,21.08788657,26.9093126,32.03490847,40.75323352,52.4927807,57.33213618,66.24223866,95.10172958,94.52758544,97.77541669,99.73800023,99.97518791,99.76395873,99.74639664,89.18701417,6.973327237,0.085352843
915,0.00122537,0.081487109,5.415522988,19.0201941,22.89545703,29.05069281,38.57773787,51.68349147,55.86522362,65.35263432,92.92540251,92.62415124,96.98956978,99.55496941,99.96558989,99.62297721,99.40486302,85.43514708,5.906464757,0.029947439
916,0.000611172,0.136291407,7.175773133,20.86969808,24.93705228,29.79383324,39.61765169,52.85920551,56.27593487,65.30664117,91.97056438,92.35310808,96.71534389,99.38605123,99.9170913,99.62479273,99.45096945,86.41975309,6.608748666,0.132906569
917,0,0.018993236,5.244583864,18.95000611,23.16780979,27.27438181,37.49241671,51.14962751,55.9404499,66.11690985,93.28580311,93.3992961,96.8703329,99.28758973,99.92936873,99.59070082,99.63114854,91.73906417,11.98719707,0.109739369
918,0,0.0440044,3.336069993,15.17907346,19.84331657,24.98874901,36.33126259,51.19088063,55.76755078,68.25625446,95.25200877,96.39840868,99.09990401,99.87865909,99.9842655,99.89288438,99.90269416,94.99100747,12.82731291,0.099375095
919,0.000612685,0.012253701,2.185551889,12.87373787,18.04050356,22.41197311,35.34331465,51.04815967,56.46096726,69.2693141,96.60921557,97.15965686,99.49655538,99.95049774,99.99879263,99.93343097,99.95086025,96.44139613,19.70017637,0.098155769
920,0,0.012866386,1.387731595,11.09277594,15.66529492,19.06221492,31.84255866,46.61057051,51.92858356,65.6400915,92.82820904,94.27203738,98.38634703,99.56821795,99.90377749,99.24353373,99.02509161,90.91906722,13.78448407,0.11795624
921,0.001838055,0.001833517,0.856863464,9.053294218,12.10730072,15.82360649,28.76131428,43.54327938,51.2133719,63.24542187,91.58688469,94.05308816,98.01206165,99.31964576,99.76878822,99.3136089,99.42407103,95.76588935,17.85642433,0.213382106
922,0,0.005514165,0.381702774,7.726570924,11.51310588,14.42255063,27.13606251,42.86381616,50.13407265,64.1247457,91.6787907,95.32384741,98.93529894,99.88497856,99.97524887,99.95763789,99.96117353,98.78246062,19.07636031,0.207895138
923,0.00122537,0.00490148,0.218188486,3.381615939,6.046029569,8.149312043,18.36639595,30.48484554,39.92271106,54.4298665,82.58735673,89.63048373,95.54117441,98.75519925,99.75187906,99.29557861,99.82406756,97.72351776,18.26673965,0.153025453
924,0.000611172,0,0.423978041,4.700525608,7.471422039,9.46664234,21.60389721,34.36203257,44.23062923,60.20382227,88.62413899,92.96123262,98.04102231,99.43796823,99.96257146,99.90039179,99.9841878,98.45511355,11.97744246,0.103033074
925,0,0.000612685,0.531108666,7.286663072,10.45999086,13.90533621,26.8296974,40.66102065,50.3033318,65.08272715,94.42375143,96.10803567,99.05160913,99.77477477,99.98547585,99.95703272,99.96542018,97.74485597,22.58070416,0.167657369
926,0,0.006722895,0.468091364,5.323921281,8.870644043,10.88669951,22.18019632,35.96059113,44.29372225,59.57686303,89.36347902,92.95981262,97.51409163,99.02444325,99.58224921,99.31252345,99.78948773,91.58238073,11.49458924,0.11795624
927,0.000612685,0.00735222,0.360871483,6.784622907,11.67200122,14.35487394,25.81778252,39.80987163,47.93613046,62.25512982,92.23116348,93.94140623,98.39117652,99.69287469,99.97337239,99.8828849,99.94283282,86.66058505,1.797725476,0.115836001
928,0,0.00490148,1.700892311,12.14032514,18.49413199,21.71067,32.33698949,46.53473756,52.74333277,64.51144382,93.29528812,93.77177043,97.31420051,99.69634589,99.97524887,99.68470486,99.60748866,83.44337753,0.888279226,0.095717116
929,0,0.053783156,5.098764827,21.17929615,26.42341107,30.73526729,38.4806717,49.92962702,55.19668034,63.64241537,89.64436851,90.50180947,94.64819097,99.07501084,99.94492926,99.35246487,99.56805552,82.91418991,0.642584972,0.106691053
930,0.007334067,0.148269777,6.84574013,23.28871776,28.0003649,32.81928705,40.42555767,51.34679318,55.34955956,62.84177146,88.2312003,89.95043737,94.18771016,98.88921756,99.86356694,99.174544,99.53110746,79.43789057,0.737082762,0.10791038
931,0,0.101705715,7.932433095,22.92201442,28.86206371,33.35097002,41.27860419,52.24708195,54.53056371,64.05393302,88.69537395,89.57011512,93.62684877,98.77632826,99.92212449,98.96286727,99.26108374,80.61027282,1.732652192,0.116122723
932,0,0.18640753,7.95379538,23.31756691,29.45648529,32.36974933,41.47030988,49.53832901,53.81288068,62.18878977,86.26191525,89.72526245,93.11918575,98.5974611,99.75611527,97.36084046,97.17901429,70.77479779,1.377229081,0.112787685
