FID,0cc20,12cc20,24cc20,30cc20,39cc20,46cc20,53cc20,60cc20,67cc20,73cc20,81cc20,88cc20,95cc20,102cc20,108cc20,116cc20,121cc20,129cc20,135cc20,144cc20
1496,0,0.088008801,5.286028603,21.76995477,28.22381033,32.35601776,39.60010167,52.15850906,52.79368585,57.92413551,87.05534912,87.72706144,91.2091229,98.64955418,99.83640106,94.60069402,93.49814511,44.24071033,1.855783931,0.032392128
1497,0,0.135680235,4.95294579,21.05349794,27.68959436,31.96768785,39.78317843,51.38622631,51.51180567,56.63451181,82.21782202,85.41132153,89.37150239,97.62730645,99.07771632,91.69460549,89.93263222,43.35497638,1.209025117,0.071940253
1498,0,0.185337601,6.779733529,23.45435147,29.76524965,33.39110868,40.04404378,51.66906719,51.87277051,57.01271967,82.11108556,84.77445202,87.36811678,96.93689669,99.30093149,87.52092989,84.20786961,28.11888432,0.416590646,0.074988569
1499,0,0.193130424,6.926404274,22.28272827,28.87976647,32.67245847,39.98823073,50.0715863,52.60926011,57.61973348,84.86438192,85.58940893,89.05517087,97.75497423,99.5267547,87.26067121,81.0448215,23.65919829,0.29860731,0.006706295
1500,0,0.173754001,6.909861778,23.57933242,29.35887792,33.95061728,40.26760751,50.80746924,52.0729695,57.81096816,83.90481839,85.46323853,87.50722648,97.44520039,99.57621235,83.72992339,74.61118732,17.11568358,0.262078672,0.020118884
1501,0,0.168683535,7.57547977,24.3542143,30.07602019,34.76177412,40.64100075,50.85236235,51.87216385,56.99156389,83.89727677,84.78288429,89.46567743,97.68607115,99.08800426,91.75180179,88.14206653,32.55540314,0.923797361,0.060356653
1502,0,0.143014301,6.495074012,23.10379515,29.56334002,32.62847412,40.10046349,48.07808974,52.55405373,58.49360332,84.33676026,86.59937579,89.4963145,96.61379294,98.16358686,83.1250455,79.12607188,19.04883537,0.54552089,0.069673634
1503,0,0.321902149,8.553966508,24.82948295,30.75784416,33.7442463,40.5459871,47.59336553,51.94253682,58.24725776,82.95772261,86.03744811,88.66820808,96.74432082,98.65136524,82.2290943,76.87852462,20.6785551,0.302256279,0.096326779
1504,0,0.129568512,7.262155671,23.11903673,28.02590768,31.77218269,39.18440147,47.02310175,52.54980708,59.26096271,88.29271532,88.31625908,91.18799389,97.9753818,98.95062999,76.96255672,68.73563218,14.60935833,0.245092092,0.0695016
1505,0,0.383204987,7.563867498,23.71162932,28.66204464,33.24089278,39.68671892,50.04125312,52.54192045,58.4760533,85.95393423,87.2592047,89.4963145,97.59370718,98.84031899,87.37169065,84.25044092,29.2693187,1.003466521,0.118884316
1506,0,0.184118275,6.759141261,22.3878499,27.60323542,31.79210486,38.48249169,49.9417603,51.73141789,57.99373041,87.71800615,87.90152672,90.83000803,98.21791861,99.56548577,93.74347837,91.21109587,37.50708733,0.94751566,0.067672611
1507,0,0.274416331,6.801735729,22.27038561,27.87255211,30.38314176,38.39520219,48.67383339,51.22121381,56.68716186,83.46364726,85.79295821,89.06633907,98.09100544,99.7090233,93.7824524,93.82594417,43.07243204,1.04346138,0.066617773
1508,0,0.292638317,6.900671503,22.14418534,27.26144864,30.34049688,37.68776238,49.5468223,52.10633599,59.79775118,87.38839353,87.72706144,90.28729422,97.31299314,98.69040559,81.84316533,79.86985343,24.1457095,0.916499422,0.040847432
1509,0,0.251191786,7.356509166,22.23380582,27.97178131,30.8520343,38.4940183,49.87138732,50.70736975,59.34838122,87.58881732,87.53086345,89.81279694,97.71763742,99.25806977,84.0847873,79.96281055,21.81130925,0.730401995,0.091449474
1510,0.001222344,0.232856619,6.852463024,21.32563256,27.14407347,30.01310776,38.26872103,47.70074498,50.90574874,59.03644352,86.75578848,86.66155546,88.25878017,96.1370126,98.41444669,84.60802944,83.37590464,26.24599909,0.791826309,0.056089011
1511,0,0.249352233,6.911087148,22.31062338,27.5795336,32.57069878,38.95508263,48.51852751,51.43304971,58.87667784,87.2549789,89.02921237,91.40894301,98.21127806,99.73981129,92.13581985,91.16523749,36.22862369,0.807469242,0.062185642
1512,0,0.540887422,6.729617406,22.40390184,28.3908046,33.06691053,39.11766847,50.04367978,52.2495086,60.43620871,86.48346062,88.996139,91.86840584,98.53663824,99.61545195,91.10085176,88.28741714,41.56744399,1.209025117,0.106343968
1513,0,0.24691358,6.108469758,20.08739763,25.84017515,30.00121632,37.37972186,49.15431095,51.42869276,60.61655027,89.14994959,89.76087993,90.11946948,92.31567954,94.00999746,63.70293267,54.56241427,6.679438059,0.24691358,0.039628105
1514,0,0.31824417,6.932526586,21.48635879,26.6246451,29.64060357,37.13145187,48.38748817,49.7767478,55.96109847,84.51967417,87.672126,89.00852724,95.02878547,97.06548183,60.57414642,48.33059661,2.802621552,0.083926291,0.075598232
1515,0.001222344,0.109057935,6.839017235,19.16697225,25.25041914,27.47187253,38.58099031,51.97287,55.80091728,62.75449538,84.27588634,87.5809694,89.16148769,95.969432,98.95471863,96.00997355,96.86476255,33.10166133,0.557232129,0.064784256
1516,0.001838055,0.091675834,5.354061881,17.23750153,21.54488645,23.91407217,37.32073091,50.53629062,56.99483123,64.08187532,86.00053255,91.73674456,95.18694733,99.17699923,99.73251353,98.70659322,98.87888568,66.61240665,4.712696235,0.148757811
1517,0.00122537,0.055141653,4.897323066,16.20706515,21.47843317,25.20019899,37.13569851,51.07743454,57.48319542,65.19328302,87.10134227,92.6677237,95.1155032,99.47848918,99.77189449,98.70977112,98.46864927,73.54862251,6.608139003,0.191434233
1518,0,0.049627488,6.973327237,20.87908048,26.75728273,30.15082406,39.20734438,52.02989638,56.09393579,62.7915421,80.16816715,86.65008542,89.23551038,97.41171653,99.37546144,94.26035575,92.7964765,38.73494894,1.048470474,0.096936443
1519,0.00122537,0.097787557,6.20950984,20.87519863,26.45145557,27.96476498,39.43313354,51.29947342,56.36572108,63.15004004,84.41618959,88.27762317,90.93859903,98.28491446,99.68531003,96.03727341,95.93596059,40.57003506,0.666971498,0.087181832
1520,0.003667033,0.061268503,6.870294162,19.7689769,26.41853376,29.88019218,40.86667961,53.93239341,57.44376228,65.3352423,86.40284889,88.26132364,92.30861878,98.84015031,99.47948264,95.84730274,95.83044457,39.79759183,0.960219479,0.108520043
1521,0,0.094353495,6.552988632,19.05818057,25.73678769,28.54716203,39.41432697,51.0331481,56.88077847,62.47846344,87.21632515,88.48537297,92.08177143,98.54443003,99.44445117,94.94831226,93.55177267,43.55067825,1.134221249,0.092898179
1522,0.006722895,0.11245569,4.809632678,18.30216355,25.16628563,28.4175637,39.51537745,51.79208425,57.42616904,66.00863889,90.6719406,92.09171199,95.54066098,99.01238137,99.67786163,95.80674125,93.62881895,48.35066594,2.449626581,0.146319159
1523,0.00735222,0.100480345,5.075785356,19.01601271,24.93705228,27.14516246,38.93445607,53.73704773,59.05566745,67.12700161,92.4008424,93.5212407,96.53919166,99.53383314,99.90014645,95.99496496,94.2360892,56.04450541,3.559823198,0.217040085
1524,0.004278206,0.129568512,4.264759809,20.34959051,26.99283646,28.71069756,41.20398457,54.60760999,59.64898445,67.24016598,91.5372605,92.70747182,95.54487643,99.55918485,99.88352059,99.17493751,98.92963571,77.38088706,4.199359854,0.135954885
1525,0.00122537,0.10844525,4.383478128,18.39464268,24.49127288,26.45053265,38.62516794,50.89807676,58.22635832,67.93297581,92.83287631,94.82641006,97.22642734,99.71094089,99.83539294,99.00082506,99.10031789,80.12680994,6.647813659,0.141441853
1526,0,0.170326439,4.881432588,18.72265004,25.25102881,28.26917229,40.05496372,52.35264141,58.79783542,66.18214468,92.27133537,94.76827925,96.85768656,99.66959823,99.8883739,97.72804484,96.38853163,65.1303155,4.061575979,0.043393228
1527,0.00122537,0.072729495,3.889650968,18.51607383,25.03459838,26.76478439,39.6770123,53.6575748,59.3105869,71.14950618,94.27188236,95.35101329,97.55805271,99.73804018,99.92011716,97.4564578,95.6765797,56.93766194,3.284255449,0.082304527
1528,0.007334067,0.177678659,5,19.028159,26.35832877,28.33971903,39.54657963,51.44931932,60.2829479,68.40089081,93.93858704,95.2417461,97.58446271,99.83299692,99.94250856,98.93591206,97.74745808,66.11992945,6.238073464,0.179240969
1529,0.001838055,0.131727282,5.124218869,20.11306686,27.22328913,28.7692009,40.65794411,53.28993666,59.78669708,68.13984809,92.35603873,94.91696298,96.17659103,99.56641133,99.71850809,92.98878886,90.7768934,44.00426764,1.95463115,0.062795306
1530,0.000611172,0.092287006,5.319643075,17.97274172,25.06386222,27.05953901,38.90169623,53.39852945,58.78934213,68.06886845,93.64689365,96.38046017,97.15073529,99.47848918,99.81784292,93.43387274,90.21164021,37.67840268,0.788294467,0.059137327
1531,0.00122537,0.066169983,4.664532846,18.43691795,26.00152416,27.0596229,38.58987114,51.25458031,58.88762164,67.14977311,91.98206267,96.18168537,97.48699234,99.82338524,99.92598704,98.64835352,98.38384819,73.42051517,5.350403902,0.078036885
1532,0.010389928,0.087397629,4.266593326,18.42989855,25.53548623,28.11956456,37.68593941,51.08046786,56.48341382,65.77446674,86.17231673,95.46209153,96.55541138,99.62301874,99.81723775,95.21645757,95.08359824,62.17710715,4.238378296,0.083730595
1533,0,0.075972944,4.108910891,17.73805158,23.65797897,26.25033366,37.1842316,50.90696207,57.44072897,67.44834848,90.02795899,97.08661085,98.62937804,99.96515763,99.98544007,96.65218286,94.28084899,45.95755033,2.141944901,0.065843621
1534,0.002444689,0.043500637,2.306965402,10.67473414,16.25910684,16.4217768,28.41733602,44.20939601,51.99228324,65.90004611,91.95200078,96.397805,98.27768945,99.68685263,99.91285509,96.25688563,94.50666117,64.62124676,11.41228471,0.112178022
1535,0.001838055,0.004278206,0.317809559,3.929761788,6.645328456,6.749984796,16.84644131,31.7903856,42.77766993,55.20335364,81.99428717,92.38692342,97.55622837,99.76992022,99.98180009,99.93266034,99.98847339,99.20377991,37.7277854,0.160951075
1536,0,0.001838055,0.159122085,3.286273072,6.913580247,6.611419835,16.41047676,31.07027591,42.29294572,54.18355214,79.8939552,92.01202543,97.16180084,99.86631016,99.97518791,99.88534058,99.98357964,98.81969212,37.20225575,0.208504801
1537,0.000612685,0.037986472,1.339689525,8.526463757,12.8059747,13.66660585,26.17692737,41.53158291,52.08328278,65.6968138,88.05267426,97.52186853,99.36683007,99.9626632,99.99394827,99.95763789,99.98726006,97.1370218,18.68576294,0.190074563
1538,0,0.110622173,4.054869684,19.87121361,26.23136717,28.02967798,39.50350652,52.82462569,57.92120653,67.30932563,87.35793563,96.24084661,98.10244737,99.91469627,99.97512679,99.57594215,99.68878158,91.49303655,13.3107758,0.206675812
1539,0,0.382315459,7.013812492,21.90380149,28.11105029,30.50477407,40.33720241,53.15161737,57.96306632,69.52227642,90.5451479,96.44400334,97.92808055,99.86329913,99.70043936,97.94219709,97.51687648,80.58710562,5.23822588,0.220088401
1540,0.000611172,0.295196186,6.64410913,20.41498594,27.25621094,28.28144337,38.16217331,52.67538644,56.14974884,66.07294523,89.37376696,96.12071307,97.1678229,99.7537005,99.9017205,97.53694581,95.93232061,69.57232129,2.224046707,0.153635117
1541,0,0.286123909,6.699058795,21.34335656,28.60112788,29.50191571,39.00846902,54.44805746,56.35176782,66.79912155,87.18969157,95.63172733,96.88599027,99.7494821,99.95763789,99.20891067,98.81882598,86.51668953,3.73967383,0.068282274
1542,0.000611172,0.210763651,5.119178585,20.72407117,26.72763298,28.34756971,39.26604616,52.82705234,55.09354753,63.10454027,84.50091381,94.7376682,95.35815552,99.61278123,99.92113373,97.43927297,96.7609317,69.41807651,1.914342326,0.099009901
1543,0.001838055,0.201075663,4.922420363,21.99792201,28.06178921,29.29878976,38.21373972,52.25669019,54.01732631,60.31449441,81.98269795,93.5731577,93.60035169,98.84719819,99.79666187,92.31114562,89.78560509,44.72184118,0.905349794,0.120713306
1544,0,0.189319675,5.425375871,21.23395673,27.85672916,29.84663544,39.60360601,52.97204494,53.95420051,60.52758984,80.98727926,92.68285303,94.37536044,99.3219155,99.90354049,93.20632769,89.16256158,38.19011129,0.98339719,0.084743179
1545,0,0.142142927,4.125590611,19.06492011,24.94863588,27.45727665,37.41294377,52.44000097,54.10771919,62.13569851,85.14663342,94.21306497,95.40516452,98.88624567,99.32341656,88.23800626,82.05619413,26.97820454,0.552964487,0.04816339
1546,0,0.201686835,4.333211099,18.04974942,25.39247066,28.10065762,38.3679694,52.07842947,55.4939455,62.92860783,83.73413575,94.01022644,95.25160187,98.96239823,99.38453904,93.07372176,90.0786236,42.80932785,0.61515013,0.081694864
1547,0,0.247524752,5.112025606,20,26.82235602,29.32068357,38.53405809,51.22728045,52.74515276,58.99014778,79.76664528,88.96341059,92.35630527,99.05814906,99.86046737,95.27541424,93.67431872,44.7133059,0.897424173,0.049382716
1548,0,0.196186285,4.598459846,20.87947684,27.2751105,30.27251329,38.42425198,49.51527579,51.5846053,57.11373729,76.94011017,89.23808776,90.95244978,98.66397539,99.7264618,95.47792958,94.14522897,45.65401616,0.720063249,0.092287006
1549,0,0.253038918,4.071940253,19.8099451,26.17893614,30.1264976,37.74161533,50.67096993,51.90613701,59.61256823,80.97214994,92.172087,93.8485198,99.40742882,99.78220777,90.8084399,85.33330098,30.43301101,0.282883707,0.065233958
1550,0,0.18870699,4.765921037,19.94866153,26.18500274,30.21973355,37.17877163,48.98262515,50.8681356,57.32910287,76.5063457,88.49253542,90.31230428,98.77991638,99.7397756,94.78340858,94.06804339,51.11659808,1.660112788,0.08291419
1551,0,0.297640875,4.121134336,18.74893045,25.75643957,27.85318981,36.33429591,49.95571356,52.09420272,57.91938654,80.1587974,90.33075962,93.46285083,99.29963386,99.96056687,98.20002912,98.00523019,68.00121933,2.124676116,0.114616674
1552,0,0.234045682,4.517604024,21.63268307,26.68861454,29.93702832,37.92860783,51.49663908,53.09034434,61.40952219,83.16287627,93.32081691,95.04384063,99.80716551,99.97881894,99.51527579,99.37695649,78.24295077,2.191814146,0.096936443
1553,0,0.450936183,5.040948539,21.89096687,27.3677793,28.90994686,37.63207901,48.41296804,51.96255672,57.51170861,76.5063457,88.05751564,90.93920123,99.23459556,99.91264044,98.51549419,99.15916426,70.87395214,1.68571864,0.105121623
1554,0,0.290917981,5.492455418,21.7913458,28.33911087,30.41598248,38.63294426,50.3682448,52.38540125,59.48790259,78.32028177,88.96582533,92.01929546,99.44476562,99.94069304,98.38479321,98.89769225,63.69214863,1.293705228,0.058527663
1555,0,0.294088815,6.09705415,21.230149,27.72321292,30.51032541,39.29117426,51.20119391,54.22298527,60.60993958,78.60540173,90.08445569,92.4218336,99.34820742,99.96784683,98.49972093,98.85787265,72.70720927,1.014413428,0.054869684
1556,0.003063425,0.389316709,5.717421125,22.56508984,27.89452827,31.735693,38.75043875,50.11890606,52.80035914,57.88480672,74.94765253,86.2945143,90.50245098,99.23760659,99.86625676,97.7171249,98.30801524,68.10364274,1.0492303,0.032921811
1557,0,0.265292618,4.582569368,21.83840606,27.50471325,30.18090708,37.82850834,48.17272926,51.42565944,56.37300104,72.75413138,85.71859776,87.33198439,97.44569396,99.67683761,96.44400334,97.37860662,61.03215973,0.535893919,0.046944063
1558,0,0.119473581,6.300574502,21.96858575,28.73342478,31.0338746,39.5587129,49.06877138,53.30388993,59.11694047,77.57228792,88.93017514,90.6958862,98.96781809,99.89080055,95.41240991,93.60396521,55.9189148,1.032159732,0.035970127
1559,0,0.144847818,5.496113397,21.53832958,26.50510593,29.93035502,37.74842874,46.38185833,53.27416341,59.9048668,78.41529393,90.53782395,91.07831093,98.92385701,99.77063943,87.75631537,83.19117183,34.2837982,0.442133431,0.026280406
1560,0,0.206474855,4.805036059,21.49676079,27.19341564,29.44961382,36.83627649,46.25385231,51.92069694,57.70220098,75.94396855,88.29211163,90.26292335,98.19300269,99.62326191,93.51920214,91.43573006,48.92537858,0.495046487,0.040237769
1561,0,0.211376336,4.600518214,21.99975553,25.98126862,29.3158048,37.27765779,46.12463297,50.69050241,58.21361838,75.61697389,86.99237544,89.2673491,97.6315219,99.0220404,92.25533257,91.44499179,55.56226185,0.56515775,0.030483158
1562,0,0.091064662,4.562400685,22.67179688,27.25255296,29.95803685,37.7041423,47.10485228,50.64185008,57.09250406,74.77553447,87.91287929,88.69297105,98.44050365,99.87260065,91.67111553,90.64828072,42.19600671,0.415180613,0.046944063
1563,0,0.156847368,4.563938424,20.99498839,27.1013565,30.56492514,38.10350879,47.40954646,50.30697178,56.02416948,72.74542792,83.97334122,86.17418781,97.18107145,99.68531003,93.63731224,93.10102162,48.72854748,0.274280849,0.027434842
1564,0,0.09045349,5.205965041,21.53770933,28.03109282,31.41944901,38.97024922,49.01538499,52.87497877,60.00169448,77.87255211,87.87073873,89.26024955,96.54159458,98.62226698,80.20963193,78.77029739,32.05486968,0.296905959,0.047060262
1565,0.001833517,0.205249485,5.199207438,21.47048038,28.58967342,31.60110655,38.79735009,48.5270208,53.62784829,59.47365867,79.36723109,87.94378475,89.71611986,96.66136725,98.32367074,79.13805237,75.72192968,22.34567901,0.137174211,0.040847432
1566,0,0.264679933,4.797701992,20.87234095,28.21399177,30.24083196,38.86058024,49.91082045,51.76842437,59.31531947,76.27419179,85.48316018,84.528787,94.03695139,97.53089408,76.30190007,72.20874081,15.67383021,0.128029264,0.066453285
1567,0.001222344,0.273805158,4.891822516,21.32624374,27.74577046,30.28282657,38.32839914,49.56744886,51.14052755,56.41607416,73.51549419,83.54897665,85.55667967,93.78424164,96.72280327,79.70310212,77.84893268,28.30056394,0.419631454,0.039018442
1568,0,0.20096069,5.206523396,21.83901724,27.41531351,30.60816153,38.10818025,49.75854789,50.24933874,56.74731248,75.49533412,86.90242621,88.86365821,96.52225755,97.98537902,84.63503118,84.58346478,38.8629782,0.711476909,0.031092821
1569,0,0.096804235,5.427209388,20.4894128,26.75567749,29.96008154,37.97228761,50.12254605,50.51384406,57.77949916,75.51627072,86.55591039,88.6887556,98.00257113,99.31265015,87.64832925,85.15251523,28.41944825,0.44932175,0.0115836
1570,0,0.224300208,5.116902911,20.42109767,26.11248285,30.34106627,37.15883371,50.31425174,49.96481351,56.33963455,75.02450951,86.11763427,88.88168012,97.93021631,99.33552003,92.40942513,90.92623001,41.44916933,0.352385307,0.028113923
1571,0,0.181967454,4.32526586,20.45471214,26.723975,28.79279937,37.16663836,50.064913,50.53568395,57.74224077,76.93829018,88.71589928,91.65522474,99.1087344,99.803441,93.78668861,91.27799752,50.22076263,0.961503375,0.03657979
1572,0,0.147292507,4.121932632,20.20596504,27.41896248,28.87900701,36.28636948,49.80586765,50.55509719,57.49896867,75.92682248,87.78579296,89.68721395,98.58768262,99.55398749,90.27275595,86.94399282,37.96311538,0.609053498,0.032921811
1573,0,0.153783943,4.401662388,21.5536467,28.20240817,30.93778508,39.19887196,53.07639108,54.43349754,62.14965178,81.93013883,91.95950474,93.83109862,98.35778292,98.34562838,89.06792206,84.42011798,46.42402073,0.746227709,0.049382716
1574,0,0.213214391,6.152110959,22.74232979,28.54686786,31.79402558,40.17932976,52.32655488,52.26406853,61.04077656,77.91259191,88.81309274,91.53839669,98.08306901,99.01235763,90.64947168,88.3089859,57.55342173,1.109286627,0.0695016
1575,0,0.152181885,5.580002445,22.27417186,28.17802164,31.69068905,40.83331311,53.18862384,53.78376083,62.60404281,81.89201293,91.91241722,94.1224529,99.71756516,99.97276721,97.74927807,95.94263389,73.71010517,2.14662399,0.032392128
1576,0,0.180742084,5.300085564,21.95005392,28.81712583,32.22718338,39.97731078,52.302895,54.71013614,61.9009197,80.18758038,90.76748042,94.08031026,95.74442522,98.73146643,95.24133078,94.32037949,70.58748404,2.452674897,0.0231672
1577,0,0.151945888,4.606614845,18.75809803,24.69623533,29.45387095,37.90561722,51.03011478,52.5795336,59.21521998,79.20141368,91.00145488,93.99449731,96.68605772,98.92400237,94.54436523,94.48724793,56.44139613,2.941624752,0.074378906
1578,0,0.311086664,6.328688424,21.38552744,28.24569425,31.58411997,39.93059768,51.17571404,52.12597282,58.56851659,76.37773302,89.39082035,92.68861107,93.91651009,97.02613507,90.37770875,88.38299886,48.81268099,1.480265158,0.042066758
1579,0,0.409273601,6.481938729,22.41046327,28.37742504,31.7515052,39.12494843,49.5134558,50.35732486,55.89559555,73.55575459,85.21451986,89.56014838,97.06242791,98.88648165,89.23536121,85.2307973,34.59289742,0.312147538,0.044505411
1580,0,0.099009901,5.975430876,21.89981374,27.0550221,31.70302604,38.4442212,51.03375476,51.91705695,58.68378267,77.03838967,87.74577571,91.0761486,98.30358433,99.48251596,89.9154311,85.98182436,39.4951989,0.666971498,0.078646548
1581,0,0.158685423,5.302240512,19.5972375,25.3802774,29.93553488,37.11628528,49.24534925,49.46249606,56.23832173,75.35251328,87.71377737,91.51611505,98.50718474,99.72585662,93.68441437,90.7702201,45.32445418,1.005944216,0.075174184
1582,0,0.142755612,5.535998044,21.77301063,27.16780979,32.29573637,39.08187532,51.27520687,51.15690747,58.45446383,75.64118081,87.60451316,90.49043637,98.5601243,99.70819481,91.74937514,87.94195443,31.22328913,0.4536885,0.067672611
1583,0.000611172,0.130179685,5.507696997,21.13518283,27.42261145,31.57635468,39.68611226,50.25965202,52.45152758,59.16365357,73.88919896,86.45328375,88.33887363,95.49007564,97.93696518,81.17219539,77.90184273,17.55037342,0.532845603,0.090230148
1584,0,0.176453289,4.562400685,19.81664833,26.56424326,31.20859521,39.59223442,51.50331238,52.53888714,59.11874705,75.80397236,86.7768595,90.49477285,97.00175413,99.1678871,83.70813716,79.74896261,18.39841488,0.151806127,0.102423411
1585,0,0.081897079,4.95049505,21.15328199,27.63298278,33.31508849,40.97405906,53.28023005,52.49460069,59.19944672,76.06833459,88.0405708,91.02268358,97.68210724,99.18282414,86.26816957,82.62394137,29.60341411,0.782197836,0.090839811
1586,0,0.055754338,4.801097394,20.50534261,26.70862981,32.00939115,40.21936956,53.53866874,52.50248732,59.48336528,75.87054139,87.89126406,90.67965024,97.29370915,99.23324578,83.39683079,77.5576233,19.83295229,0.335705163,0.098398729
1587,0,0.066169983,5.724850263,19.65652121,26.40024387,32.4085758,38.58885755,51.85881725,52.53585382,59.90924313,79.89274188,91.31054217,94.23118512,98.21144674,98.40690141,84.26066012,78.4925623,19.72389467,0.601127877,0.132906569
1588,0,0.080674734,5.248590154,20.09778756,25.59183051,30.82892416,37.35288408,50.83598243,50.41981121,58.36953093,75.44268406,88.13334219,90.39962422,96.69598231,98.1227533,81.4603606,75.50171079,27.33546715,0.464563329,0.090230148
1589,0,0.096804235,4.238479403,18.02224667,23.61347356,29.51115048,37.03863234,50.69280982,51.94678347,61.30705269,81.5113591,91.57737143,94.71897828,98.56674857,99.25259045,90.06649033,85.4521681,31.84758421,0.980948026,0.121932632
1590,0,0.068008038,5.432708429,19.62613959,25.35303777,31.26132701,37.83844301,51.27460021,51.56276542,61.10558373,81.24863501,90.52056983,92.85421785,98.46196464,99.76277218,94.35196195,93.20294111,49.10409998,1.32579213,0.146928822
1591,0,0.091064662,5.925314754,20.61056106,27.58603871,32.49290204,38.44912519,53.2426169,52.07478949,59.80914363,82.76709311,89.96190741,93.08606735,98.28311226,99.62022859,89.02095109,86.51204834,42.94955037,0.750495351,0.090230148
1592,0,0.085775904,6.197835696,20.44065518,28.01463192,32.99154655,39.56295955,53.79468077,53.81409401,62.18787158,87.89524133,90.66218329,93.88216071,98.8016091,99.57819441,93.94671067,92.19911208,48.76360761,1.13397348,0.09595404
1593,0,0.13995844,6.032269894,21.15723949,28.68830971,33.05891917,40.48205489,52.87922541,53.77951418,61.96522604,90.93571852,91.7005234,93.92433878,98.15996251,99.09971123,88.43638526,83.13475212,37.01569883,0.408076385,0.045724737
1594,0,0.089452015,5.43332111,21.76200953,28.80982789,32.00510856,39.61159996,52.48125409,52.17428232,60.58689679,87.89584799,89.47906707,92.03791811,98.52579853,99.65626173,92.16240423,88.31929918,40.92424935,0.610882487,0.062185642
1595,0,0.057592393,5.577198598,21.42708715,27.80612711,32.69977432,40.26668932,53.31177655,54.15753864,62.52517654,88.9174665,90.83725226,92.40015416,97.74714554,99.45171324,94.05773011,91.4085021,47.26413656,1.366255144,0.099375095
1596,0,0.037892678,5.795135069,22.07065151,28.18777625,32.88572645,39.89905118,51.30008008,52.47154748,59.22735325,87.12494402,88.29573375,91.01847847,98.18038735,99.6517751,92.61023077,90.39044869,41.78692273,0.551745161,0.150586801
1597,0,0.055754338,5.065081542,21.53404078,27.78811652,33.57276323,39.75563113,51.4614526,52.53160717,59.06719406,86.98827926,88.24743886,91.71122995,98.88350918,99.80997567,95.39360334,94.28704895,44.57337469,0.921364714,0.107566312
1598,0.001222344,0.09619155,5.70773744,21.14778144,26.45938119,31.2740984,38.88592298,49.48251596,50.81717586,57.30240967,83.5277956,86.55591039,89.53545792,97.92627835,99.70880148,93.0580603,91.56540777,40.46273434,0.502972108,0.142051517
1599,0,0.120400929,5.53513184,20.31780956,26.80384088,30.52427868,38.07117377,49.28529066,49.85197408,58.46576536,84.44514548,87.38153738,90.47181373,97.87963097,99.44082013,92.12247325,89.88388459,42.93491846,0.440786465,0.164609053
1600,0,0.128051171,5.762742941,19.8387413,25.48331047,30.56254941,38.20949307,49.45642942,51.24912034,60.25928802,89.34653417,90.78110945,93.32213229,98.45311899,99.44793613,91.93562086,87.90616128,35.67322055,0.617588782,0.068282274
1601,0,0.188852219,6.167338956,21.57499083,26.68734416,31.15945546,37.48078576,48.30134194,48.86675241,57.36550268,82.28542309,85.19399453,87.40328239,96.50720239,99.43900461,91.19170671,87.50471325,38.27099528,0.677491942,0.098155769
1602,0,0.170326439,6.709343088,21.51509595,27.05441244,31.78981938,38.20767308,49.45582276,51.3613531,59.44696547,86.63717457,87.85564658,91.13371393,98.28792696,99.77432114,92.65391055,88.53951807,33.85398567,0.76756592,0.077427221
1603,0,0.141530242,6.758953673,22.15132624,27.8609968,32.21869009,40.15688321,49.31447014,52.72877284,61.34703584,85.83834618,87.69566976,90.73793733,97.84758266,99.64052723,87.20910481,84.27709966,26.21237001,0.44932175,0.158293607
1604,0,0.267693436,7.962200884,23.27100284,28.91139087,31.83178252,39.90389852,47.6904317,51.9928899,59.47761465,84.55859157,88.55799373,90.87596955,96.24283374,99.00570073,79.72004696,74.43045673,14.83859168,0.383478128,0.102423411
1605,0.00245074,0.215052446,7.738662755,22.08470847,26.89529035,31.29716809,38.91564949,47.22208741,52.46548084,58.88094834,83.47635589,86.10435318,86.77735222,94.39278162,96.10339974,69.25428911,61.78201364,6.944673068,0.15143222,0.115836001
1606,0,0.183805509,7.49276025,22.87801002,27.84209724,32.93758645,40.07134364,49.00385838,53.66606809,59.82370356,85.00570264,87.03644453,87.2753268,94.60061666,96.16199271,60.59598631,57.9533597,5.166285627,0.207285475,0.114616674
1607,0,0.239579514,6.779733529,22.8837859,27.37753391,33.13932981,40.37346211,50.05035308,52.52068723,60.04028246,85.88252381,88.03252661,90.23702847,97.96333767,99.66330171,85.38001407,80.75776926,26.90199665,0.598689224,0.149977138
1608,0.001222344,0.286123909,6.344764518,21.09583181,26.10837438,29.9740348,37.39969257,47.76444466,50.8232425,57.71979422,81.2571283,85.05404195,87.99920704,96.17034314,98.84109367,85.23135765,80.02802786,21.39633887,0.670802165,0.114289207
1609,0,0.270749297,6.295685124,20.08128591,24.80292638,29.26716536,36.18505666,48.00832342,50.12254605,59.14970031,81.81878699,84.28001376,86.17514573,94.21881775,97.33250018,75.46045767,68.30850057,12.2847127,0.265813138,0.093278464
1610,0,0.248750123,6.310353258,20.58550299,26.00152416,30.47331894,37.30435099,50.08068626,51.4596326,60.45981046,84.50999141,87.14993752,89.13800164,96.61308151,98.66740901,75.92880196,69.85100043,11.64334705,0.238987959,0.088401158
