day,average_ch_20_2
0ch20,0
13ch20,-0.011306811
25ch20,0.065819197
35ch20,0.131750695
41ch20,0.161205793
49ch20,0.200479256
55ch20,0.394750199
62ch20,0.462741994
69ch20,0.53073379
77ch20,0.675921954
84ch20,0.753543531
91ch20,0.831165108
97ch20,0.897697888
111ch20,0.851279813
116ch20,0.83
121ch20,0.823
124ch20,0.867320452
