day,average_eg_20_2
0eg20,-0.015622578
13eg20,-0.009015905
25eg20,0.00523901
35eg20,0.03744466
41eg20,0.04808802
49eg20,0.062279166
55eg20,0.088813888
62eg20,0.104445504
69eg20,0.120077121
77eg20,0.180627776
84eg20,0.202588064
91eg20,0.224548353
97eg20,0.243371457
111eg20,0.213737665
116eg20,0.2
121eg20,0.179
124eg20,0.196525931
