FID,avEG200309,avEG200320,avEG200401,avEG200407,avEG200416,avEG200423,avEG200430,avEG200507,avEG200514,avEG200520,avEG200528,avEG200604,avEG200611,avEG200618,avEG200624,avEG200702,avEG200707,avEG200715,avEG200721,avEG200730,avEG200805
"6014",-0.016250750049949,-0.009050450287759,0.013340213336051,0.029633838683367,0.040191326290369,0.057138215750456,0.076735824346542,0.089428141713142,0.114475689828396,0.131141364574432,0.196323037147522,0.229672953486443,0.238899543881416,0.217256292700768,0.26143279671669,0.183421239256859,0.170401349663734,0.079623185098171,-0.006248116027564,-0.038909170776606,-0.021018946543336
"6015",-0.011503833346069,-0.010202897712588,0.01379157602787,0.028670907020569,0.041015144437551,0.052707731723785,0.076504893600941,0.084993064403534,0.115040652453899,0.123282372951508,0.186397463083267,0.217679053544998,0.232239246368408,0.206553891301155,0.248951375484467,0.179616779088974,0.170588627457619,0.07751601934433,-0.008665323257446,-0.030817314982414,-0.022024875506759
"6016",-0.014189322479069,-0.005726234987378,0.014747166074812,0.027605067938566,0.043304551392794,0.055896017700434,0.077235288918018,0.085363939404488,0.109278567135334,0.120653003454208,0.183518275618553,0.220859616994858,0.231154933571815,0.202512443065643,0.247817516326904,0.181682929396629,0.171442121267319,0.079318158328533,-0.005091176833957,-0.026572333648801,-0.021540023386478
"6017",-0.014299761503935,-0.00910406280309,0.012403230182827,0.03177597001195,0.038003511726856,0.057365171611309,0.07782107591629,0.090242430567741,0.107055678963661,0.129898875951767,0.193486616015434,0.22769770026207,0.246981367468834,0.22485539317131,0.257181763648987,0.200358912348747,0.197735592722893,0.101276203989983,-0.004378547891974,-0.021873073652387,-0.02252290584147
"6018",-0.011200844310224,-0.015210015699267,0.010884048417211,0.028961198404431,0.037208903580904,0.055896978825331,0.075595170259476,0.086873143911362,0.107428662478924,0.133463084697723,0.206586137413979,0.241981744766235,0.260404646396637,0.237239271402359,0.258167684078217,0.200983092188835,0.193467974662781,0.096626214683056,-0.003100055502728,-0.022237576544285,-0.02338252402842
"6019",-0.014894304797053,-0.011006505228579,0.012895265594125,0.026339560747147,0.037512581795454,0.051710609346628,0.077142529189587,0.094828151166439,0.115234389901161,0.142597109079361,0.207956701517105,0.24456974864006,0.261400490999222,0.235800072550774,0.252715826034546,0.198726698756218,0.182224944233894,0.076977714896202,-0.01140758767724,-0.027186660096049,-0.026261080056429
"6020",-0.012051984667778,-0.003825890365988,0.012531850486994,0.028736928477883,0.03920291736722,0.055922515690327,0.078182443976402,0.098020024597645,0.112655833363533,0.134625181555748,0.206287026405334,0.237524509429932,0.252064883708954,0.233826324343681,0.257177144289017,0.204347521066666,0.188659325242043,0.087863996624947,-0.012773874215782,-0.02501967176795,-0.020580431446433
"6021",-0.011719160713255,-0.008715397678316,0.009545836597681,0.030552448704839,0.044945620000362,0.058577563613653,0.07989689707756,0.091282770037651,0.113267488777637,0.130015566945076,0.199005052447319,0.231817930936813,0.245840042829514,0.22254778444767,0.253443002700806,0.18664026260376,0.172530427575111,0.074756510555744,-0.013624917715788,-0.026420259848237,-0.020342987030745
"6022",-0.012465634383261,-0.009040204808116,0.011113714426756,0.029280936345458,0.041770841926336,0.059175323694944,0.082305707037449,0.087859556078911,0.112230412662029,0.126056596636772,0.183840185403824,0.223289713263512,0.231639683246613,0.210705101490021,0.226818472146988,0.15748305618763,0.147450953722,0.05413018912077,-0.009757526218891,-0.023743137717247,-0.023291220888495
"6023",-0.015563191846013,-0.005526379682124,0.012022795155644,0.029258845373988,0.043253395706415,0.061717536300421,0.08061245828867,0.090541869401932,0.115214176476002,0.131594985723495,0.192176014184952,0.221210718154907,0.231614038348198,0.212081909179688,0.232994064688683,0.150850042700768,0.131767347455025,0.040707800537348,-0.01354683469981,-0.024435365572572,-0.021342249587178
"6024",-0.018331810832024,-0.008700281381607,0.011724038980901,0.028619538992643,0.040661677718163,0.063102282583714,0.080114834010601,0.093877077102661,0.109850980341434,0.132296591997147,0.194696739315987,0.22494201362133,0.246992528438568,0.222933858633041,0.245009481906891,0.168956488370895,0.152734026312828,0.044050775468349,-0.015319641679525,-0.026081591844559,-0.020631408318877
"6025",-0.017010405659676,-0.009379609487951,0.010120230726898,0.024490222334862,0.042290616780519,0.060695946216583,0.07929615676403,0.093362063169479,0.115025445818901,0.135539650917053,0.20072777569294,0.236479848623276,0.255619704723358,0.225602194666862,0.252911329269409,0.162079572677612,0.136546701192856,0.046054929494858,-0.016087843105197,-0.027536984533072,-0.022713702172041
"6026",-0.016145249828696,-0.010266075842083,0.011145241558552,0.02989356406033,0.041203856468201,0.057280272245407,0.079419322311878,0.086730182170868,0.105450354516506,0.132208958268166,0.193104431033134,0.234253466129303,0.255341082811356,0.220377504825592,0.26567679643631,0.175942555069923,0.156132608652115,0.063930943608284,-0.014508948661387,-0.027737161144614,-0.019290214404464
"6027",-0.011633823625743,-0.013252982869744,0.007963820360601,0.025699267163873,0.041630659252405,0.059071987867355,0.079804003238678,0.085763290524483,0.100343383848667,0.134105890989304,0.197500586509705,0.237273380160332,0.264375865459442,0.221406072378159,0.2866390645504,0.210484728217125,0.20797024667263,0.11430723965168,0.002386937849224,-0.02531499043107,-0.019483156502247
"6028",-0.011644287966192,-0.0132827302441,0.011406248435378,0.028110846877098,0.041134238243103,0.056492704898119,0.079255141317844,0.086278095841408,0.102202817797661,0.133796185255051,0.190924525260925,0.227541327476501,0.255471289157867,0.223304778337479,0.284601777791977,0.220085471868515,0.218246072530746,0.117656849324703,0.000281343236566,-0.024766827002168,-0.016329936683178
"6029",-0.013989690691233,-0.010696806013584,0.010770663619041,0.028455387800932,0.040560647845268,0.059744168072939,0.075882837176323,0.084762841463089,0.096731685101986,0.124873206019402,0.186114296317101,0.222183763980865,0.253815948963165,0.220543548464775,0.271805733442307,0.206845134496689,0.207056269049644,0.107980974018574,-0.005015949718654,-0.025134719908237,-0.020337779074907
"6030",-0.01183208823204,-0.013692678883672,0.009111436083913,0.027913972735405,0.040446650236845,0.055720441043377,0.074863992631435,0.088931933045387,0.101628996431828,0.132401123642921,0.196084946393967,0.231335550546646,0.260164529085159,0.240984722971916,0.277851611375809,0.202468529343605,0.205081447958946,0.101477675139904,-0.001428761286661,-0.029745293781161,-0.018885375931859
"6031",-0.014564782381058,-0.012694321572781,0.008695346303284,0.028728827834129,0.045932020992041,0.062554985284805,0.078265801072121,0.086236745119095,0.096701063215733,0.128193333745003,0.180346757173538,0.219755589962006,0.239866212010384,0.218151092529297,0.247867077589035,0.181941077113152,0.174978658556938,0.072500020265579,-0.012072619982064,-0.024819348007441,-0.023104757070541
"6032",-0.016497803851962,-0.008214498870075,0.010828270576894,0.031794410198927,0.043774519115686,0.062398947775364,0.080920502543449,0.083197705447674,0.100910671055317,0.133219987154007,0.193731248378754,0.227329015731812,0.255459725856781,0.225692585110664,0.243303894996643,0.186885014176369,0.170507714152336,0.073722399771214,-0.011718390509486,-0.022497115656734,-0.025045089423656
"6033",-0.018395869061351,-0.009216246195138,0.006248800083995,0.027714192867279,0.034921731799841,0.049036048352718,0.076470285654068,0.083717189729214,0.096778765320778,0.133246377110481,0.194161370396614,0.223846346139908,0.251569360494614,0.217487052083015,0.235970884561539,0.177493557333946,0.1600501537323,0.060910366475582,-0.010888853110373,-0.025176655501127,-0.022743690758944
"6034",-0.014798424206674,-0.010460255667567,0.004420931916684,0.029560023918748,0.038997150957584,0.055583994835615,0.078447602689266,0.090399354696274,0.106449648737907,0.142370402812958,0.198241516947746,0.231271758675575,0.256866425275803,0.23314605653286,0.245954513549805,0.197190403938293,0.199130862951279,0.116460993885994,0.001355523243546,-0.0243712477386,-0.015910141170025
"6035",-0.014319087378681,-0.009923491626978,0.007491181138903,0.031477849930525,0.040654297918081,0.058828629553318,0.081869214773178,0.089367210865021,0.103481635451317,0.129095897078514,0.18498794734478,0.21944023668766,0.242007464170456,0.213023915886879,0.226944655179977,0.1719870865345,0.154581323266029,0.057951282709837,-0.010649185627699,-0.025875564664602,-0.017503159120679
"6036",-0.014394271187484,-0.010504209436476,0.007657087408006,0.028390530496836,0.039976757019758,0.059111967682838,0.081677742302418,0.088639982044697,0.103831067681313,0.133672758936882,0.190820053219795,0.225243657827377,0.253879457712173,0.224806264042854,0.248858362436295,0.186707049608231,0.166532605886459,0.072634130716324,-0.009171536192298,-0.026458324864507,-0.023160327225924
"6037",-0.014819636009634,-0.010718385688961,0.007175554987043,0.025112012401223,0.040697380900383,0.058083903044462,0.079325072467327,0.090354859828949,0.102263413369656,0.137701392173767,0.194674998521805,0.22716523706913,0.252909064292908,0.222220182418823,0.253246694803238,0.173667386174202,0.157285317778587,0.064584001898766,-0.009282567538321,-0.025673346593976,-0.023334490135312
