day,average_ch_20_3
0ch20,0
13ch20,-0.015876339
25ch20,0.060512747
35ch20,0.116046108
41ch20,0.142145896
49ch20,0.176945613
55ch20,0.364405529
62ch20,0.427868364
69ch20,0.491331199
77ch20,0.639584163
84ch20,0.713921168
91ch20,0.788258173
97ch20,0.851975606
111ch20,0.808583909
116ch20,0.783
121ch20,0.788
124ch20,0.82172245
