day,average_cc_20_3
0cc20,0.000238941
13cc20,0.270712619
25cc20,6.055141692
35cc20,22.31792585
41cc20,27.00108651
49cc20,33.24530073
55cc20,42.05784001
62cc20,48.32820131
69cc20,54.59856261
77cc20,69.58216535
84cc20,77.00063494
91cc20,84.41910452
97cc20,90.77779273
111cc20,86.45326204
116cc20,92.36
121cc20,90.37
124cc20,79.88298762
