day,average_cc_20_4
0cc20,0.00104475
13cc20,0.023727262
25cc20,1.028952595
35cc20,10.62945925
41cc20,13.00014998
49cc20,16.16107094
55cc20,36.48566217
62cc20,42.87246261
69cc20,49.25926306
77cc20,70.57218031
84cc20,78.99750591
91cc20,87.42283151
97cc20,94.64453917
111cc20,97.32120617
116cc20,99.74944605
121cc20,98.57
124cc20,92.65593164
