day,average_eg_20_3
0eg20,-0.015657702
13eg20,-0.00960367
25eg20,0.005350026
35eg20,0.035323549
41eg20,0.045542376
49eg20,0.059167479
55eg20,0.082377642
62eg20,0.096914165
69eg20,0.111450689
77eg20,0.165843601
84eg20,0.185958891
91eg20,0.206074182
97eg20,0.22331586
111eg20,0.199897711
116eg20,0.193
121eg20,0.173
124eg20,0.184392355
