FID,0eg20,12eg20,24eg20,30eg20,39eg20,46eg20,53eg20,60eg20,67eg20,73eg20,81eg20,88eg20,95eg20,102eg20,108eg20,116eg20,121eg20,129eg20,135eg20,144eg20,150eg20
1486,-0.02027948,-0.010002038,0.007607608,0.027719475,0.041565362,0.068492107,0.079616576,0.096383899,0.107379146,0.125257045,0.194623679,0.23273389,0.249674886,0.224971414,0.248290628,0.174358368,0.156979039,0.063284099,-0.008481011,-0.019206669,0.000653515
1487,-0.0178259,-0.013338345,0.005745299,0.029601369,0.048544869,0.069286875,0.086592786,0.100979894,0.111524664,0.131149247,0.197264358,0.244220734,0.265169919,0.237606674,0.262879699,0.185709655,0.161429569,0.065501757,-0.008555705,-0.019881072,-0.000441836
1488,-0.019687779,-0.012218801,0.003521593,0.028732067,0.041154008,0.061338264,0.083224699,0.089018688,0.105059192,0.121906511,0.184215665,0.223428056,0.244075298,0.217080027,0.244339243,0.174158812,0.159784675,0.073794313,-0.003271868,-0.018337261,0.003569315
1489,-0.01928748,-0.009695034,0.003396077,0.028000591,0.041861359,0.06830354,0.087381393,0.093281567,0.108629592,0.131251454,0.205547884,0.240263313,0.259190589,0.234847665,0.261316538,0.19143185,0.177939758,0.092972077,-0.006189544,-0.022553412,0.002044104
1490,-0.015449882,-0.009690949,0.005606048,0.029423213,0.0403427,0.066558756,0.083544873,0.089357205,0.106869042,0.128977552,0.202022344,0.238745362,0.26045233,0.226666197,0.258427829,0.189246356,0.184306845,0.094225056,-0.003539853,-0.019029967,0.003940055
1491,-0.018328274,-0.011339372,0.00494527,0.027823109,0.041745044,0.066985071,0.082028046,0.094134398,0.108406566,0.13391459,0.209516317,0.24741362,0.270482242,0.239082158,0.274285138,0.206926525,0.193211988,0.090938605,-0.003578685,-0.025412651,0.00074224
1492,-0.016341265,-0.010772972,0.004715971,0.025191914,0.042763691,0.062903464,0.080215089,0.089040764,0.107560374,0.129165247,0.211328194,0.240690798,0.266620457,0.23681815,0.273028105,0.189780012,0.157565355,0.057189375,-0.017635137,-0.029373253,-0.001951489
1493,-0.019657144,-0.010257442,0.001736192,0.02965788,0.044147559,0.066597305,0.081138983,0.090244032,0.10572388,0.126432315,0.200055405,0.228099182,0.251094013,0.217808589,0.2437374,0.159152299,0.12881279,0.047023363,-0.014776342,-0.023780061,-0.00201635
1494,-0.020151356,-0.00870843,0.008403273,0.032080036,0.047846574,0.07876838,0.090691738,0.100214802,0.114180185,0.137368247,0.209540948,0.235528916,0.254171222,0.21929729,0.25341925,0.17586045,0.150800526,0.060633089,-0.010128777,-0.023973975,0.000990394
1495,-0.019960856,-0.011411828,0.004271891,0.03251699,0.047816519,0.073644198,0.083009847,0.093168207,0.103725269,0.122863077,0.179662064,0.212750033,0.237796172,0.204996511,0.236483574,0.175742716,0.152598441,0.063581601,-0.009880428,-0.022443276,0.002095872
1496,-0.017584052,-0.008895273,0.002015446,0.029582694,0.043791134,0.068466231,0.083861366,0.095972806,0.111309066,0.126171067,0.193976626,0.230649993,0.255999446,0.223620802,0.249772251,0.190190017,0.173257306,0.086961895,-0.002397634,-0.029321106,-0.000331733
1497,-0.020307725,-0.010119834,0.000173807,0.029003577,0.038621381,0.065088354,0.085926019,0.09451583,0.107264616,0.124785133,0.179038405,0.220705107,0.24699676,0.212442428,0.241237253,0.17855598,0.162247777,0.081113383,-0.005389012,-0.021047862,-0.000348225
1498,-0.019270746,-0.008931897,0.005226037,0.033081178,0.044961516,0.069550507,0.085055515,0.095014267,0.107807063,0.124590702,0.180414513,0.218322441,0.243155897,0.208699495,0.241127148,0.174400762,0.149524331,0.058830924,-0.015105173,-0.022735061,0.000253822
1499,-0.018698974,-0.007778456,0.006725918,0.028741593,0.04176135,0.064789675,0.085562252,0.091003984,0.113006316,0.126866892,0.185482576,0.219362244,0.246634498,0.214819118,0.24793686,0.179147631,0.145779654,0.055657931,-0.016630156,-0.027775079,-0.000616654
1500,-0.016918654,-0.009512311,0.005139406,0.031741597,0.042403758,0.068206161,0.08231771,0.095461562,0.112334631,0.130505681,0.187440321,0.223570585,0.240804583,0.215048254,0.250763744,0.178608224,0.135977119,0.04376442,-0.016759621,-0.029474461,-0.002599543
1501,-0.018919306,-0.012072069,0.004862068,0.033433635,0.045920026,0.073391065,0.084860601,0.096559897,0.107491992,0.125892028,0.186245158,0.220716551,0.2577039,0.213371158,0.252567798,0.191048324,0.166410491,0.069497146,-0.006837989,-0.026315013,-0.001051667
1502,-0.019668825,-0.0134439,0.001589113,0.033514902,0.048653621,0.066609703,0.082642816,0.094218805,0.112195544,0.133039489,0.191945016,0.226160467,0.254594922,0.209533989,0.238629803,0.169567153,0.14293623,0.045975551,-0.016720794,-0.028052351,-0.002050826
1503,-0.020018477,-0.008665347,0.006883862,0.037110642,0.048892297,0.068251573,0.08557497,0.090087138,0.106935687,0.134165168,0.18832162,0.225305423,0.25568518,0.210702479,0.237997755,0.165585116,0.134054109,0.046015438,-0.017759502,-0.024765,-0.004337949
1504,-0.017055135,-0.0127061,0.002783348,0.034048487,0.040825233,0.064574018,0.082486197,0.090777114,0.110257432,0.133903295,0.200741291,0.233691767,0.260956854,0.217481688,0.243170574,0.155883774,0.117401138,0.034050044,-0.020170419,-0.027858589,-0.005710731
1505,-0.018780539,-0.005962978,0.003536464,0.034229029,0.042211358,0.069485091,0.080351718,0.093514629,0.109732643,0.131404519,0.195272356,0.230708688,0.256046236,0.217945367,0.242343947,0.174285904,0.144246817,0.057959247,-0.011029424,-0.025898602,0.000259854
1506,-0.018114755,-0.013398672,0.004012394,0.03049127,0.041600488,0.065058492,0.081036374,0.092623338,0.106202446,0.1311232,0.198952302,0.23477909,0.265610725,0.223696321,0.251149446,0.197353706,0.16313681,0.072672553,-0.008034837,-0.023609826,0.00161974
1507,-0.015838038,-0.010861783,0.002341045,0.031826433,0.040147346,0.05907378,0.079047211,0.089178592,0.10728091,0.127247274,0.191030502,0.22696349,0.255355597,0.220259771,0.243757904,0.188840881,0.166193992,0.081880115,-0.006239309,-0.028166292,0.004509587
1508,-0.014236906,-0.012630773,0.002350593,0.030490354,0.039863244,0.058190446,0.076995991,0.090175062,0.110758901,0.140522569,0.201822802,0.234024301,0.260239452,0.218349263,0.23973079,0.166369423,0.138886616,0.0533849,-0.009350638,-0.026322035,0.00496925
1509,-0.016847139,-0.010986746,0.003044137,0.028278627,0.040957924,0.060233682,0.0799025,0.08810591,0.106618606,0.138396293,0.203512818,0.231217533,0.259019285,0.218561277,0.243259966,0.167165309,0.136471748,0.049268622,-0.01417736,-0.024851067,0.009259194
1510,-0.016079055,-0.013162134,0.001751187,0.027024582,0.038011659,0.059345815,0.07772883,0.084103398,0.10504353,0.137430727,0.201428771,0.232764363,0.25224933,0.212043017,0.235012844,0.167072237,0.141761675,0.05414008,-0.011405673,-0.026850661,0.006590712
1511,-0.010447097,-0.012566965,0.002872398,0.028332027,0.038528349,0.0660436,0.078203298,0.084821157,0.107853509,0.136266604,0.202320948,0.246297821,0.270453036,0.223841444,0.252037495,0.186796322,0.165703267,0.072660245,-0.00992259,-0.027936041,0.00859646
1512,-0.017057624,-0.010062522,0.000119523,0.028003678,0.042659868,0.067591101,0.074617453,0.086467475,0.110217176,0.1426166,0.201274231,0.244213045,0.27693519,0.228802115,0.24812445,0.18899332,0.165853456,0.076455988,-0.006446914,-0.027430665,0.010447343
1513,-0.018489171,-0.013639793,-0.002317954,0.023167277,0.036252547,0.059611276,0.074475251,0.085062027,0.109018333,0.141578481,0.208466932,0.246741593,0.270029932,0.209527954,0.21522522,0.128386259,0.091798633,0.02052206,-0.017579675,-0.027538843,0.003805941
1514,-0.021649322,-0.01377074,-3.64E-05,0.028029939,0.037262149,0.059282884,0.070393287,0.087528475,0.1104386,0.129833415,0.200221464,0.247321218,0.259070516,0.209510684,0.226070076,0.121259555,0.079497799,0.012180299,-0.016912995,-0.027210724,0.000903238
1515,-0.013367943,-0.012025388,0.004986051,0.021427138,0.030341793,0.0443535,0.067965604,0.093504369,0.106945679,0.13017866,0.195327073,0.228053004,0.249049768,0.211918622,0.253145218,0.191312745,0.189493254,0.071265534,-0.012948968,-0.029714435,-0.00907502
1516,-0.015641609,-0.010194005,0.000514982,0.020965196,0.024159448,0.035899859,0.067008883,0.0894337,0.109712817,0.132134229,0.212575048,0.251312762,0.295921117,0.245003805,0.274382502,0.217220083,0.222813264,0.126848578,0.00203179,-0.02564173,-0.00981209
1517,-0.018670682,-0.012539485,-0.001869067,0.019142373,0.026774786,0.042218518,0.068864048,0.089450076,0.112409897,0.137053952,0.213336468,0.25181964,0.298721313,0.247352868,0.290802032,0.228539184,0.224410623,0.139205769,0.007691111,-0.025314048,-0.007877717
1518,-0.017300718,-0.013344487,0.002741029,0.026302522,0.034408834,0.053421758,0.072755605,0.092648663,0.106649794,0.127419204,0.188059866,0.224537462,0.255779982,0.21184136,0.257440239,0.193568289,0.176362589,0.074921586,-0.012722787,-0.025061669,-0.010750768
1519,-0.015057745,-0.012639886,0.000511239,0.029118022,0.036763776,0.047207143,0.071543016,0.089594677,0.108223781,0.130682364,0.198126242,0.2236709,0.256750673,0.219444498,0.261313617,0.195946008,0.182314068,0.075777076,-0.013290768,-0.028057119,-0.00927186
1520,-0.014417356,-0.011079533,0.004842404,0.025082141,0.036337327,0.054620501,0.077227794,0.096754164,0.107598484,0.13766183,0.204942971,0.222094968,0.262195349,0.226874381,0.256365329,0.197107375,0.180562556,0.075361453,-0.011474195,-0.029828278,-0.01065866
1521,-0.016817469,-0.010237845,0.003029265,0.025085865,0.034687344,0.050877649,0.073419906,0.086779349,0.109427691,0.133295551,0.209341109,0.226871863,0.26801914,0.221927077,0.260107011,0.193099737,0.17640318,0.08146809,-0.01244926,-0.03466744,-0.013685036
1522,-0.013717513,-0.008892989,-0.000532247,0.022500888,0.034363147,0.049550805,0.074203871,0.090107642,0.112271205,0.142627895,0.222885519,0.242883235,0.29523617,0.23336184,0.275251299,0.196491092,0.178913489,0.08792685,-0.009044832,-0.029347319,-0.012930977
1523,-0.014636125,-0.01158729,0.00204349,0.024019649,0.032804791,0.04785018,0.07409437,0.096916564,0.115848199,0.147593722,0.22745195,0.252980739,0.305682212,0.246338308,0.279450715,0.202249065,0.189927205,0.103355534,-0.005038563,-0.027513191,-0.013578789
1524,-0.015263129,-0.011535767,-0.002124703,0.026962863,0.036243562,0.050741032,0.079643786,0.096268043,0.119528957,0.145980984,0.224861577,0.254813164,0.301680267,0.250006735,0.28715694,0.218684778,0.212793127,0.141180545,-0.001960556,-0.031389412,-0.011006286
1525,-0.017711412,-0.011753977,0.000867232,0.023914775,0.034080457,0.04691295,0.072715119,0.089283705,0.114970341,0.149153709,0.229970112,0.273275882,0.312253505,0.257744879,0.287209511,0.224994361,0.226003379,0.150334269,0.004003859,-0.031363089,-0.012460443
1526,-0.019983998,-0.013896314,0.000402973,0.02380015,0.034469269,0.05359311,0.078826264,0.092585452,0.119210221,0.141269237,0.23215574,0.277005792,0.322565496,0.261056185,0.288783222,0.219656065,0.213233948,0.126215577,-0.006690669,-0.0309882,-0.014349176
1527,-0.019396607,-0.013551431,-0.003482125,0.022510123,0.032867134,0.044405613,0.076749422,0.095766671,0.123093985,0.156955063,0.247122705,0.279678524,0.319011748,0.262309879,0.293994576,0.218086138,0.203414842,0.107804604,-0.008270839,-0.032925203,-0.012067612
1528,-0.015898069,-0.010468866,-0.002574307,0.022572581,0.037094016,0.051788215,0.076745272,0.09192878,0.126575291,0.146733284,0.244650975,0.280595183,0.326537937,0.27001965,0.294103771,0.230917826,0.215029567,0.128865436,0.000222659,-0.037768781,-0.012578525
1529,-0.016004065,-0.008620813,0.001798207,0.024196863,0.038050182,0.049889367,0.081000879,0.09731964,0.125181407,0.146043062,0.234652951,0.278137416,0.307997406,0.258489341,0.284228355,0.203640386,0.183040842,0.087303922,-0.014824544,-0.046138924,-0.014899542
1530,-0.016551292,-0.009622028,-0.001499689,0.019960184,0.03263928,0.047061466,0.076281913,0.099162839,0.1226997,0.141857132,0.236088142,0.293100059,0.319479764,0.263383955,0.291715086,0.207093596,0.187728271,0.077486448,-0.017393976,-0.043032385,-0.018129796
1531,-0.016286811,-0.011323595,-0.003225873,0.02165186,0.035184845,0.047103323,0.074691087,0.091774419,0.120628417,0.140395626,0.230801597,0.28977263,0.321325719,0.276602626,0.305360109,0.233019397,0.224405676,0.151150852,-0.001178099,-0.038739983,-0.016834766
1532,-0.018426539,-0.014429227,-0.005692484,0.020401085,0.032140221,0.05030464,0.070634916,0.093287691,0.113677427,0.13654995,0.213128984,0.286195755,0.308436364,0.264648855,0.301178902,0.222663671,0.212491304,0.133690178,-0.002234088,-0.039711699,-0.012579868
1533,-0.019093109,-0.009443001,-0.005585305,0.019492399,0.028001264,0.043173246,0.071674734,0.09051501,0.116055317,0.141266093,0.225050509,0.296371013,0.324704409,0.279242337,0.308022648,0.225587234,0.206754074,0.101060182,-0.013737515,-0.047942486,-0.015870931
1534,-0.022184271,-0.011522149,-0.008043429,0.00511148,0.018324336,0.021041334,0.050926842,0.074609429,0.102436677,0.138414845,0.236676186,0.293437898,0.326270908,0.278284252,0.303145617,0.239404991,0.228635624,0.152135372,0.011684658,-0.045652766,-0.017617738
1535,-0.019566717,-0.012174297,-0.009122885,-0.003456703,0.001035722,0.001318567,0.027299475,0.047252931,0.080310456,0.106485054,0.19332625,0.257813513,0.311031252,0.278758138,0.310007423,0.259269506,0.263847023,0.251171023,0.068536445,-0.046132535,-0.013880048
1536,-0.020616915,-0.012758039,-0.011062527,-0.003683657,0.002468983,0.001627399,0.025146173,0.044508092,0.080484286,0.107368261,0.184941396,0.25213933,0.308332145,0.26751554,0.292375177,0.241016999,0.247783795,0.231759548,0.073875889,-0.044929449,-0.01020729
1537,-0.018594595,-0.0157772,-0.008395074,0.002057019,0.010144775,0.01931845,0.044930927,0.066179834,0.102108218,0.136386558,0.211684808,0.290332794,0.326429158,0.266694665,0.298318535,0.236384556,0.234910056,0.205090776,0.046883572,-0.045795377,-0.010319688
1538,-0.018512564,-0.013771762,-0.005905353,0.02224859,0.033227228,0.049822491,0.076252878,0.094872974,0.119040787,0.142530158,0.222546041,0.285633653,0.320461839,0.269114643,0.301490158,0.238269612,0.240796536,0.188905239,0.028219339,-0.038989354,-0.014650988
1539,-0.01567678,-0.010156842,0.001768799,0.026387434,0.036786765,0.05581608,0.078772157,0.098618127,0.122019388,0.152430341,0.239544094,0.29894352,0.325575918,0.268329859,0.294241428,0.230128407,0.227655888,0.15953888,0.015839327,-0.039225191,-0.014914377
1540,-0.01678923,-0.011354368,0.001772225,0.024950946,0.038360663,0.050380822,0.075535491,0.097290576,0.115387402,0.143374354,0.235119611,0.288935065,0.324028999,0.270468503,0.293574959,0.225480095,0.221064851,0.134391069,0.009587665,-0.030618895,-0.016872678
1541,-0.020553451,-0.008770825,0.001923371,0.026749095,0.041609373,0.052749984,0.078510918,0.101851277,0.118467674,0.148695081,0.229922548,0.281330585,0.317698151,0.266712397,0.288048863,0.22344324,0.225911885,0.162511721,0.017998395,-0.030358709,-0.014537924
1542,-0.019758074,-0.008231193,0.001694832,0.026217507,0.037400357,0.054056972,0.082966074,0.096253827,0.116493508,0.134461448,0.21831347,0.267537177,0.296415895,0.258437485,0.278975666,0.210938513,0.213243514,0.133542374,0.012318647,-0.026490092,-0.013930016
1543,-0.017907815,-0.008879596,-7.78E-05,0.028454961,0.039371423,0.053864885,0.078999683,0.096771538,0.113508053,0.13107197,0.210641667,0.259233832,0.286903769,0.24099274,0.269112408,0.192674115,0.179837629,0.087496981,0.001078918,-0.022631986,-0.021049252
1544,-0.019045137,-0.010989033,0.003457391,0.025271561,0.03709108,0.056326762,0.081070527,0.094997659,0.111008964,0.130882293,0.209088102,0.247614324,0.288259268,0.244537964,0.262255609,0.194706276,0.177958921,0.077201843,-0.001381621,-0.030440738,-0.020248054
1545,-0.017533813,-0.009717464,0.001001606,0.02233888,0.032908518,0.05073021,0.073794171,0.091261908,0.111545868,0.134961411,0.217983812,0.250589788,0.280528486,0.243226141,0.259573162,0.184660897,0.161764383,0.061369572,-0.010912362,-0.036991239,-0.022368595
1546,-0.015377798,-0.008851566,0.002880077,0.019508101,0.036521673,0.052776784,0.079873055,0.091540284,0.115712799,0.139901727,0.215227798,0.247210294,0.272139519,0.244373918,0.266817182,0.202889994,0.188374013,0.089685053,-0.009825848,-0.035252195,-0.018105561
1547,-0.013463562,-0.006825102,0.007900093,0.024496796,0.040965252,0.055697069,0.082100131,0.0883568,0.109346315,0.127138823,0.206524208,0.225135148,0.262825787,0.241130695,0.262946069,0.203458786,0.194929093,0.091577761,-0.003977627,-0.03967515,-0.020504184
1548,-0.016899534,-0.007753154,0.005381603,0.026653018,0.040270153,0.058320869,0.080232874,0.084058851,0.103910804,0.1230435,0.194712862,0.229398653,0.263258547,0.229923159,0.250122726,0.198485106,0.183873102,0.089148492,-0.002748061,-0.036157526,-0.018164601
1549,-0.020250412,-0.007602613,0.001154904,0.026223648,0.035205215,0.060557608,0.077350765,0.087802663,0.107090592,0.130028725,0.20805411,0.237971887,0.279294252,0.237460986,0.261003345,0.192164376,0.166251451,0.067621462,-0.012901799,-0.036400553,-0.021161467
1550,-0.01471234,-0.009389566,0.004937541,0.025927352,0.03616919,0.060409758,0.074667774,0.082993329,0.105529338,0.124103777,0.197783858,0.228227749,0.270261317,0.231252909,0.261309773,0.197215766,0.195315897,0.096543662,0.001344552,-0.036311004,-0.011396322
1551,-0.017354697,-0.007265455,-9.54E-06,0.02155233,0.037489295,0.052045755,0.072802939,0.087635577,0.109977715,0.131216973,0.206930369,0.228012115,0.276404381,0.231820941,0.269580573,0.213029116,0.206146196,0.126153976,0.007224151,-0.036463398,-0.012281111
1552,-0.017258488,-0.01048588,0.003445649,0.03125364,0.036211245,0.058132626,0.077416703,0.091384962,0.112052448,0.142756268,0.2233257,0.245180294,0.284574866,0.242811009,0.274830639,0.215182558,0.216556087,0.14113757,0.009426452,-0.033136226,-0.011373827
1553,-0.017193221,-0.009157159,0.00622469,0.033393662,0.03945801,0.054272763,0.077351466,0.082795739,0.109722883,0.127960727,0.196175992,0.221012533,0.261275619,0.232705638,0.258097827,0.205444872,0.208180085,0.130339086,0.005584811,-0.028747261,-0.009154268
1554,-0.017356666,-0.011637053,0.007863189,0.028170975,0.040577661,0.059868883,0.079359636,0.087387763,0.107680634,0.129960254,0.203713983,0.224140972,0.262175828,0.228911296,0.263663977,0.206209347,0.207648352,0.119419657,0.007768368,-0.032850809,-0.005872461
1555,-0.017937886,-0.012089445,0.006990228,0.025380356,0.038211744,0.059913006,0.080541126,0.094022825,0.115050517,0.135861292,0.202817827,0.231117949,0.264547795,0.230531693,0.265576899,0.20746769,0.206261709,0.130542606,0.00046247,-0.036462445,0.004857443
1556,-0.020571776,-0.009075328,0.00424315,0.028845308,0.038349517,0.063724101,0.082124926,0.095815085,0.111308195,0.126813397,0.191638768,0.221328914,0.2599338,0.230531633,0.254987538,0.20041655,0.20020327,0.122742996,0.00477626,-0.036159426,2.37E-06
1557,-0.01936106,-0.009063449,0.001890864,0.028517399,0.038258441,0.058313783,0.076685347,0.088348001,0.106575489,0.123532884,0.186151221,0.222525895,0.241080955,0.212355688,0.243438199,0.194727376,0.185110927,0.111295246,-0.001923152,-0.034899764,-0.004149923
1558,-0.01907046,-0.013418838,0.007592263,0.026732717,0.041772995,0.060773227,0.083219096,0.097654752,0.112364724,0.130358562,0.197412506,0.234214336,0.250400573,0.219058454,0.253711492,0.192924649,0.18031089,0.108750977,-0.000912001,-0.037641235,0.003611863
1559,-0.020025512,-0.012650887,0.004983625,0.028293993,0.035152972,0.058332082,0.077362187,0.091161832,0.114418663,0.134827137,0.199535593,0.239127219,0.248911023,0.213960052,0.248198837,0.175680742,0.154130727,0.070758112,-0.011242548,-0.041641086,0.004856352
1560,-0.020021016,-0.013635934,0.00134184,0.03317808,0.040439617,0.058985706,0.077343591,0.088659503,0.109912373,0.128848612,0.190354362,0.231994122,0.248201787,0.214081258,0.251333296,0.185606107,0.176032141,0.094869532,-0.003323907,-0.035642412,0.000991705
1561,-0.018420681,-0.010836388,0.001480857,0.033952821,0.034304682,0.058991101,0.080526419,0.091130577,0.108617,0.12866953,0.192043811,0.229416937,0.246774733,0.216198012,0.253658295,0.186832696,0.181941673,0.105779074,-0.005068698,-0.041604895,0.00126914
1562,-0.016227536,-0.01459636,0.003675489,0.033533689,0.037549101,0.058148298,0.077710629,0.092630319,0.107416585,0.127428547,0.189579397,0.2339596,0.234914333,0.216271788,0.252468377,0.187858373,0.171555728,0.08588738,-0.00957904,-0.039465405,0.002014316
1563,-0.013540044,-0.010275336,0.005311802,0.026963253,0.038104769,0.060320582,0.081177451,0.092094883,0.104588918,0.122581072,0.184588373,0.221394584,0.228440717,0.207517281,0.24115622,0.193289712,0.176308632,0.09563563,-0.010397598,-0.034861386,-0.001609938
1564,-0.016204441,-0.012946666,0.006492383,0.02802735,0.040518153,0.062266216,0.078670666,0.096285805,0.110812716,0.135781467,0.200024307,0.234898418,0.235796928,0.20931904,0.237023234,0.167607382,0.147058085,0.07045754,-0.012739637,-0.038016554,-0.002771888
1565,-0.018096719,-0.011814275,0.005687578,0.026743693,0.043287065,0.063070796,0.080260411,0.095650233,0.116263986,0.13250123,0.204389036,0.234051704,0.243153036,0.207857743,0.232606128,0.164570615,0.141255379,0.054359477,-0.01670024,-0.037748929,-0.00424781
1566,-0.021992199,-0.006668165,0.006321216,0.026168644,0.043617826,0.057905316,0.081655726,0.097223446,0.108059458,0.132951513,0.192662463,0.222248882,0.221720561,0.188988671,0.21601294,0.154905617,0.128154218,0.046549857,-0.013861332,-0.029715775,-0.001105262
1567,-0.0217392,-0.008039561,0.00539651,0.030089516,0.041522045,0.059209011,0.078795396,0.091061004,0.107442409,0.123760708,0.18626453,0.21831505,0.228649274,0.188069433,0.217635199,0.159018889,0.145789877,0.063601509,-0.011171863,-0.028483635,0.00134287
1568,-0.017612429,-0.009571316,0.008749825,0.03155442,0.039897997,0.059714448,0.078754485,0.093334094,0.106295444,0.125560954,0.194817856,0.229406819,0.244350731,0.20254457,0.236614883,0.17961061,0.172492877,0.078651235,-0.005023795,-0.029991075,-0.000205594
1569,-0.018901888,-0.01070381,0.006185774,0.026450839,0.039437205,0.05879556,0.079637699,0.094349414,0.110161811,0.131172583,0.191382885,0.229380488,0.244158134,0.212104738,0.244994745,0.184153989,0.168785214,0.066831559,-0.010722572,-0.029714257,-0.000835221
1570,-0.018004827,-0.009726056,0.00575318,0.026246071,0.03664786,0.062433634,0.080365561,0.093142249,0.105555452,0.124994464,0.193367749,0.228967234,0.245539248,0.214282915,0.249885425,0.199764132,0.191427603,0.087467708,-0.006319212,-0.023939768,0.00439867
1571,-0.021308804,-0.005921495,0.000542704,0.026155738,0.03926732,0.056849893,0.079195291,0.091877453,0.1086668,0.130484387,0.201976195,0.237463564,0.252064705,0.219377115,0.260457128,0.197288767,0.200146869,0.098790661,-0.004868575,-0.024852416,0.003140507
1572,-0.019858979,-0.012268919,9.69E-06,0.025469558,0.04137025,0.053763844,0.075560823,0.090831846,0.111240387,0.130377293,0.198060215,0.237093851,0.251297474,0.215938538,0.255150586,0.183385804,0.184909329,0.079017691,-0.008465964,-0.034753706,0.000790663
1573,-0.019504122,-0.010835836,0.002020801,0.028071648,0.041359998,0.060268149,0.081624798,0.100003704,0.126037747,0.145788997,0.216745973,0.251937926,0.263920665,0.226988539,0.264973968,0.192367971,0.183726057,0.094835192,-0.008158523,-0.038361635,0.000260583
1574,-0.020738915,-0.009002132,0.005330254,0.031264883,0.041632619,0.063205019,0.085693672,0.094089955,0.110134199,0.140819892,0.200475693,0.233574539,0.254648447,0.217812076,0.252876043,0.190411314,0.185898215,0.106667772,-0.00327227,-0.036916576,0.001900144
1575,-0.021183865,-0.011663107,0.005092568,0.031188276,0.041137263,0.062620126,0.090012632,0.098598488,0.11618489,0.144907683,0.213105589,0.245153755,0.258018464,0.224277735,0.26837036,0.205960736,0.208819196,0.133625001,0.005932239,-0.042520188,0.002058278
1576,-0.017184867,-0.013719874,0.004380545,0.029777506,0.042881195,0.063739687,0.080797702,0.092420757,0.119665064,0.14220047,0.208336905,0.243113384,0.263288409,0.209062442,0.244716197,0.191320717,0.194086298,0.126740903,0.005689727,-0.044995178,0.003371886
1577,-0.020419471,-0.014224684,0.001478972,0.022951428,0.034296237,0.058373816,0.07849519,0.090453729,0.113602698,0.134957075,0.208206475,0.246491462,0.270009726,0.211311355,0.24973838,0.189019069,0.194794253,0.111532591,0.004747749,-0.042031623,0.001654276
1578,-0.020619269,-0.009819328,0.004524889,0.027937109,0.043197736,0.062609546,0.085392855,0.090971634,0.111383043,0.136992365,0.203473866,0.239490047,0.266031027,0.207463652,0.241875246,0.179968446,0.16831179,0.093848057,-0.000736556,-0.042784136,0.001910923
1579,-0.018567985,-0.007868783,0.004065508,0.029713357,0.042241395,0.06500636,0.084585011,0.0855354,0.109540187,0.125308529,0.185319886,0.227289438,0.25468111,0.206475437,0.240701973,0.175583139,0.154252216,0.067659602,-0.011701937,-0.034569588,0.000187278
1580,-0.01890034,-0.010662494,0.003323475,0.030769698,0.039597914,0.066074193,0.080292821,0.092167005,0.114056423,0.13406086,0.202225819,0.230394706,0.251110047,0.213906005,0.253101915,0.177255124,0.160190508,0.074665532,-0.007507875,-0.029322959,-0.001815662
1581,-0.019862473,-0.010080087,-0.000347797,0.023888724,0.034034882,0.060912061,0.079606436,0.086385645,0.104560614,0.125703558,0.19520241,0.235201612,0.255084872,0.213975668,0.251795888,0.189071164,0.170527399,0.088484399,-0.005253302,-0.018394599,-0.000881497
1582,-0.018607656,-0.010969201,-0.000868768,0.028107448,0.035954919,0.065294713,0.083451524,0.095085084,0.109958403,0.134300679,0.196946263,0.232800901,0.255771846,0.216597781,0.251138926,0.180744544,0.15967685,0.067552775,-0.007233846,-0.025706859,0.000722998
1583,-0.017418968,-0.009669067,0.004399021,0.026612641,0.041488986,0.061878227,0.082701176,0.088690437,0.11489889,0.137802303,0.19350256,0.231237039,0.248569503,0.204685271,0.227401912,0.152459025,0.135205761,0.044922378,-0.009187853,-0.021166313,-0.00365936
1584,-0.017336402,-0.00766418,-0.000301293,0.023652608,0.041100219,0.061734498,0.085890651,0.09201321,0.112537839,0.133562043,0.196426317,0.228629962,0.255586743,0.208799407,0.239721835,0.160111815,0.139277786,0.048606444,-0.015493536,-0.020347318,-0.003669491
1585,-0.016562546,-0.014868365,0.004006613,0.025888255,0.040083878,0.069172502,0.086250238,0.098765165,0.113994226,0.133068398,0.197165743,0.232288778,0.255544841,0.216724753,0.243111342,0.164940879,0.146491617,0.064893812,-0.009441378,-0.02284687,-0.001172876
1586,-0.018367061,-0.016616993,0.000643315,0.024689389,0.035875514,0.066344604,0.08591985,0.097698778,0.111262962,0.132703289,0.195368126,0.23228395,0.256110072,0.215098396,0.241491526,0.160942912,0.135972306,0.04776898,-0.011414592,-0.020881098,-0.001181681
1587,-0.020625068,-0.01385473,0.004847276,0.023898011,0.039504301,0.069401279,0.07692197,0.095507905,0.113025591,0.13913089,0.212746218,0.245695055,0.277982712,0.226040795,0.248062819,0.167747974,0.142236277,0.047870621,-0.013596862,-0.022862855,-0.006146756
1588,-0.019827982,-0.014042309,0.00149407,0.026910126,0.03845169,0.062028844,0.077923082,0.092262536,0.10713657,0.137295187,0.194030121,0.236965343,0.26463443,0.218764246,0.240623489,0.166994184,0.138793573,0.055322267,-0.012937217,-0.027174881,-0.007463011
