FID,0eg20,12eg20,24eg20,30eg20,39eg20,46eg20,53eg20,60eg20,67eg20,73eg20,81eg20,88eg20,95eg20,102eg20,108eg20,116eg20,121eg20,129eg20,135eg20,144eg20,150eg20
1060,-0.009197733,-0.007322513,0.007507343,0.030106753,0.041927353,0.061742216,0.078967035,0.092715845,0.110333361,0.119868256,0.173819333,0.196396977,0.196075588,0.182688758,0.19330503,0.128058523,0.099813588,0.041694526,-0.014041235,-0.02771765,-0.001804466
1061,-0.011751175,-0.007943876,0.008572814,0.033883832,0.050237957,0.063868836,0.081622295,0.093104407,0.116091147,0.12424732,0.17636469,0.200914577,0.194408596,0.181336641,0.191242814,0.120782681,0.095894724,0.039137084,-0.016189164,-0.018740011,-0.000966086
1062,-0.011985959,-0.008954638,0.009795415,0.035013564,0.045549233,0.066106036,0.082873039,0.091697194,0.112915926,0.119312994,0.166985035,0.187860489,0.179614514,0.16501689,0.168563321,0.098912477,0.077980839,0.032400422,-0.011913696,-0.009329253,-0.001257586
1063,-0.010271783,-0.008514249,0.00563152,0.027648672,0.036956109,0.053352941,0.078416124,0.091302358,0.110201947,0.118123792,0.181204721,0.21027188,0.195127785,0.17527166,0.174888805,0.082160436,0.055369869,0.013671622,-0.018188884,-0.011505339,-0.003305481
1064,-0.011139283,-0.00977612,-0.000438379,0.021437351,0.033966847,0.050700236,0.078419462,0.092998281,0.114690021,0.139669344,0.208639786,0.235123068,0.232857302,0.214575782,0.212973222,0.108795352,0.052428283,0.003477995,-0.025004881,-0.020294288,-0.000124642
1065,-0.011358731,-0.011150984,0.002175876,0.027261179,0.03863116,0.056757629,0.079982296,0.090554073,0.107376479,0.127851456,0.205004781,0.227912515,0.222911224,0.215765119,0.224918351,0.14534153,0.102978736,0.028588455,-0.023743434,-0.029282637,-0.000892741
1066,-0.011360209,-0.009434708,0.005741304,0.032937266,0.042391807,0.060141563,0.085227408,0.09279792,0.109079093,0.13037391,0.205211774,0.226526797,0.242293358,0.242933109,0.269252062,0.21584253,0.189181075,0.108960405,-0.01516379,-0.034305651,-0.003530505
1067,-0.011387107,-0.012826452,0.008677434,0.034117673,0.044086151,0.061875761,0.081521653,0.093758024,0.108559072,0.124351881,0.195344865,0.228548855,0.245027065,0.234815463,0.259329855,0.198448628,0.172754779,0.085659698,-0.011719383,-0.029153265,-0.004567493
1068,-0.012892718,-0.0098146,0.008166021,0.03558711,0.044058777,0.062206939,0.080704734,0.08850947,0.10250967,0.114607729,0.171289429,0.212981686,0.226359636,0.20426774,0.227901787,0.14957267,0.114780344,0.0351745,-0.0145191,-0.024173928,-0.005169591
1069,-0.009541543,-0.011099609,0.004201691,0.029841959,0.041232821,0.057877418,0.077751443,0.090033315,0.1066605,0.118025452,0.181198701,0.223087564,0.23974219,0.225247636,0.24238123,0.143774539,0.097607374,0.017547002,-0.023032622,-0.023469836,-0.004086465
1070,-0.006516811,-0.008038444,-0.00236977,0.015226341,0.029899653,0.043644462,0.069596723,0.087976247,0.110940658,0.137044936,0.218961701,0.245626971,0.276812434,0.267258644,0.274190128,0.199877381,0.154324517,0.063263416,-0.021526285,-0.028383914,1.01E-05
1071,-0.005994312,-0.005345429,-0.001845707,0.013736831,0.027203206,0.041044388,0.067808382,0.091593586,0.111778788,0.145388782,0.238759607,0.264167756,0.283249497,0.275427729,0.276379675,0.231848627,0.212421358,0.143239141,0.001866825,-0.025986793,0.006340588
1072,-0.004650685,-0.007426383,0.002580171,0.018266806,0.027699178,0.041505713,0.072984383,0.091240741,0.110621519,0.138682112,0.239896446,0.259811878,0.278387457,0.268475145,0.272970557,0.216612905,0.20124352,0.145741597,0.002279124,-0.025344674,0.007703861
1073,-0.006680012,-0.01182058,0.000311754,0.014962892,0.021392396,0.036706816,0.069009267,0.084661394,0.109444909,0.147836506,0.237090856,0.266417533,0.278995514,0.266939312,0.279490143,0.225848719,0.208313599,0.157848999,0.010606088,-0.023505941,0.005198286
1074,-0.009376685,-0.008428759,-0.001024729,0.016253093,0.026599364,0.045127317,0.070401333,0.087835804,0.115938,0.14082025,0.234362543,0.261040568,0.271393269,0.252180427,0.271808475,0.222085178,0.204840362,0.14075996,0.002326638,-0.027098203,0.002748888
1075,-0.009019187,-0.009423236,-0.002311323,0.018152874,0.026327075,0.042773064,0.069867514,0.086111993,0.10921111,0.136626363,0.234537378,0.259337068,0.277514517,0.257905185,0.28134492,0.228326827,0.211767226,0.139507428,0.00099046,-0.026449623,0.004192105
1076,-0.00849942,-0.00957422,-0.004304495,0.012117522,0.019134659,0.03087825,0.060889423,0.076282427,0.100073062,0.132204726,0.235363454,0.254045248,0.275692135,0.25056088,0.268386066,0.218556091,0.202507883,0.150188893,0.018356154,-0.025002062,0.004779474
1077,-0.012073639,-0.007901176,-0.001711527,0.012847889,0.023619672,0.037869569,0.06894438,0.085217014,0.101451375,0.134892553,0.223060071,0.249014109,0.267344296,0.246965438,0.258889139,0.215071693,0.198282942,0.131762639,0.006002149,-0.026366735,0.005545774
1078,-0.016137114,-0.009060968,-0.002483264,0.018989306,0.026502108,0.049264591,0.071071178,0.086113892,0.110031694,0.138098478,0.221870646,0.253016502,0.266405493,0.246643975,0.269276947,0.218078256,0.201395839,0.132571384,0.005779866,-0.026116353,0.004776555
1079,-0.015514337,-0.008345587,0.003861709,0.03183214,0.045308944,0.061352227,0.081727386,0.090603389,0.108480267,0.128717333,0.193241671,0.226030171,0.237673074,0.224746197,0.256706536,0.197817415,0.175757155,0.105737895,-0.004624987,-0.026423885,0.000902217
1080,-0.015898045,-0.006695351,0.003558525,0.033783861,0.049162183,0.06727019,0.081716225,0.091497019,0.109809332,0.126370162,0.189659923,0.226836443,0.238922566,0.220194072,0.253312349,0.188396916,0.160478517,0.081607252,-0.004389727,-0.022525864,-0.000606813
1081,-0.016238395,-0.010897161,0.007374727,0.038008589,0.05101667,0.068266399,0.082208514,0.095909208,0.110361755,0.12450137,0.186374083,0.243624836,0.22905615,0.213925138,0.242674991,0.183054596,0.160760671,0.084899545,-0.00109134,-0.021286087,-0.001221312
1082,-0.015671059,-0.010204775,0.008741104,0.032477435,0.050430637,0.065989077,0.084307097,0.088558607,0.110117547,0.126841664,0.178173348,0.241096973,0.224707365,0.210786223,0.253989041,0.189680919,0.158339858,0.072306335,-0.010063277,-0.022663023,0.003421499
1083,-0.015712606,-0.008462285,0.010087804,0.039512374,0.050384223,0.069626279,0.082472831,0.082892649,0.10880392,0.122825906,0.179077327,0.219444111,0.229749531,0.218959346,0.260519505,0.196717456,0.163928717,0.068578653,-0.009644899,-0.0246187,-0.000303481
1084,-0.017713305,-0.008704537,0.00490772,0.041706555,0.054024499,0.071951494,0.083091788,0.086081997,0.10733474,0.121987782,0.176398665,0.208655,0.225328743,0.197183505,0.225308403,0.151832834,0.118428722,0.04562008,-0.010835539,-0.026700163,0.001439584
1085,-0.018002175,-0.010689368,0.002632706,0.035709783,0.04940144,0.060203817,0.080381982,0.085058674,0.103129134,0.115949921,0.167510912,0.195703804,0.207869783,0.177788526,0.194391757,0.104578897,0.066521041,0.007709028,-0.024515631,-0.026151419,-0.006689984
1086,-0.015144957,-0.006734168,0.008078353,0.033484966,0.049091496,0.066031009,0.083824173,0.093298659,0.109933496,0.123629145,0.17774865,0.199286133,0.22719273,0.202294081,0.236365035,0.148742825,0.110748738,0.04159078,-0.015152051,-0.02973727,-0.003330834
1087,-0.01827619,-0.009374217,0.007661369,0.032925636,0.048138577,0.065305442,0.081974357,0.081772171,0.099588715,0.120342158,0.181492269,0.202905804,0.248832464,0.224248931,0.265839458,0.207668722,0.183657452,0.100064859,-0.006103163,-0.024815943,0.000631709
1088,-0.017544899,-0.009736827,0.00648946,0.036089182,0.045694575,0.067730092,0.081331082,0.086151123,0.107476503,0.127014533,0.192644835,0.232797369,0.254282027,0.224407539,0.263658524,0.209735602,0.182264149,0.09489774,-0.002798562,-0.024509583,-0.001663465
1089,-0.017377187,-0.011270127,0.004764469,0.034641702,0.046279166,0.06761124,0.083464339,0.089310311,0.106826596,0.129955694,0.186567694,0.232747853,0.245552376,0.220690235,0.26077041,0.200404644,0.170355737,0.088563792,-0.008432982,-0.025688903,-0.000905634
1090,-0.016017288,-0.009444149,0.008586071,0.036688767,0.05076474,0.067643911,0.085307732,0.090672538,0.104353487,0.12557067,0.190284356,0.222652093,0.238344252,0.217311665,0.243456081,0.172226533,0.13219361,0.041261014,-0.012448059,-0.020238658,-0.000317184
1091,-0.017805733,-0.00514277,0.007966082,0.036407758,0.048372813,0.068811521,0.082433626,0.091731116,0.104597032,0.122384064,0.183455586,0.209109515,0.22136794,0.192143843,0.223038435,0.144271016,0.110683665,0.040501472,-0.009891368,-0.023231989,-0.000582799
1092,-0.016310954,-0.007421038,0.007747834,0.032356035,0.045198493,0.066564173,0.081777222,0.084356025,0.101024248,0.119278692,0.174745739,0.207965493,0.230087847,0.193597227,0.22448723,0.146661058,0.110893399,0.03280535,-0.011221783,-0.02402195,-0.005093087
1093,-0.01533259,-0.005428994,0.009618948,0.034472559,0.047329407,0.06485308,0.077664785,0.086571619,0.101290755,0.121904217,0.186540425,0.213012502,0.229164243,0.200404078,0.229900241,0.147873506,0.111115903,0.028791076,-0.016152352,-0.025375495,-0.003243686
1094,-0.01335468,-0.009332894,0.00445133,0.027680852,0.040623922,0.064681254,0.076402828,0.078409411,0.097173922,0.111996464,0.173159465,0.205735624,0.224382386,0.192005858,0.221937671,0.154688209,0.118626259,0.036990255,-0.009338845,-0.023083959,-0.002847399
1095,-0.012919373,-0.009242459,0.001717049,0.031009791,0.04573524,0.062403057,0.078895554,0.080699503,0.105130464,0.121759184,0.185251862,0.21486865,0.256256491,0.217583612,0.247491524,0.179694042,0.150169566,0.059630953,-0.008896008,-0.026815271,-0.002765266
1096,-0.01689852,-0.008221973,0.002705377,0.031306934,0.044773694,0.061095085,0.078115262,0.08486753,0.10499806,0.117987938,0.180789515,0.211917922,0.240527987,0.211585149,0.243798718,0.190526381,0.159645796,0.066544242,-0.005642022,-0.028001601,-0.004112702
1097,-0.014836472,-0.010921303,2.01E-05,0.028112913,0.044140227,0.062488109,0.07690946,0.089949273,0.10627488,0.121504448,0.187358618,0.219021693,0.245853156,0.221937463,0.258183122,0.193697363,0.166956812,0.064766452,-0.010345061,-0.031772546,-0.005104988
1098,-0.017044617,-0.01072745,0.004497458,0.035420243,0.046646141,0.065690808,0.080564409,0.093770772,0.111279145,0.125524446,0.196702942,0.226840094,0.250471294,0.21864742,0.247636512,0.185571268,0.152093157,0.069837019,-0.010769787,-0.029411392,0.000532863
1099,-0.01717722,-0.007637709,0.00811055,0.035246182,0.048341665,0.065300472,0.081191912,0.086590476,0.108729541,0.128517568,0.190865457,0.220638871,0.245408535,0.216061637,0.246854782,0.188747659,0.156784222,0.080570489,-0.004376952,-0.024248865,-0.001584509
1100,-0.018764256,-0.006956058,0.006764151,0.032810293,0.045325805,0.062996052,0.081610188,0.089043595,0.108707279,0.134078115,0.203904375,0.234126881,0.255399764,0.210060954,0.232709035,0.156253189,0.116300918,0.043691345,-0.013910786,-0.025667146,-0.003696222
1101,-0.014535692,-0.005291026,0.005913312,0.03191686,0.047031499,0.065091863,0.078481019,0.082510598,0.106950521,0.124530382,0.196071804,0.221459046,0.246935755,0.195284456,0.223389566,0.135298282,0.094675437,0.021211375,-0.020261493,-0.021048825,-0.005885788
1102,-0.018959522,-0.005919022,0.003480104,0.030902416,0.050382931,0.064156987,0.081619859,0.084998608,0.110338561,0.12708956,0.196298078,0.218931377,0.239622265,0.191871896,0.227997884,0.162923202,0.136894763,0.055378199,-0.010476458,-0.023238033,-0.005462047
1103,-0.018390512,-0.008335848,0.006701723,0.030416358,0.048245639,0.064744957,0.080628499,0.086244099,0.108975485,0.129186705,0.194248453,0.217330575,0.239869222,0.201182544,0.236010715,0.168511823,0.14191629,0.059049927,-0.009881668,-0.021573193,-0.009300578
1104,-0.015884025,-0.008599483,0.004726153,0.028859962,0.046205409,0.063185699,0.076859102,0.080933198,0.107328914,0.134449095,0.191025391,0.216565132,0.238335878,0.196661487,0.236875221,0.17583029,0.156904384,0.069025792,-0.013578863,-0.024482096,-0.00935271
1105,-0.019815013,-0.012246321,-0.000521025,0.030419353,0.042806398,0.064326935,0.075535014,0.084087655,0.104181044,0.130542427,0.19236277,0.223546445,0.247940525,0.210000724,0.250203252,0.196319968,0.17481862,0.095901638,-0.004090759,-0.02552969,-0.002349771
1106,-0.016911702,-0.013130352,0.004463739,0.027999133,0.036585644,0.05481055,0.069524415,0.0768243,0.101960085,0.13548173,0.203890055,0.232508942,0.267675459,0.216655985,0.260972857,0.201243758,0.190175548,0.116889268,0.007851797,-0.026734995,-0.001048889
1107,-0.020789225,-0.010090522,0.000868379,0.028633131,0.037883855,0.05759234,0.070518106,0.080972448,0.098501287,0.129797637,0.192584589,0.221104845,0.245341644,0.200996757,0.238384336,0.182620779,0.160958573,0.072136834,-0.007630595,-0.025162689,-0.003572826
1108,-0.019137993,-0.008054588,0.004491449,0.034556944,0.045128733,0.067088753,0.077468008,0.083907261,0.1006127,0.134786978,0.204746649,0.235377237,0.268490702,0.219960734,0.249423996,0.190832123,0.162792385,0.08121594,-0.004844223,-0.023642384,-0.003967472
1109,-0.017043177,-0.011321197,0.001837351,0.030565938,0.043118645,0.058237437,0.074561134,0.08759883,0.102576815,0.131139949,0.194083691,0.228637204,0.246830225,0.204678759,0.223921284,0.153041437,0.122454144,0.041162692,-0.015093323,-0.024960103,-0.004608114
1110,-0.019830821,-0.009948037,-0.0025719,0.030171767,0.038834266,0.058167748,0.07704176,0.087718353,0.105022706,0.135365427,0.194510102,0.229285315,0.252320975,0.209879264,0.235195279,0.167769551,0.146345347,0.061886411,-0.007216257,-0.024573706,-0.002607263
1111,-0.016805612,-0.015668603,-0.014024368,0.002840394,-0.000541353,0.001611222,0.024031518,0.044174682,0.073574506,0.131791487,0.191272482,0.250269055,0.265370369,0.262634665,0.288434744,0.239282131,0.245775282,0.172330812,0.024115521,-0.025733866,-0.004289651
1112,-0.015775071,-0.015474248,-0.00854396,0.009349111,0.00945015,0.019662628,0.049991589,0.077825159,0.111259453,0.15774475,0.248577252,0.30341953,0.324663222,0.31132549,0.333796561,0.26510641,0.265661716,0.191041559,0.021092786,-0.02984523,-0.003761667
1113,-0.016307767,-0.012563856,-0.003299463,0.01832669,0.023229217,0.037321519,0.067712992,0.097761311,0.122191541,0.158010095,0.255732059,0.295874566,0.341032147,0.307147145,0.302028924,0.230311871,0.235134274,0.183878064,0.029634453,-0.028878517,0.00281471
1114,-0.016091378,-0.01055754,0.002718559,0.025832873,0.033971868,0.052863065,0.077482544,0.099296764,0.125124738,0.151921093,0.241201431,0.289922565,0.323168069,0.295723289,0.285724759,0.220295444,0.223395512,0.169993654,0.019420672,-0.026317097,0.007693092
1115,-0.014069026,-0.010219405,0.002432917,0.030430187,0.039107237,0.055796076,0.084309883,0.099951148,0.122341588,0.139094323,0.216796055,0.275447309,0.300903559,0.279702783,0.27506277,0.216342762,0.208330765,0.150687233,0.006047507,-0.026126288,0.004464019
1116,-0.01547062,-0.008663559,0.002683731,0.029569248,0.03950322,0.054899462,0.079260193,0.096344911,0.114705548,0.140469298,0.205435291,0.259189337,0.290074199,0.262652338,0.271023273,0.214932874,0.197776631,0.130436093,-0.003066811,-0.029595882,-0.001988064
1117,-0.013523037,-0.009600157,0.002376719,0.029319627,0.037951704,0.057011951,0.079016574,0.098181412,0.120649762,0.144082785,0.203968465,0.247675657,0.267977983,0.258494884,0.267200381,0.215766802,0.199022889,0.123334482,0.001933556,-0.028821742,-0.003600345
1118,-0.016125105,-0.010467837,0.003985407,0.031793464,0.038965937,0.056386072,0.083729416,0.100929238,0.121668525,0.14810358,0.206464469,0.253749937,0.278048247,0.252981186,0.28005898,0.208963633,0.191793516,0.136878461,-0.002049053,-0.027131889,0.00090321
1119,-0.016103161,-0.009889672,-0.00050294,0.029617757,0.035594709,0.049693,0.075540885,0.094502576,0.112234242,0.135916322,0.196728691,0.24210611,0.282780737,0.245866492,0.271583915,0.206726506,0.203942746,0.143400803,0.011149983,-0.02492814,0.001486154
1120,-0.0148054,-0.010557098,-0.002307374,0.026317095,0.02498525,0.036254682,0.068349116,0.086021245,0.105005845,0.130558908,0.199987516,0.257783115,0.291969955,0.258210003,0.274508268,0.217178643,0.21044974,0.16419597,0.015936082,-0.023540339,0.003066604
1121,-0.020479642,-0.01364127,-0.001709836,0.024096336,0.02795455,0.045079455,0.07455492,0.092460975,0.117220707,0.133629009,0.210528433,0.255201429,0.290955216,0.257614553,0.278523654,0.218606561,0.20836921,0.162715837,0.004365661,-0.023556411,0.000721298
1122,-0.016102446,-0.016419699,-0.000381295,0.023630669,0.029793773,0.047029354,0.071515962,0.090264633,0.112447828,0.139787287,0.207230836,0.258873433,0.2869564,0.257701725,0.277382672,0.218487576,0.204754874,0.162344277,0.014203262,-0.026732303,0.001068233
1123,-0.016334306,-0.013440969,-0.008457544,0.020633316,0.026619118,0.042033575,0.070032224,0.089875035,0.120123461,0.142460078,0.23410283,0.277557075,0.306307048,0.269583255,0.286429316,0.222255155,0.2228062,0.187463582,0.014603572,-0.022704892,0.004739881
1124,-0.018351115,-0.013439962,-0.013632519,0.008298286,0.019010453,0.027588021,0.058635518,0.079828195,0.120567359,0.144200653,0.239228114,0.287641585,0.311619759,0.277229816,0.293575346,0.234962448,0.226532891,0.194039047,0.030829923,-0.035031829,0.002440743
1125,-0.020394273,-0.01519932,-0.013779873,0.00334502,0.012500965,0.021244908,0.055131666,0.072637066,0.11665228,0.141234607,0.236588314,0.2836155,0.314658821,0.269246936,0.291559279,0.225060359,0.218056113,0.15357852,0.014462206,-0.038327597,-0.00163338
1126,-0.018981855,-0.015817806,-0.011057189,0.004093425,0.010567917,0.01482708,0.046892714,0.068137586,0.106350593,0.137176394,0.231912419,0.278835952,0.306854814,0.262071997,0.279807687,0.216356188,0.205208316,0.134865776,0.012873541,-0.03649532,-0.002092787
1127,-0.017919708,-0.017236119,-0.018063704,-0.005974953,0.001408675,0.007907399,0.033077929,0.055974402,0.090595238,0.123488955,0.21205847,0.271876782,0.299744904,0.263849169,0.299058944,0.237286329,0.220926404,0.145559505,0.013033668,-0.047481563,-0.005909191
1128,-0.015989011,-0.015195908,-0.013767042,-0.000479541,0.000786932,0.009568073,0.036314324,0.056906961,0.089622267,0.122876011,0.206424534,0.253536373,0.298594475,0.266876906,0.296499759,0.232622758,0.229561761,0.182933435,0.027189778,-0.046277177,-0.002341094
1129,-0.015693884,-0.016080622,-0.012969329,-0.003216498,0.001434071,0.010232825,0.03693537,0.053666249,0.090314813,0.11949008,0.199116945,0.245025873,0.286848247,0.259248942,0.274758279,0.202389792,0.196319208,0.145387411,0.016016055,-0.046942208,0.000740541
1130,-0.01817432,-0.013290838,-0.009724321,-0.001091496,0.008414926,0.00944273,0.039646152,0.05103733,0.090099894,0.117883243,0.194390252,0.247321218,0.285729229,0.252838939,0.276363552,0.206906363,0.208566651,0.160050929,0.024948509,-0.045941975,0.003666074
1131,-0.016311415,-0.014022997,-0.006929261,0.000877855,0.010254278,0.014042592,0.043734804,0.05639464,0.086470388,0.111596718,0.197803348,0.251641691,0.286386698,0.262604624,0.283165514,0.22654219,0.226540312,0.186659753,0.022722872,-0.043034397,0.003953998
1132,-0.020089598,-0.011931299,-0.002042416,0.01713399,0.02522896,0.037536494,0.067455366,0.088401094,0.113284819,0.147317529,0.242998302,0.283202618,0.305127352,0.276670575,0.303926289,0.216218576,0.203210026,0.109639227,-0.002400684,-0.044592895,-0.00239881
1133,-0.016013023,-0.014031366,0.00121984,0.023287795,0.031242967,0.053641871,0.07748159,0.093929164,0.119280607,0.149556875,0.2324031,0.275139153,0.299684316,0.269495368,0.284328401,0.19977513,0.17452535,0.068691127,-0.011994478,-0.044779129,-0.004528816
1134,-0.016709302,-0.01155786,-0.002979227,0.025695307,0.036455929,0.055452768,0.079501681,0.090157188,0.113836318,0.146572679,0.220405087,0.264232934,0.283024311,0.256688207,0.268366098,0.182007328,0.153543457,0.05473705,-0.013258303,-0.040551838,-0.008134093
1135,-0.018335855,-0.008714149,0.000872743,0.029567489,0.042382713,0.061703842,0.081314407,0.093441717,0.115388528,0.144235611,0.218723148,0.266510636,0.283599228,0.235681877,0.257521987,0.168859124,0.13763234,0.05004004,-0.011498767,-0.044477656,-0.008022317
1136,-0.016851174,-0.012288257,-0.000383407,0.028891955,0.039583351,0.056424703,0.079562686,0.091050617,0.111967959,0.141205862,0.218588442,0.269284368,0.282838911,0.244358361,0.262300789,0.180020764,0.152686253,0.065330729,-0.013411358,-0.038345952,-0.004783503
1137,-0.018100044,-0.011225424,-0.002801788,0.029396946,0.03695916,0.054139011,0.080259174,0.089851387,0.115739182,0.146499947,0.219615266,0.268899411,0.282306403,0.24937357,0.264168203,0.185344771,0.16432707,0.066726461,-0.005595432,-0.041868988,-0.000395406
1138,-0.017263396,-0.010194928,-0.001400934,0.026344838,0.036531929,0.047650162,0.078700937,0.085809179,0.109315194,0.149351761,0.215825841,0.266037226,0.287763536,0.262852937,0.278370798,0.211050481,0.191776618,0.104334995,-0.003376173,-0.040162213,0.002000388
1139,-0.017460575,-0.010660695,0.004057591,0.027839443,0.03665489,0.050797313,0.07693091,0.085381567,0.106110312,0.148283392,0.21720916,0.265683889,0.283914626,0.261536002,0.275369018,0.223020673,0.201828942,0.131386206,0.00301145,-0.04129253,-0.000103654
1140,-0.014273766,-0.009767002,0.004972506,0.024095075,0.033879008,0.049568061,0.070929423,0.086340822,0.103391089,0.134552166,0.2135721,0.260585368,0.285052329,0.260510534,0.270619392,0.217873737,0.199788272,0.119040087,0.003225707,-0.035619073,-0.000250043
1141,-0.015991241,-0.01015732,0.005923252,0.029948374,0.038150899,0.055051848,0.072931342,0.090391517,0.103669293,0.137975574,0.211113051,0.256575942,0.277395934,0.267967373,0.268592954,0.207285151,0.191556856,0.112634219,0.000238545,-0.036919668,-0.001192178
1142,-0.018598847,-0.012415681,0.006630752,0.027089465,0.038854022,0.057444379,0.073900476,0.088653617,0.109365948,0.12938033,0.204606652,0.244649678,0.273463279,0.266905516,0.265938938,0.20494017,0.186047658,0.098798171,-0.001805542,-0.035867676,-0.003267197
1143,-0.016337221,-0.010382367,0.002589718,0.029175624,0.040033124,0.056107089,0.077505603,0.086801536,0.110817708,0.13268806,0.207001165,0.249955371,0.271716058,0.271762192,0.273918957,0.221042737,0.199539632,0.114810094,0.003114939,-0.036861748,-0.001578039
1144,-0.016795643,-0.013422468,0.005078352,0.03037836,0.037597429,0.055115107,0.080095962,0.085366383,0.110669725,0.138811827,0.209072247,0.249564201,0.278126299,0.262766957,0.26311931,0.206247985,0.188577428,0.10653276,0.002541617,-0.038010143,-0.002353845
1145,-0.015696941,-0.011629212,0.006868485,0.027134318,0.037500806,0.052307498,0.076429881,0.087303504,0.111127369,0.138908863,0.215068936,0.258099109,0.279962301,0.270725071,0.266229421,0.212922782,0.204604432,0.131426692,0.007824178,-0.032942329,-0.002400894
1146,-0.018081592,-0.01142896,0.007158957,0.029339995,0.04139166,0.052678276,0.077051498,0.089820229,0.111006387,0.128280595,0.205571279,0.252372801,0.262599617,0.256614506,0.256134242,0.196084753,0.18221879,0.100133784,-0.000456998,-0.036677118,-0.004187897
1147,-0.013850718,-0.013346953,0.006217411,0.030642822,0.039129488,0.057360206,0.076085731,0.089002848,0.107421473,0.129084662,0.207495883,0.236554071,0.255370826,0.248869851,0.248121515,0.18332994,0.162508667,0.069166012,-0.006845013,-0.03949932,-0.004563021
1148,-0.015618714,-0.011648226,0.008725195,0.030045349,0.039997477,0.057806045,0.075150147,0.083135158,0.107194975,0.134822518,0.207346156,0.249491796,0.267296851,0.246150419,0.268320501,0.20410423,0.185408503,0.099213354,-0.002043944,-0.03968928,-0.001138045
1149,-0.017098026,-0.012305923,0.00732406,0.025032436,0.037847266,0.055051174,0.07427749,0.082481459,0.106225051,0.133291662,0.209313825,0.249603912,0.270647436,0.244529083,0.271978021,0.209530905,0.194335282,0.111942098,0.00284802,-0.042184461,-0.000695274
1150,-0.017628049,-0.009639192,0.005223224,0.021638742,0.037293073,0.044925235,0.069624454,0.08027409,0.099383019,0.123936616,0.195833638,0.234893039,0.25193879,0.230671778,0.260203719,0.210394025,0.198455453,0.118407026,0.008598969,-0.038418412,0.001030593
1151,-0.017441029,-0.016357638,0.009488104,0.021535555,0.032333937,0.04794614,0.068512343,0.079946861,0.107158981,0.132960051,0.203597054,0.243639752,0.264724344,0.2401191,0.259377629,0.21691224,0.207990184,0.13171199,0.009444646,-0.034370258,-0.000374429
1152,-0.018974287,-0.013666748,0.006056082,0.024049571,0.038638972,0.048548657,0.071487725,0.083916225,0.10688594,0.126519829,0.194905117,0.238266274,0.25134477,0.240031481,0.260382265,0.214734361,0.20703128,0.134110093,0.008180542,-0.032543555,0.001021776
1153,-0.015858909,-0.00907241,0.00809156,0.027526079,0.039579935,0.050723419,0.073941484,0.083157584,0.105587795,0.126584008,0.193847895,0.237663552,0.250704348,0.239883274,0.262769669,0.223124757,0.204664126,0.120529778,-0.00153994,-0.030024523,-0.001022556
1154,-0.016766014,-0.008425426,0.009345688,0.027852027,0.036829006,0.053467572,0.071178153,0.08717943,0.106717408,0.123636842,0.193780854,0.223378584,0.245874777,0.22476162,0.249530852,0.21694088,0.195554152,0.115657464,0.000968516,-0.030674098,-0.000703035
1155,-0.013809157,-0.009923253,0.006499065,0.030912558,0.04046778,0.056650244,0.07502456,0.082290247,0.10007038,0.120393381,0.18017669,0.221039534,0.232844323,0.212635964,0.242857635,0.198607445,0.178642988,0.089953035,-0.005209297,-0.033500526,-8.10E-05
1156,-0.009909081,-0.010975238,0.006795566,0.033259869,0.041537028,0.052336469,0.076950356,0.083095625,0.102355421,0.120448373,0.179998681,0.215962827,0.219909564,0.213287666,0.241837606,0.201903373,0.187563062,0.103069238,-0.004223255,-0.039777223,-0.002724221
1157,-0.01392911,-0.010109145,0.010475704,0.032244924,0.0427991,0.050638027,0.077866033,0.087037817,0.105168827,0.117922559,0.18037048,0.22033219,0.226837486,0.214025214,0.246612474,0.19880192,0.186483532,0.097793721,-0.000910498,-0.03767211,-0.003837901
1158,-0.014937988,-0.009441376,0.007363004,0.028715333,0.039374243,0.053300001,0.071147352,0.085851088,0.106258973,0.122588784,0.184824646,0.223218113,0.230418146,0.225984544,0.249430776,0.192628369,0.184155539,0.101575814,0.004710753,-0.037242226,-0.00014777
1159,-0.012318151,-0.009189721,0.007980268,0.030627457,0.041298274,0.058401834,0.071530521,0.084718063,0.100539215,0.114632584,0.181760281,0.215159595,0.208283797,0.210658893,0.222767204,0.157102689,0.133354262,0.058225103,-0.006892068,-0.0284157,-0.003746509
1160,-0.012401581,-0.009205435,0.004616416,0.030556342,0.041611109,0.056619398,0.076212421,0.089164302,0.107037,0.120942838,0.183065802,0.209456727,0.19970648,0.196652502,0.205061853,0.119208552,0.090502568,0.027398625,-0.015446471,-0.034464277,-0.004525293
1161,-0.013702942,-0.008617167,0.007772245,0.032814194,0.040742695,0.057101768,0.076112419,0.09053807,0.107134439,0.119980209,0.176183686,0.196033061,0.189410806,0.178088143,0.182754889,0.106964849,0.086483523,0.034062721,-0.009627716,-0.026883028,0.002958896
1162,-0.013105164,-0.010067899,0.010773877,0.03155566,0.043364555,0.054092392,0.076819941,0.092595339,0.109615155,0.123392045,0.176293239,0.199483082,0.179426536,0.166275173,0.164582685,0.089321963,0.069807395,0.022430293,-0.014964446,-0.014726521,-0.00170524
