day,average_cc_20_0
0cc20,0.000747905
13cc20,0.135708072
25cc20,4.658330927
35cc20,19.58
41cc20,23.74979358
49cc20,35.93440856
55cc20,42.8316034
62cc20,49.56060025
69cc20,56.28959711
77cc20,63.97987922
84cc20,80.29802685
91cc20,88.24008981
97cc20,95.52396324
111cc20,94.11719628
116cc20,97.37241083
121cc20,102.97
124cc20,94.12
