day,average_eg_20_1
0eg20,-0.01659261
13eg20,-0.009095953
25eg20,0.003925255
35eg20,0.036578714
41eg20,0.04717056
49eg20,0.061293021
55eg20,0.083286174
62eg20,0.097939288
69eg20,0.112592401
77eg20,0.16111104
84eg20,0.180416277
91eg20,0.199721515
97eg20,0.216268861
111eg20,0.170847895
116eg20,0.145
121eg20,0.114
124eg20,0.154566795
