day,average_eg_20_4
0eg20,-0.014662107
13eg20,-0.012952105
25eg20,-0.007820826
35eg20,0.009133419
41eg20,0.014166136
49eg20,0.020876425
55eg20,0.069697894
62eg20,0.084526215
69eg20,0.099354536
77eg20,0.182254487
84eg20,0.20688318
91eg20,0.231511873
97eg20,0.252622181
111eg20,0.249247225
116eg20,0.242
121eg20,0.236
124eg20,0.238298296
