FID,0cc20,12cc20,24cc20,30cc20,39cc20,46cc20,53cc20,60cc20,67cc20,73cc20,81cc20,88cc20,95cc20,102cc20,108cc20,116cc20,121cc20,129cc20,135cc20,144cc20,0ch20,12ch20,24ch20,30ch20,39ch20,46ch20,53ch20,60ch20,67ch20,73ch20,81ch20,88ch20,95ch20,102ch20,108ch20,116ch20,121ch20,129ch20,135ch20,144ch20,0eg20,12eg20,24eg20,30eg20,39eg20,46eg20,53eg20,60eg20,67eg20,73eg20,81eg20,88eg20,95eg20,102eg20,108eg20,116eg20,121eg20,129eg20,135eg20,144eg20,labels
683,0,0.179684635,10.13138241,26.33318092,32.88584057,35.76588935,41.54250285,49.73974132,53.20682375,58.5133102,84.90256983,87.61236108,90.82056656,98.73044812,99.71617385,87.99215696,81.83725598,23.81882598,0.954813598,0.072118323,0,-0.029513168,0.052868032,0.047992754,0.184410524,0.240190268,0.323901796,0.387864113,0.532044315,0.692356396,0.793091488,0.860098219,0.808729267,0.841243935,0.790279388,0.781307888,0.742897034,0.553296947,0.485738897,0.570040846,-0.019605836,-0.011403526,0.010216249,0.038456824,0.054069009,0.077433437,0.086105429,0.096625879,0.108760662,0.127942264,0.194126591,0.235439464,0.253506184,0.226583257,0.254574418,0.179754168,0.142303526,0.05081303,-0.024009135,-0.025136016,3
684,0,0.142051517,9.137635986,25.92348124,32.347508,34.96016542,42.11519328,48.55735398,52.06993618,58.42595064,85.46616478,87.89247143,91.19161601,99.15269548,99.79798102,92.15937837,89.09461525,29.30669586,0.936081924,0.060356653,0,-0.031657219,0.051713085,0.044354391,0.177048683,0.232420921,0.317254114,0.38859067,0.541572475,0.714565659,0.820726776,0.89570837,0.845240116,0.874675751,0.829415035,0.82383194,0.788640356,0.604838133,0.501686525,0.60512538,-0.017775612,-0.00957972,0.009457702,0.037236869,0.053286191,0.074134141,0.089533068,0.095935583,0.109547824,0.130897626,0.201012135,0.237892851,0.257357508,0.240039721,0.267871588,0.201536298,0.16953671,0.069884785,-0.02197179,-0.025679577,3
685,0,0.226133724,8.579635741,24.94924554,31.27531472,34.84590764,40.94479612,47.16263438,51.33101992,57.09202261,84.57497149,86.00416359,89.45355784,97.21700705,99.08558357,92.74912616,89.79167172,35.02888767,0.724928541,0.047553727,0,-0.029915619,0.050209093,0.041009951,0.181696177,0.238198471,0.315299416,0.401560831,0.539029837,0.706441879,0.813961315,0.882562447,0.813058519,0.85627594,0.803562403,0.790026712,0.766316986,0.593261147,0.496579933,0.592118931,-0.017290395,-0.00774729,0.008627461,0.03536446,0.049568672,0.076995693,0.087892018,0.092270903,0.107112899,0.127394915,0.19282648,0.229004547,0.25242433,0.227697089,0.261221737,0.200780466,0.163587689,0.076302104,-0.021155361,-0.02773729,3
687,0,0.128029264,8.860163794,24.39993903,30.96540162,33.68815729,39.79349171,47.99497683,51.3346599,56.95782475,82.08385277,86.52089659,90.20992918,97.97357518,99.85015409,97.29245591,95.64658206,49.83822903,2.261752722,0.046944063,0,-0.030051184,0.053330851,0.049284172,0.182696104,0.236039448,0.322051001,0.411095905,0.543417406,0.716103745,0.803780794,0.881182194,0.82678442,0.873430681,0.81330514,0.789980364,0.764014864,0.619822884,0.491438866,0.584846687,-0.02066279,-0.008922271,0.00960853,0.033672553,0.052367009,0.07222271,0.082544938,0.093808889,0.107852057,0.126038775,0.17945689,0.232563287,0.251869559,0.223500535,0.264622688,0.201061949,0.176392853,0.09396705,-0.012126077,-0.028068259,3
688,0,0.298252047,7.701265051,25.2487471,30.23414219,32.98364045,39.56500163,47.72622485,51.31100002,56.83163872,85.52197336,86.15506281,89.05698193,97.79352728,99.762167,96.57290519,95.55497585,59.76121721,1.912810308,0.124067962,0,-0.030518484,0.05116868,0.043148136,0.170187426,0.213161182,0.297177315,0.390496254,0.532158327,0.704771423,0.787005091,0.85440774,0.818259478,0.874534464,0.801389551,0.783449554,0.762546349,0.631448936,0.481136227,0.574929476,-0.019701125,-0.005591786,0.009088936,0.038485557,0.048343278,0.068983383,0.084113531,0.093293265,0.106988475,0.124150231,0.184841171,0.229985908,0.247158825,0.229003459,0.266368479,0.199116945,0.183563918,0.107588649,-0.014448943,-0.025310809,3
689,0,0.261581714,8.100476714,24.96143881,30.26611797,33.88629782,38.95326264,47.60853212,50.3233517,55.55279187,80.25259922,84.21421198,87.5634625,97.76400732,99.87320731,95.68183327,94.63419084,51.35498388,1.587301587,0.097546106,0,-0.030801773,0.050985384,0.041880894,0.163983297,0.201395178,0.291340923,0.37369051,0.501866722,0.672741747,0.74339118,0.823169184,0.782030821,0.832420826,0.779000425,0.772119474,0.749547338,0.617620611,0.458198595,0.542019081,-0.018156789,-0.003263201,0.009133529,0.035473187,0.044959571,0.071883023,0.080730438,0.090232186,0.103284948,0.120173514,0.175986484,0.223644078,0.244830206,0.222918183,0.258881897,0.194068179,0.170347139,0.096384302,-0.013464049,-0.022565845,3
690,0,0.151806127,8.600518214,24.79256211,30.83554336,33.57903059,40.37710209,49.13944397,52.27984178,58.64973796,84.47001869,86.7509471,90.47429783,97.79714939,99.83902398,93.71406785,92.17585964,41.37748586,1.033874597,0.068891937,0,-0.032043266,0.050038481,0.040787888,0.163398838,0.207586432,0.304962969,0.394035006,0.534045506,0.707630014,0.785783005,0.853427935,0.810621023,0.870061874,0.804184151,0.802176476,0.774108696,0.625416327,0.478626299,0.549424744,-0.017641578,-0.006672893,0.009863242,0.033680774,0.046296969,0.069244936,0.083721362,0.094571717,0.108722121,0.129794911,0.184601158,0.225359038,0.249321267,0.231012449,0.256875187,0.187455818,0.168303251,0.079734936,-0.013032652,-0.03045775,3
691,0,0.116122723,7.302285784,23.89622296,30.53254077,32.9449779,39.39976704,48.16423597,51.21696717,56.24681502,81.23903124,85.35034923,89.61116578,98.35537409,99.83620083,95.53745416,94.37319518,54.26990209,1.834823329,0.038408779,0,-0.028995371,0.053176212,0.039283752,0.156855822,0.203289032,0.287780952,0.382124376,0.511262655,0.682928991,0.759428024,0.833893013,0.80884409,0.863218451,0.790621758,0.790265036,0.761344576,0.611994791,0.46096549,0.550067377,-0.017589908,-0.010285905,0.008166302,0.032458834,0.046898864,0.068229146,0.083333835,0.092820585,0.106837533,0.122792222,0.176035255,0.224502772,0.247624725,0.235537112,0.257600844,0.195855573,0.18063356,0.099281333,-0.010983048,-0.031911876,3
692,0,0.090230148,8.449456057,25.79240969,32.17904275,33.71586693,40.71785624,49.92052707,52.71421291,58.78509549,83.20451843,87.66125965,89.67998747,97.13852785,99.53462195,93.34436067,90.15690567,39.0451864,1.030114781,0.064624295,0,-0.029241514,0.051608706,0.045621157,0.165590096,0.216266632,0.312427378,0.420954704,0.546825504,0.708680868,0.773050642,0.84794817,0.822609758,0.885802794,0.807184267,0.784897566,0.758648205,0.600396872,0.465840483,0.56609745,-0.019466963,-0.012902798,0.007710761,0.036299363,0.051489573,0.07129693,0.082522221,0.098332196,0.112931922,0.13291283,0.183092073,0.2360356,0.253503382,0.232034951,0.257596135,0.190781966,0.164357349,0.075818583,-0.01905508,-0.029155022,3
693,0,0.224300208,9.46380125,25.56256668,31.95122695,34.58131382,40.91703269,49.25562377,52.86891213,59.38569245,83.63914743,85.91177731,89.64799063,96.63927944,99.2902036,91.96088162,88.65114417,44.2601715,0.817369093,0.046944063,0,-0.027923536,0.055967522,0.048748016,0.173528147,0.222314024,0.319805336,0.437569952,0.553132915,0.718641949,0.775528288,0.853536415,0.825371933,0.877960968,0.802090216,0.792070389,0.75220437,0.616276264,0.465420723,0.576694489,-0.019062677,-0.012813707,0.010495264,0.036095545,0.049308211,0.073242828,0.08501035,0.096858054,0.113267988,0.133666202,0.181666315,0.229326531,0.251332074,0.226562694,0.25410977,0.189935312,0.159954175,0.082052298,-0.024149565,-0.034853607,3
694,0,0.109399829,8.220266471,26.21124829,31.61164457,34.41403637,40.64100075,47.51207261,51.3097867,57.49896867,79.92943683,85.67090656,88.60083345,96.89984102,99.64899965,93.42237446,91.58618263,43.30546725,0.462202761,0.052560812,0,-0.03083601,0.051302004,0.045670557,0.167780638,0.220006514,0.317194271,0.426436853,0.536394215,0.68281579,0.75033679,0.82962141,0.796967888,0.84834671,0.775560808,0.765595627,0.730806065,0.593504906,0.449976206,0.563090658,-0.020524574,-0.011524951,0.0070447,0.039095938,0.051239673,0.073378958,0.082636066,0.092381939,0.107967466,0.128149226,0.173915952,0.228594229,0.244584695,0.223034739,0.250605822,0.189637408,0.16507037,0.081268027,-0.022547871,-0.030204406,3
698,0,0.102423411,6.756508984,22.64698692,27.63907941,30.74592288,37.26613118,46.42250479,49.67786163,57.038511,84.96568669,87.05214037,89.22299561,94.48230898,99.62932854,92.76757725,92.15897342,44.57215837,2.672261753,0.075598232,0,-0.032320881,0.043743181,0.030230141,0.133964634,0.153337955,0.26646657,0.378316975,0.518138504,0.664714146,0.743900776,0.833016634,0.814214039,0.853606796,0.808230066,0.78807497,0.759659433,0.589384365,0.448244619,0.584218264,-0.018941062,-0.010264617,0.009016457,0.030569164,0.040541269,0.063063905,0.076776899,0.089340463,0.105724074,0.131983161,0.191440552,0.238744155,0.255545139,0.222722307,0.254227132,0.199731439,0.179726288,0.087953448,-0.011443744,-0.027586965,3
700,0,0.220698064,6.835350202,22.21856424,28.32373114,30.49047401,38.73547041,47.6054988,51.41170618,60.20347497,87.04748188,88.60180261,89.19100025,94.60787569,98.3152952,86.19418792,83.02069936,35.75868151,1.658456486,0.056089011,0,-0.030610943,0.045701361,0.032173204,0.137897968,0.14426918,0.270618916,0.384760523,0.514656448,0.659348822,0.739960766,0.824941683,0.807036972,0.850671721,0.791274118,0.755119467,0.737944317,0.587078762,0.428995275,0.581170273,-0.01843008,-0.007126688,0.007956794,0.029465148,0.041916274,0.058637835,0.080192968,0.088982381,0.106370337,0.136986643,0.194005668,0.244891658,0.255671144,0.228846818,0.247804508,0.180821523,0.148667023,0.071589939,-0.020135107,-0.030611387,3
701,0,0.337978242,6.933137758,23.97988112,29.81069959,31.79954996,39.67822563,49.02569827,52.71299959,60.65951756,86.2462328,88.88372402,91.54115026,97.20094426,99.75611527,94.70352574,94.59830931,45.1122058,1.696162501,0.03657979,0,-0.031703949,0.045799446,0.039743662,0.152558804,0.166685486,0.291348028,0.3903965,0.520267582,0.661874723,0.735742617,0.816519785,0.800836897,0.857188511,0.785450697,0.759043932,0.746739197,0.588870859,0.453448629,0.606942701,-0.019168466,-0.006003935,0.005299097,0.034534626,0.04820697,0.062898472,0.079253919,0.09499982,0.111506104,0.137728795,0.196366623,0.242832884,0.267158061,0.248707592,0.258247882,0.202409923,0.173869938,0.085161448,-0.016815372,-0.030605797,3
702,0,0.201075663,7.133668648,23.38956118,28.85474775,31.85550983,39.81493809,47.95615036,52.23070203,59.44271882,88.74032372,88.4804617,91.39627596,95.93055195,99.56077556,92.89038871,91.41085685,43.37043119,1.62804841,0.049992379,0,-0.03258605,0.045142555,0.039053059,0.156564093,0.16508007,0.292109489,0.387005854,0.521016169,0.665111589,0.753110313,0.827836037,0.817674494,0.872465134,0.799384785,0.751120567,0.749984837,0.584047937,0.45307827,0.609813023,-0.017135371,-0.008313766,0.006836494,0.031592429,0.043324023,0.062638149,0.081167683,0.087746471,0.111076944,0.135344639,0.206217393,0.244953275,0.272379041,0.245724946,0.265311748,0.198816821,0.171427712,0.084553868,-0.015410555,-0.031163193,3
703,0,0.226185033,7.880454712,24.17985063,29.87046159,32.95079973,40.9534325,48.58950715,52.85278561,60.22470819,87.19393375,88.83059964,91.29062053,96.9061087,99.22477336,91.22680674,86.86876653,33.7985769,1.817564124,0.083523853,0,-0.03173914,0.044876289,0.038723087,0.162150002,0.173107624,0.302495909,0.398707104,0.55374217,0.688808632,0.775417519,0.864881945,0.855426741,0.914299917,0.826532364,0.771912241,0.76610651,0.606881666,0.464927006,0.62147665,-0.01170366,-0.007170022,0.009749087,0.033218507,0.0466142,0.064080529,0.084900193,0.094298959,0.114492781,0.139255896,0.208477765,0.246138006,0.269477576,0.254690766,0.269375533,0.198424637,0.161205262,0.072431572,-0.014854033,-0.026701121,3
