day,average_eg_20_5
0eg20,-0.018488233
13eg20,-0.010801213
25eg20,0.001555703
35eg20,0.036224154
41eg20,0.04712729
49eg20,0.061664805
55eg20,0.084581142
62eg20,0.099766688
69eg20,0.114952235
77eg20,0.172293255
84eg20,0.193427159
91eg20,0.214561062
97eg20,0.232675837
111eg20,0.199674747
116eg20,0.184
121eg20,0.166
124eg20,0.183971187
