FID,0ch20,12ch20,24ch20,30ch20,39ch20,46ch20,53ch20,60ch20,67ch20,73ch20,81ch20,88ch20,95ch20,102ch20,108ch20,116ch20,121ch20,129ch20,135ch20,144ch20,150ch20
0,0,-0.013605022,0.069453239,0.046770096,0.163455296,0.199851418,0.319423819,0.447019196,0.521351814,0.680407333,0.845348024,0.808223915,0.808339548,0.842783117,0.804032469,0.720181084,0.715369844,0.508052826,0.494792795,0.494299126,0.003185415
1,0,-0.014485168,0.06857028,0.04492569,0.153881025,0.182288599,0.305407763,0.418196249,0.480862761,0.646133566,0.818083096,0.774138784,0.786731195,0.798490334,0.769644833,0.702357197,0.694761801,0.482220173,0.481667614,0.484261799,0.004162884
2,0,-0.015763903,0.074759769,0.050022411,0.165051794,0.191975212,0.318079948,0.434034729,0.499828339,0.664527559,0.828335381,0.787519741,0.804765797,0.806052208,0.78058486,0.704382133,0.698435163,0.496388578,0.479654503,0.481684732,0.008786201
3,0,-0.016088295,0.081756592,0.048986435,0.167727423,0.208763552,0.333060312,0.458490372,0.517751598,0.692892504,0.864369535,0.835054064,0.915825939,0.87607832,0.855120039,0.794746828,0.786764765,0.598371601,0.506254148,0.524800348,0.020170546
4,0,-0.017245674,0.070212746,0.030265427,0.126417494,0.139943409,0.283150434,0.408414984,0.509821844,0.710238552,0.905297375,0.896441841,1.015390587,0.981011534,0.955087709,0.910535002,0.900225067,0.729196215,0.534608507,0.599683809,0.023992252
5,0,-0.018641472,0.065069485,0.018900871,0.103677082,0.101633549,0.251505995,0.381546354,0.479205418,0.705003881,0.904513025,0.905785704,1.035301352,1.000815916,0.984833193,0.955110168,0.938611031,0.773674059,0.536015797,0.638477564,0.017348289
6,0,-0.019257545,0.064062166,0.019543552,0.093168259,0.089154434,0.227443218,0.358981419,0.474308538,0.694752502,0.897724676,0.90357914,1.027827692,0.997365284,0.984897804,0.97141881,0.94618454,0.811023664,0.530705166,0.633877134,0.021284199
7,0,-0.017434072,0.070083618,0.02270813,0.099947071,0.097382307,0.242396927,0.369926596,0.488268089,0.706057596,0.905925083,0.92589426,1.043534422,1.036763573,1.015640402,1.001479483,0.980816698,0.833675957,0.553062487,0.66468401,0.023543453
8,0,-0.017185116,0.06456008,0.017138577,0.09298439,0.096618223,0.22885046,0.364865828,0.469899464,0.703464603,0.914662075,0.929181337,1.048002911,1.041960955,1.03740654,1.029878092,1.011031389,0.875238752,0.629721069,0.69139986,0.025291443
9,0,-0.016630173,0.065369701,0.013309669,0.092379665,0.096508598,0.228158951,0.354689932,0.481260824,0.715582991,0.937899399,0.954865551,1.054562235,1.102937126,1.110151672,1.136084557,1.113275003,0.962424278,0.789530039,0.710466719,0.028057289
10,0,-0.017589474,0.059556961,0.015550995,0.090361595,0.098511124,0.226369047,0.353407001,0.475263643,0.699172354,0.928524208,0.944666481,1.034596252,1.085981417,1.078379679,1.086755943,1.061705446,0.931911898,0.722656441,0.690513611,0.027049255
11,0,-0.017279625,0.057028103,0.014977455,0.09273386,0.100212383,0.240809584,0.370138454,0.48160553,0.697991753,0.92729311,0.950388622,1.02065115,1.056617069,1.05206213,1.043076468,1.029029989,0.904948568,0.577260542,0.683415794,0.030680704
12,0,-0.018316126,0.05376153,0.009944105,0.079244518,0.077211571,0.202468443,0.326967478,0.437293482,0.694404697,0.915465736,0.937741756,1.004131126,1.048675537,1.050095749,1.042578363,1.018804693,0.893510294,0.518107986,0.648594475,0.035055256
13,0,-0.01815176,0.05423646,0.010763359,0.086090231,0.094959736,0.22393713,0.357035351,0.454626656,0.688875866,0.898325968,0.914000368,0.96222105,0.993994141,1.003031254,0.984673548,0.960891104,0.833261728,0.535582685,0.64450469,0.030484295
14,0,-0.01945014,0.057028961,0.024290943,0.115406132,0.156461906,0.29671793,0.426649475,0.52396903,0.741878271,0.917053843,0.934152794,0.955136871,0.984296274,0.984657335,0.963492393,0.935887051,0.790363836,0.566278791,0.648269653,0.017233896
15,0,-0.019643784,0.052783155,0.021006346,0.100456524,0.137400436,0.27712059,0.410479927,0.52089057,0.745152521,0.920979404,0.943497419,0.961637688,0.997529602,0.992812395,0.963678217,0.915421677,0.788889837,0.585055351,0.652097702,0.014556265
16,0,-0.019331598,0.05069356,0.020424843,0.104034615,0.133606339,0.27847209,0.402949524,0.509503412,0.736479759,0.905525541,0.934948206,0.962360001,0.996769905,0.993363142,0.971668625,0.928228331,0.808968067,0.590100479,0.636875296,0.015087223
17,0,-0.020358086,0.050614548,0.024434233,0.110328007,0.147871637,0.28459301,0.413840771,0.524820948,0.732869387,0.900304461,0.936361599,0.963805628,0.993629503,0.984970856,0.946030474,0.888237429,0.769756556,0.571095181,0.635138559,0.013664484
18,0,-0.017836523,0.051969576,0.023672199,0.113462925,0.139089918,0.281892824,0.416874933,0.519274902,0.734144258,0.915202379,0.949754047,0.992294359,1.029521275,1.032182169,1.025244761,0.971400499,0.859887457,0.609571123,0.662070131,0.01038847
19,0,-0.01965518,0.049167061,0.027636719,0.116191816,0.151055241,0.289804745,0.417598248,0.535380697,0.742515659,0.923104429,0.960470295,0.999672556,1.025757217,1.028797817,1.027033138,0.958496189,0.851511431,0.604932785,0.647729778,0.012562084
20,0,-0.020759439,0.050823212,0.02973175,0.12676878,0.169779778,0.308116007,0.439588881,0.552542305,0.757881403,0.930892944,0.974038172,1.024678898,1.068207645,1.064082909,1.07013402,1.005871916,0.882717466,0.663500023,0.682400417,0.010117531
21,0,-0.019919252,0.047359705,0.025204134,0.113095903,0.142734098,0.286372328,0.413859797,0.52812705,0.744689035,0.925211906,0.974594593,1.022089958,1.093511629,1.085167027,1.105827188,1.041063976,0.951290751,0.76383009,0.69637742,0.011056137
22,0,-0.019927883,0.047975016,0.020348024,0.094932795,0.114194393,0.266325045,0.400025225,0.526634264,0.746290445,0.933119345,0.97568841,1.047246408,1.110962534,1.099092627,1.109270811,1.045342779,0.943719864,0.729116726,0.691436052,0.009435654
23,0,-0.020956898,0.045672417,0.016015339,0.093111086,0.113762951,0.269887447,0.398711681,0.5172616,0.729947329,0.911581373,0.965686083,1.02416811,1.090576839,1.081104374,1.089328527,1.034659481,0.922663164,0.704264069,0.691462994,0.016216421
24,0,-0.020423889,0.045577049,0.014154482,0.086945248,0.101707458,0.26085186,0.392425489,0.513334465,0.723169327,0.920785189,0.96533041,1.012652588,1.101838446,1.085219479,1.094281101,1.043513298,0.933424139,0.686460638,0.689186621,0.019155598
25,0,-0.020179701,0.045486259,0.010688782,0.082473183,0.10313015,0.25594945,0.384592628,0.51328516,0.728737831,0.919214869,0.969272232,1.033952761,1.117039585,1.101032877,1.117753124,1.055063391,0.962870073,0.702356243,0.699130297,0.025052261
26,0,-0.022117424,0.047808838,0.015715742,0.089719009,0.10838871,0.271953869,0.402041054,0.525296545,0.741504526,0.932004881,0.985044527,1.051855803,1.140575933,1.123165178,1.143565845,1.096012211,1.005443621,0.716315842,0.716311741,0.028475952
27,0,-0.023820877,0.048280001,0.018286037,0.097575092,0.132605124,0.281712818,0.410763264,0.540365696,0.739734602,0.920707989,0.970749855,1.047102404,1.11631484,1.093574524,1.112422132,1.030810595,0.937412119,0.666780949,0.686677885,0.020780849
28,0,-0.023776913,0.049751568,0.01610508,0.091089439,0.123124695,0.262866497,0.398267746,0.528348398,0.732376289,0.90736351,0.968942785,1.050899601,1.094861174,1.086428928,1.102932024,1.033641243,0.940304136,0.693263197,0.697698021,0.021668482
29,0,-0.025970459,0.047592545,0.012851095,0.092837524,0.118408298,0.259485149,0.399694109,0.526218414,0.730456352,0.901887655,0.969913721,1.046064568,1.096094275,1.084262991,1.090882587,1.030815935,0.923502684,0.684936285,0.682961416,0.016915655
30,0,-0.026119184,0.045418787,0.009780121,0.090710878,0.107800817,0.242156601,0.388178873,0.498615456,0.714582968,0.893911839,0.956801701,1.035039997,1.084728241,1.069752741,1.062762594,1.00538497,0.882598114,0.620004559,0.666709757,0.018024826
31,0,-0.027836704,0.0468503,0.009620094,0.088974285,0.102064228,0.234881973,0.374821663,0.49237442,0.717056751,0.905539942,0.967134714,1.058338213,1.082627249,1.08006773,1.084147358,1.014708567,0.863391876,0.602281189,0.64008522,0.024483681
32,0,-0.029223299,0.046567154,0.012387848,0.099378777,0.124497414,0.263510084,0.394202423,0.509370708,0.721818018,0.897746277,0.954944611,1.027397251,1.037658358,1.036603022,0.996135616,0.898974133,0.587182999,0.525952721,0.5312006,0.034895563
33,0,-0.028562498,0.057684946,0.039574623,0.164319801,0.216819572,0.359867907,0.477504444,0.561204338,0.749663925,0.901442719,0.952377748,1.018174267,1.012770081,0.989545965,0.910862207,0.812993526,0.541590834,0.545551825,0.508179808,0.026536036
34,0,-0.029366302,0.06859684,0.047425699,0.181966591,0.250410843,0.388582325,0.502891684,0.581698656,0.758842564,0.919857407,0.94877739,1.00169282,0.998936939,0.974919939,0.86533289,0.781675434,0.50675931,0.544772577,0.506821012,0.028144836
35,0,-0.029380751,0.067052746,0.047822046,0.17956605,0.257525587,0.387709093,0.486130762,0.57462616,0.737987518,0.874038792,0.905505323,0.934285688,0.901254129,0.871083689,0.752986002,0.664099789,0.482759619,0.518579388,0.477202988,0.02868948
36,0,-0.030101776,0.067970467,0.042890072,0.169428253,0.24817543,0.375161362,0.484030914,0.569072151,0.734396935,0.864486885,0.889060974,0.920291805,0.898112488,0.876663589,0.831294298,0.779727173,0.580517769,0.530714083,0.526085281,0.019099331
37,0,-0.029482698,0.068735123,0.043807554,0.173940468,0.243450356,0.384088659,0.494324875,0.568861961,0.748686075,0.882535839,0.920359802,0.952916145,0.94633007,0.932242727,0.903016806,0.857571793,0.713097954,0.571221638,0.598967171,0.017078638
38,0,-0.02918334,0.065348959,0.042982292,0.181936407,0.266874409,0.402750444,0.515342283,0.590189552,0.758292055,0.888171387,0.91057148,0.950903416,0.933355618,0.903786325,0.878791332,0.826612568,0.700503969,0.562166309,0.589670181,0.004774618
39,0,-0.030535698,0.062220907,0.040633726,0.181638622,0.258500385,0.392850065,0.483800125,0.532766581,0.712580681,0.831779814,0.865777493,0.887104416,0.867105007,0.84968195,0.815583181,0.768569708,0.624989462,0.535631609,0.541955566,0.054015446
40,0,-0.030073166,0.06193738,0.04266386,0.186579275,0.252776575,0.39912796,0.48663249,0.550845146,0.724926472,0.855533838,0.891807508,0.925686026,0.904878616,0.876429129,0.833802891,0.781741667,0.636406231,0.546360064,0.551006317,0.085638189
41,0,-0.03026185,0.062713242,0.043584585,0.190220499,0.267509127,0.415503407,0.484932041,0.549088717,0.716343737,0.837814331,0.877323246,0.921532822,0.912380075,0.877260399,0.850447178,0.795129108,0.636760712,0.535235691,0.543830347,0.01146698
42,0,-0.03225708,0.044338274,0.013618469,0.136665392,0.202143955,0.360724211,0.464327288,0.557398462,0.744287825,0.89412055,0.954746342,1.017236948,1.001300859,0.977425623,0.943565416,0.891479826,0.756536341,0.561954927,0.624152184,0.023427773
43,0,-0.034733677,0.037137175,-0.005512094,0.075130463,0.113812447,0.278840494,0.40184226,0.514515877,0.707167149,0.878780937,0.935326242,1.008841324,1.003744459,0.980364084,0.963635254,0.916801786,0.765898895,0.56757288,0.616686106,0.010671806
44,0,-0.033080912,0.034007215,-0.008280039,0.071400738,0.119251823,0.285626698,0.404771328,0.53157568,0.729464006,0.88834219,0.948897266,1.026006889,1.019967794,0.988552237,0.973531532,0.933009481,0.803818369,0.577514839,0.640827942,0.009086657
45,0,-0.032834005,0.037578917,-0.007518673,0.076161766,0.120380259,0.286362982,0.399075794,0.523609209,0.713680649,0.863270569,0.931869745,1.018311787,1.020704412,0.994323206,0.981844664,0.94243412,0.785186815,0.567559767,0.621268368,0.01108799
46,0,-0.034259701,0.037160254,-0.003537941,0.09248867,0.143113279,0.293337107,0.408167219,0.52836256,0.720533752,0.861340189,0.929872656,0.996630669,0.997287941,0.96798811,0.950304031,0.905367136,0.746521521,0.552687502,0.606002045,0.006381893
47,0,-0.033352757,0.036907244,-0.003689528,0.090758371,0.137673378,0.290746737,0.408979988,0.531039572,0.739678526,0.87692914,0.959166622,1.013805771,1.051071119,1.017621088,1.016477919,0.970699978,0.849480772,0.635147905,0.649362946,0.013721466
48,0,-0.035200882,0.04064846,0.006544971,0.119806194,0.180375338,0.314782143,0.423278904,0.542555141,0.730803442,0.85054369,0.924783802,0.964776802,1.033323765,1.001606607,1.004761696,0.956838226,0.824624014,0.587769222,0.64823823,0.011087418
49,0,-0.032764387,0.041552687,0.014590788,0.139628983,0.20876503,0.33820219,0.440248728,0.549228573,0.738929224,0.842175436,0.93872056,0.956374121,1.044754887,1.013736439,1.016198826,0.97336154,0.843556738,0.554847717,0.628088951,0.015385675
50,0,-0.032835817,0.041186333,0.0089674,0.123950672,0.18372345,0.321715832,0.432785368,0.544264889,0.743354368,0.856271458,0.946836138,0.972605085,1.086586094,1.057613373,1.072905827,1.017954493,0.893131351,0.595945787,0.636626291,0.019654274
51,0,-0.029762125,0.054791641,0.031240559,0.184126854,0.254713488,0.379298353,0.483178139,0.552365828,0.742033958,0.82263093,0.90435195,0.914439201,0.996234417,0.950025749,0.942502022,0.894582224,0.739000607,0.562656689,0.603981543,0.014717865
52,0,-0.029971027,0.053546047,0.032879019,0.183554411,0.268429089,0.378028107,0.480951834,0.549590826,0.742676258,0.819602108,0.914843321,0.916156149,0.972788382,0.94402132,0.928894186,0.878390789,0.718614388,0.555177975,0.594291067,0.010748291
53,0,-0.029771757,0.047492027,0.015570688,0.140943527,0.20375843,0.338849068,0.465250015,0.557239342,0.760652924,0.842528534,0.932917118,0.925262547,0.990369034,0.975946283,0.986126518,0.933426046,0.816992712,0.596096325,0.630013227,0.011401749
54,0,-0.029621983,0.041839981,0.006354332,0.10159626,0.16143961,0.306122017,0.443101263,0.533145332,0.740319777,0.844676352,0.941200495,0.945181274,1.022298908,0.99591732,1.001558638,0.951273966,0.821372795,0.587345362,0.646116257,0.009580803
55,0,-0.032723761,0.039698982,0.002825737,0.104256725,0.159634686,0.317036676,0.461788273,0.5339674,0.735241985,0.824743557,0.912514019,0.913134766,0.96959486,0.942571974,0.926821804,0.882825184,0.733889675,0.582389069,0.59800849,0.003406525
56,0,-0.0299335,0.040886021,-0.003101778,0.083221626,0.136445236,0.284231186,0.429261303,0.505316925,0.717721033,0.822571945,0.915851164,0.911396694,0.985828447,0.943992615,0.938378191,0.876450968,0.739436626,0.542628002,0.612198734,0.008793163
57,0,-0.03144455,0.044371605,0.005615997,0.113489056,0.175180006,0.308387804,0.445614147,0.523253822,0.738443089,0.83594718,0.920258904,0.911350918,0.971895266,0.932689667,0.89898324,0.832700872,0.616510487,0.539997196,0.562096071,0.01309514
58,0,-0.032183599,0.040944099,0.00238452,0.101543427,0.168323326,0.293436527,0.429789495,0.521320963,0.720799875,0.83556385,0.927936792,0.924037838,0.988313723,0.94336381,0.923023748,0.865263414,0.717308855,0.538634634,0.585746384,0.004005432
59,0,-0.032075834,0.040856934,-0.002234888,0.085930634,0.143593216,0.282003403,0.417504311,0.521104717,0.740305138,0.864843702,0.940756178,0.943427038,1.000725079,0.959818983,0.947385836,0.890092945,0.745859671,0.569620323,0.615305424,0.003611851
60,0,-0.034847164,0.037866068,-0.005369806,0.079935551,0.128467894,0.27348547,0.39788332,0.508477831,0.734094143,0.845330238,0.927247429,0.932277822,0.992467976,0.95840416,0.952640629,0.898003101,0.744959545,0.552175617,0.602641439,0.004254484
61,0,-0.033385134,0.040637016,-0.008629799,0.072716856,0.12313447,0.253795958,0.382551765,0.500298405,0.734359837,0.855957174,0.935798836,0.939257669,1.01217308,0.974182272,0.980057621,0.931391144,0.805522633,0.562509823,0.622508907,0.004286575
62,0,-0.033236361,0.046662426,0.010667038,0.141305685,0.202769423,0.328879166,0.42837019,0.513416672,0.706328392,0.831506586,0.897787857,0.879768038,0.960775852,0.916445017,0.907113457,0.858454132,0.694030952,0.535933876,0.579103661,0.000703144
63,0,-0.030854177,0.04798522,0.013277102,0.137118244,0.211477375,0.33695631,0.448689365,0.565487957,0.752113056,0.866632462,0.94607482,0.933564472,1.017403412,0.980654097,0.981304121,0.923408651,0.780721283,0.589005756,0.659962606,0.001534557
64,0,-0.033777237,0.049961662,0.012330198,0.138224792,0.221826172,0.33365593,0.444062662,0.548982811,0.743068457,0.851608324,0.918682384,0.892587709,0.966909075,0.923791218,0.899891949,0.847996044,0.681538296,0.556033134,0.586732054,0.001115131
65,0,-0.031369543,0.056428957,0.025492048,0.166324234,0.245419216,0.354622221,0.447607565,0.53463397,0.705052662,0.816999626,0.871309853,0.850078917,0.903924847,0.884622526,0.859599447,0.808290052,0.62022481,0.523730373,0.551579571,0.001924562
66,0,-0.029571438,0.063443565,0.034116936,0.18852272,0.264959812,0.374187851,0.461419964,0.544828606,0.719641018,0.814448118,0.878172922,0.865199614,0.91726985,0.884626818,0.87562871,0.819837999,0.672309446,0.548018074,0.592188549,0.001257992
67,0,-0.031064987,0.060401583,0.030580711,0.191902304,0.276825142,0.387607861,0.474465704,0.567159653,0.735642529,0.836247587,0.895117712,0.858252048,0.906471109,0.866833448,0.837294769,0.789194441,0.602801657,0.55428009,0.570036888,-0.004354143
68,0,-0.031753445,0.059370184,0.028213263,0.187622356,0.274841309,0.390060329,0.480264187,0.575992584,0.749674129,0.864122009,0.931503344,0.890238094,0.956040859,0.908793211,0.910199404,0.865810347,0.695793152,0.57584486,0.617043781,-0.004049253
69,0,-0.034156752,0.057145262,0.028253937,0.190456867,0.275567436,0.395811415,0.480130339,0.582779646,0.756556463,0.863350153,0.916921616,0.898600578,0.928952503,0.890331841,0.868137121,0.826642942,0.667072153,0.572695827,0.596663046,-0.009236813
70,0,-0.030054951,0.062460089,0.031219149,0.193555927,0.284315205,0.394534016,0.46185112,0.561121178,0.729271984,0.831119537,0.878058481,0.86101656,0.882868862,0.828514862,0.801596069,0.756719732,0.607207346,0.544936371,0.55221982,-0.011335278
71,0,-0.033071423,0.056161118,0.025365686,0.18847971,0.275977135,0.391955948,0.455526924,0.555243015,0.715419817,0.826251984,0.884503698,0.875071573,0.892552853,0.840849876,0.817996645,0.765672541,0.601583529,0.539234686,0.559499931,-0.007211447
72,0,-0.029047918,0.060713959,0.031314993,0.188501501,0.269214869,0.384592247,0.447729015,0.548654747,0.711822605,0.825117207,0.876405287,0.858596802,0.88693819,0.834684753,0.80208087,0.750769711,0.602064276,0.540595722,0.547713709,-0.0039958
73,0,-0.029964352,0.062364197,0.033792257,0.194389153,0.280006409,0.396741295,0.451845932,0.562868166,0.71998558,0.831408691,0.880936193,0.870931911,0.886954451,0.844658327,0.805571604,0.754643726,0.605330992,0.544576073,0.557565832,-0.007495356
74,0,-0.029984283,0.060026217,0.030276585,0.189427948,0.266160536,0.388499451,0.453142834,0.562273502,0.72900157,0.851184368,0.898214531,0.890762997,0.916543722,0.865614176,0.836415291,0.782549381,0.627462673,0.560963297,0.569402122,-0.008282375
75,0,-0.028986835,0.059640169,0.027734947,0.183939934,0.267206001,0.383245993,0.456352997,0.571039629,0.736005926,0.851908064,0.902348518,0.892184877,0.928098917,0.876221418,0.818555832,0.754005098,0.58663373,0.551449776,0.547719097,0.002658176
76,0,-0.030232239,0.056519508,0.019557142,0.167208862,0.252352905,0.360632181,0.44447341,0.560218,0.726000071,0.857784986,0.904703617,0.903756857,0.940494728,0.883742332,0.838819647,0.778767443,0.61275816,0.550603056,0.57438097,0.000315142
77,0,-0.026850557,0.057531452,0.025553799,0.176141834,0.261603498,0.363389206,0.440542698,0.546015549,0.70539217,0.828258562,0.867976522,0.860079288,0.884612083,0.826944733,0.785962296,0.729843092,0.591646767,0.528338814,0.551212168,-0.010797119
78,0,-0.030117941,0.053473616,0.018193388,0.160411549,0.254168701,0.346475124,0.430857277,0.535674429,0.68472352,0.809802341,0.849485588,0.836812162,0.867638159,0.813783216,0.780688286,0.72682724,0.572892523,0.522622633,0.539308786,-0.009701633
79,0,-0.02781105,0.058011198,0.025632286,0.169020891,0.252284479,0.341922426,0.427370071,0.527738857,0.686757851,0.801429939,0.840935516,0.850490189,0.861055994,0.820435381,0.785559034,0.730640411,0.594664335,0.522595501,0.549401951,-0.008307457
80,0,-0.029786587,0.055957842,0.0214818,0.165344238,0.260525084,0.346853542,0.438069057,0.541848278,0.696800613,0.815131378,0.854238081,0.872883844,0.879337454,0.840874481,0.805745459,0.757178736,0.619926119,0.533207035,0.579591608,-0.010038996
81,0,-0.027414227,0.057320786,0.024928999,0.162150812,0.253158903,0.341673183,0.431689358,0.523726463,0.686472702,0.825543976,0.863866138,0.888820934,0.899945688,0.854578638,0.811983633,0.765617704,0.621518087,0.530515862,0.570442247,-0.014136076
82,0,-0.028356266,0.05412488,0.025675106,0.160336494,0.249306488,0.346941948,0.429319382,0.528231716,0.69087429,0.819373226,0.851813555,0.881197119,0.879305172,0.838271236,0.802963066,0.744782495,0.59975667,0.526141453,0.544790459,-0.00867157
83,0,-0.02895031,0.052470303,0.022790813,0.161442184,0.247138023,0.346910477,0.423057842,0.510003853,0.675555325,0.809478188,0.834604216,0.85746665,0.864129353,0.820183945,0.791330767,0.746588182,0.609363365,0.514051771,0.541327906,-0.01273036
84,0,-0.027109003,0.053525352,0.024821281,0.156586885,0.249322987,0.346643448,0.442963409,0.524292755,0.694291162,0.829601336,0.857309484,0.896066999,0.901083374,0.847864819,0.814781427,0.750443745,0.591902018,0.536791897,0.545215225,-0.004396343
85,0,-0.026987886,0.051646376,0.025130844,0.163629532,0.25086441,0.352688646,0.438009262,0.506613064,0.662903929,0.791638184,0.821679211,0.830026388,0.840550613,0.78264637,0.736104155,0.67103591,0.52823329,0.497726822,0.517580509,-0.001322365
86,0,-0.026340437,0.054574156,0.029166603,0.170996952,0.25158596,0.364917231,0.46174345,0.539626789,0.700374126,0.825373554,0.861577129,0.872644472,0.876280832,0.816353321,0.753857708,0.676932955,0.531374216,0.516010618,0.516275597,0.010503101
87,0,-0.026053286,0.051340675,0.026856804,0.165336609,0.240561104,0.353146648,0.457053709,0.521690416,0.685987949,0.811351061,0.851066494,0.851347685,0.851568365,0.789442492,0.713906622,0.644730663,0.524910069,0.501024437,0.499947548,0.00983386
88,0,-0.025584936,0.055672979,0.030483246,0.17490139,0.256946754,0.365497398,0.479943275,0.535276461,0.701125622,0.812115431,0.843006754,0.837799358,0.828101349,0.782164383,0.723596478,0.652189922,0.531877565,0.517902756,0.519184113,0.008157873
89,0,-0.02528944,0.057323551,0.030860233,0.169920063,0.257849693,0.363735628,0.465680695,0.526458216,0.686723566,0.79832058,0.849015474,0.843891096,0.842916155,0.800855875,0.71382575,0.621320772,0.523019886,0.508385611,0.491437769,0.011773252
90,0,-0.026466322,0.05880928,0.032594252,0.173306561,0.246288586,0.360154438,0.460270357,0.533744907,0.686757183,0.792743206,0.839033031,0.827385044,0.825054598,0.778742218,0.698323774,0.612391281,0.520302057,0.508236408,0.483485508,0.007824612
91,0,-0.024629498,0.059745836,0.035920858,0.172235298,0.242419624,0.355775833,0.460537004,0.540824986,0.690384102,0.789586496,0.834230852,0.822837925,0.816317081,0.766353512,0.697831345,0.629829311,0.512621498,0.501717281,0.496487379,0.007368231
92,0,-0.02414341,0.058726311,0.032946253,0.17053628,0.238833523,0.346294165,0.452716017,0.531802273,0.670067739,0.771055222,0.826094723,0.819576263,0.818218613,0.775002527,0.720359612,0.66225667,0.510133076,0.497675896,0.500433922,-0.000151443
93,0,-0.024013472,0.061933517,0.031685877,0.172830725,0.238786507,0.34742403,0.467995358,0.536399937,0.672930098,0.776228905,0.823609734,0.828483391,0.814343786,0.776603031,0.712531757,0.648483515,0.527440405,0.504489231,0.49767561,0.002690363
94,0,-0.025625181,0.056970596,0.027847576,0.162673569,0.221396732,0.330501938,0.445883894,0.527941179,0.664861727,0.769294977,0.822405291,0.814602995,0.804018307,0.765057802,0.700191069,0.638376522,0.505516148,0.490977716,0.488381624,0.004276419
95,0,-0.025742388,0.055337954,0.022852421,0.149671364,0.202004719,0.315632296,0.43499527,0.51641202,0.655964184,0.771323347,0.827772856,0.833025122,0.84754281,0.798607683,0.741662169,0.684680939,0.502216816,0.493819666,0.505967617,0.00766716
96,0,-0.026836252,0.055987453,0.025674629,0.15848279,0.203184175,0.322008514,0.429932642,0.511468792,0.650517559,0.759938812,0.818237591,0.813505793,0.835805368,0.77080164,0.707941866,0.640085268,0.487752962,0.472864151,0.48802371,0.004299593
97,0,-0.028010178,0.053218269,0.023737001,0.150406933,0.191730595,0.312877464,0.431475019,0.512787962,0.65907197,0.776681519,0.839578772,0.850148296,0.888431406,0.827383137,0.79442215,0.742668247,0.53621316,0.492620564,0.527373838,0.001734734
98,0,-0.026366854,0.054770517,0.029816341,0.158735991,0.20338583,0.32223053,0.434131765,0.533516884,0.656857586,0.781197929,0.839443731,0.855186796,0.887564754,0.836359119,0.79650135,0.747007751,0.565235472,0.49761343,0.537613916,0.000717163
99,0,-0.027444744,0.053918648,0.024958086,0.150881815,0.188843822,0.320556021,0.415245867,0.514059401,0.63471365,0.761364412,0.822777319,0.838996744,0.87321806,0.826000404,0.798727703,0.745664358,0.55268569,0.48581872,0.537367821,-0.007114124
100,0,-0.02351284,0.055237055,0.034739017,0.142772484,0.14805131,0.265373516,0.363704062,0.457127047,0.586695433,0.733013487,0.768887234,0.763010406,0.806845903,0.756669188,0.701367998,0.671112061,0.501503849,0.45169487,0.477475643,-0.001222372
101,0,-0.014761829,0.063840055,0.043655729,0.151260805,0.162493515,0.296810246,0.41779933,0.481523609,0.6501616,0.824610806,0.783908844,0.780754471,0.816117334,0.773331118,0.715547562,0.72116785,0.482965517,0.493931007,0.485683012,0.008213615
102,0,-0.014521503,0.064640236,0.045424652,0.154496431,0.163578701,0.294058132,0.412084103,0.480989218,0.658637524,0.831596518,0.7957376,0.803919649,0.830315685,0.784552813,0.71168437,0.709695148,0.479816675,0.478384972,0.480449343,0.008517408
103,0,-0.017602873,0.067296267,0.045830917,0.155003929,0.172908735,0.302859879,0.412417841,0.479491138,0.65329957,0.830426598,0.799913263,0.856988001,0.835175657,0.808234596,0.742436457,0.73637929,0.525545502,0.482174444,0.500725317,0.007317734
104,0,-0.017829847,0.077067518,0.048370075,0.160172653,0.191343021,0.330929565,0.447850037,0.518857098,0.700014877,0.875615501,0.850455427,0.948925257,0.892387676,0.877706671,0.834314203,0.820012903,0.632762146,0.520678186,0.554612303,0.016958809
105,0,-0.018675756,0.068054485,0.03618803,0.1328125,0.153794861,0.303077793,0.430455971,0.522759104,0.728786516,0.899627924,0.899108982,1.029475307,0.977191162,0.959886551,0.93389616,0.927814674,0.763532829,0.565499687,0.619791079,0.023796129
106,0,-0.018176556,0.061761904,0.021899223,0.096699953,0.077560568,0.233054447,0.359847498,0.459795284,0.685771513,0.892241096,0.895551348,1.029693794,0.999437809,0.980445194,0.966974401,0.95067544,0.791735697,0.582817888,0.636733055,0.023980236
107,0,-0.019162703,0.059973812,0.017786026,0.09449892,0.076415825,0.225171614,0.351524973,0.452428484,0.687012148,0.887786102,0.900240183,1.06820941,0.99310441,0.980362988,0.985336637,0.96343708,0.809994125,0.571913958,0.63392477,0.021810532
108,0,-0.018320036,0.062170029,0.018625307,0.08874321,0.077557135,0.221793365,0.354667091,0.473848915,0.708078909,0.918491554,0.940285063,1.102224874,1.065731573,1.055384111,1.06123929,1.038022995,0.9098526,0.625163746,0.702577209,0.027515507
109,0,-0.01940136,0.060608864,0.015708971,0.087142849,0.081473351,0.223957348,0.357366657,0.463596344,0.696700239,0.912043905,0.927561903,1.053503466,1.05015192,1.051021862,1.073264313,1.052226257,0.927490473,0.693019724,0.691728067,0.028455782
