FID,0ch20,12ch20,24ch20,30ch20,39ch20,46ch20,53ch20,60ch20,67ch20,73ch20,81ch20,88ch20,95ch20,102ch20,108ch20,116ch20,121ch20,129ch20,135ch20,144ch20,150ch20
1021,0,-0.017825985,0.051434994,0.020072985,0.109850836,0.093611193,0.205632973,0.317051983,0.453956604,0.663784981,0.884237051,0.904061604,0.966811562,1.05050993,1.019308615,1.055675507,1.065283537,0.926792622,0.649862862,0.701502848,0.004304266
1022,0,-0.016407967,0.050005007,0.017004013,0.099313068,0.072055387,0.167447424,0.291536808,0.434116554,0.662199879,0.892393732,0.924743223,0.99538722,1.08182621,1.052255678,1.088903809,1.095063734,0.940236759,0.667482996,0.727509975,0.007078457
1023,0,-0.018567085,0.046041727,0.012143421,0.091331387,0.060252666,0.156487751,0.270616722,0.425401068,0.661752796,0.884096098,0.920901442,0.994151926,1.072850561,1.048789215,1.096767044,1.097733927,0.95993824,0.623992872,0.722561216,0.012665749
1024,0,-0.017730522,0.0453475,0.011017895,0.090677547,0.062852335,0.153000927,0.261713505,0.420722818,0.666354275,0.88881979,0.940038109,1.018158197,1.096906519,1.08838582,1.142852306,1.149143362,1.012620926,0.767280197,0.728008175,0.019948053
1025,0,-0.016013622,0.04716363,0.016936445,0.09586525,0.06852622,0.16532011,0.273927164,0.433598614,0.697941685,0.906947279,0.967919874,1.049458885,1.14428525,1.131380892,1.189200592,1.201941442,1.062800837,0.731064034,0.755414391,0.022948408
1026,0,-0.017233658,0.043898869,0.013674736,0.094503355,0.068861008,0.177214527,0.275285482,0.440105581,0.691773081,0.891415739,0.957346487,1.035528421,1.117029095,1.096786165,1.145979118,1.146248388,1.00983057,0.767111111,0.752064991,0.014590263
1027,0,-0.01748538,0.045829821,0.015698624,0.091019344,0.067856693,0.176192904,0.287555456,0.434286261,0.677865171,0.873535824,0.936234713,0.998120499,1.077198887,1.054354286,1.100738811,1.104634953,0.955940247,0.676862335,0.722879028,0.015677357
1028,0,-0.016796112,0.044327831,0.01702137,0.090330935,0.072858429,0.183303833,0.296286917,0.429362392,0.685653162,0.871707201,0.930660772,0.983706617,1.031148243,1.001250744,1.024516249,1.017389536,0.877180243,0.602690983,0.688612509,0.016232681
1029,0,-0.018330526,0.042163944,0.009594297,0.075886011,0.065899467,0.175369883,0.285508299,0.43000536,0.66746912,0.864472151,0.930333328,0.981601429,1.037433767,1.001062727,1.022866678,1.015329838,0.868566847,0.556277609,0.670895195,0.013909578
1030,0,-0.01880641,0.0458004,0.02839365,0.125491619,0.140609407,0.253421783,0.368172884,0.477698755,0.692631292,0.871830082,0.93479743,0.98180747,1.028624392,0.995006037,1.026915264,1.021876001,0.883603764,0.533295107,0.67633791,0.01531992
1031,0,-0.01789937,0.055466652,0.042725182,0.154745531,0.187427473,0.303232718,0.408828163,0.505438042,0.706572008,0.86613369,0.903085709,0.911811256,0.950051308,0.900134373,0.900601053,0.900668812,0.730004263,0.51522007,0.631633806,0.007991028
1032,0,-0.017062998,0.059154844,0.048839092,0.164144707,0.199347496,0.308764982,0.412980843,0.504598093,0.706040621,0.851175356,0.88369565,0.881889343,0.922175884,0.870815325,0.845134926,0.845730019,0.669792128,0.500974226,0.624074602,0.0086061
1033,0,-0.018070221,0.054410934,0.044565964,0.148002481,0.185819054,0.293716621,0.387994003,0.490297031,0.682889271,0.83402648,0.863207579,0.860065794,0.897152996,0.852154207,0.829650116,0.829721069,0.649935865,0.469247913,0.599493217,0.012058449
1034,0,-0.018890285,0.057948112,0.049506283,0.15776062,0.198456907,0.315062237,0.418020344,0.530274153,0.720160294,0.866570902,0.893457413,0.904671955,0.938266754,0.890814924,0.868984652,0.8663836,0.680468655,0.488049698,0.621309137,0.008123875
1035,0,-0.017201996,0.061961222,0.050597286,0.151410389,0.185596514,0.299054909,0.404017687,0.512295675,0.705256796,0.863700199,0.897134829,0.90211215,0.94800787,0.892801332,0.849153233,0.874268675,0.703688955,0.48268013,0.624605036,0.016005945
1036,0,-0.018199635,0.061181164,0.046076822,0.145493984,0.178867292,0.280420399,0.378102207,0.489201355,0.672478724,0.82193265,0.850206566,0.851997805,0.900268936,0.841918421,0.825926876,0.838738966,0.676307726,0.452519751,0.603261089,0.004516602
1037,0,-0.018261909,0.061157656,0.049108648,0.14779911,0.168756247,0.282086563,0.383258677,0.485330009,0.671076775,0.813046598,0.841033602,0.84504571,0.887099695,0.837682343,0.826892376,0.833367252,0.68699007,0.473367739,0.62291317,0.001952362
1038,0,-0.019469166,0.059796143,0.046630669,0.134976006,0.161030197,0.266857815,0.37840023,0.481655645,0.673822451,0.811643887,0.846874237,0.844880819,0.884646416,0.839387941,0.833078051,0.841649771,0.70047245,0.475339222,0.636672926,-0.002167654
1039,0,-0.019315434,0.059844255,0.049064636,0.140743542,0.158021116,0.266583776,0.393884087,0.481235123,0.662725592,0.801116133,0.84139843,0.846227217,0.90107193,0.844530106,0.846555376,0.850688791,0.697839212,0.460444021,0.626982117,-0.000289583
1040,0,-0.018556452,0.060806036,0.051026344,0.147854948,0.182891846,0.291352654,0.424834013,0.518800879,0.704778099,0.8427001,0.879627085,0.895414972,0.932337809,0.865783644,0.836672068,0.83256216,0.651242638,0.47334404,0.657221842,0.005355883
1041,0,-0.019323254,0.059782982,0.0428195,0.134553146,0.165956211,0.282609034,0.416600227,0.516398239,0.696829844,0.835422802,0.880176067,0.896296501,0.940942526,0.879105663,0.868063402,0.874434519,0.714229965,0.477759647,0.667860413,0.001553726
1042,0,-0.020491409,0.05965848,0.047467852,0.149177885,0.187885618,0.29686594,0.445645332,0.541939878,0.723677874,0.849495125,0.894167376,0.906866074,0.933005476,0.879346848,0.866420031,0.874608803,0.722446632,0.496366692,0.669722652,0.001170206
1043,0,-0.019951582,0.061003256,0.051012087,0.155488443,0.200145054,0.286202621,0.413532495,0.500208855,0.678664255,0.795153809,0.837572145,0.857258081,0.890444756,0.829949856,0.80051837,0.79504137,0.599816561,0.454722786,0.618259001,0.003461933
1044,0,-0.022675276,0.059093904,0.046763706,0.14656558,0.187989664,0.284089756,0.413185215,0.507189989,0.694421768,0.809498501,0.855518341,0.873101377,0.897097778,0.845407677,0.819451046,0.801885271,0.57522068,0.4489995,0.619737864,0.002716446
1045,0,-0.01962471,0.058048248,0.046353245,0.132980156,0.170597363,0.270954561,0.383382177,0.482469797,0.664931345,0.79108882,0.838079643,0.874219942,0.883674431,0.815167665,0.777887392,0.77148819,0.589293194,0.424737406,0.597688532,0.001443911
1046,0,-0.021985912,0.057773924,0.044481468,0.137653732,0.174069262,0.271391106,0.376299286,0.481233406,0.665980864,0.788278627,0.839255714,0.891764021,0.867306709,0.819337225,0.802064228,0.790093708,0.613910675,0.43154068,0.618206072,-0.001137257
1047,0,-0.023568153,0.056818104,0.042306948,0.138614225,0.181146336,0.27648344,0.382040024,0.491920853,0.675506353,0.787147284,0.84490509,0.877142859,0.857437134,0.804994726,0.783447599,0.77980628,0.619638443,0.436182404,0.608117056,-0.000199175
1048,0,-0.024414968,0.057629681,0.046744633,0.139669609,0.180008268,0.27676692,0.391074181,0.501675606,0.690815067,0.797793198,0.860640335,0.905207157,0.879656696,0.832653379,0.83014884,0.82102809,0.693450928,0.453508854,0.643212557,-0.01006031
1049,0,-0.024860048,0.052453995,0.041637468,0.13013382,0.160218334,0.265479469,0.360859108,0.468870306,0.652565956,0.764403772,0.827866316,0.865013504,0.833753109,0.789465141,0.777787352,0.772149134,0.622213554,0.422239828,0.588712931,-0.011984825
1050,0,-0.026225901,0.053635406,0.041713667,0.125806904,0.152235889,0.26342802,0.34087019,0.478166103,0.672583485,0.78024559,0.84875741,0.884297132,0.876984072,0.822892904,0.826288509,0.807281637,0.66387105,0.444494772,0.630368567,-0.009053946
1051,0,-0.026443434,0.052194643,0.037080812,0.122749424,0.145802402,0.259804773,0.330348492,0.468012238,0.649060726,0.772797394,0.837520885,0.861155844,0.873801422,0.805827284,0.804517269,0.781476021,0.619857502,0.428072929,0.586272478,-0.006419182
1052,0,-0.024656153,0.052862215,0.040310478,0.129674911,0.157492924,0.270125103,0.34385705,0.481787348,0.657397747,0.774816799,0.849299288,0.846331072,0.886770058,0.803785276,0.813359118,0.80116744,0.640476608,0.436969852,0.597383499,-0.003378773
1053,0,-0.024494171,0.051978207,0.038342428,0.125860357,0.155815268,0.271853542,0.348147249,0.481549501,0.644943523,0.758386803,0.830680418,0.818695068,0.857333374,0.780268717,0.775690079,0.769665051,0.573054218,0.431076288,0.564958048,0.000390434
1054,0,-0.025691938,0.050829935,0.040402555,0.134212208,0.168373585,0.29531064,0.371492434,0.493896627,0.655888796,0.770682526,0.844842768,0.80203023,0.873267365,0.784286308,0.744674873,0.734363604,0.505126047,0.443279505,0.564862633,-5.48E-06
1055,0,-0.027135658,0.051823854,0.040740967,0.134655285,0.167317295,0.29707756,0.370177889,0.501074886,0.64884572,0.763757944,0.839569426,0.778980494,0.846488953,0.752442074,0.726294661,0.718015718,0.52690506,0.437544918,0.574290323,-0.004694843
1056,0,-0.026898336,0.053125381,0.038173866,0.133771896,0.155544662,0.292376518,0.385079145,0.523639822,0.693716955,0.81013341,0.893295288,0.832009506,0.907268047,0.816459131,0.790107059,0.790048742,0.608476496,0.470788097,0.625063992,-0.003975821
1057,0,-0.02162838,0.051463223,0.036156988,0.119665527,0.131925488,0.254817486,0.349013519,0.467090559,0.633128405,0.741722918,0.82901392,0.774367809,0.850767422,0.767659569,0.755736685,0.754168606,0.560424805,0.428318071,0.597970104,-0.009195328
1058,0,-0.024463606,0.048644543,0.035582638,0.125914717,0.144530249,0.262692785,0.357601309,0.473595953,0.625691223,0.734664011,0.818281841,0.756586981,0.842467546,0.74806366,0.705232859,0.707656813,0.511352921,0.42017746,0.574733877,-0.004702473
1059,0,-0.023770332,0.055328465,0.045460224,0.149000359,0.180975914,0.309018135,0.407831717,0.498379183,0.650973415,0.742232513,0.818988276,0.735356331,0.82918272,0.726769495,0.643077135,0.636521339,0.461844444,0.437449932,0.55885129,-0.001078129
1060,0,-0.024838257,0.054509258,0.047863102,0.155632973,0.189975405,0.314417839,0.416421461,0.506797791,0.660338831,0.754522705,0.8353055,0.74699688,0.846887541,0.75747323,0.673353672,0.672284842,0.502416039,0.447134447,0.588480091,0.001427698
1061,0,-0.023822737,0.056091309,0.048980856,0.165156317,0.21233449,0.330303192,0.438611746,0.523164129,0.674478483,0.747503519,0.827416611,0.742719793,0.823902273,0.744902039,0.65758667,0.663882589,0.516830206,0.457728338,0.564484549,0.005087042
1062,0,-0.026042557,0.056412745,0.051561356,0.170654869,0.221370363,0.335247183,0.450239849,0.534930706,0.675225306,0.75152154,0.830371237,0.736600161,0.822570658,0.722820282,0.588474894,0.600987244,0.50273819,0.445975637,0.537255907,0.002547789
1063,0,-0.024983406,0.05409627,0.045501852,0.165557861,0.211096096,0.321481705,0.435840225,0.540663719,0.682811069,0.800938463,0.903661919,0.861229038,0.934421539,0.835218048,0.625026274,0.618309164,0.499150991,0.454200935,0.532729769,0.009600258
1064,0,-0.027670765,0.044047356,0.02631197,0.12874527,0.16049633,0.297005653,0.432850027,0.539288998,0.711404943,0.820687723,0.927842951,0.888416576,0.981863642,0.874685383,0.79804101,0.773293591,0.496678591,0.469193935,0.532527781,0.004307842
1065,0,-0.026664495,0.050970268,0.042419624,0.161891031,0.19864397,0.325839043,0.437909174,0.529979944,0.703058004,0.79441433,0.899439335,0.85163784,0.944218302,0.847283888,0.7933074,0.770880938,0.546615696,0.460698175,0.589521122,0.003544044
1066,0,-0.025333357,0.059340668,0.054151917,0.177463198,0.214524508,0.339739037,0.458940601,0.542108297,0.720342064,0.791720486,0.897883558,0.843621302,0.92630024,0.843263149,0.85208292,0.852359486,0.65324049,0.46923151,0.640763283,-0.011659336
1067,0,-0.023832083,0.060872364,0.058123112,0.178757906,0.214561558,0.327061701,0.445604849,0.549629498,0.71237874,0.789422083,0.897155523,0.839135265,0.923575163,0.834182501,0.809809589,0.799498987,0.608355284,0.453069735,0.62330637,-0.00331049
1068,0,-0.021910477,0.061264038,0.057313108,0.182221413,0.219205856,0.321729994,0.416282034,0.512848949,0.671213865,0.733444309,0.849447918,0.781451511,0.858945179,0.776890278,0.73114357,0.709380388,0.531107616,0.406287241,0.556400299,0.000351143
1069,0,-0.025725174,0.057046127,0.052229023,0.166880894,0.20905118,0.31893611,0.426446676,0.516529608,0.696436501,0.758294964,0.892372322,0.840319443,0.93681612,0.852361298,0.824358273,0.779473257,0.499324703,0.417639685,0.576717567,0.007526493
1070,0,-0.024813509,0.044429922,0.022905254,0.09637146,0.124293137,0.246627903,0.383159924,0.508059311,0.713461256,0.814584017,0.948032808,0.922574759,1.018490934,0.945539522,0.958025122,0.934285736,0.754653502,0.436732388,0.686905813,0.000886822
1071,0,-0.026962185,0.040714455,0.015438175,0.06787014,0.119019651,0.248221397,0.39293108,0.52259264,0.711880875,0.822816038,0.958646774,0.916061544,1.012169838,0.95170126,0.971663284,0.943808699,0.815649557,0.46274662,0.723232651,-0.013756752
1072,0,-0.023267651,0.04397707,0.021081018,0.079416656,0.127853298,0.25832262,0.412355423,0.530634022,0.719239902,0.819750166,0.947823668,0.920544863,1.014864349,0.948447514,0.970329905,0.946244431,0.804225636,0.485717297,0.716274261,-0.010316706
1073,0,-0.025356245,0.043836689,0.019994926,0.078251839,0.121564865,0.252512455,0.41175251,0.528429365,0.722890854,0.823951435,0.956120682,0.911337996,1.014298391,0.948796606,0.970705366,0.954652405,0.803704548,0.487604046,0.705577946,-0.012875462
1074,0,-0.025321388,0.041519213,0.020441055,0.086174345,0.128289652,0.251209259,0.420736313,0.529181099,0.720589638,0.820526695,0.947079134,0.911373329,1.00940609,0.942487621,0.950746918,0.931931305,0.789838791,0.470542288,0.676219177,-0.014702797
1075,0,-0.024065018,0.042634439,0.024379778,0.091616631,0.133778477,0.24154973,0.404387522,0.528954268,0.71059041,0.822003794,0.946921349,0.921273661,1.003684521,0.942624712,0.961453295,0.946764231,0.789535046,0.472413206,0.663071728,-0.01535306
1076,0,-0.027628851,0.035236406,0.013754034,0.072371769,0.105697727,0.216250038,0.371988916,0.507877588,0.698084593,0.812946558,0.946363068,0.932601309,1.030778265,0.962342834,0.989368677,0.980626869,0.830166245,0.49403677,0.678891897,-0.017450094
1077,0,-0.027396202,0.037737083,0.018556881,0.093010902,0.116913128,0.231259632,0.369383287,0.517713928,0.71451292,0.818288565,0.935202694,0.91683321,0.98884964,0.924026585,0.941062784,0.936287546,0.757908916,0.47943325,0.6430305,-0.01706686
1078,0,-0.027799606,0.039345789,0.02591157,0.111316109,0.13967638,0.241805363,0.369160795,0.519762325,0.723653841,0.825299215,0.948852777,0.929056883,0.998561001,0.921699667,0.933406353,0.932885742,0.765979052,0.479440784,0.655054712,-0.01898632
1079,0,-0.025415325,0.049709368,0.051297188,0.1679317,0.213754654,0.295724678,0.396101236,0.525995874,0.692153502,0.785558939,0.896737528,0.854155779,0.930750132,0.85014534,0.828300476,0.83404007,0.647938156,0.449124527,0.608304262,-0.016239977
1080,0,-0.026211405,0.051522398,0.05148015,0.171260786,0.221148682,0.300743246,0.401969862,0.542874336,0.695496988,0.781171322,0.890888119,0.842349863,0.906758404,0.81889863,0.793119621,0.798310041,0.606007338,0.463959074,0.586582661,-0.017980337
1081,0,-0.02631731,0.054856491,0.059404564,0.18378458,0.233363914,0.313353682,0.409696627,0.559664965,0.697480249,0.792138815,0.890499926,0.83802371,0.902603245,0.806839132,0.772598362,0.772424316,0.5980618,0.461891937,0.602102375,-0.020556307
1082,0,-0.027182341,0.051662445,0.055434275,0.180613422,0.241986227,0.32407856,0.435409069,0.55307622,0.700254631,0.794929552,0.893565798,0.844777536,0.89440136,0.813175535,0.782698011,0.78030715,0.575304079,0.466450167,0.615468359,-0.017315817
1083,0,-0.026718998,0.050049114,0.0517097,0.169131279,0.226074553,0.308043146,0.423879433,0.542449188,0.688036871,0.786211061,0.877168894,0.826281786,0.864454031,0.785346413,0.760932159,0.758869171,0.565519381,0.445151567,0.609334278,-0.017343473
1084,0,-0.023561096,0.055112839,0.061369038,0.180738688,0.239410162,0.32416544,0.424471617,0.52757678,0.674657345,0.763702726,0.849170637,0.798182869,0.831895876,0.761096334,0.71143837,0.698492956,0.523675299,0.425263643,0.570431376,-0.017696381
1085,0,-0.027313137,0.047843075,0.052766323,0.170764351,0.217312288,0.315116978,0.413691998,0.527018785,0.669040728,0.76390872,0.842018509,0.78370204,0.811264038,0.742445087,0.667737579,0.629348183,0.48121624,0.408856773,0.534953594,-0.008881569
1086,0,-0.022578144,0.050728893,0.058785439,0.181654978,0.229945803,0.335641479,0.423148489,0.564797831,0.71424799,0.809878826,0.89224925,0.849267387,0.870960474,0.791594505,0.761638498,0.736211872,0.55778327,0.447613764,0.58890872,-0.012820196
1087,0,-0.0226583,0.050978994,0.05602169,0.174534369,0.226289177,0.321876526,0.385470104,0.532987595,0.686507463,0.776603222,0.862832117,0.825984049,0.856310225,0.792117119,0.793158054,0.765758705,0.605262136,0.448357677,0.596618843,-0.027269316
1088,0,-0.025500298,0.050578499,0.05356307,0.172493267,0.230036306,0.327157211,0.404545736,0.547091818,0.710153341,0.801199627,0.885543823,0.832991743,0.876603365,0.799298525,0.798541117,0.778032875,0.617692757,0.469355154,0.608767033,-0.021306896
1089,0,-0.024946928,0.050595379,0.053217077,0.169076824,0.22415638,0.319084215,0.403249741,0.548057508,0.702220583,0.794317865,0.878897238,0.8207129,0.852171993,0.788609314,0.776689291,0.763383961,0.615333891,0.448746347,0.590214157,-0.020647001
1090,0,-0.022693634,0.050351286,0.054760408,0.169337606,0.217370749,0.311091995,0.394389391,0.539880705,0.702192593,0.802512217,0.884456825,0.838626862,0.875487709,0.806742668,0.774931955,0.755390644,0.583502769,0.450736427,0.583123207,-0.013384771
1091,0,-0.023087168,0.045818758,0.049350977,0.164754868,0.212453127,0.310153103,0.390092182,0.534886456,0.690922928,0.791857243,0.861654329,0.78505826,0.823354816,0.758661509,0.71165204,0.710575151,0.556184292,0.436648226,0.557436514,-0.012069654
1092,0,-0.022747898,0.047873211,0.048686075,0.157414198,0.199426794,0.295705414,0.370573425,0.5097013,0.667014456,0.772357273,0.840577602,0.785053301,0.828295898,0.765034962,0.719039011,0.703062248,0.525638866,0.422531509,0.535789871,-0.017645788
1093,0,-0.023058844,0.048558235,0.047828579,0.155234814,0.192227793,0.301356316,0.382821846,0.51685648,0.684064007,0.793859673,0.858815432,0.815891314,0.862304258,0.785590315,0.731648636,0.722699451,0.547019005,0.429285717,0.540390778,-0.013793945
1094,0,-0.023302889,0.045978022,0.046011305,0.14921236,0.183212376,0.298866081,0.372331667,0.501093197,0.664210367,0.782917118,0.841390371,0.794429874,0.845619535,0.783322287,0.741509581,0.727749968,0.552675772,0.431945276,0.5207376,-0.014617825
1095,0,-0.022232056,0.050618553,0.048852015,0.153945112,0.185332489,0.304241657,0.387887239,0.514648008,0.685224009,0.795862341,0.868927431,0.837390423,0.889446974,0.816382027,0.796937704,0.765622807,0.61366396,0.457201529,0.561748695,-0.011043167
1096,0,-0.023586988,0.052541733,0.049258518,0.155600882,0.199477339,0.312373161,0.394261932,0.523230934,0.682342196,0.792111397,0.867056417,0.826766968,0.885030556,0.816740036,0.804182005,0.779472971,0.624641418,0.4515028,0.569395065,-0.014078999
1097,0,-0.023603392,0.050494194,0.048825312,0.157397461,0.201897001,0.327330685,0.433626556,0.546205187,0.711157227,0.820099354,0.889185858,0.849328089,0.905681038,0.826433897,0.815651226,0.792766857,0.63423562,0.462522602,0.608944654,-0.011511612
1098,0,-0.023774052,0.052162218,0.053625345,0.165447521,0.208150864,0.332036352,0.442341948,0.564532375,0.72158618,0.817537689,0.891886711,0.844927597,0.893341351,0.821639919,0.792791414,0.771794701,0.624142122,0.454186678,0.591953373,-0.010751677
1099,0,-0.022559977,0.052127218,0.05142827,0.165364695,0.213466215,0.330500603,0.438312149,0.542719936,0.693950415,0.798046255,0.874107456,0.828176641,0.897809124,0.820584345,0.808120298,0.778006697,0.633714056,0.456954956,0.611505175,-0.012461901
1100,0,-0.02179575,0.051635885,0.050082827,0.161094666,0.202612162,0.324649525,0.446243858,0.55345602,0.70919714,0.824036789,0.900149679,0.850990295,0.92947588,0.836845398,0.782182837,0.747602892,0.588227272,0.459370947,0.597565746,-0.002962065
1101,0,-0.022258711,0.051653004,0.049988937,0.163731861,0.199607944,0.32014966,0.431716919,0.536715603,0.684193611,0.781972122,0.859395599,0.805927372,0.885331106,0.798107147,0.742466974,0.710167265,0.548051929,0.436417341,0.584865713,-0.009490967
1102,0,-0.022698164,0.053146505,0.04875865,0.163479996,0.209186792,0.329664421,0.438256931,0.542010736,0.697229385,0.7960989,0.859007978,0.810804605,0.879576969,0.80272336,0.763212299,0.764610434,0.622153711,0.452537966,0.618244314,-0.014152527
1103,0,-0.022595358,0.051958179,0.050654554,0.162435579,0.196432543,0.321045971,0.431663561,0.537650442,0.691603708,0.793615532,0.858030844,0.817506647,0.891079187,0.807759523,0.751903057,0.757356119,0.597856188,0.435696554,0.629475164,-0.014334631
1104,0,-0.023595572,0.049611282,0.04722023,0.156417847,0.181375647,0.309111643,0.412567425,0.525048447,0.677663898,0.77550931,0.84499588,0.811743164,0.882328224,0.797189713,0.750830746,0.75415206,0.604174852,0.422831202,0.658919048,-0.016958237
1105,0,-0.025419188,0.048749161,0.045031071,0.146393919,0.163668108,0.290155792,0.391092443,0.513899088,0.663138628,0.750865936,0.821209908,0.794071484,0.876215363,0.786919641,0.750814629,0.755994177,0.619856215,0.42742877,0.654536247,-0.017908907
1106,0,-0.027166176,0.044248867,0.037374496,0.126499176,0.132111216,0.26196599,0.380428648,0.515061951,0.680141544,0.782124615,0.848570013,0.831744289,0.912808514,0.822589207,0.788392115,0.793834686,0.646938324,0.430579424,0.68866334,-0.019762278
1107,0,-0.024398708,0.047302532,0.044967556,0.13283186,0.124816418,0.255362558,0.381235647,0.495070553,0.647245169,0.748338032,0.816403389,0.795853186,0.870641232,0.793895912,0.740983438,0.753317547,0.572254848,0.395404673,0.646653366,-0.014300013
1108,0,-0.022794294,0.05289917,0.051579189,0.160056114,0.174480581,0.293867159,0.428603172,0.541300297,0.67841382,0.773330307,0.838712025,0.835686159,0.901992798,0.816523027,0.758721924,0.761345863,0.586732674,0.423273039,0.664192343,-0.015778399
1109,0,-0.022393179,0.054170179,0.049295712,0.151365471,0.163182545,0.27846694,0.411073256,0.53603301,0.666057682,0.749863195,0.813097191,0.786968184,0.862471581,0.774986219,0.706365108,0.699089479,0.515838242,0.39486227,0.613419914,-0.00883956
1110,0,-0.0217628,0.053133678,0.063985014,0.163836718,0.158212423,0.269719362,0.395565128,0.501488256,0.646701956,0.723899937,0.78492074,0.757308197,0.833003044,0.753899193,0.696782446,0.704712439,0.528509045,0.389443684,0.594918346,-0.009184504
1111,0,-0.007120943,0.062983561,0.023678017,0.093900728,0.061399412,0.150500822,0.310011435,0.424611998,0.670999718,0.909070253,0.88320179,0.939733982,1.00949626,0.981031179,0.979590559,0.968145609,0.767369699,0.493262053,0.628311157,0.03949461
1112,0,-0.008925295,0.06764226,0.037134266,0.122392035,0.096656799,0.20682745,0.343767023,0.474760818,0.697808218,0.934954596,0.903987455,0.943279314,1.00573101,0.957661057,0.968772936,0.970284462,0.789896345,0.527576113,0.653295612,0.018349648
1113,0,-0.009775162,0.072111225,0.036948776,0.132352161,0.129218149,0.249808359,0.380858135,0.495697784,0.692538309,0.933205175,0.923055792,0.989651108,1.083017969,1.033068752,1.067356586,1.074418545,0.904025412,0.59389925,0.661881971,0.005730629
1114,0,-0.009848547,0.085556078,0.049873447,0.158337021,0.183895111,0.301375818,0.433473635,0.536295795,0.713893461,0.930896187,0.912212133,0.970124388,1.058730268,1.012401533,1.037928724,1.026487398,0.850783634,0.56783843,0.664120579,-0.003194714
1115,0,-0.007498646,0.089856195,0.0492908,0.170662975,0.186142635,0.29447298,0.419229555,0.518983841,0.672515011,0.884521866,0.858025074,0.886409664,0.95996995,0.878204203,0.86574893,0.864079618,0.701943922,0.504020977,0.601295233,-0.002919197
1116,0,-0.010575247,0.086667156,0.050370741,0.169517708,0.183704615,0.293637323,0.413193321,0.512271643,0.667862749,0.872942686,0.850994205,0.88098259,0.928453016,0.86274929,0.855591965,0.862676907,0.695714426,0.505704641,0.608918238,-0.002072239
1117,0,-0.00962348,0.083335114,0.048627758,0.171137238,0.186963224,0.29880619,0.414262867,0.525997543,0.680846643,0.875903893,0.850139952,0.86887207,0.900673008,0.843076944,0.823965168,0.82831831,0.669905901,0.505737686,0.606491137,-0.001333094
1118,0,-0.008750868,0.08250351,0.051382351,0.179306126,0.209291458,0.320460844,0.440541744,0.549061871,0.71189065,0.90031414,0.873619509,0.903295708,0.934896946,0.866445637,0.845862675,0.850500107,0.681598616,0.529545879,0.631107235,-0.001663208
1119,0,-0.011469698,0.071946144,0.043803358,0.166555786,0.185083485,0.304211807,0.407665968,0.524314737,0.675649691,0.86923418,0.85325489,0.869923973,0.927333879,0.869224787,0.863361549,0.872659779,0.709414959,0.52458334,0.637727118,-0.000950766
1120,0,-0.015037346,0.065562439,0.037690496,0.151181364,0.166657019,0.285440063,0.381559086,0.501036644,0.67571559,0.880537844,0.885818529,0.926944923,1.00139823,0.954346895,0.957016897,0.961137819,0.800324726,0.534695292,0.664877081,-0.001317883
1121,0,-0.014389992,0.06599431,0.045569515,0.159089851,0.175257826,0.292312622,0.395218086,0.524103594,0.694973469,0.895858908,0.895932245,0.923833847,1.007364702,0.935577393,0.944348907,0.951283598,0.796537685,0.547519922,0.662381697,-0.002184868
1122,0,-0.014156246,0.061582947,0.044581461,0.15929122,0.173189354,0.28823905,0.388331604,0.504122734,0.689221811,0.884343147,0.88587966,0.91071434,0.986265612,0.930106401,0.949706507,0.95991168,0.797935009,0.544280052,0.664129496,0.000630522
1123,0,-0.015010452,0.055394411,0.036823225,0.138864231,0.142272377,0.251924992,0.371102858,0.499842644,0.711229229,0.901355743,0.936319542,0.973064566,1.069952011,1.016246367,1.053827715,1.057283497,0.898572493,0.585839272,0.705633402,0.002358484
1124,0,-0.015687799,0.050093746,0.02301836,0.110035372,0.09905324,0.206123924,0.324351454,0.475232792,0.694991159,0.900756073,0.950478029,0.997361755,1.076972246,1.039532042,1.069861746,1.068121433,0.927099562,0.585485125,0.723360109,0.006947565
1125,0,-0.016516638,0.04871273,0.019828844,0.098195267,0.075035286,0.176442146,0.28352356,0.44924469,0.67969842,0.89191699,0.944124842,0.998046541,1.087123394,1.056397724,1.094122982,1.098497677,0.94572773,0.556606722,0.711194229,0.016460228
1126,0,-0.015112782,0.04698658,0.020062637,0.099398994,0.070467758,0.176581001,0.273696947,0.442580223,0.691213512,0.885331154,0.951993275,1.016147184,1.09936614,1.0794837,1.121865463,1.124789286,0.959234285,0.591030502,0.700316763,0.020543289
1127,0,-0.015568733,0.045561171,0.010002232,0.081824589,0.047779131,0.129974413,0.224329138,0.383762932,0.651444435,0.853626919,0.927959299,0.99903121,1.082740974,1.048699856,1.081935978,1.079792261,0.922849751,0.532428455,0.672370672,0.026130009
1128,0,-0.016395521,0.046722555,0.013261986,0.079114866,0.052694988,0.141009569,0.222794914,0.387647247,0.652225876,0.848728704,0.927058172,0.994106388,1.073516083,1.038992739,1.08272233,1.081724405,0.93432045,0.560208988,0.69824419,0.020564175
1129,0,-0.015378904,0.046736717,0.012313986,0.082142353,0.058282328,0.161207342,0.247255802,0.381929302,0.649543858,0.837974882,0.905320978,0.963204956,1.024771786,0.99333601,1.0202981,1.012390375,0.858886051,0.497003603,0.652703333,0.020858955
