FID,0cc20,12cc20,24cc20,30cc20,39cc20,46cc20,53cc20,60cc20,67cc20,73cc20,81cc20,88cc20,95cc20,102cc20,108cc20,116cc20,121cc20,129cc20,135cc20,144cc20,0ch20,12ch20,24ch20,30ch20,39ch20,46ch20,53ch20,60ch20,67ch20,73ch20,81ch20,88ch20,95ch20,102ch20,108ch20,116ch20,121ch20,129ch20,135ch20,144ch20,0eg20,12eg20,24eg20,30eg20,39eg20,46eg20,53eg20,60eg20,67eg20,73eg20,81eg20,88eg20,95eg20,102eg20,108eg20,116eg20,121eg20,129eg20,135eg20,144eg20
536,0.003055861,0.624006845,8.996054308,22.48197042,28.43712849,32.18896358,40.0188814,50.06187969,55.56856512,63.64629086,90.13567979,90.68270862,94.50667245,97.678494,99.70721224,96.81744279,95.6844858,69.36076818,5.659503125,0.100232245,0,-0.025267553,0.061099195,0.046396875,0.147352505,0.184119797,0.287579346,0.38167572,0.502106142,0.686897707,0.79813962,0.863951302,0.871311045,0.899345303,0.865612221,0.848620605,0.81524663,0.66716404,0.485715199,0.604305124,-0.016877702,-0.008358384,0.00088428,0.030712599,0.040107317,0.058346186,0.075010233,0.096682079,0.108430877,0.143226489,0.204005286,0.25937584,0.288509965,0.268277913,0.272462726,0.218151852,0.195275128,0.125776574,-0.001070903,-0.029354773
537,0,0.423365356,9.319154138,22.82300452,30.35516633,33.234203,39.9603242,50.20505229,54.38132447,62.90494795,88.46778429,88.95495898,93.51391292,96.99498964,99.68712555,98.8156764,98.87733382,75.85368084,3.437890565,0.069062462,0,-0.026385736,0.061043024,0.046146679,0.145178938,0.183078861,0.277751541,0.388046741,0.502494192,0.678067636,0.794187975,0.861644602,0.85789957,0.890007687,0.849026394,0.830405235,0.790461159,0.652391672,0.481284618,0.59852376,-0.018441036,-0.009952558,0.001606107,0.030249041,0.045641728,0.061312754,0.078384526,0.098425895,0.109053522,0.141075119,0.199100539,0.253370643,0.282220632,0.262051612,0.271642655,0.227684408,0.206697315,0.13252084,-0.002708797,-0.02912749
538,0,0.502383572,8.103984903,23.44823371,30.09541228,33.8882283,41.98476061,51.96498338,55.27251329,65.2503094,92.04681618,91.86412233,95.45273884,98.1203143,99.80621676,97.74321143,96.81207133,70.54839201,2.256279268,0.146431722,0,-0.026898336,0.060469675,0.046492624,0.148984003,0.189118433,0.286848545,0.400925779,0.509641457,0.683557701,0.794202852,0.859247684,0.877327633,0.8832057,0.852311516,0.82765069,0.79457345,0.660249043,0.467640591,0.585256624,-0.012433548,-0.004939969,0.001712533,0.032530192,0.043826759,0.061612975,0.082432918,0.100515671,0.112285115,0.149478361,0.210795999,0.261846811,0.292464465,0.269900322,0.278532863,0.222699791,0.198236719,0.126959324,-0.008714619,-0.024936382
539,0.000612685,0.336976767,9.322821171,23.50995,30.98978814,34.61472967,41.9185195,52.45941421,57.14043049,66.21984725,93.22422713,92.90737222,96.4238514,98.45895361,99.93524649,96.40855153,95.62306149,65.13409962,3.445206523,0.160738296,0,-0.027471828,0.06257081,0.049342155,0.15430522,0.196809816,0.302999973,0.412271738,0.523424387,0.691751528,0.814265919,0.874517775,0.891340733,0.899171066,0.86507926,0.855812073,0.812188387,0.674580669,0.498456287,0.613297176,-0.01723068,-0.003067841,0.010372138,0.031375486,0.04520138,0.062178679,0.078886919,0.102889329,0.11672204,0.14895685,0.217464551,0.269390315,0.301902354,0.270177841,0.286056221,0.228691354,0.201880217,0.121598244,-0.00820025,-0.025836866
540,0,0.568571709,8.668267817,25.12284562,31.20780879,36.23480308,41.51944963,52.61047344,58.26397146,67.07879347,93.15246729,93.32685377,96.1458785,98.15816032,99.09386715,96.98502802,95.79334671,63.87014175,3.256820607,0.146681335,0,-0.025567913,0.060221815,0.048402548,0.159898949,0.211702824,0.311180162,0.4091887,0.53249836,0.686144114,0.804274654,0.870769644,0.883760691,0.896856546,0.862950563,0.853805923,0.815694666,0.663617229,0.495716476,0.616879559,-0.019372497,0.000341676,0.012542187,0.036169626,0.044249177,0.070358343,0.079993717,0.101824529,0.118826583,0.150620341,0.21746549,0.268518686,0.298585355,0.267523229,0.280401289,0.225221291,0.193731338,0.116866156,-0.005244867,-0.023685023
541,0,0.78718983,7.808058034,24.84965163,30.65630239,34.40065681,41.88344779,52.44849426,56.14610886,66.3034774,93.58764617,93.91242929,96.99694829,99.32793756,99.8474964,98.88070567,97.99847584,80.63465935,5.18030788,0.066617773,0,-0.026970768,0.057745981,0.044323063,0.15218668,0.203679466,0.305362844,0.410440159,0.538889217,0.696823502,0.821469498,0.888320017,0.898125648,0.910191011,0.881498861,0.870700073,0.839238358,0.710170841,0.509669876,0.629596424,-0.01296446,-0.001305605,0.013614921,0.037017357,0.044914871,0.064967372,0.080375709,0.103767715,0.111186117,0.150563166,0.218391061,0.270003855,0.308157355,0.275654912,0.293094724,0.241618201,0.209813118,0.149419412,0.003373082,-0.028992049
542,0.003667033,0.409273601,6.685613006,24.56438094,30.46121018,33.99864107,41.16394477,50.26511199,54.49719721,62.77330195,89.91783832,91.4004914,94.81620658,98.05303249,99.96740095,99.02933825,98.49905735,75.57811309,3.604573375,0.107566312,0,-0.027015638,0.054979372,0.04071312,0.147307491,0.191537285,0.306468391,0.391305113,0.50437026,0.675839186,0.78726697,0.861086035,0.842847395,0.876361275,0.838436747,0.822257519,0.776078272,0.645843983,0.488385344,0.603253365,-0.014253101,-0.003838709,0.009273207,0.035039783,0.044962067,0.06145186,0.080419704,0.097315945,0.109608829,0.137280032,0.198492453,0.259296268,0.291892231,0.266662538,0.280551314,0.22940883,0.205693215,0.136428922,-0.003976066,-0.025220461
543,0,0.322272326,7.910376434,26.47781445,31.60432861,34.78245044,42.33548371,50.60727026,56.30384139,64.66730569,92.21565946,92.47527868,95.12694513,98.25902105,99.84326019,98.25766216,98.05205863,74.839811,3.771985978,0.127438486,0,-0.030083561,0.058950567,0.043576765,0.156547594,0.210534286,0.334056187,0.426807356,0.543095779,0.718870163,0.837846708,0.906163502,0.895793962,0.916458368,0.879991007,0.865469313,0.822278881,0.708796024,0.523008347,0.644145966,-0.013203539,-0.007451164,0.008506998,0.040777139,0.048419222,0.065420195,0.083884642,0.098330468,0.115080632,0.143295795,0.207660377,0.262955934,0.290519148,0.271103889,0.282528818,0.22835128,0.206359401,0.13477768,-0.003831717,-0.024370238
544,0.00367611,0.356924581,8.273438455,25.41437477,31.56479961,35.11342212,42.26261254,51.56822539,56.60474654,65.2297842,92.57345351,93.19102439,96.40102364,98.05547526,99.80078358,97.53694581,97.44207261,76.65632792,4.743789057,0.140569613,0,-0.029441404,0.058409882,0.045034313,0.168067455,0.222934818,0.346659946,0.436442423,0.567747641,0.727647924,0.836145496,0.905177832,0.841917753,0.901018906,0.859527826,0.849602747,0.802205944,0.67677927,0.536715889,0.632455635,-0.013105398,-0.008009652,0.008831244,0.037964471,0.049792659,0.066193923,0.083536826,0.102596171,0.115888625,0.141361713,0.203987524,0.265307128,0.284585983,0.268786937,0.279564112,0.221463174,0.205326036,0.136102155,0.002640767,-0.026355579
545,0,0.391505735,7.948362906,23.80403882,31.55616522,35.29265452,40.66162731,50.68674319,54.53541702,62.28311777,88.74438702,90.21605926,92.97104591,95.93005094,99.36396316,94.28522895,93.38332571,58.43926231,1.769750046,0.058061362,0,-0.031360292,0.054409313,0.040148735,0.156989098,0.206180239,0.322327614,0.407937384,0.526502895,0.68695693,0.794628859,0.859984779,0.801186085,0.848539305,0.808091259,0.794230461,0.744619083,0.620965624,0.501275396,0.568002367,-0.012650682,-0.007512506,0.01244906,0.033352207,0.047785394,0.06739828,0.076626629,0.098423757,0.109969407,0.131733537,0.192611083,0.243581086,0.255930543,0.255769521,0.26626268,0.205848008,0.178626776,0.105225444,-0.010352958,-0.027245162
546,0,0.33736707,6.553599804,24.29531842,30.25331504,33.61065499,41.0573583,50.13407265,54.4140843,63.10332694,89.53510133,89.5930552,93.17149654,95.04022739,98.98097785,91.98779393,87.73703096,33.83874409,1.419295839,0.081285906,0,-0.026570225,0.054947901,0.042013168,0.149171209,0.180940151,0.304548979,0.394903469,0.51715641,0.679704857,0.79141717,0.86244359,0.830950928,0.853260088,0.801743889,0.767556047,0.720298481,0.537635803,0.483938837,0.539356279,-0.015278852,-0.008918838,0.009248266,0.036484014,0.046231281,0.064093515,0.079181977,0.098915547,0.10852927,0.135087043,0.200158089,0.241792396,0.258879304,0.241447181,0.254835308,0.196291327,0.155846342,0.069377325,-0.011826855,-0.026460415
547,0.003055861,0.364547593,5.64589256,24.49333822,29.68497233,33.24516489,41.32653061,50.48533087,56.92809823,65.8035866,91.2165188,92.17139856,93.50640748,95.6849529,98.84092267,86.0531826,82.16748768,29.76619418,1.429660113,0.100232245,0,-0.028438425,0.050633478,0.036556339,0.137772322,0.178440189,0.303151035,0.396199322,0.520099974,0.696793652,0.815906572,0.887919664,0.882164049,0.889380598,0.836200905,0.810706139,0.759984398,0.614816666,0.511727715,0.557975912,-0.017174762,-0.003658501,0.009268231,0.035035528,0.042447373,0.061190404,0.080294639,0.096502423,0.117451914,0.147475332,0.203529045,0.246273369,0.255019158,0.241857335,0.251279861,0.178472981,0.142863259,0.062535919,-0.018934969,-0.022891281
548,0,0.285511224,6.322909519,23.4506784,30.18869075,33.14601958,41.51762964,49.70212818,54.16838555,61.98706593,88.03614872,90.01040898,91.31043349,95.27809895,97.82682369,91.40903686,87.93232739,37.0839811,1.338820302,0.124067962,0,-0.027874899,0.055065203,0.038142204,0.13869381,0.180366516,0.279594231,0.372760201,0.497226381,0.654694748,0.772885704,0.850947714,0.876876068,0.840656567,0.791783571,0.759239197,0.725214815,0.547965765,0.477477169,0.525054741,-0.01886721,-0.004751286,0.011086417,0.033083703,0.043816209,0.061792381,0.080565125,0.098043911,0.111332454,0.136406004,0.191839859,0.242406189,0.253688604,0.242746413,0.248110801,0.193231598,0.157394111,0.072024323,-0.015790481,-0.024038551
549,0,0.14545899,6.839628407,24.11773356,31.13183966,34.61622461,42.82559635,51.74415783,58.158412,68.96370172,92.81794638,93.27131465,94.7897095,96.39398757,98.8397153,93.3746269,89.70200085,40.14509983,1.334306392,0.126825801,0,-0.027930164,0.053782272,0.039955235,0.147597361,0.191611624,0.303615808,0.413131714,0.551640081,0.692812443,0.818906164,0.890037632,0.910205317,0.878104305,0.818313599,0.782070208,0.74549799,0.588765526,0.508170319,0.557122278,-0.013620827,-0.007942361,0.008691683,0.033014905,0.044947639,0.06390328,0.084490918,0.103323564,0.120783553,0.153026432,0.207977742,0.254139215,0.261933535,0.249136329,0.261088848,0.204016849,0.162777767,0.079238415,-0.016744049,-0.024960227
550,0,0.113346731,6.039236349,24.96944139,30.86724585,33.92325002,41.49610874,50.62425684,54.36130457,63.07299376,87.15822854,90.52514654,94.04478007,97.15734333,99.79484635,96.34112393,94.95834094,48.70826492,1.114464258,0.09045349,0,-0.029557133,0.052407312,0.03677578,0.140998507,0.194428635,0.295158243,0.385249329,0.503201485,0.660192251,0.780762768,0.849831867,0.882023907,0.852901936,0.803944111,0.79006505,0.755550575,0.588195515,0.48030777,0.547171402,-0.016284214,-0.011097229,0.009878469,0.03624028,0.046721034,0.065133549,0.080462769,0.098885126,0.109456472,0.141180173,0.191671759,0.244387805,0.266855329,0.249492973,0.270517796,0.217317343,0.17568709,0.09389396,-0.015920701,-0.026877511
551,0,0.114572101,7.198386505,25.47426965,32.81031442,35.96180446,42.86684947,53.32694314,58.55775166,67.26746584,91.65766168,93.57979825,95.94146482,98.36500939,99.7567145,96.38185833,93.86434995,46.7885993,1.21688767,0.111233346,0,-0.027954912,0.058174992,0.044603395,0.159830952,0.224309301,0.328973389,0.443009329,0.567845392,0.717558479,0.837016344,0.90308342,0.912448359,0.922426558,0.845709372,0.829573441,0.78979516,0.635087442,0.52602644,0.604021311,-0.016998464,-0.009908065,0.012160288,0.036595572,0.051888436,0.06823539,0.082287908,0.105288975,0.121526025,0.147077501,0.206917062,0.255751759,0.274867833,0.262344509,0.280443877,0.223061681,0.178801,0.093991764,-0.013689728,-0.028639682
552,0,0.171128224,7.596069013,25.48095775,32.48041457,36.17709664,42.76311,51.49659288,54.93156835,62.36683734,87.65083937,89.08328391,91.91056029,96.66354287,99.67683761,96.78832294,96.21662714,53.07483615,1.026672763,0.114900379,0,-0.026903057,0.060776472,0.045326567,0.160986042,0.221253443,0.318913126,0.404600477,0.522452402,0.682226324,0.776972914,0.842203236,0.839203119,0.829903603,0.781959772,0.758467579,0.727569151,0.574757767,0.490745449,0.55492053,-0.01526818,-0.008278141,0.011617932,0.037236009,0.049825281,0.069553182,0.084373921,0.098577738,0.110797159,0.135349974,0.192875043,0.236847132,0.257974893,0.249954149,0.263335258,0.215457082,0.180952236,0.0988672,-0.016327098,-0.024611047
553,0,0.183192824,6.82129324,25.13995844,32.0115836,35.99031765,43.10647414,53.26809677,57.42495571,66.42238346,91.40713195,92.98456375,95.80569973,98.91181288,99.94808299,98.29163532,97.17144073,63.88599299,3.189807213,0.06295074,0,-0.025385857,0.059578085,0.046000481,0.160248232,0.226801205,0.322799683,0.4215271,0.547057962,0.70319066,0.815286016,0.881009102,0.855971336,0.900963068,0.836186028,0.820371914,0.799078512,0.660941887,0.515918922,0.634763718,-0.01649935,-0.010251583,0.008305517,0.035802968,0.048842147,0.0678844,0.084504172,0.102407187,0.117814898,0.14437744,0.209201947,0.257513374,0.27933085,0.27454412,0.279942781,0.234598741,0.197110623,0.121331431,-0.007911925,-0.029133344
554,0,0.157682435,7.483334967,24.8942672,33.0492303,35.1833607,43.55844597,55.67169793,56.6836128,65.13114099,89.29509447,92.05066134,94.41393265,97.63492407,99.38635456,96.4651844,95.61408322,57.24310319,1.847889041,0.150720518,0,-0.022906303,0.059352016,0.044477654,0.16234498,0.222126102,0.322455311,0.420722961,0.543968678,0.714223242,0.814839411,0.885291576,0.834585619,0.888540268,0.822986126,0.799484444,0.761833239,0.621154356,0.506458378,0.631954384,-0.014812739,-0.012543688,0.012775294,0.036572088,0.053675182,0.068117067,0.086727597,0.109389611,0.114200883,0.14252691,0.205792069,0.250615984,0.265413016,0.263171524,0.27329126,0.219691619,0.188778564,0.107948698,-0.010515321,-0.024023199
555,0,0.330237232,8.173817382,24.57462413,31.92787204,36.49566842,43.57179257,56.63689971,56.91414497,65.54454124,90.81310482,92.76180357,95.08960832,98.5137544,99.96257146,98.37171492,97.8580551,56.50124673,2.025910684,0.136291407,0,-0.02515974,0.059262323,0.044716597,0.164984703,0.223805428,0.331840181,0.428226042,0.540640068,0.704030991,0.794208813,0.869406652,0.816843987,0.877331257,0.823220825,0.816854668,0.771608782,0.601053476,0.495373821,0.621821404,-0.014593695,-0.009620728,0.011489254,0.035083059,0.049448688,0.073144719,0.084881857,0.112376682,0.1173722,0.142095864,0.209142819,0.253209084,0.270678639,0.27429533,0.283724964,0.2323125,0.195734844,0.105787843,-0.009292196,-0.025434932
556,0.001838055,0.166650328,6.354156455,21.89368689,29.95701875,34.23462872,42.28464918,59.71207746,58.06801912,68.5129462,94.75155298,95.99273162,97.97493752,99.55617382,99.98973734,99.52862239,99.19844311,69.9411675,3.806127115,0.086175284,0,-0.025307608,0.055157661,0.037163019,0.148076534,0.194507694,0.3176373,0.428798008,0.552195406,0.729282665,0.827054024,0.917113066,0.861841774,0.929103184,0.885372543,0.881130457,0.836695814,0.693490028,0.535763025,0.674772406,-0.011569851,-0.007205787,0.009634063,0.027996274,0.046525747,0.066638619,0.082676172,0.119216084,0.117773123,0.151607335,0.229230881,0.260673851,0.281622082,0.293211728,0.289284825,0.241054252,0.209694281,0.126936853,-0.002480586,-0.028883863
557,0,0.18640753,7.328325654,23.75076397,31.98780674,35.63723944,43.92365745,58.66315611,59.95595622,68.71314519,94.43482892,95.00611225,97.24490533,99.5782872,99.97700343,99.48802363,98.95137936,70.40816949,2.19363863,0.094120523,0,-0.025687122,0.059956694,0.041224575,0.162500048,0.222197056,0.33608613,0.464452744,0.574850368,0.742375088,0.837372875,0.927659941,0.861297083,0.928051519,0.884238482,0.884642649,0.844496775,0.698703957,0.536032772,0.682582903,-0.013985441,-0.008768882,0.009871867,0.031041492,0.049876053,0.069239065,0.086388096,0.116570652,0.123701259,0.153222188,0.228594556,0.252026051,0.274915129,0.290088356,0.284008443,0.234177202,0.20476076,0.127174661,-0.009508884,-0.027366919
558,0,0.19728458,7.868231268,25.14484782,32.85896734,36.66362586,44.62253391,58.1966318,59.14606033,67.04785362,91.49406275,93.62386733,96.70379181,99.13101604,99.97585256,99.20709068,98.8919297,69.56500533,1.897271757,0.081285906,0,-0.025597525,0.06036191,0.049974442,0.173005342,0.234385633,0.3413692,0.459207678,0.558844185,0.724856234,0.823593998,0.916099548,0.849354124,0.923883581,0.870468187,0.864077806,0.831420803,0.691738892,0.533153677,0.680821037,-0.015303128,-0.008820806,0.010510779,0.035231963,0.052747708,0.075083204,0.089901865,0.112264037,0.119911119,0.144971624,0.213554889,0.250275344,0.274125189,0.276523799,0.285304189,0.239359856,0.206330672,0.125805572,-0.010126717,-0.026718246
559,0,0.140304872,9.501519459,26.34361827,34.45511355,37.75631537,46.09429979,56.41061419,58.02251935,63.91171736,84.8622021,89.84781073,92.54649034,98.24346405,99.93222062,97.62491203,96.57848325,51.76649901,1.221764975,0.091064662,0,-0.023821783,0.05976696,0.047390032,0.180221033,0.23770771,0.343667126,0.444761229,0.54663043,0.71539464,0.789936066,0.873755598,0.798651648,0.863830805,0.81280036,0.781722069,0.739942312,0.597974586,0.506904316,0.616731501,-0.012987843,-0.009355005,0.012444725,0.037091326,0.056218874,0.07566236,0.09579245,0.10318324,0.117960639,0.136710823,0.191432491,0.231810942,0.246787131,0.252322853,0.268853277,0.213986814,0.182800874,0.09715604,-0.01252241,-0.025266139
560,0.000612685,0.053171984,5.606282851,21.941083,28.89620485,33.64252954,43.99849917,56.78007231,58.81118202,67.12125992,90.51910968,93.92993619,96.61428297,99.04610493,99.92936873,98.8952656,98.30391709,55.87136107,2.669105319,0.068620723,0,-0.026328039,0.050392437,0.031855822,0.14806757,0.195815182,0.310793114,0.427737093,0.542775583,0.726392078,0.807013607,0.906665421,0.855705643,0.923659563,0.874288273,0.861583662,0.821773148,0.658073568,0.50981493,0.642382383,-0.00999543,-0.009107278,0.003338847,0.028176852,0.042531125,0.064498074,0.088340446,0.103904247,0.11863672,0.14617306,0.210613891,0.251674294,0.2648938,0.26192376,0.271342516,0.226720363,0.193159938,0.105334528,-0.006970644,-0.027429936
561,0,0.044726007,3.672434075,19.20364259,26.04115226,30.38192544,41.98900726,54.96190153,61.33732922,68.13256813,93.5627746,95.11316096,97.7712338,99.56159368,99.9842655,99.60361167,99.38758134,74.40187314,3.803442194,0.116733896,0,-0.025480223,0.048678589,0.030289745,0.134065723,0.172148895,0.298331356,0.419115067,0.542546797,0.7425354,0.835356808,0.945932293,0.916575575,0.978481388,0.928023052,0.927387333,0.892257071,0.758868361,0.517358923,0.698757601,-0.014468743,-0.009418323,-0.000160274,0.023312319,0.038317773,0.058020767,0.084883727,0.099438094,0.129204884,0.150480494,0.233539015,0.26185137,0.269504577,0.26521495,0.274934322,0.228480518,0.214564249,0.131634146,0.001476009,-0.024733864
562,0.003063425,0.181518152,8.572912847,25.29886322,33.04506477,35.95391783,44.24397583,54.0258196,58.95435463,63.04994055,89.42643783,90.70151656,93.3046683,98.74146963,99.80682045,98.00104346,96.62105455,55.45130316,1.298582533,0.077618873,0,-0.025802565,0.060161686,0.049471903,0.176301241,0.223844051,0.327159929,0.448774147,0.547739124,0.72366538,0.81220417,0.905327034,0.853674126,0.920571709,0.863841772,0.844723892,0.808744335,0.656468582,0.508396244,0.650489569,-0.016064126,-0.007238037,0.003016557,0.034665368,0.052458361,0.071368314,0.087314472,0.097508334,0.125446394,0.139501259,0.21287185,0.243506283,0.247387961,0.263128579,0.275164217,0.227575839,0.198519334,0.105778538,-0.006617563,-0.027542697
563,0,0.337589452,10.82675718,25.90248505,32.83950617,36.31454114,44.01302332,53.59569512,59.38265913,62.42629037,88.63077954,89.63229479,92.31485486,98.1981982,99.01114729,94.54730763,93.05654626,43.83600061,1.159579332,0.099621073,0,-0.025115013,0.063769627,0.054785919,0.186309528,0.238320446,0.330127716,0.436043882,0.546328926,0.697759771,0.774832678,0.86777215,0.805038309,0.870977116,0.816517925,0.794059849,0.75227375,0.5896667,0.487583208,0.613170338,-0.017110448,-0.004854932,0.00487648,0.036710512,0.05198516,0.071215585,0.088765867,0.097242326,0.124045976,0.132203743,0.208580285,0.229343086,0.239962831,0.247968212,0.253993303,0.203517571,0.17809099,0.083384611,-0.010304543,-0.023355806
564,0.00122537,0.229144202,9.841095221,24.87348735,33.85703399,35.94603121,43.06158849,54.40498435,56.99665122,60.78660389,86.97546629,87.81882173,90.54656261,97.97673972,99.1264662,90.38743177,86.85641306,30.56119494,1.01927872,0.094120523,0,-0.026074409,0.057459831,0.049520874,0.175703144,0.235114193,0.326496458,0.431722069,0.536951351,0.684971094,0.771794224,0.867573023,0.787403107,0.873137665,0.797181177,0.765024662,0.716989326,0.551537609,0.479557037,0.591479015,-0.017075598,-0.006825474,0.00409284,0.034579683,0.056346253,0.072061852,0.084369466,0.097639449,0.116061136,0.126107574,0.199309438,0.221985891,0.239140779,0.244940668,0.24761638,0.193758383,0.15713498,0.063031979,-0.012091835,-0.02336026
565,0,0.158293607,11.30710224,26.27062706,34.0057918,35.91801983,42.83105632,54.61852993,57.14225048,61.18990997,86.31383226,87.7071398,90.67005479,97.58153876,99.00754004,89.31119416,85.73678769,30.84103033,1.137631459,0.090677385,0,-0.02524271,0.060549927,0.056611347,0.184616089,0.249560738,0.342197704,0.453146076,0.552193642,0.700679016,0.790204573,0.874266338,0.787991762,0.864187956,0.803184795,0.782603121,0.729727316,0.56489892,0.492476034,0.588646603,-0.017193828,-0.006400933,0.0067586,0.038055301,0.056126982,0.071590453,0.084646448,0.097223088,0.114171572,0.127378076,0.197073847,0.218638375,0.236563444,0.238192633,0.25522244,0.192480803,0.156908855,0.067075908,-0.015522879,-0.023934236
566,0,0.29715224,11.29178512,25.80935693,33.75539743,36.1061904,42.5532044,53.18923051,55.92103667,60.91933801,86.55487104,87.57095654,90.3141109,96.58304498,98.13848779,85.25322138,78.12406645,17.35024022,0.470050297,0.06295074,0,-0.02650528,0.058341837,0.050340033,0.180786276,0.244863939,0.331252956,0.425820541,0.545330381,0.700665283,0.789365053,0.866861391,0.78990097,0.869124842,0.803392792,0.769536209,0.716618729,0.554523993,0.483341312,0.579752445,-0.016673287,-0.004948812,0.006203498,0.036612228,0.055392709,0.075179882,0.083972245,0.099036813,0.112523891,0.130262256,0.197506949,0.221372202,0.242749408,0.230318025,0.242183357,0.171665087,0.133810312,0.040840022,-0.01915136,-0.026173195
567,0,0.211376336,12.81628163,27.73621807,35.46166743,37.19455087,45.53624381,54.28001165,56.54954015,61.20932321,85.5169666,87.06421409,89.77917147,97.49783206,99.68547954,91.08761695,85.8535547,31.84697455,1.49855205,0.069062462,0,-0.028738832,0.056838083,0.053125381,0.181032228,0.244164515,0.328789902,0.422218609,0.529296589,0.686700058,0.775334167,0.848750973,0.773668861,0.848006535,0.787474346,0.760804176,0.721009064,0.565951824,0.478112364,0.571410227,-0.015303502,-0.005150924,0.010147488,0.041961584,0.058655668,0.075116083,0.095436141,0.100690164,0.115666687,0.129628077,0.192265347,0.222587019,0.243511334,0.231285959,0.245390669,0.181281596,0.148788795,0.060891651,-0.012542007,-0.02541454
568,0,0.119789757,10.81082737,26.9453612,34.12772443,38.03598728,46.47103788,55.55946517,59.06912286,64.9870174,91.70065722,91.88585503,93.71416871,98.21987763,98.98149381,76.08835449,66.95675972,10.22222222,0.19521985,0.045226745,0,-0.028303814,0.059350061,0.052395344,0.181541967,0.250682211,0.348540258,0.460150957,0.571382952,0.725023365,0.829883337,0.900563717,0.832123947,0.891609526,0.830520248,0.793016481,0.73976717,0.554447794,0.504951143,0.582446051,-0.014197888,-0.005914711,0.006306528,0.038676322,0.054071385,0.07768742,0.09391772,0.103681035,0.123540848,0.144810274,0.21324411,0.241645694,0.255007148,0.243390948,0.251406789,0.162576333,0.113573007,0.02738619,-0.021626426,-0.025480853
569,0,0.19115773,10.44615573,26.90319032,34.03940887,38.17004196,47.05646825,56.315368,60.30842777,67.76182811,94.63987105,93.86111597,96.16213807,99.21424452,99.51161794,82.7167609,71.57018747,14.42036275,0.287151349,0.040337367,0,-0.026171255,0.058602333,0.052168846,0.188829947,0.265105343,0.362817287,0.48037858,0.590269423,0.755521774,0.852414274,0.93333869,0.867033243,0.929667616,0.868879652,0.833409023,0.784270477,0.599166822,0.523735523,0.616526937,-0.015249241,-0.007522798,0.005737493,0.038951132,0.053262968,0.077865139,0.096213244,0.105702005,0.129260376,0.149525031,0.226477265,0.253236026,0.26923126,0.258517951,0.260124922,0.175216302,0.126874998,0.032490466,-0.016198555,-0.027464323
570,0,0.13995844,11.39655426,26.86440055,35.72260326,37.29525104,44.71926024,53.19469048,56.93841151,63.47339173,91.63711405,92.78715839,94.82410611,98.85460327,98.58934169,80.10750079,71.1476008,13.53452218,0.338972718,0.059283706,0,-0.0275105,0.057617378,0.050070763,0.186120605,0.254151297,0.341272593,0.430520248,0.541095352,0.711732149,0.814398766,0.882760143,0.823503733,0.882674313,0.818518114,0.783817482,0.733962154,0.547337103,0.489410782,0.588971853,-0.015279976,-0.006178486,0.009762908,0.039056096,0.058592189,0.077188246,0.091789328,0.10128396,0.121476956,0.142412871,0.211507604,0.25244841,0.263032526,0.25463295,0.260508001,0.174737513,0.12419536,0.036776923,-0.010151665,-0.026817683
571,0,0.240785217,11.51998533,26.41425254,36.23593964,35.86267713,44.41505496,53.73573305,57.75194739,63.63355092,91.66188748,92.64654265,94.27361854,99.27311611,99.81406468,94.17823556,92.56218452,40.86663018,0.487120866,0.159298108,0,-0.028618717,0.057779312,0.052867985,0.189416933,0.254161882,0.337498283,0.439753723,0.546716738,0.726447201,0.817208481,0.892767096,0.833351278,0.900161409,0.833489132,0.826639843,0.789549875,0.629029417,0.497282457,0.602883387,-0.015822796,-0.005503417,0.006969246,0.036794513,0.059810478,0.070514962,0.090361908,0.103978738,0.122993797,0.143571645,0.213289514,0.252358824,0.272686809,0.259408325,0.280265272,0.219510138,0.184673652,0.081973813,-0.012577305,-0.023808474
572,0,0.196671895,11.69554455,26.56704559,34.4228014,36.55754811,44.87551263,55.03834114,59.59681138,64.59632605,93.78082572,93.79953999,97.07444252,99.58267091,99.98910689,98.80365939,97.6841209,66.30818473,2.300066898,0.127123823,0,-0.028873348,0.058669472,0.052157259,0.18832016,0.252114582,0.344303179,0.447512674,0.56471858,0.739628983,0.842880154,0.92593689,0.891791534,0.935454559,0.876061869,0.857057047,0.827878189,0.670969057,0.513429737,0.627762318,-0.016437585,-0.008795522,0.007205803,0.038249746,0.056252465,0.074389689,0.090383202,0.104395024,0.126165405,0.142184302,0.220218197,0.253412366,0.280553401,0.25460735,0.2795268,0.222111285,0.197520152,0.120550178,-0.005722456,-0.025164783
573,0,0.240190686,11.03777044,26.42326733,33.36739038,34.83914128,43.99039045,54.20114538,58.16569196,63.9071562,90.94721681,91.59970782,94.33082815,99.25326396,99.94929037,98.61316703,98.97088858,73.74668496,2.80993751,0.127123823,0,-0.028681707,0.058155155,0.048476696,0.183651924,0.240537882,0.332023668,0.424078989,0.547430849,0.719911671,0.820689392,0.891839266,0.848112154,0.904311275,0.842314053,0.824698687,0.795625973,0.650835848,0.51307044,0.612574244,-0.018613385,-0.00901542,0.006856031,0.039401785,0.054435752,0.071692713,0.0897329,0.105807126,0.122932985,0.139104441,0.206969738,0.243961111,0.263695419,0.244392261,0.266108304,0.212229669,0.200009748,0.129280627,-0.004031672,-0.02363131
