FID,0cc20,12cc20,24cc20,30cc20,39cc20,46cc20,53cc20,60cc20,67cc20,73cc20,81cc20,88cc20,95cc20,102cc20,108cc20,116cc20,121cc20,129cc20,135cc20,144cc20,0ch20,12ch20,24ch20,30ch20,39ch20,46ch20,53ch20,60ch20,67ch20,73ch20,81ch20,88ch20,95ch20,102ch20,108ch20,116ch20,121ch20,129ch20,135ch20,144ch20,0eg20,12eg20,24eg20,30eg20,39eg20,46eg20,53eg20,60eg20,67eg20,73eg20,81eg20,88eg20,95eg20,102eg20,108eg20,116eg20,121eg20,129eg20,135eg20,144eg20
2143,0,0.039211842,5.94427017,21.00411523,27.18975766,29.85581466,39.14496833,51.89521706,55.3158398,62.92375452,80.73154682,92.54206183,95.18656357,99.78206932,99.62237204,99.33491485,99.33631003,90.25697302,8.415637361,0.044113322,0,-0.001781464,0.069429731,0.066977835,0.153654146,0.154628658,0.270233488,0.35682025,0.520069981,0.713979006,0.82220006,0.878865433,0.888998318,0.966241407,0.861498833,0.91790657,0.947079229,0.786755562,0.485267305,0.629050493,-0.016227718,-0.011480513,-0.006774729,0.027132848,0.036813132,0.050047692,0.072755337,0.092203729,0.104066238,0.139975265,0.20465292,0.25663048,0.302431047,0.284676582,0.272606641,0.229155481,0.233716652,0.174279898,0.03286618,-0.030855294
2144,0,0.039726195,4.940716294,18.69392495,25.58390489,27.47065621,38.20342644,49.41153631,56.26354075,62.36805067,81.81093758,93.58583511,96.92421928,99.88919401,99.7100148,98.06110316,96.86597588,69.76707413,8.788542237,0.06295074,0,-0.002438498,0.068811464,0.06683135,0.151776457,0.154747963,0.264917803,0.361732721,0.535440111,0.730898952,0.844357824,0.899513388,0.91035881,0.979757643,0.892716646,0.957151079,0.980266953,0.809833479,0.50602107,0.637585449,-0.018894242,-0.017177403,-0.010548034,0.02039407,0.033535283,0.042636257,0.072135158,0.087020479,0.10432227,0.138739139,0.210864037,0.256974608,0.312289059,0.279861808,0.274034858,0.215931058,0.219748154,0.135474071,0.026332952,-0.031516809
2145,0,0.120086266,5.362832075,17.96189605,25.12558536,28.37494284,37.49591508,49.85318741,55.61782114,63.26418223,83.15621936,94.18065625,96.12540348,99.63416622,99.50194261,97.80448446,96.88621298,67.98658741,4.813598492,0.015279306,0,-0.003324413,0.067540312,0.063547421,0.14428997,0.137640047,0.25385108,0.351028061,0.519309711,0.719386005,0.835950708,0.897039032,0.8985291,0.976253128,0.876439238,0.930828571,0.953776073,0.763794041,0.459580183,0.612066031,-0.0165313,-0.010645286,-0.007668331,0.018879166,0.032994829,0.049394276,0.069371432,0.08731398,0.103897505,0.1449074,0.214788035,0.269165665,0.314055532,0.273252964,0.275939405,0.222279772,0.219109893,0.130420938,0.017453767,-0.03729783
2146,0,0.152181885,6.398973231,18.3136717,25.83142814,27.11488171,36.56240142,50.99128831,55.2529018,62.64286928,82.7490658,94.56018449,95.54721127,99.74827769,99.79616103,98.63109863,98.02349001,66.47218412,3.070324444,0.061728395,0,-0.004442215,0.070744514,0.059099674,0.146597672,0.13778348,0.249384117,0.355486441,0.509728527,0.707796669,0.83094492,0.892224836,0.873125267,0.949936962,0.852220631,0.898549175,0.927009773,0.750895691,0.445397043,0.577864075,-0.014141415,-0.013438613,-0.005999935,0.020375445,0.037576616,0.044292167,0.067621529,0.090402491,0.099562667,0.146037415,0.218966991,0.275921077,0.314807683,0.27268824,0.284059882,0.227539182,0.232703239,0.130935401,0.012178062,-0.032428745
2147,0,0.130501912,6.688069797,20.31519585,25.80582228,27.4903216,37.26795118,49.75794123,55.78847993,61.88150647,83.96715121,94.42676986,95.32746953,99.782673,99.64415826,96.60875052,94.70322017,43.57689377,0.828316001,0.055616673,0,-0.002925777,0.071070766,0.063143492,0.144270897,0.149256802,0.255462742,0.358426523,0.505476093,0.705602646,0.824663401,0.878488541,0.858203459,0.928962946,0.834780693,0.869706059,0.889392853,0.681037426,0.411690712,0.559437943,-0.018156672,-0.017200679,-0.007061468,0.026158152,0.035857916,0.041857474,0.06791909,0.086398028,0.103513189,0.143285722,0.222361863,0.277828127,0.314642221,0.27369827,0.297414303,0.230930746,0.226356715,0.095243357,-0.002985934,-0.034510396
2148,0,0.18870699,8.598421723,22.02420242,28.53528426,31.17253543,39.06573389,52.48307409,55.43445371,61.06493727,82.18884509,92.62959632,93.66117454,99.47298203,99.36360989,92.20133951,87.26327313,27.45496113,0.980356383,0.036761102,0,-0.002057362,0.075461578,0.070631123,0.159799242,0.166831493,0.280496407,0.385674858,0.52801342,0.701674652,0.821231937,0.869171143,0.837952423,0.913367176,0.810809088,0.825592852,0.851550722,0.619074249,0.424730349,0.53841877,-0.016699629,-0.012859238,-0.002558371,0.028349202,0.043250114,0.056367919,0.077447183,0.091716059,0.101000525,0.138185725,0.215628535,0.256334752,0.288751483,0.252989531,0.274317116,0.20016712,0.189045236,0.066325612,-0.002269576,-0.036747031
2149,0,0.172961741,7.864564234,22.27526292,28.7733382,31.71711629,39.21170133,53.97780225,55.271057,62.1441918,81.26021229,91.70293814,92.96162367,98.69501855,98.56150373,89.2705477,84.76243054,22.88248743,0.499908776,0.021391028,0,-0.001583958,0.076030731,0.07354455,0.159930515,0.170766115,0.282464027,0.396651793,0.537567186,0.699405956,0.819233942,0.867879534,0.837506485,0.910470247,0.793679762,0.790961695,0.818938494,0.560533619,0.411762238,0.525005007,-0.013224185,-0.014050076,-0.002589937,0.031111078,0.040684659,0.05751694,0.075130433,0.092854977,0.09773495,0.141220212,0.21086894,0.243601322,0.277877569,0.240531504,0.258830309,0.188686848,0.172713548,0.056639921,-0.007280908,-0.039219037
2150,0,0.219953926,8.711155769,23.25803993,29.15043439,33.12716658,40.69984712,53.82562062,57.40813407,60.83199187,79.78013752,92.42625967,93.43113167,99.37156276,99.45642942,92.71855824,88.82040331,37.99002615,1.040428062,0.042782056,0,-0.001836586,0.075773239,0.07544899,0.166472769,0.182991982,0.291577625,0.394606733,0.529764175,0.679382038,0.813216639,0.853208113,0.822835445,0.891087675,0.789892483,0.79214716,0.822651863,0.609002161,0.41567235,0.545290947,-0.015544745,-0.012240025,0.000235653,0.032003704,0.042936653,0.060808059,0.078455724,0.09095154,0.102253243,0.134650171,0.205546781,0.240536794,0.274377882,0.243462622,0.26712364,0.201240018,0.191343009,0.079846285,-0.005677415,-0.03388644
2151,0,0.425816096,7.634152304,20.76640997,27.75735406,30.77518671,39.8353515,52.9077386,57.66512146,61.69950739,81.0412378,93.24897826,93.71381656,99.67902394,99.65807724,96.87082919,95.12740984,53.75826856,1.227878124,0.117345068,0,-0.004944372,0.07298789,0.070875788,0.154728031,0.170841026,0.289733076,0.393077993,0.534327745,0.668774796,0.825522947,0.854104948,0.83276515,0.905662346,0.805541992,0.814418364,0.848447418,0.660127783,0.412138128,0.554025841,-0.013508877,-0.008294391,0.000446733,0.027132554,0.040691767,0.055693097,0.078540742,0.087839983,0.100242272,0.13949737,0.208946332,0.241477728,0.276929229,0.248329893,0.269790113,0.212469101,0.211823344,0.106295034,-0.003697097,-0.030595243
2152,0,0.477936683,6.929467699,20.95778083,26.24843774,28.46439214,38.36070733,52.82583902,56.02570775,59.30682618,77.52508442,91.22059294,90.38086557,99.20736014,98.76484187,89.4203936,86.56664806,32.07254992,0.490178191,0.074563012,0,-0.005974054,0.070724583,0.064941502,0.142371178,0.152226067,0.273724699,0.383214951,0.50104785,0.629654932,0.779323578,0.816681051,0.773369884,0.86215148,0.748646545,0.752140999,0.780332565,0.546685457,0.375865555,0.529407787,-0.014182845,-0.004916551,0.000926299,0.02962756,0.037546158,0.047411069,0.07490398,0.089303963,0.098468497,0.132346883,0.197111085,0.227848202,0.25691846,0.230124488,0.250795603,0.186167702,0.175348595,0.069995113,-0.012616748,-0.031271022
2153,0,0.29225076,6.678890111,21.20103643,27.20793043,31.28425545,39.28389429,53.35363634,57.01516564,60.13492198,74.95789289,91.005077,91.09758154,99.35164112,99.40607634,92.13638179,89.32150744,41.26809938,1.173143587,0.083730595,0,-0.007301283,0.068910694,0.068829012,0.148030281,0.161660624,0.281635618,0.393126488,0.510077095,0.618714428,0.783371258,0.818999529,0.790906048,0.86613245,0.752739096,0.762457895,0.785950184,0.533935833,0.378217793,0.542956591,-0.011903455,-0.006817367,0.000896164,0.030809959,0.0393361,0.059377167,0.079526924,0.091038063,0.100969955,0.135814264,0.191924214,0.229779512,0.267730802,0.233568802,0.25878486,0.19025743,0.184535548,0.083017275,-0.003533598,-0.026450489
2154,0,0.246302408,6.857783551,20.79073312,27.57750343,29.9604695,37.9273945,51.33708656,55.78726958,57.95153971,75.4553927,91.93777204,90.24322513,98.71067592,98.5197468,93.52750613,91.15733139,38.13443073,1.548812153,0.059430448,0,-0.004445982,0.070743704,0.072524643,0.15226965,0.158232021,0.283236933,0.389580965,0.505458117,0.610809517,0.786959743,0.819164705,0.796121025,0.868048668,0.745951748,0.746408653,0.778628397,0.525053549,0.386189842,0.562190247,-0.011752843,-0.00876894,1.74E-05,0.028999703,0.040669028,0.05397879,0.072312333,0.086195223,0.09888579,0.13125594,0.195251644,0.23571831,0.267259806,0.229781941,0.251172781,0.194021881,0.184476569,0.079078384,-0.003061407,-0.02743943
2155,0,0.303891775,5.680845862,19.43466569,24.3889651,28.70842859,36.41991745,50.23174549,54.27615255,56.8184844,74.68080097,90.83465463,88.45509948,97.77662407,97.94947706,88.21252639,83.89126162,23.06026881,0.879401569,0.037281506,0,-0.005531311,0.068532038,0.069221163,0.144048786,0.1407969,0.260106659,0.389063406,0.491611814,0.595988226,0.785382509,0.814246178,0.785649204,0.858496666,0.730108166,0.730272436,0.765302753,0.496192408,0.380578518,0.554188633,-0.01358615,-0.007534718,-0.001201737,0.025886098,0.034164637,0.05276617,0.07035666,0.084018834,0.095343113,0.126814082,0.189412564,0.225924924,0.249182418,0.2141947,0.23833628,0.179267198,0.158116758,0.054247525,-0.007179235,-0.033646993
2156,0,0.338202137,5.642216449,18.75445816,24.90178191,27.13130207,38.13487345,51.2096872,56.04386294,59.25768643,79.31821208,94.255323,92.57888668,98.98648649,98.57663306,93.7219351,91.86706787,43.67748819,1.629872894,0.050727295,0,-0.006518173,0.068882227,0.068683147,0.144764042,0.131757212,0.261280489,0.388183498,0.493006277,0.610474968,0.794000673,0.822196007,0.811797047,0.879112339,0.748504066,0.76066618,0.775702667,0.533522606,0.376499033,0.584426546,-0.01432178,-0.006089302,-0.002213276,0.024650462,0.037806109,0.047833897,0.076265864,0.086029217,0.099863604,0.135610893,0.20904693,0.252664804,0.274451375,0.235578343,0.257709205,0.204203084,0.186974287,0.087013021,0.000175223,-0.034570958
2157,0,0.294585014,7.302592883,20.07559823,25.96067673,27.77503429,37.59130287,52.2046155,54.65499086,59.92622971,78.8251061,92.29455053,90.50260153,98.53726856,98.2170157,92.01084715,91.21571489,44.44261545,2.446633826,0.077618873,0,-0.006855917,0.070552921,0.073186874,0.150826645,0.137759399,0.257955265,0.386147928,0.48772788,0.615722275,0.799162006,0.8236094,0.810136938,0.891965866,0.746546888,0.75414629,0.771532583,0.549893475,0.382192564,0.583305645,-0.015038061,-0.006583104,0.001330361,0.025746124,0.042106617,0.048779521,0.073833808,0.09090887,0.096675888,0.137913048,0.206581816,0.244740337,0.262103379,0.225862041,0.248726904,0.198150396,0.183812305,0.088205844,0.004663188,-0.03147671
2158,0,0.606558181,7.899401051,21.71311576,27.03917086,31.30024935,38.09726031,53.25353685,56.08319919,60.57232643,79.04001835,91.65403957,90.61449209,98.31201522,97.72454945,86.25239632,85.34482759,36.83584819,1.391079619,0.081897079,0,-0.008192968,0.067046213,0.071546793,0.151814842,0.145978117,0.264428711,0.385012245,0.483085823,0.622563457,0.796768332,0.827366066,0.822060966,0.885230255,0.750443363,0.750733376,0.771698618,0.552303076,0.379207563,0.579408312,-0.014793576,-0.005632864,0.000205365,0.027792791,0.039532091,0.057232101,0.071857944,0.092610069,0.10130617,0.142019868,0.208891332,0.248932049,0.266140014,0.227783635,0.251901239,0.184795648,0.170280248,0.074807651,-0.002329317,-0.032094024
2159,0,0.174615234,7.010954808,20.22862369,26.91845755,30.25907681,39.22368405,53.30570992,55.42416577,60.40610061,78.48367848,91.43377592,90.01140967,97.78266093,97.30641365,85.18406173,80.62195152,22.61362597,0.880617892,0.054528968,0,-0.008527756,0.068645716,0.074873924,0.152496004,0.137420273,0.259050179,0.380533504,0.477465677,0.623140764,0.792826796,0.826603985,0.82640872,0.890506411,0.745235682,0.746298456,0.757132339,0.488471842,0.373960209,0.560874081,-0.012824505,-0.009480945,-0.000750353,0.023412101,0.037680518,0.054267813,0.075617015,0.091509983,0.098539658,0.137049004,0.20565106,0.241810083,0.262225419,0.21589686,0.24297671,0.172724366,0.149918467,0.053355847,-0.010349944,-0.035039578
2160,0,0.264026403,6.993643809,21.52659656,27.64580673,30.85383326,39.5987527,54.33279138,56.80759129,61.57938054,77.8604157,91.70716394,88.76523582,96.69059276,94.80701032,82.35860132,81.56470674,26.04208478,1.053335766,0.047060262,0,-0.009617805,0.06749177,0.071668625,0.145574903,0.141009521,0.25131135,0.379946756,0.472265482,0.620962572,0.779472637,0.812873507,0.819061041,0.876594734,0.731417847,0.732371616,0.74511528,0.491058636,0.37175703,0.559692717,-0.013653169,-0.009168036,0.002090772,0.028640181,0.039543677,0.056228597,0.075705074,0.093919411,0.101814128,0.140851155,0.201501712,0.239230424,0.25401026,0.207537308,0.233607098,0.163273036,0.150011525,0.055027958,-0.006617707,-0.038769446
2161,0,0.419076561,8.561047936,22.09020902,29.1370218,31.49303655,40.89276614,55.09476085,57.97920626,63.23800626,80.63748926,92.74731511,90.50703596,97.96153105,97.48598607,88.91200951,86.95797604,31.41167505,1.145987527,0.085564112,0,-0.009668207,0.069939709,0.076241684,0.152433872,0.156812096,0.265189743,0.398663282,0.496331692,0.642875051,0.808049488,0.841788292,0.852073336,0.911353207,0.756364012,0.76253829,0.784423542,0.54632473,0.414295626,0.590553951,-0.01457051,-0.006989424,0.003712899,0.027747244,0.043082073,0.055565178,0.080473781,0.094817892,0.10381145,0.145086557,0.207859948,0.24383916,0.256393731,0.215510696,0.246661052,0.17875202,0.16181004,0.063475005,-0.005957771,-0.035353877
2162,0,0.528663978,6.296296296,21.08824874,28.65599756,31.52019509,39.2406289,53.00783809,56.98732768,60.58991968,76.75506644,89.68662654,86.55694465,96.05491129,94.64784982,83.69409595,80.98109636,13.53513184,0.459770115,0.034836817,0,-0.007252264,0.070487499,0.071626997,0.140598965,0.146311283,0.24911437,0.367828798,0.460004902,0.605646229,0.76059165,0.786071301,0.785212946,0.853356361,0.695829105,0.689921808,0.718417931,0.460126734,0.369094944,0.534212208,-0.011134956,-0.007357489,0.000124996,0.029462285,0.042937804,0.057910692,0.076608352,0.090542622,0.102216244,0.135527879,0.195859462,0.223539263,0.232369483,0.199176252,0.228842676,0.162320644,0.140539885,0.039655343,-0.009348039,-0.03796149
2163,0,0.562444858,7.684295657,21.29614388,28.46864927,31.80623974,39.83656483,53.58780849,58.20069958,62.1126453,78.66644074,92.94653152,88.34101021,97.84831623,97.26159209,84.08515995,79.68768958,12.88096327,0.225019765,0.051949639,0,-0.009433603,0.068829775,0.07264533,0.149421215,0.151968193,0.255416918,0.384470463,0.500519896,0.665049314,0.815640116,0.829644918,0.827431583,0.893251896,0.729919481,0.721966887,0.729912138,0.475426722,0.380469513,0.547236681,-0.008906197,-0.003725192,0.005280437,0.025355462,0.041082177,0.057156365,0.075922303,0.092942238,0.109775953,0.141479313,0.199406967,0.240020528,0.237680346,0.207281291,0.239221841,0.161939606,0.142352104,0.036311209,-0.012676816,-0.03586353
2164,0,0.372512499,6.496912067,21.19554946,28.05121171,31.53848499,40.44808173,51.09381446,56.94375522,58.72503579,75.77347283,91.01499619,86.80144048,96.04706337,94.76449319,78.48224902,74.15374323,10.55265966,0.340570456,0.072118323,0,-0.01090045,0.06983757,0.073050594,0.157059813,0.164613724,0.277246141,0.392551088,0.486978769,0.650344944,0.780862808,0.821729803,0.805824375,0.881127071,0.720443392,0.709922647,0.732121754,0.48217845,0.399972963,0.567275095,-0.011060752,-0.004237532,0.004898624,0.026246686,0.039534505,0.055617139,0.079265028,0.085092053,0.105503954,0.126640782,0.190323889,0.230753765,0.235649705,0.194715455,0.221880674,0.149550736,0.129370108,0.030440075,-0.011234254,-0.033833664
