FID,CH200320,CH200401,CH200407,CH200416,CH200423,CH200430,CH200507,CH200514,CH200520,CH200528,CH200604,CH200611,CH200618,CH200624,CH200702,CH200707,CH200715,CH200721,CH200730,CH200805
"3879",-0.017589473724365,0.05955696105957,0.015550994873047,0.090361595153809,0.098511123657227,0.226369047164917,0.353407001495361,0.47526364326477,0.699172353744507,0.928524208068848,0.944666481018066,1.03459625244141,1.08598141670227,1.0783796787262,1.08675594329834,1.06170544624329,0.931911897659301,0.722656440734863,0.690513610839844,0.027049255371094
"3880",-0.017279624938965,0.057028102874756,0.01497745513916,0.092733860015869,0.100212383270264,0.24080958366394,0.370138454437256,0.481605529785156,0.697991752624512,0.927293109893799,0.950388622283936,1.02065114974976,1.05661706924439,1.05206212997437,1.04307646751404,1.02902998924255,0.904948568344116,0.577260541915893,0.683415794372559,0.030680704116821
"3881",-0.018316125869751,0.053761529922485,0.009944105148315,0.079244518280029,0.077211570739746,0.20246844291687,0.326967477798462,0.437293481826782,0.694404697418213,0.91546573638916,0.937741756439209,1.00413112640381,1.04867553710938,1.05009574890137,1.04257836341858,1.01880469322205,0.893510293960571,0.518107986450195,0.64859447479248,0.035055255889893
"3882",-0.018151760101318,0.054236459732056,0.010763359069824,0.086090230941772,0.094959735870361,0.223937129974365,0.357035350799561,0.454626655578613,0.688875865936279,0.898325967788696,0.914000368118286,0.962221050262451,0.993994140625,1.0030312538147,0.984673547744751,0.960891103744507,0.833261728286743,0.535582685470581,0.644504690170288,0.030484294891357
"3883",-0.01945013999939,0.057028961181641,0.024290943145752,0.115406131744385,0.156461906433105,0.296717929840088,0.426649475097656,0.523969030380249,0.741878271102905,0.917053842544556,0.934152793884277,0.955136871337891,0.984296274185181,0.984657335281372,0.963492393493652,0.935887050628662,0.790363836288452,0.566278791427612,0.648269653320312,0.017233896255493
"3884",-0.019643783569336,0.052783155441284,0.021006345748901,0.100456523895264,0.137400436401367,0.277120590209961,0.410479927062988,0.52089056968689,0.745152521133423,0.920979404449463,0.9434974193573,0.961637687683105,0.997529602050781,0.992812395095825,0.963678216934204,0.915421676635742,0.788889837265014,0.585055351257324,0.652097702026367,0.014556264877319
"3885",-0.01933159828186,0.050693559646606,0.020424842834473,0.104034614562988,0.133606338500977,0.278472089767456,0.402949523925781,0.509503412246704,0.736479759216309,0.905525541305542,0.934948205947876,0.962360000610351,0.996769905090332,0.99336314201355,0.97166862487793,0.928228330612183,0.808968067169189,0.590100479125977,0.636875295639038,0.015087223052979
"3886",-0.020358085632324,0.050614547729492,0.024434232711792,0.110328006744385,0.14787163734436,0.28459300994873,0.413840770721436,0.524820947647094,0.732869386672974,0.900304460525513,0.936361598968506,0.963805627822876,0.993629503250122,0.984970855712891,0.946030473709106,0.888237428665161,0.769756555557251,0.571095180511475,0.635138559341431,0.013664484024048
"3887",-0.01783652305603,0.051969575881958,0.023672199249268,0.113462924957275,0.139089918136596,0.281892824172974,0.416874933242798,0.51927490234375,0.734144258499145,0.915202379226684,0.949754047393799,0.992294359207153,1.02952127456665,1.03218216896057,1.02524476051331,0.971400499343872,0.859887456893921,0.609571123123169,0.66207013130188,0.010388469696045
"3888",-0.019655179977417,0.049167060852051,0.02763671875,0.116191816329956,0.151055240631103,0.289804744720459,0.417598247528076,0.535380697250366,0.742515659332275,0.923104429244995,0.960470294952393,0.999672555923462,1.02575721740723,1.02879781723023,1.02703313827515,0.958496189117432,0.851511430740356,0.60493278503418,0.647729778289795,0.012562084197998
"3889",-0.020759439468384,0.050823211669922,0.029731750488281,0.126768779754639,0.169779777526855,0.308116006851196,0.43958888053894,0.552542304992676,0.75788140296936,0.930892944335938,0.974038171768189,1.02467889785767,1.06820764541626,1.06408290863037,1.07013401985168,1.00587191581726,0.88271746635437,0.663500022888184,0.682400417327881,0.010117530822754
"3890",-0.01991925239563,0.047359704971313,0.025204133987427,0.113095903396606,0.142734098434448,0.286372327804565,0.413859796524048,0.52812705039978,0.744689035415649,0.925211906433105,0.974594593048096,1.02208995819092,1.09351162910461,1.08516702651978,1.10582718849182,1.04106397628784,0.95129075050354,0.763830089569092,0.696377420425415,0.011056137084961
"3891",-0.019927883148193,0.047975015640259,0.020348024368286,0.094932794570923,0.114194393157959,0.266325044631958,0.400025224685669,0.52663426399231,0.746290445327759,0.933119344711304,0.975688409805298,1.04724640846252,1.11096253395081,1.09909262657165,1.10927081108093,1.04534277915955,0.943719863891602,0.729116725921631,0.691436052322388,0.009435653686523
"3892",-0.020956897735596,0.045672416687012,0.016015338897705,0.093111085891724,0.113762950897217,0.269887447357178,0.398711681365967,0.517261600494385,0.729947328567505,0.911581373214722,0.965686082839966,1.0241681098938,1.09057683944702,1.08110437393189,1.08932852745056,1.03465948104858,0.922663164138794,0.704264068603515,0.691462993621826,0.016216421127319
"3893",-0.020423889160156,0.045577049255371,0.014154481887817,0.086945247650146,0.101707458496094,0.260851860046387,0.392425489425659,0.513334465026855,0.723169326782227,0.920785188674927,0.965330410003662,1.01265258789062,1.10183844566345,1.08521947860718,1.09428110122681,1.04351329803467,0.933424139022827,0.686460638046265,0.68918662071228,0.019155597686768
"3894",-0.02017970085144,0.045486259460449,0.010688781738281,0.082473182678223,0.103130149841308,0.255949449539185,0.384592628479004,0.513285160064697,0.728737831115723,0.919214868545532,0.969272232055664,1.03395276069641,1.11703958511353,1.10103287696838,1.11775312423706,1.05506339073181,0.962870073318481,0.702356243133545,0.699130296707153,0.025052261352539
"3895",-0.02211742401123,0.047808837890625,0.015715742111206,0.089719009399414,0.108388710021973,0.271953868865967,0.402041053771973,0.525296545028686,0.741504526138306,0.932004880905151,0.985044527053833,1.05185580253601,1.14057593345642,1.12316517829895,1.1435658454895,1.09601221084595,1.00544362068176,0.716315841674805,0.716311740875244,0.028475952148437
"3896",-0.023820877075195,0.048280000686645,0.018286037445068,0.097575092315674,0.132605123519897,0.281712818145752,0.410763263702393,0.540365695953369,0.739734601974487,0.920707988739014,0.970749855041504,1.04710240364075,1.11631484031677,1.09357452392578,1.11242213249206,1.03081059455872,0.937412118911743,0.666780948638916,0.686677885055542,0.020780849456787
"3897",-0.023776912689209,0.049751567840576,0.016105079650879,0.09108943939209,0.123124694824219,0.262866497039795,0.39826774597168,0.528348398208618,0.732376289367676,0.907363510131836,0.968942785263061,1.05089960098267,1.09486117362976,1.08642892837524,1.10293202400208,1.03364124298096,0.940304136276245,0.69326319694519,0.697698020935059,0.021668481826782
"3898",-0.025970458984375,0.047592544555664,0.012851095199585,0.092837524414062,0.118408298492432,0.259485149383545,0.399694108963013,0.526218414306641,0.730456352233887,0.901887655258179,0.969913721084595,1.04606456756592,1.09609427452087,1.08426299095154,1.09088258743286,1.03081593513489,0.923502683639526,0.684936285018921,0.682961416244507,0.016915655136108
"3899",-0.026119184494019,0.045418787002563,0.009780120849609,0.090710878372192,0.107800817489624,0.242156600952148,0.388178873062134,0.498615455627441,0.714582967758179,0.893911838531494,0.956801700592041,1.03503999710083,1.0847282409668,1.06975274085998,1.06276259422302,1.0053849697113,0.882598114013672,0.620004558563232,0.666709756851196,0.018024826049805
"3900",-0.02783670425415,0.046850299835205,0.009620094299316,0.088974285125732,0.102064228057861,0.234881973266602,0.374821662902832,0.492374420166016,0.71705675125122,0.90553994178772,0.967134714126587,1.05833821296692,1.08262724876404,1.08006772994995,1.08414735794067,1.01470856666565,0.863391876220703,0.602281188964844,0.640085220336914,0.024483680725098
"3901",-0.029223299026489,0.046567153930664,0.012387847900391,0.099378776550293,0.124497413635254,0.263510084152222,0.394202423095703,0.509370708465576,0.721818017959595,0.897746276855469,0.954944610595703,1.02739725112915,1.03765835762024,1.0366030216217,0.99613561630249,0.898974132537842,0.587182998657226,0.52595272064209,0.53120059967041,0.03489556312561
"3902",-0.028562498092651,0.057684946060181,0.03957462310791,0.164319801330566,0.21681957244873,0.359867906570435,0.477504444122314,0.56120433807373,0.749663925170898,0.901442718505859,0.95237774848938,1.01817426681518,1.01277008056641,0.989545965194702,0.91086220741272,0.81299352645874,0.54159083366394,0.545551824569702,0.508179807662964,0.02653603553772
"3903",-0.029366302490234,0.068596839904785,0.047425699234009,0.181966590881348,0.250410842895508,0.388582324981689,0.502891683578491,0.581698656082153,0.75884256362915,0.919857406616211,0.948777389526367,1.00169281959534,0.998936939239502,0.974919939041138,0.865332889556884,0.781675434112549,0.506759309768677,0.544772577285767,0.506821012496948,0.028144836425781
"3904",-0.029380750656128,0.067052745819092,0.047822046279907,0.179566049575806,0.257525587081909,0.387709093093872,0.48613076210022,0.574626159667969,0.737987518310547,0.874038791656494,0.905505323410034,0.934285688400268,0.90125412940979,0.871083688735962,0.752986001968384,0.664099788665771,0.482759618759155,0.518579387664795,0.477202987670898,0.028689479827881
"3905",-0.030101776123047,0.06797046661377,0.042890071868896,0.169428253173828,0.248175430297851,0.375161361694336,0.484030914306641,0.569072151184082,0.734396934509277,0.864486885070801,0.889060974121094,0.920291805267334,0.898112487792969,0.876663589477539,0.831294298171997,0.779727172851562,0.580517768859863,0.530714082717895,0.52608528137207,0.0190993309021
"3906",-0.029482698440552,0.068735122680664,0.043807554244995,0.173940467834473,0.243450355529785,0.384088659286499,0.49432487487793,0.568861961364746,0.748686075210571,0.88253583908081,0.920359802246094,0.952916145324707,0.946330070495605,0.932242727279663,0.903016805648804,0.857571792602539,0.713097953796387,0.57122163772583,0.598967170715332,0.017078638076782
"3907",-0.029183340072632,0.065348958969116,0.042982292175293,0.181936407089233,0.266874408721924,0.402750444412231,0.515342283248901,0.590189552307129,0.758292055130005,0.88817138671875,0.910571479797363,0.950903415679932,0.933355617523193,0.903786325454712,0.878791332244873,0.826612567901611,0.700503969192505,0.562166309356689,0.589670181274414,0.004774618148804
"3908",-0.030535697937012,0.062220907211304,0.040633726119995,0.181638622283935,0.258500385284424,0.392850065231323,0.48380012512207,0.532766580581665,0.712580680847168,0.831779813766479,0.865777492523193,0.887104415893554,0.867105007171631,0.849681949615478,0.815583181381225,0.768569707870483,0.624989461898803,0.535631608963013,0.54195556640625,0.054015445709228
"3909",-0.030073165893555,0.061937379837036,0.042663860321045,0.186579275131226,0.252776575088501,0.399127960205078,0.486632490158081,0.550845146179199,0.724926471710205,0.855533838272095,0.891807508468628,0.925686025619507,0.904878616333008,0.876429128646851,0.833802890777588,0.781741666793823,0.636406230926514,0.546360063552856,0.551006317138672,0.085638189315795
"3910",-0.030261850357056,0.062713241577148,0.043584585189819,0.190220499038696,0.267509126663208,0.415503406524658,0.484932041168213,0.549088716506958,0.716343736648559,0.837814331054688,0.877323246002197,0.921532821655273,0.912380075454712,0.877260398864746,0.850447177886963,0.795129108428955,0.636760711669922,0.535235691070557,0.543830347061157,0.011466979980469
"3911",-0.032257080078125,0.044338274002075,0.013618469238281,0.136665391921997,0.202143955230713,0.360724210739136,0.46432728767395,0.557398462295532,0.744287824630737,0.89412055015564,0.954746341705322,1.0172369480133,1.00130085945129,0.977425622940063,0.943565416336059,0.891479825973511,0.756536340713501,0.561954927444458,0.624152183532715,0.023427772521973
"3912",-0.0347336769104,0.037137174606323,-0.005512094497681,0.075130462646484,0.113812446594238,0.278840494155884,0.401842260360718,0.514515876770019,0.707167148590088,0.878780937194824,0.935326242446899,1.00884132385254,1.00374445915222,0.980364084243774,0.96363525390625,0.916801786422729,0.765898895263672,0.56757287979126,0.616686105728149,0.010671806335449
"3913",-0.033080911636353,0.034007215499878,-0.008280038833618,0.071400737762451,0.119251823425293,0.285626697540283,0.404771327972412,0.531575679779053,0.72946400642395,0.888342189788818,0.948897266387939,1.02600688934326,1.01996779441833,0.988552236557007,0.973531532287598,0.933009481430054,0.803818368911743,0.577514839172363,0.640827941894531,0.009086656570435
"3914",-0.032834005355835,0.037578916549683,-0.007518672943115,0.076161766052246,0.120380258560181,0.286362981796265,0.399075794219971,0.523609209060669,0.713680648803711,0.863270568847656,0.931869745254517,1.01831178665161,1.02070441246033,0.994323205947876,0.981844663619995,0.942434120178222,0.785186815261841,0.567559766769409,0.621268367767334,0.011087989807129
"3915",-0.034259700775146,0.03716025352478,-0.003537940979004,0.092488670349121,0.143113279342651,0.293337106704712,0.408167219161987,0.528362560272217,0.720533752441406,0.861340188980102,0.92987265586853,0.996630668640137,0.997287940979004,0.967988109588623,0.95030403137207,0.905367136001587,0.746521520614623,0.552687501907348,0.606002044677734,0.006381893157959
"3916",-0.033352756500244,0.036907243728638,-0.003689527511597,0.090758371353149,0.137673377990723,0.290746736526489,0.408979988098144,0.531039571762085,0.739678525924683,0.876929140090942,0.959166622161865,1.01380577087402,1.05107111930847,1.01762108802795,1.01647791862488,0.970699977874756,0.849480772018432,0.635147905349731,0.649362945556641,0.013721466064453
"3917",-0.035200881958008,0.040648460388184,0.006544971466064,0.11980619430542,0.180375337600708,0.31478214263916,0.423278903961182,0.542555141448975,0.730803442001343,0.850543689727783,0.924783802032471,0.964776802062988,1.03332376480102,1.00160660743713,1.00476169586182,0.956838226318359,0.824624013900756,0.587769222259521,0.648238229751587,0.011087417602539
"3918",-0.032764387130737,0.041552686691284,0.014590787887573,0.139628982543945,0.208765029907226,0.33820219039917,0.440248727798462,0.549228572845459,0.738929224014282,0.842175436019897,0.938720560073853,0.95637412071228,1.0447548866272,1.01373643875122,1.01619882583618,0.973361539840698,0.84355673789978,0.554847717285156,0.62808895111084,0.015385675430298
"3919",-0.032835817337036,0.041186332702637,0.008967399597168,0.123950672149658,0.183723449707031,0.321715831756592,0.432785367965698,0.544264888763428,0.743354368209839,0.856271457672119,0.946836137771606,0.972605085372925,1.08658609390259,1.05761337280273,1.0729058265686,1.01795449256897,0.893131351470947,0.59594578742981,0.636626291275024,0.019654273986816
"3920",-0.029762125015259,0.054791641235352,0.031240558624268,0.184126853942871,0.254713487625122,0.37929835319519,0.48317813873291,0.552365827560425,0.742033958435059,0.822630929946899,0.904351949691772,0.91443920135498,0.99623441696167,0.950025749206543,0.942502021789551,0.894582223892212,0.739000606536865,0.562656688690186,0.60398154258728,0.014717864990234
"3921",-0.029971027374268,0.053546047210693,0.032879018783569,0.183554410934448,0.268429088592529,0.378028106689453,0.480951833724976,0.549590826034546,0.742676258087158,0.819602108001709,0.914843320846557,0.916156148910522,0.972788381576538,0.944021320343018,0.928894186019897,0.878390789031982,0.718614387512207,0.555177974700928,0.594291067123413,0.010748291015625
"3922",-0.029771757125854,0.047492027282715,0.015570688247681,0.14094352722168,0.203758430480957,0.338849067687988,0.465250015258789,0.55723934173584,0.760652923583984,0.842528533935547,0.93291711807251,0.925262546539307,0.990369033813477,0.975946283340454,0.986126518249512,0.93342604637146,0.816992712020874,0.596096324920654,0.630013227462769,0.011401748657227
"3923",-0.029621982574463,0.041839981079102,0.006354331970215,0.101596260070801,0.161439609527588,0.306122016906738,0.443101263046265,0.533145332336426,0.740319776535034,0.844676351547241,0.941200494766235,0.945181274414063,1.02229890823364,0.995917320251465,1.00155863761902,0.951273965835571,0.82137279510498,0.587345361709595,0.646116256713867,0.00958080291748
"3924",-0.032723760604858,0.03969898223877,0.002825736999512,0.104256725311279,0.159634685516357,0.31703667640686,0.461788272857666,0.533967399597168,0.735241985321045,0.824743556976318,0.912514019012451,0.913134765625,0.969594860076904,0.942571973800659,0.926821804046631,0.882825183868408,0.733889675140381,0.582389068603515,0.598008489608765,0.003406524658203
"3925",-0.029933500289917,0.0408860206604,-0.003101778030396,0.083221626281738,0.136445236206055,0.284231185913086,0.429261302947998,0.505316925048828,0.717721033096314,0.82257194519043,0.915851163864136,0.91139669418335,0.985828447341919,0.943992614746094,0.938378190994263,0.876450967788696,0.739436626434326,0.542628002166748,0.612198734283447,0.008793163299561
"3926",-0.031444549560547,0.044371604919434,0.005615997314453,0.113489055633545,0.175180006027222,0.308387804031372,0.445614147186279,0.52325382232666,0.738443088531494,0.835947179794311,0.920258903503418,0.911350917816162,0.971895265579224,0.932689666748047,0.898983240127563,0.832700872421265,0.616510486602783,0.53999719619751,0.562096071243286,0.013095140457153
"3927",-0.032183599472046,0.04094409942627,0.002384519577026,0.101543426513672,0.16832332611084,0.293436527252197,0.42978949546814,0.521320962905884,0.720799875259399,0.835563850402832,0.927936792373657,0.924037837982178,0.988313722610474,0.943363809585571,0.923023748397827,0.865263414382934,0.717308855056763,0.538634634017944,0.585746383666992,0.004005432128906
"3928",-0.032075834274292,0.04085693359375,-0.002234888076782,0.085930633544922,0.143593215942383,0.282003402709961,0.41750431060791,0.521104717254639,0.740305137634277,0.864843702316284,0.940756177902222,0.943427038192749,1.00072507858276,0.959818983078003,0.947385835647583,0.890092945098877,0.745859670639038,0.569620323181152,0.615305423736572,0.003611850738525
"3929",-0.034847164154053,0.037866067886353,-0.005369806289673,0.079935550689697,0.128467893600464,0.273485469818115,0.397883319854736,0.508477830886841,0.734094142913818,0.845330238342285,0.927247428894043,0.932277822494507,0.992467975616455,0.958404159545898,0.952640628814697,0.898003101348877,0.744959545135498,0.552175617218017,0.602641439437866,0.004254484176636
"3930",-0.033385133743286,0.040637016296387,-0.00862979888916,0.072716856002808,0.123134469985962,0.253795957565307,0.382551765441894,0.500298404693603,0.734359836578369,0.855957174301147,0.935798835754395,0.939257669448852,1.01217308044434,0.974182271957397,0.980057621002197,0.931391143798828,0.805522632598877,0.562509822845459,0.622508907318115,0.004286575317383
"3931",-0.033236360549927,0.046662425994873,0.010667037963867,0.141305685043335,0.202769422531128,0.328879165649414,0.428370189666748,0.51341667175293,0.706328392028809,0.831506586074829,0.897787857055664,0.87976803779602,0.960775852203369,0.916445016860962,0.907113456726074,0.858454132080078,0.694030952453613,0.535933876037598,0.579103660583496,0.000703144073486
"3932",-0.030854177474976,0.047985219955444,0.013277101516724,0.137118244171143,0.211477375030518,0.336956310272217,0.448689365386963,0.565487957000732,0.752113056182861,0.866632461547852,0.946074819564819,0.933564472198486,1.01740341186523,0.980654096603394,0.981304121017456,0.923408651351928,0.780721282958984,0.589005756378174,0.659962606430054,0.001534557342529
"3933",-0.033777236938477,0.04996166229248,0.012330198287964,0.138224792480469,0.221826171875,0.33365592956543,0.444062662124634,0.548982810974121,0.74306845664978,0.851608324050903,0.918682384490967,0.89258770942688,0.966909074783325,0.923791217803955,0.899891948699951,0.847996044158936,0.68153829574585,0.556033134460449,0.586732053756714,0.001115131378174
"3934",-0.031369543075562,0.056428956985474,0.02549204826355,0.166324234008789,0.245419216156006,0.354622220993042,0.447607564926147,0.53463397026062,0.705052661895752,0.816999626159668,0.871309852600098,0.850078916549682,0.90392484664917,0.884622526168823,0.859599447250366,0.80829005241394,0.620224809646606,0.523730373382568,0.551579570770264,0.001924562454224
"3935",-0.029571437835693,0.063443565368652,0.03411693572998,0.188522720336914,0.264959812164307,0.374187850952148,0.46141996383667,0.544828605651855,0.719641017913818,0.814448118209839,0.878172922134399,0.865199613571167,0.917269849777222,0.884626817703247,0.875628709793091,0.819837999343872,0.672309446334839,0.548018074035645,0.592188549041748,0.001257991790771
"3936",-0.031064987182617,0.060401582717895,0.030580711364746,0.191902303695679,0.276825141906738,0.387607860565186,0.474465703964233,0.567159652709961,0.735642528533936,0.836247587203979,0.895117712020874,0.858252048492432,0.906471109390259,0.866833448410034,0.837294769287109,0.789194440841675,0.602801656723022,0.554280090332031,0.570036888122559,-0.0043541431427
"3937",-0.031753444671631,0.059370183944702,0.028213262557983,0.187622356414795,0.27484130859375,0.390060329437256,0.480264186859131,0.575992584228516,0.749674129486084,0.864122009277344,0.931503343582153,0.890238094329834,0.956040859222412,0.908793210983276,0.910199403762817,0.865810346603394,0.695793151855469,0.575844860076904,0.617043781280518,-0.004049253463745
"3938",-0.03415675163269,0.057145261764526,0.028253936767578,0.190456867218018,0.275567436218262,0.395811414718628,0.480130338668823,0.5827796459198,0.756556463241577,0.86335015296936,0.916921615600586,0.898600578308105,0.928952503204346,0.890331840515137,0.868137121200561,0.826642942428589,0.66707215309143,0.572695827484131,0.596663045883179,-0.009236812591553
"3939",-0.030054950714111,0.062460088729858,0.031219148635864,0.193555927276611,0.284315204620361,0.394534015655518,0.461851119995117,0.56112117767334,0.729271984100342,0.831119537353516,0.878058481216431,0.86101655960083,0.882868862152099,0.828514862060547,0.801596069335938,0.756719732284546,0.607207345962524,0.544936370849609,0.552219820022583,-0.011335277557373
"3940",-0.033071422576904,0.056161117553711,0.025365686416626,0.188479709625244,0.27597713470459,0.391955947875977,0.455526924133301,0.555243015289307,0.715419816970825,0.826251983642578,0.884503698348999,0.875071573257446,0.892552852630615,0.840849876403808,0.817996644973755,0.765672540664673,0.601583528518677,0.539234685897827,0.559499931335449,-0.007211446762085
"3941",-0.029047918319702,0.060713958740234,0.031314992904663,0.188501501083374,0.269214868545532,0.384592247009277,0.447729015350342,0.548654747009277,0.711822605133057,0.825117206573486,0.87640528678894,0.858596801757812,0.886938190460205,0.834684753417969,0.802080869674683,0.750769710540771,0.602064275741577,0.540595722198486,0.547713708877563,-0.003995800018311
"3942",-0.029964351654053,0.062364196777344,0.03379225730896,0.194389152526855,0.280006408691406,0.39674129486084,0.451845932006836,0.562868165969849,0.719985580444336,0.83140869140625,0.880936193466186,0.870931911468506,0.8869544506073,0.84465832710266,0.805571603775024,0.754643726348877,0.605330991744995,0.544576072692871,0.557565832138061,-0.007495355606079
"3943",-0.029984283447266,0.060026216506958,0.030276584625244,0.189427947998047,0.266160535812378,0.388499450683594,0.453142833709717,0.562273502349854,0.729001569747925,0.851184368133545,0.898214530944824,0.890762996673584,0.91654372215271,0.865614175796509,0.83641529083252,0.782549381256103,0.627462673187256,0.560963296890259,0.569402122497559,-0.008282375335693
"3944",-0.028986835479736,0.059640169143677,0.02773494720459,0.183939933776855,0.267206001281738,0.383245992660522,0.456352996826172,0.571039628982544,0.736005926132202,0.85190806388855,0.902348518371582,0.89218487739563,0.928098917007446,0.876221418380737,0.81855583190918,0.754005098342895,0.586633729934692,0.551449775695801,0.547719097137451,0.002658176422119
"3945",-0.030232238769531,0.056519508361816,0.01955714225769,0.167208862304687,0.252352905273437,0.360632181167602,0.44447340965271,0.560218000411987,0.726000070571899,0.857784986495972,0.904703617095947,0.903756856918335,0.940494728088379,0.883742332458496,0.838819646835327,0.778767442703247,0.612758159637451,0.550603055953979,0.574380970001221,0.000315141677856
"3946",-0.026850557327271,0.057531452178955,0.025553798675537,0.176141834259033,0.261603498458862,0.363389205932617,0.440542697906494,0.546015548706055,0.705392169952393,0.828258562088013,0.867976522445679,0.860079288482666,0.884612083435059,0.826944732666016,0.785962295532227,0.729843091964722,0.591646766662597,0.528338813781738,0.551212167739868,-0.010797119140625
"3947",-0.03011794090271,0.053473615646362,0.018193387985229,0.160411548614502,0.254168701171875,0.346475124359131,0.430857276916504,0.535674428939819,0.684723520278931,0.809802341461181,0.84948558807373,0.836812162399292,0.867638158798218,0.81378321647644,0.780688285827637,0.726827239990234,0.57289252281189,0.522622632980347,0.539308786392212,-0.009701633453369
"3948",-0.027811050415039,0.058011198043823,0.025632286071777,0.169020891189575,0.252284479141235,0.341922426223755,0.427370071411133,0.527738857269287,0.686757850646973,0.80142993927002,0.840935516357422,0.850490188598633,0.861055994033813,0.820435380935668,0.785559034347534,0.730640411376953,0.594664335250854,0.522595500946045,0.549401950836182,-0.008307456970215
"3949",-0.029786586761475,0.055957841873169,0.021481800079346,0.16534423828125,0.26052508354187,0.346853542327881,0.4380690574646,0.541848278045654,0.69680061340332,0.815131378173828,0.854238080978393,0.87288384437561,0.879337453842163,0.840874481201172,0.805745458602905,0.757178735733032,0.619926118850708,0.533207035064697,0.579591608047485,-0.010038995742798
"3950",-0.027414226531982,0.057320785522461,0.024928998947144,0.162150812149048,0.253158903121948,0.341673183441162,0.431689357757568,0.523726463317871,0.686472702026367,0.825543975830078,0.863866138458252,0.888820934295654,0.899945688247681,0.854578638076782,0.811983633041382,0.765617704391479,0.621518087387085,0.53051586151123,0.570442247390747,-0.014136075973511
"3951",-0.028356266021729,0.054124879837036,0.025675106048584,0.160336494445801,0.249306488037109,0.346941947937012,0.429319381713867,0.528231716156006,0.690874290466308,0.819373226165771,0.851813554763794,0.881197118759155,0.879305171966553,0.838271236419678,0.802963066101074,0.744782495498657,0.599756669998169,0.526141452789307,0.544790458679199,-0.008671569824219
