day,average_cc_20_2
0cc20,0.000537422
13cc20,0.256540549
25cc20,7.369212485
35cc20,23.72409703
41cc20,28.6697239
49cc20,35.26389306
55cc20,44.83326408
62cc20,51.51649771
69cc20,58.19973134
77cc20,72.71669946
84cc20,80.39212369
91cc20,88.06754791
97cc20,94.64648297
111cc20,88.30420943
116cc20,92.68
121cc20,89.24
124cc20,81.4357032
