FID,0cc21,13cc21,25cc21,35cc21,41cc21,49cc21,55cc21,62cc21,69cc21,77cc21,84cc21,91cc21,97cc21,111cc21,116cc21,121cc21,124cc21,0ch21,13ch21,25ch21,35ch21,41ch21,49ch21,55ch21,62ch21,69ch21,77ch21,84ch21,91ch21,97ch21,106ch21,111ch21,116ch21,124ch21,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21,yield
1844,0.00980296,1.123664347,20.32373114,30.24934623,37.07300716,60.66350423,75.40031781,95.18766415,99.45593569,99.69793066,99.78822897,99.96678453,99.99464267,99.99891078,99.99784297,99.65265755,97.47013504,0,0.007981387,0.036841232,0.044510096,0.098298304,0.240131795,0.374909312,0.520168364,0.620399714,0.725066125,0.872733057,0.909957647,0.958648801,0.989197969,0.979533076,0.908976376,1.004569888,-0.004272016,0.01765473,0.041689619,0.083008759,0.129810989,0.205941781,0.226575553,0.290642828,0.314967901,0.272452235,0.283841938,0.26805377,0.257633686,0.244608998,0.256804466,0.20389764,0.003704226,39.82
1845,0.00122537,0.946598373,20.00855641,28.29054333,35.77137631,57.51231527,72.57918,91.15418598,98.66581103,98.69282451,98.88888889,99.96048528,99.98077662,99.99457183,99.9935289,99.61478532,97.34894391,0,0.007320722,0.034485508,0.038530249,0.090430453,0.220099509,0.333832622,0.477003992,0.57629317,0.668027341,0.805201113,0.845399439,0.905749142,0.93697983,0.919566333,0.846942067,0.948912919,-0.003466717,0.017565025,0.037524261,0.080415644,0.1233318,0.202902704,0.216337979,0.276786089,0.300934404,0.267860085,0.280230999,0.276291251,0.26089862,0.250110537,0.251105756,0.204136655,0.001032224,33.76
1846,0.00980296,1.095480835,20.90839811,28.44675546,35.78057532,58.23727826,73.71592715,92.77220995,98.89805647,99.18301532,99.06046762,99.90999679,99.93142612,99.97285913,99.95347126,99.02075734,94.06812673,0,0.007697319,0.035411388,0.039484717,0.088712141,0.218754098,0.336927801,0.480227709,0.570781648,0.684544206,0.796477854,0.816854835,0.887751579,0.907966435,0.889812291,0.822581947,0.909556746,-0.003917743,0.019551143,0.036426432,0.081554405,0.12620984,0.204364717,0.227571771,0.288225204,0.316847712,0.275341839,0.286222667,0.283581644,0.266253173,0.245624274,0.23992081,0.185930327,-0.006795133,36.68
1847,0.00122537,1.406112146,18.27099528,27.36909323,33.96677336,57.47227547,72.62978205,91.58264848,98.66153282,98.71754905,99.19376512,99.93142612,99.90388312,99.9750304,99.96117343,99.73273026,96.1960742,0,0.007483251,0.034857318,0.042351775,0.088204451,0.212430552,0.32901907,0.473800749,0.567518294,0.671442509,0.800358176,0.818889797,0.887091875,0.901132107,0.888110518,0.821901619,0.917689621,-0.002656652,0.01197332,0.034168698,0.074138597,0.12105684,0.198623851,0.224124238,0.281567782,0.30648917,0.283796847,0.284231871,0.285451651,0.272142321,0.250128269,0.242575839,0.193833172,0.001653814,29.84
1848,0.000612685,0.563057543,16.88791101,24.9857082,32.11278768,52.99691815,67.14582569,83.6869561,97.14795118,94.92717012,97.49062467,99.74902815,99.67748848,99.9204871,99.96656601,99.26095048,96.64560249,0,0.006927391,0.030648669,0.034417596,0.07225889,0.179176137,0.27912727,0.399264127,0.502777934,0.58403945,0.725154936,0.762042642,0.834193051,0.845556021,0.843341112,0.781006873,0.876599073,-0.004852539,0.011657492,0.029843934,0.069456585,0.108532414,0.178468704,0.202834293,0.2666291,0.280801177,0.272370756,0.273708493,0.283253849,0.269213289,0.249890819,0.247085765,0.20488745,0.002843401,36.12
1849,0.001833517,0.969880404,18.08931565,26.03235419,33.14966855,52.61290009,67.46410608,84.35143608,93.91822516,94.46277882,97.79414136,99.72034716,99.91349481,99.96634532,99.99458968,99.18628809,96.04072888,0,0.007537506,0.034279577,0.038065929,0.076537579,0.187449738,0.278893381,0.386241227,0.485061347,0.591402233,0.71594882,0.74068296,0.813019633,0.830825865,0.822578132,0.756440163,0.853112817,-0.003824526,0.014102995,0.031563703,0.072177507,0.113160923,0.182690725,0.203611583,0.277027369,0.276243567,0.271312743,0.271955311,0.288326323,0.269367129,0.249355197,0.247059748,0.215436324,-0.000927836,32.91
1850,0.00245074,1.213729046,20.22862369,27.86830547,35.05136412,56.83467204,71.78340056,88.2173797,95.49810537,98.41440473,99.51033965,99.9710704,99.99571413,99.99131492,99.99137187,98.81081198,92.83673823,0,0.007585607,0.038397759,0.04607093,0.091686711,0.217027143,0.317600846,0.455879122,0.538485587,0.667172492,0.774956286,0.789687991,0.854634821,0.874438107,0.868246138,0.797184289,0.881774962,-0.003033206,0.015691927,0.033826906,0.079030216,0.131067589,0.204069763,0.225043833,0.306046963,0.306332201,0.293144792,0.288252443,0.300849259,0.275901765,0.249813423,0.238252088,0.206619084,-0.008530289,36.31
1851,0.003063425,1.386506225,21.67155604,29.28297756,36.08718183,58.81542867,72.96326779,92.95094468,96.95250466,99.49583445,99.64095673,100,100,100,100,99.52930229,95.51051766,0,0.008274172,0.040423688,0.048256896,0.097682536,0.234966874,0.338766813,0.492582262,0.570432425,0.723372698,0.805526674,0.832072616,0.894090235,0.92761749,0.918652892,0.84558022,0.948150575,-0.003613033,0.018908734,0.03682391,0.079884067,0.139758483,0.20885019,0.244880095,0.320491493,0.322791666,0.287849486,0.284138829,0.295496404,0.271592349,0.251585424,0.236130059,0.222028196,-0.007446324,37.38
1852,0,1.09976963,20.65721689,30.10946907,36.09986012,56.95782475,73.24104633,90.24279542,96.70944872,98.79172266,99.11744155,99.99892853,99.98825238,100,100,99.78899758,96.41824849,0,0.008322601,0.040311128,0.049511649,0.094209179,0.219210058,0.328492373,0.481066257,0.566057205,0.729084134,0.781780362,0.835499465,0.880174637,0.907605827,0.903462231,0.828607023,0.931080937,0.000136128,0.016459577,0.041199327,0.07878229,0.132480457,0.210064515,0.240351453,0.320717454,0.312946528,0.276844889,0.283372402,0.284067512,0.266401857,0.250752956,0.237939686,0.220543861,-0.008205066,33.09
1853,0,0.348005098,18.79286694,27.97056498,35.38424021,55.62437817,73.37966773,89.74617195,95.6557878,98.60145122,99.11389692,99.99892853,99.98928533,99.99782873,99.99676445,99.44922957,96.51467278,0,0.00856154,0.037660215,0.046587076,0.088562027,0.214072362,0.315263152,0.457732767,0.5479213,0.696666658,0.757863045,0.813499033,0.858557224,0.890009582,0.890651226,0.802849948,0.911508322,0.000275465,0.012504203,0.035452608,0.07469622,0.128013402,0.206900567,0.239980489,0.31441471,0.313346475,0.285962611,0.285371721,0.286832392,0.266648203,0.249098554,0.23325257,0.219677091,-0.009837168,36.5
1854,0,0.423365356,19.57462413,27.81855905,36.12132297,57.46943988,72.56875688,93.39816754,97.20388706,99.31523784,99.48508465,99.95407749,99.95834935,99.98914365,99.98593317,98.65283068,93.26415339,0,0.007990981,0.038822211,0.046722021,0.09552972,0.230760664,0.337963253,0.491656452,0.578635454,0.718858719,0.788480401,0.838608503,0.888982177,0.915085912,0.922948778,0.826528788,0.930774868,0.00427843,0.014293662,0.034479056,0.078248329,0.136506274,0.206829906,0.255849123,0.326360732,0.324316978,0.298081517,0.289703786,0.284803361,0.261448622,0.248708218,0.236484841,0.199688241,-0.009966788,36.61
1855,0,0.259778453,20.32312148,27.36301162,36.00194612,56.44276736,73.05288828,92.31127679,97.22453681,99.34103736,99.64848159,99.95285546,99.96785599,99.99891437,100,99.54228705,96.55470914,0,0.008219115,0.038173251,0.046322688,0.092455402,0.227816403,0.338906854,0.49079892,0.582987785,0.735750794,0.796080709,0.851271749,0.902478814,0.933110893,0.936274886,0.842839479,0.957232893,0.004680109,0.018022001,0.0314021,0.077623956,0.131937474,0.206185848,0.251708269,0.322964609,0.328454018,0.305790544,0.286326557,0.290639997,0.273096383,0.260039449,0.242760569,0.213839337,-0.005993924,33.4
1856,0.00122537,0.614523086,19.99451303,28.66630177,34.92821216,57.18289694,74.31854297,94.24336917,97.02114656,99.43133566,98.81388621,99.09329745,97.19125123,95.25360431,95.32031924,80.20580852,66.38805004,0,0.008433711,0.040906686,0.048810609,0.098024018,0.234312713,0.334722281,0.48675251,0.574067831,0.73147285,0.749721646,0.782628179,0.820886135,0.810557783,0.842191458,0.660438955,0.746793389,0.003564514,0.013954793,0.035927977,0.072708651,0.136565447,0.212803468,0.25853616,0.324596047,0.332630426,0.30265379,0.279938877,0.278853387,0.251609743,0.228319928,0.183343306,0.136778966,-0.012561998,31.02
1857,0.001838055,0.564282913,19.61801736,28.66447729,35.8146624,57.02455774,76.60539552,91.45132593,97.03337,99.6001075,99.25181403,99.65605914,97.87313833,96.94365476,96.14677112,81.89815616,66.32725935,0,0.007969944,0.042224534,0.051322173,0.101441741,0.247899905,0.345074117,0.489011705,0.573316932,0.736992002,0.762014031,0.79643029,0.832790196,0.82502377,0.850070357,0.681005955,0.764108062,0.005881577,0.012872191,0.037406106,0.073780961,0.137715295,0.217515796,0.252322227,0.328276098,0.336174071,0.301580012,0.278502524,0.28079319,0.262070745,0.235463843,0.19063203,0.134434164,-0.016317792,30.15
1858,0.000612685,0.708263896,18.57460753,27.3496081,36.47813659,54.69254289,73.05586114,91.2861137,96.80178414,99.66138135,99.59258264,99.9871424,99.97321333,99.99457183,99.99137187,99.65373961,94.5550554,0,0.008154279,0.040203191,0.04781843,0.102616698,0.243266463,0.336779684,0.478821993,0.572660923,0.750284553,0.794792056,0.833616197,0.891660273,0.90430212,0.919309914,0.825308919,0.932176471,0.006554273,0.012879366,0.034577813,0.078447491,0.133955553,0.205431759,0.249676675,0.323474824,0.342763007,0.30328688,0.28422007,0.287454844,0.279290587,0.261578381,0.245878115,0.197242066,-0.013149019,36.93
1859,0.00122537,0.560606803,18.94101509,26.78039287,34.74958086,54.5991167,72.58893461,89.16195491,96.52793057,99.40661113,99.48569592,99.98611645,99.98825238,99.99131492,100,99.67429882,96.17382271,0,0.008952739,0.038604885,0.047076881,0.099764407,0.236869544,0.333423764,0.476885229,0.568035841,0.761435747,0.806299269,0.840023458,0.898463428,0.915692866,0.924993217,0.825647593,0.936723769,0.003422168,0.014308906,0.03279322,0.074697457,0.136384308,0.206448391,0.251351357,0.327605397,0.333407551,0.291867554,0.280418843,0.28533861,0.278216332,0.256628126,0.245322034,0.201205626,-0.008137259,31.14
1860,0.000612685,0.651284188,18.75565334,27.50653774,34.27160494,55.83003713,70.80308031,86.6565401,96.11538932,98.7411986,99.23246439,99.96142719,99.9903568,99.99457183,99.99892148,99.4398124,95.42828082,0,0.008896711,0.03898954,0.046480462,0.095377207,0.218969658,0.315653175,0.457862258,0.556853056,0.750571549,0.77159512,0.804397821,0.863820076,0.878297269,0.891154289,0.792864084,0.9066872,0.003957743,0.012517348,0.034022894,0.072933875,0.13945359,0.202499568,0.240410954,0.320207298,0.317848295,0.284903198,0.280099303,0.278992146,0.272632718,0.259845614,0.240245342,0.201543465,-0.00402527,36.96
1861,0.00245074,0.381702774,18.21063862,25.8377425,33.94027854,54.07677934,70.95747599,86.7866523,95.18824105,98.83902177,99.25933889,99.97642773,99.98184459,100,100,99.79548996,96.67169974,0,0.009306778,0.037198458,0.045795348,0.09136159,0.211214349,0.310479313,0.453435153,0.550473273,0.750724137,0.770415425,0.815466285,0.869837582,0.888595462,0.905348659,0.801312149,0.918139935,0.00316749,0.012767662,0.02962466,0.070738606,0.12909767,0.202168614,0.240283817,0.313611597,0.320904493,0.28598693,0.283431709,0.276319712,0.269678175,0.25719738,0.249282748,0.209576696,-0.002835367,37.54
1862,0.00122537,0.546515048,19.39155617,26.37105972,35.35009907,55.01650125,72.34445667,85.44250042,95.58009019,98.74872346,98.91888996,99.99466017,99.91428265,99.96200278,99.64075485,97.35868248,92.02627251,0,0.009325888,0.040135752,0.04922159,0.096081413,0.214721635,0.31239751,0.453013569,0.547789037,0.738265514,0.745496511,0.797881365,0.84897536,0.870771348,0.884372175,0.768884063,0.889505506,0.00551642,0.013697812,0.02867228,0.072690643,0.129851043,0.201717719,0.241702542,0.31282872,0.320640326,0.287672043,0.288766921,0.280983716,0.266275436,0.251329273,0.240230441,0.196347341,-0.004991736,33.41
1863,0,0.380477404,17.62192886,27.23651402,34.55875629,55.09476085,69.56134736,82.93835708,93.63464124,97.81564096,99.21741467,99.98821386,99.98398052,99.99782873,99.99460742,99.63209834,94.26181614,0,0.01007916,0.038174599,0.046989799,0.093033738,0.211116895,0.310315281,0.443611801,0.542121351,0.72818625,0.74182266,0.798925102,0.847458482,0.872082889,0.886700511,0.779150188,0.904167712,0.004142311,0.007933385,0.033154245,0.07286495,0.130671412,0.192661807,0.228833243,0.295074582,0.305450529,0.290785253,0.293172181,0.281867355,0.269432396,0.255600393,0.250948519,0.196193442,0.000278118,41.53
1864,0.001838055,0.358420743,16.81268099,25.68874293,33.13324819,53.34184759,68.34800147,80.1430629,93.44884488,97.97903789,99.03789304,99.97970866,99.95392693,99.99348619,100,99.84851108,94.45334141,0,0.009479744,0.036159988,0.042581286,0.081112742,0.191160828,0.28263548,0.411818594,0.517028034,0.722617507,0.709644139,0.764839709,0.813698471,0.818193436,0.849958003,0.745076358,0.858977079,0.00349476,0.009506455,0.030827679,0.069027588,0.123294927,0.191527039,0.226506099,0.300860077,0.310696661,0.298003405,0.297050029,0.286976218,0.274996966,0.25203982,0.247073382,0.191232055,0.001251291,47.65
1865,0.00735222,0.487697285,19.35741503,28.49297573,34.42524005,55.25856002,70.68573524,84.48154529,96.36371434,99.4775598,99.84249437,100,99.99892853,99.99782156,100,99.69702216,93.77488747,0,0.008141503,0.040194906,0.04725166,0.093415767,0.207011327,0.319369674,0.468415201,0.563029051,0.789777517,0.783509731,0.82499373,0.873851717,0.894951642,0.912594795,0.810663521,0.921711028,0.002589984,0.01213402,0.037217025,0.074033722,0.130757377,0.202152789,0.246055663,0.322455913,0.334673136,0.318332314,0.303170025,0.30596295,0.278657138,0.261888385,0.251184106,0.192867965,-0.004171902,55
1866,0,0.239559847,18.15670456,26.17025407,32.68952904,53.00177146,68.84011584,80.81843599,94.9382716,98.3251814,99.33028756,99.99892853,99.99786407,99.99348619,99.99568594,99.28692001,89.14689387,0,0.006465404,0.037670169,0.041360598,0.080353759,0.192480713,0.291126281,0.415658921,0.526841223,0.752881944,0.761230052,0.800141454,0.859582245,0.865430951,0.88935858,0.79368639,0.897767723,0.002562912,0.01086833,0.030786492,0.069170684,0.128240824,0.197104394,0.23336941,0.311140299,0.316200584,0.305081397,0.303995848,0.31447047,0.27444011,0.265508354,0.251402378,0.184318006,-0.009739306,51.23
1867,0,0.428266837,17.46928822,25.85294654,33.50118591,54.26484506,70.71446033,82.81853282,95.17296174,98.3789304,98.95834453,99.99359221,100,100,99.99675381,98.47429017,87.28358726,0,0.006819402,0.039183892,0.04493098,0.08533255,0.200248867,0.296483517,0.403861791,0.516592026,0.719716847,0.73051697,0.782081187,0.827058434,0.8367154,0.856123209,0.747590542,0.846172571,0.002544173,0.010957122,0.031241331,0.071508922,0.130570084,0.19639428,0.238567576,0.302580863,0.312220335,0.289350718,0.288573891,0.305874854,0.268945396,0.264192969,0.244105473,0.177648395,-0.008782081,55
1868,0,0.307567886,18.03505563,25.17119747,33.32418839,53.15525735,69.37905807,82.02757168,94.10035448,98.22305832,98.91138969,99.93785492,100,99.99891437,100,99.42650623,91.19200139,0,0.007388655,0.039486907,0.046123046,0.084546261,0.20086351,0.290275425,0.394831508,0.513038754,0.70644182,0.728283405,0.781804144,0.839050472,0.832116306,0.851064563,0.750906408,0.853726029,0.002649703,0.013162397,0.028315885,0.072014146,0.12977916,0.198095605,0.236886293,0.307898134,0.310360432,0.293422699,0.286715895,0.312300414,0.275611341,0.269362718,0.2505714,0.182238042,-0.008956517,55
1869,0,0.382928144,18.34800147,24.8877942,32.33897272,52.46912082,69.77264393,79.20903201,93.07543378,97.53292126,98.32840634,99.71498982,99.96999893,99.98257251,99.97842968,99.28367382,92.63222819,0,0.007015183,0.036498047,0.041082669,0.078189805,0.195537582,0.278127104,0.386726081,0.500610828,0.723759115,0.69585675,0.757603765,0.813687265,0.817163408,0.820618868,0.713247538,0.823828697,0.003969111,0.013699919,0.028581021,0.071849279,0.127248421,0.196938097,0.235612616,0.310677528,0.301682472,0.287835032,0.283303261,0.305233777,0.280467898,0.265321672,0.249257579,0.187572181,-0.004923713,50.62
1870,0.00367611,0.29102539,18.35086115,25.00545997,33.5978836,52.57832027,67.61530255,78.52301473,90.86847574,97.74684225,97.98871271,99.72766885,99.96902901,99.95548897,99.98376904,99.10405125,92.92709232,0,0.006689102,0.036778279,0.038639996,0.085224755,0.189338073,0.26641959,0.361860335,0.48941946,0.789569557,0.669437289,0.737761676,0.797556996,0.792018831,0.805769086,0.702715456,0.818565488,0.002638704,0.013983419,0.02816961,0.073251687,0.129782423,0.194815502,0.230419293,0.31495595,0.30857572,0.290491909,0.284875005,0.28931269,0.279231191,0.262935221,0.249842346,0.189733967,-0.000565076,55
1871,0,0.344328987,19.20987654,25.23566259,34.15393995,51.36013978,68.42928737,78.62044759,92.03825938,98.28325719,98.81174328,99.7932069,99.92714026,99.96851659,99.98921484,99.2815097,93.93503289,0,0.007055604,0.036845639,0.041256249,0.080342166,0.190874293,0.269738823,0.378111809,0.503812253,0.790126264,0.714248002,0.767703235,0.833673537,0.832327127,0.841697812,0.746877968,0.849033833,-0.001438922,0.015989402,0.028829819,0.074157655,0.123753078,0.195444435,0.229648918,0.319077849,0.30818224,0.30647549,0.28725034,0.279891461,0.283435643,0.265652835,0.253174186,0.192943439,-0.000927618,55
1872,0,0.136628762,15.58061362,21.82691723,30.64715745,49.19253076,64.98094803,73.71205319,89.58925596,96.69228702,96.70518678,99.04103718,99.62514418,99.88817961,99.8781277,98.08041898,92.87461046,0,0.008090276,0.031892739,0.034318402,0.071724921,0.169871777,0.235818177,0.313745737,0.437039196,0.699602783,0.6183725,0.658836424,0.734211802,0.734573662,0.747299731,0.634858549,0.737169325,-0.0031864,0.008942683,0.02175617,0.062838979,0.115661487,0.178078994,0.204087034,0.28473416,0.283661723,0.282330245,0.274643749,0.25931409,0.282776356,0.262121081,0.256227106,0.191594988,-0.00022835,55
1873,0,0.070458779,9.044352995,14.62324393,23.83689108,40.5069281,56.96919692,68.98004139,87.59198142,96.46654125,96.15694706,98.55504293,99.58105647,99.559956,99.64724723,98.33680736,96.86526143,0,0.00625686,0.021325855,0.023346027,0.044362996,0.131588653,0.172103137,0.209978446,0.358179778,0.63869381,0.584005296,0.637679279,0.71199882,0.701711535,0.722433329,0.619841218,0.700035989,-0.004087739,-0.001200989,0.011683024,0.047365882,0.087787211,0.161570698,0.190053359,0.298781753,0.308304667,0.276749045,0.274075866,0.255126774,0.282464772,0.262313485,0.271043718,0.216551632,0.005499881,42.01
1874,0.00122537,0.232820312,9.304069502,14.19228809,21.75461058,38.8712522,56.37555251,71.07091417,92.10732184,97.24160172,96.28843887,98.87174542,99.48462445,99.6981935,99.80694564,98.62036877,98.94823407,0,0.006485009,0.021893585,0.01332105,0.036619026,0.136555195,0.173528209,0.17468214,0.375896722,0.638125956,0.628793895,0.672083259,0.767512798,0.740093112,0.764565527,0.661107838,0.733744621,-0.001199062,7.26E-05,0.010616804,0.043946434,0.084755667,0.171216875,0.20718199,0.330902606,0.343723983,0.280320734,0.286500871,0.273731232,0.282827526,0.259580702,0.285208553,0.237255305,0.014405424,55
1875,0,0.40314675,12.33345557,18.60001216,27.22206981,45.06297168,62.67999022,79.91215511,95.44775022,98.15748455,97.18892771,98.7131018,99.70096971,99.88926524,99.86257791,99.01099377,98.40811044,0,0.007387063,0.030237393,0.017123913,0.038805649,0.170478061,0.211420745,0.2273397,0.466638356,0.739061296,0.712139845,0.733224988,0.823202014,0.791263342,0.816072643,0.713079095,0.792435586,-0.000319046,0.001630093,0.0184421,0.059086259,0.105578512,0.20333676,0.242948547,0.365304887,0.365215868,0.275563687,0.287472457,0.286379218,0.285333753,0.258505046,0.293546617,0.23401776,0.0101149,55
1876,0,0.316758161,12.28227404,18.86942772,27.24016299,46.23019243,67.90001524,81.62513163,99.57156827,99.96022575,99.5947326,99.98285653,99.99464267,99.99240056,99.97842968,99.42326004,99.17438539,0,0.006593684,0.029293621,0.024026114,0.044938974,0.165375739,0.211049825,0.188818306,0.460042149,0.767994523,0.735538006,0.743763983,0.830769241,0.797500908,0.830328882,0.731663525,0.810011923,-0.003861421,0.00256823,0.018679434,0.05753218,0.106703363,0.210482478,0.251960546,0.369580209,0.394644916,0.289298832,0.301809072,0.292979211,0.290188074,0.264666587,0.282633513,0.256340891,0.010291067,37.23
1877,0,0.074134889,7.471422039,12.98181597,20.12010364,37.59130287,51.22417797,66.22287312,88.27710549,94.17360924,92.70009643,95.85020894,97.42833953,98.13705055,98.55478861,96.5200831,95.49536877,0,0.005291925,0.02070112,0.010263301,0.034235839,0.125789225,0.175201163,0.220437944,0.34831813,0.638116837,0.576073468,0.623599708,0.700247645,0.655960262,0.709631205,0.609357655,0.668357611,-0.005724351,-0.001710752,0.009891329,0.037914474,0.078546241,0.14724876,0.183432043,0.275378853,0.308983326,0.241287053,0.264078081,0.261938661,0.273066789,0.246631652,0.240335181,0.22051239,0.016429996,55
1878,0,0.011641016,3.581771071,8.575685702,19.67037645,39.86022471,55.26970395,71.92195546,89.63389727,97.38779898,98.37994214,98.72937382,99.15399086,99.5855696,99.88783434,99.59530817,99.30964335,0,0.008647158,0.013928405,0.0053602,0.03797802,0.099296682,0.174244836,0.262330294,0.435169041,0.627972722,0.670450747,0.683354259,0.797987998,0.844059765,0.887906253,0.743061423,0.942790508,-0.012052023,-0.009203801,0.003283166,0.033700127,0.089239277,0.152404889,0.21079284,0.324614733,0.30408591,0.280769557,0.276086152,0.276223958,0.238234714,0.273655772,0.288146794,0.320672125,0.031049382,48.36
1879,0,0.00122537,3.14875932,6.659960372,15.4552089,33.47569706,48.79354602,61.98588582,78.90172351,84.06342381,86.57780167,90.44127923,91.92221151,93.22998089,98.41547971,94.39274584,97.24939404,0,0.008576222,0.007268318,0.003847037,0.027014671,0.078016154,0.141946837,0.18659763,0.329142839,0.3770518,0.445392609,0.451119125,0.544823527,0.540187836,0.637507498,0.475708902,0.709553063,-0.016407263,-0.008282724,-0.001545311,0.020434616,0.06727352,0.124129847,0.168225661,0.263801694,0.227363691,0.206472024,0.225929663,0.228547066,0.200445995,0.235421807,0.244213104,0.29677248,0.031155962,41.17
1880,0.000612685,0.003063425,2.268556622,5.358939186,14.33364071,30.91739669,43.78247231,50.41756938,61.43331809,66.90889546,68.12899758,76.2230794,76.32894383,76.74104051,90.43482935,80.01752943,86.97411704,0,0.007226247,0.00732776,0.004835735,0.024786977,0.072509497,0.137835562,0.170143068,0.255901337,0.246999264,0.279625416,0.327147752,0.400535911,0.364320874,0.511258304,0.348435283,0.57927686,-0.015769416,-0.010926131,-0.006169228,0.01773487,0.062213548,0.106682807,0.13235648,0.191214114,0.155750737,0.143274039,0.159205928,0.167008117,0.134061754,0.198282465,0.195788234,0.25169009,0.030016281,33.34
1881,0,0.00122537,1.654625819,3.378753239,8.199233716,18.28362736,27.02786945,31.87885227,40.42005792,47.54958345,50.45644487,57.80704112,60.49930355,70.10907202,78.0403365,70.55812846,77.69217452,0,0.010139898,0.009041048,0.01067948,0.021396054,0.058715031,0.133754373,0.174911797,0.257043064,0.215700313,0.281011313,0.295434356,0.346894592,0.320552319,0.441774875,0.321507126,0.511238515,-0.018774858,-0.015122885,-0.009784617,0.006675995,0.034557868,0.057234831,0.080764808,0.115055062,0.101655275,0.1026593,0.10808406,0.121562541,0.139305681,0.166229859,0.164669186,0.219841525,0.031386729,23.33
1882,0.000612685,0,1.328077252,3.467128869,9.081067932,19.74871994,30.88667778,33.81789205,42.93004115,44.12147272,48.04622413,55.54162649,58.02848697,66.20173996,77.84896533,63.60370499,71.83024159,0,0.009729015,0.007012367,0.004016909,0.022098999,0.061627135,0.121639356,0.156691998,0.217876703,0.138094664,0.179476157,0.201370209,0.235369921,0.234683067,0.35766986,0.232456267,0.374205887,-0.016672527,-0.015639197,-0.005499085,0.017133523,0.03905515,0.068644777,0.085122854,0.126168236,0.098195016,0.092215106,0.096296646,0.110910155,0.121737078,0.148713246,0.135258913,0.182683453,0.024512846,21.28
1883,0,0,1.112025606,3.283645786,11.59880123,23.02955665,37.31878743,43.71467303,53.06319521,50.41117979,51.62268207,64.18812147,69.15560333,76.59479764,91.5839828,72.20070118,81.96199792,0,0.009764127,0.004935472,0.003188617,0.02641993,0.060790285,0.116098724,0.148468271,0.1771314,0.137059972,0.153397501,0.164235532,0.2142151,0.221182227,0.372967005,0.220568746,0.404614389,-0.014640943,-0.013392978,-0.00544241,0.030570127,0.045448575,0.084707275,0.115875944,0.154089808,0.114960372,0.099139482,0.114148758,0.124005981,0.136463001,0.181196153,0.161043316,0.22315979,0.021334985,21.95
1884,0,0.00122537,0.928516994,3.044048163,11.81110503,25.36096484,39.91336634,45.51431038,50.61545496,42.47567858,39.01210758,56.05374899,63.41583628,74.01856821,92.38567731,76.61443906,89.56133137,0,0.008767055,0.003303089,0.004364369,0.027318725,0.06565398,0.1240661,0.166184202,0.176435187,0.158084452,0.129648983,0.153587967,0.200811863,0.23036553,0.396820545,0.259507865,0.513400912,-0.014115325,-0.010685823,-0.002460023,0.032909166,0.051105089,0.096357025,0.126705855,0.139989853,0.103707574,0.07957086,0.099107876,0.111252509,0.132081151,0.194932431,0.185032561,0.274310172,0.043156847,19.2
1885,0,0.000612685,1.079941327,3.472031702,12.61327008,24.06877138,37.57731329,43.33379616,46.00701113,37.39854878,34.43160441,54.07264545,57.52862134,72.14984418,93.86831497,74.48385561,89.05167936,0,0.009735564,0.004240749,0.005772876,0.033588033,0.065594934,0.114356287,0.143349752,0.1515145,0.137057543,0.128158271,0.127758846,0.146770388,0.191468298,0.376170188,0.24361302,0.510746658,-0.013083584,-0.010035149,0.00307862,0.044943105,0.050214838,0.087256312,0.115740702,0.119709522,0.089670852,0.07013467,0.096021302,0.106837146,0.131072968,0.20220612,0.192996681,0.267000526,0.044334196,16.5
1886,0,0.003063425,2.245389422,7.297938332,20.05447839,33.88519498,51.66895402,53.48417437,60.15462657,46.89277076,45.34233365,65.71244289,66.91738991,80.74143006,96.94240725,75.49070697,83.29942867,0,0.010515279,0.005328875,0.007917222,0.043854777,0.094738968,0.191860512,0.204140902,0.195068091,0.19730182,0.111918397,0.13281928,0.135104209,0.212413818,0.397372842,0.243695438,0.529210448,-0.010107571,-0.005139428,0.004872564,0.064416558,0.07473059,0.123772137,0.137556687,0.163189307,0.111093126,0.10049697,0.130333737,0.138029486,0.134760708,0.21211496,0.197158247,0.239610508,0.035089225,16.8
1887,0,0.014704441,2.930041152,8.13107758,20.25056255,34.01933954,51.02310231,53.11603587,55.95122695,34.76162322,31.28621338,60.93953238,61.653319,74.12606392,92.77613545,74.94914301,86.65875755,0,0.010492477,0.005002298,0.009310529,0.051742408,0.099755354,0.200000629,0.202639654,0.17852132,0.177627176,0.10320358,0.120414339,0.14159745,0.227058217,0.385589063,0.262088478,0.543854594,-0.009343386,-0.003722502,0.006320997,0.065275863,0.074138194,0.122068956,0.135776713,0.147361934,0.090913162,0.082638264,0.117039204,0.122606188,0.108977869,0.200187221,0.205270603,0.254610509,0.039974708,15.31
