FID,0cc21,13cc21,25cc21,35cc21,41cc21,49cc21,55cc21,62cc21,69cc21,77cc21,84cc21,91cc21,97cc21,111cc21,116cc21,121cc21,124cc21,0ch21,13ch21,25ch21,35ch21,41ch21,49ch21,55ch21,62ch21,69ch21,77ch21,84ch21,91ch21,97ch21,106ch21,111ch21,116ch21,124ch21,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21,yield
0,0,0.136628762,9.152873038,16.19935985,20.04659176,33.23181829,45.99847584,55.12823616,68.5675964,81.813491,84.13544746,86.93881924,89.54141219,91.43654778,93.54831752,89.81669841,86.26941329,0,0.005883961,0.026388792,0.032495443,0.040879019,0.173196644,0.235328674,0.321583539,0.383665413,0.491745055,0.565417349,0.589018404,0.654058695,0.67731607,0.721060216,0.608200252,0.729416966,-0.011779341,0.001820144,0.015754478,0.039046083,0.070544101,0.130894646,0.15663144,0.227833584,0.248920262,0.231048226,0.229424581,0.249003246,0.250503927,0.254986614,0.258325368,0.225403145,0.015691746,35.43
1,0,0.052690913,10.52949246,22.57033989,28.5331144,42.83707353,60.39665078,69.51868107,86.72167217,97.33727493,98.89277076,99.66675625,99.78392905,99.08698107,99.0346681,97.78176939,93.12132098,0,0.00470809,0.022080246,0.022767548,0.039292,0.169692695,0.253505677,0.343782008,0.425923884,0.615179658,0.6869151,0.714741468,0.771066785,0.841204762,0.833313584,0.726894557,0.8612445,-0.010406367,0.004092682,0.027053464,0.059558179,0.093953274,0.173158839,0.208971485,0.294805557,0.307536989,0.296111941,0.289976686,0.303889692,0.290809602,0.291395277,0.290281236,0.249101669,0.01839268,48.65
2,0.00245074,0.229144202,11.00660066,20.87088731,26.1065499,43.2830207,58.5154702,67.94124927,83.39887212,96.73098629,98.9563913,99.51569699,99.65498768,99.51739958,99.89680193,99.58665166,98.42667936,0,0.006395773,0.022278886,0.032378606,0.036928263,0.170068502,0.255166382,0.348967671,0.422532529,0.621023178,0.683501542,0.711783767,0.761989355,0.836425781,0.838222027,0.749796808,0.898855865,-0.009222757,0.002703821,0.02301378,0.04938874,0.093412831,0.161203086,0.195401743,0.274796367,0.293901473,0.297458619,0.279159516,0.293644845,0.301519066,0.296353012,0.308389753,0.288422257,0.026001828,44.45
3,0.011028331,0.035535732,11.04648682,22.94650206,27.4412143,44.52122109,60.12406796,72.68491062,87.99329371,98.59392636,99.38296157,99.69363074,99.6957807,99.4871018,99.89646247,99.2281136,97.5967365,0,0.004363311,0.02068758,0.02117754,0.042063557,0.174657732,0.264442861,0.36419484,0.453343332,0.695739031,0.73830086,0.747395277,0.793422163,0.858328283,0.861919701,0.773510993,0.910152256,-0.009530787,0.001344371,0.026146073,0.05426247,0.096740335,0.172409073,0.223395854,0.303475797,0.315299034,0.31159234,0.291301131,0.287231266,0.294311643,0.284714192,0.288764805,0.262162417,0.023475375,52.58
4,0,0.031859622,7.765279683,19.17451608,22.80848993,40.70470043,55.49336991,67.62069195,82.63862216,96.43859178,98.80139747,99.29158828,99.34533376,99.36050035,99.5624832,97.95922784,94.85979292,0,0.005194708,0.01606011,0.020776166,0.029216008,0.146550894,0.231934264,0.318539888,0.395604342,0.629610777,0.67724514,0.703970313,0.748898149,0.809233725,0.814206243,0.722992301,0.838811696,-0.010406374,-0.000623463,0.021355066,0.042489655,0.081188478,0.152005464,0.200541392,0.27891168,0.279232949,0.270348191,0.283422291,0.268540084,0.279358894,0.281397641,0.28320998,0.24348928,0.011876628,52.14
5,0.001838055,0.012866386,3.451900746,12.35055632,17.10150216,31.55378679,45.40154015,55.14431116,70.40092898,87.13356625,95.44626594,98.36708454,98.66595001,99.42678478,99.7441548,97.32405644,96.86093317,0,0.005480216,0.012034626,0.013738517,0.021188498,0.115153879,0.173225373,0.231961474,0.297563523,0.403797239,0.485104114,0.566072583,0.610405385,0.704360604,0.715573728,0.613202631,0.754482508,-0.010545976,-0.006550638,0.011942799,0.030365547,0.053170454,0.117762096,0.153942391,0.2328991,0.234781697,0.229267836,0.251223058,0.252245754,0.254648417,0.278342992,0.27113238,0.25568819,0.016919155,51.66
6,0.006722895,0.19115773,8.688309709,16.78463649,20.45062972,34.95352957,49.22237464,58.56177822,72.80963268,85.61891965,87.92475141,90.73689868,91.9061395,93.5054536,94.2094478,92.03060076,90.83059211,0,0.007832583,0.021871695,0.022289209,0.03619973,0.161088422,0.231844425,0.307912529,0.384438455,0.539907455,0.597956061,0.631107092,0.661595166,0.72213918,0.729310215,0.635404766,0.747972071,-0.013262467,-0.002215746,0.017517244,0.03721521,0.074569933,0.139990509,0.181635916,0.262193084,0.254024833,0.232298464,0.246009961,0.242638245,0.247531399,0.258677632,0.245335743,0.224078596,0.012465372,42.53
7,0.011028331,0.18993236,11.31839659,21.03448276,26.40637353,42.60841078,59.02212443,68.82935331,81.37052279,92.95780704,95.43983714,97.17065305,97.38779898,99.07050727,98.96909433,95.7745412,88.88828774,0,0.008466971,0.023924354,0.024440128,0.053141627,0.166828454,0.245139018,0.316527605,0.39124763,0.584489942,0.561447203,0.594351172,0.620013714,0.694884181,0.694424629,0.574595749,0.701063395,-0.021050859,0.003482463,0.022346117,0.05180442,0.102425344,0.169711888,0.216144189,0.288761407,0.267979681,0.24596557,0.274569064,0.273805559,0.279285729,0.275669456,0.249009132,0.205383465,0.007296311,46.83
8,0,0.207700225,11.07627429,18.98978814,25.12376087,39.05457546,55.96463954,63.87723439,76.19545288,87.51948401,92.64176297,96.64095146,96.01504972,97.48528393,97.59167386,92.27514716,82.07345048,0,0.008451014,0.02413898,0.024767628,0.05449326,0.159112886,0.238421768,0.303230733,0.353216022,0.507779717,0.440994769,0.507557094,0.539946616,0.626600802,0.6380983,0.498724729,0.636611402,-0.019996125,0.002379337,0.018361691,0.048634313,0.091553099,0.159504861,0.195799857,0.266092867,0.250084758,0.231318057,0.260080427,0.264701247,0.264733613,0.258526295,0.246397302,0.202389687,0.002982942,47.53
9,0,0.113959416,8.82731291,16.88462125,23.30680191,37.68108908,54.68952451,63.33512427,75.87562872,87.42273582,92.83525934,97.01263101,96.90560377,97.90255341,97.80489116,95.65335007,93.25927524,0,0.008116285,0.02112828,0.019052111,0.043892831,0.13745822,0.211926535,0.273109943,0.323368669,0.479612976,0.404565841,0.494166851,0.533250272,0.619438648,0.628796339,0.494659454,0.648703873,-0.016663834,-0.001669395,0.013400307,0.043570261,0.083734684,0.150806502,0.194024369,0.269173115,0.248199344,0.230835319,0.25349018,0.269847572,0.267598718,0.261113524,0.274670541,0.234593362,0.006476127,43.48
10,0.00122537,0.385991569,12.44322512,21.42234415,26.95311075,41.4217768,57.30955647,64.94414253,77.01752782,88.76538565,91.96185578,95.00456866,95.27761354,96.04397507,96.78688525,94.9099723,94.1525277,0,0.008027349,0.027065685,0.026420416,0.057067212,0.166505799,0.239376649,0.307057798,0.367250025,0.539079547,0.47966969,0.518922329,0.573194325,0.622650683,0.640096486,0.524992406,0.651677191,-0.015791336,0.003083447,0.022960695,0.052511699,0.097549178,0.168116465,0.204160377,0.277327031,0.259395629,0.240566805,0.248334169,0.273133904,0.269734949,0.266752511,0.270983964,0.257865399,0.008590565,42.09
11,0.000612685,0.122537006,10.79330155,19.76829046,24.26077966,37.5466764,53.65725461,60.81473477,74.02530102,85.88443967,88.9384574,92.17293475,94.09086039,87.36041378,96.57571182,92.08145776,92.30219875,0,0.008379398,0.024587307,0.026156589,0.047395058,0.139688715,0.212120771,0.265242904,0.327000767,0.507027507,0.41906628,0.452439725,0.529554844,0.599629581,0.599249542,0.495525658,0.616118491,-0.020853639,0.001487058,0.021735847,0.046553478,0.088198021,0.150831938,0.182800874,0.25705117,0.245953798,0.218873993,0.222319886,0.246125415,0.186708227,0.254578859,0.23907195,0.244695067,0.01371438,43.45
12,0,0.014704441,6.355738455,13.03215973,16.4017569,29.4607974,43.00624905,47.91517003,60.14912602,73.94571352,76.95673206,82.4746036,84.58478904,89.77125173,93.54474604,84.47454986,87.5746624,0,0.007270371,0.019610493,0.018712837,0.033815112,0.097063296,0.161501512,0.205794901,0.244362459,0.351391345,0.25890103,0.30950582,0.383767396,0.488192618,0.503719985,0.39566347,0.540635765,-0.017596215,-0.001675408,0.011353113,0.0227958,0.065941386,0.113918938,0.139067069,0.197615579,0.184389144,0.164029911,0.169512153,0.178180233,0.192914128,0.224715441,0.206844568,0.238216311,0.013647676,41.36
13,0,0.012253701,4.018289895,9.958238073,15.79882017,27.27498847,41.63488571,47.40017671,59.65554031,75.42166084,77.2827601,85.77306332,86.75024108,91.26882791,94.21123354,87.10721087,90.81212252,0,0.00704563,0.018452743,0.016753007,0.025928227,0.08248584,0.152117416,0.18891108,0.230802044,0.316540748,0.224555761,0.303160518,0.372597516,0.484329879,0.508811712,0.386665255,0.5516752,-0.01542757,-0.007859398,0.005438691,0.02421049,0.059583548,0.105873875,0.132519484,0.195028231,0.169003665,0.160929471,0.177448124,0.186904714,0.206960097,0.228041157,0.218124226,0.242028132,0.017155252,41.55
14,0,0.022669346,7.944627796,16.53528426,20.8915648,32.95942634,47.6293248,54.79900271,65.68937662,83.30986294,82.52297769,89.09755442,87.21633969,92.84458051,93.74568594,84.07959661,86.40603359,0,0.006724783,0.023717288,0.024419179,0.043525159,0.11210876,0.200601891,0.223782465,0.289029449,0.438104451,0.307259798,0.369116396,0.439302772,0.51915735,0.524024785,0.417954922,0.532487452,-0.017392762,-0.004624553,0.017316703,0.034808073,0.079250298,0.130287632,0.164093956,0.220981121,0.207892716,0.186106578,0.19912973,0.203681782,0.223230109,0.223758131,0.20675756,0.219188884,0.012015358,40.02
15,0,0.017155181,5.811918915,12.87599586,18.04581523,27.4145211,41.01026769,46.54118045,56.15205965,70.04891158,71.05401774,77.31362537,80.56328944,89.24212258,89.00080623,80.73385561,86.82046399,0,0.006697151,0.022663185,0.021027625,0.040082164,0.089430571,0.141364932,0.185915828,0.218219787,0.319508493,0.210110933,0.281958789,0.342538506,0.439211458,0.44708547,0.34917438,0.484747052,-0.019756489,-0.00523267,0.011909599,0.02984898,0.064061128,0.108225182,0.13544105,0.180551708,0.165877879,0.15033114,0.159679294,0.177258462,0.205468014,0.204441711,0.199960649,0.220814914,0.017756039,41.3
16,0,0,5.973479652,13.56744399,19.34014474,28.33058313,41.60158512,47.63558901,56.45785703,68.91695781,70.49073181,77.87420979,80.47144541,87.60604224,89.66350302,81.64278913,86.67005713,0,0.006824996,0.020852327,0.018633747,0.040026665,0.097195692,0.141081899,0.192098334,0.223285526,0.293257147,0.23168394,0.299052,0.361842513,0.457639575,0.471549898,0.379443824,0.524118304,-0.018441467,-0.004982616,0.011524447,0.03502332,0.064778298,0.10789948,0.141312897,0.190233707,0.164427906,0.151830673,0.163071573,0.184434325,0.203874767,0.206435665,0.211269736,0.230702758,0.018370442,37.56
17,0,0.039211842,6.436254737,14.83371437,18.83476251,29.97342813,43.06502873,49.92242634,60.13656455,74.21983338,75.09486697,83.10561677,85.14377855,91.65512465,95.90755173,88.45535869,90.62175381,0,0.004970903,0.021074155,0.024434319,0.037532277,0.10504321,0.145708978,0.191361606,0.224695146,0.307690382,0.232979417,0.3006863,0.362062454,0.472733736,0.487379462,0.390875846,0.550425172,-0.012168855,-0.004853476,0.015194544,0.027590595,0.065390311,0.112761356,0.147471383,0.206093878,0.181226328,0.165076658,0.175490692,0.198889926,0.204253986,0.22311233,0.233614981,0.245612919,0.021515826,38.27
18,0.000612685,0.022056661,6.565462582,13.30955647,17.65876386,27.00441651,39.81893004,45.21608944,55.26779454,69.75651707,74.27250739,80.959957,84.50016072,90.26185513,93.10077936,87.03146641,89.13071613,0,0.004254884,0.021031508,0.021394592,0.03536823,0.10276746,0.146395788,0.19266744,0.222613201,0.292813569,0.227241039,0.301025301,0.361994773,0.448830128,0.467586935,0.38126117,0.518696427,-0.016226381,-0.002749186,0.013345384,0.030798562,0.055044986,0.105267592,0.129143417,0.185801968,0.161414519,0.162285954,0.165750548,0.198283836,0.191213593,0.213927835,0.232097939,0.242338762,0.023148151,38.45
19,0,0.009190275,4.091449474,9.472723955,12.94289363,21.80652285,32.1501039,36.7642609,45.13690258,55.12281645,60.11143255,67.53026894,73.32007525,80.2123009,83.21721311,80.68408068,81.62114785,0,0.004844318,0.017505901,0.018346526,0.028240712,0.088907622,0.127555221,0.16811043,0.201892048,0.235428199,0.186650455,0.260283053,0.32090959,0.400450408,0.441079617,0.378694952,0.527205408,-0.014955733,-0.00715919,0.009695714,0.016390273,0.043126713,0.078877725,0.098899066,0.146801099,0.121802695,0.124426067,0.134632334,0.162545621,0.161515996,0.19971025,0.230942488,0.230314508,0.033988461,32.24
20,0,0.001838055,3.255103288,8.23715897,12.39129113,21.52442428,31.76527968,37.90062119,45.28456028,56.87180865,62.96801935,68.22359581,74.3458695,80.88426247,83.46895996,82.70429363,83.71061288,0,0.004192928,0.017015375,0.01431462,0.019611539,0.084847927,0.116790153,0.180455178,0.215240732,0.246710196,0.22668846,0.322205991,0.371868461,0.420952827,0.467353135,0.414720029,0.530926168,-0.011950146,-0.008857103,0.004646059,0.015970094,0.04198318,0.07168103,0.102347925,0.145964622,0.13140969,0.135881931,0.138552964,0.162971452,0.174496189,0.194037825,0.222130179,0.247864172,0.023046274,40.91
21,0,0.022669346,4.408474318,9.494894071,11.711034,20.56254941,29.86004156,35.57824074,44.64563329,54.34453104,57.83821553,64.65552341,69.63826928,76.83842625,78.45202902,77.73870325,80.15386946,0,0.00596745,0.017664313,0.020619951,0.020711526,0.097116828,0.136374682,0.214004621,0.245222867,0.270853668,0.253174603,0.329046756,0.387423396,0.410482585,0.459270269,0.408654332,0.50835973,-0.012340343,-0.006516234,0.009357851,0.013693508,0.039327379,0.071593553,0.099383302,0.149700597,0.130961195,0.126745775,0.138332337,0.157157227,0.1774946,0.186974302,0.213227808,0.227168038,0.030670006,43
22,0.00490148,0.076585629,7.620789514,16.94192958,21.42857143,34.56951151,48.58085809,56.74344295,67.77349957,81.58774523,83.24440159,87.93980113,91.76457941,95.14829772,94.72713546,92.03168283,91.5999394,0,0.005145746,0.021688422,0.021256946,0.03573852,0.113180086,0.171051428,0.220971733,0.285082996,0.42423901,0.29265064,0.419384718,0.463575065,0.52590698,0.543548107,0.420552641,0.564532399,-0.011601096,-0.004998381,0.017147288,0.03573228,0.080679409,0.13576135,0.168663651,0.232184753,0.210570693,0.19372189,0.200836137,0.221736729,0.230163306,0.22339116,0.236116588,0.257133693,0.020875378,55
23,0.006739535,0.087613959,7.691602494,16.65815241,21.4085021,34.62229125,49.50342936,57.05256295,67.62688615,79.83660306,78.26068261,83.40338619,87.57741348,93.58985457,92.16662188,90.70290859,91.64150129,0,0.004525327,0.020683505,0.024933774,0.04302479,0.120728709,0.168730661,0.210209802,0.258696079,0.387585431,0.271445423,0.362430871,0.4151344,0.4895823,0.514752865,0.381803334,0.552454889,-0.008339454,-0.005350644,0.017249284,0.037216596,0.081029221,0.137861103,0.171061322,0.229311466,0.203256533,0.185133457,0.186412916,0.209828958,0.224559397,0.218202338,0.227120623,0.266178101,0.023715114,55
24,0.000612685,0.061881188,6.520347508,13.95884774,18.50081293,30.61406489,42.62192886,51.85542925,62.55448865,82.00698737,75.37651169,80.60323583,86.81322225,92.65927978,92.46225194,89.78315443,91.91698407,0,0.005738945,0.0212203,0.024064673,0.039846346,0.11971844,0.156710044,0.219414234,0.250032842,0.335434586,0.274710327,0.343899041,0.403256983,0.487519473,0.52302146,0.412149936,0.555359423,-0.01122801,-0.006026858,0.014345703,0.031933978,0.068569846,0.114433713,0.155288696,0.208205938,0.200438872,0.182945088,0.184509382,0.216431603,0.238932341,0.235105604,0.24132967,0.2749345,0.024961023,53.99
25,0.001838055,0.248750123,8.296296296,15.30437433,19.67341726,31.16127545,42.65691206,50.2236657,61.37722908,83.68288095,75.69377478,81.09540446,87.26133076,93.62339855,93.65224402,89.28540512,92.30003463,0,0.005356838,0.020808043,0.023914965,0.037456438,0.126289219,0.157070443,0.231498212,0.261946678,0.336882204,0.289295495,0.37481916,0.428531259,0.504406631,0.555625677,0.437605053,0.589203298,-0.008955413,-0.002183759,0.015753031,0.037104458,0.07230711,0.12101122,0.150616243,0.206034586,0.197317272,0.186559275,0.194956347,0.225609198,0.252745479,0.245633081,0.242759287,0.282193184,0.029449675,55
26,0,0.183805509,8.052805281,15.10562414,19.86681263,32.88420005,44.02823616,54.3850837,65.35509106,86.3574308,85.20935232,90.57242677,94.10911045,96.14816745,96.96103198,95.17291378,96.32747576,0,0.005438,0.019531731,0.025211815,0.03039242,0.120837711,0.157849282,0.245336145,0.28521809,0.425365299,0.405132443,0.503191471,0.551359236,0.618442297,0.664111137,0.571772039,0.705489516,-0.004990558,-0.003067034,0.013922034,0.034948349,0.075927205,0.127134725,0.166699886,0.226508066,0.244887084,0.226731956,0.249232665,0.276016414,0.288206041,0.290964276,0.294620216,0.328656673,0.050666634,55
27,0.005514165,0.015929811,3.623228166,10.75107949,15.53180131,31.22740178,43.17207743,54.33537178,66.87090383,86.72722386,88.06449879,95.13661202,96.0355727,96.46814404,98.78990509,97.08816655,98.76402071,0,0.004260977,0.012715952,0.007996266,0.01929117,0.09776184,0.148734361,0.224195182,0.276572317,0.4317303,0.411884159,0.513847232,0.576513171,0.652003109,0.711614668,0.61501658,0.776970685,-0.00588055,-0.009223627,0.010365358,0.024063187,0.06400466,0.115843281,0.161373809,0.233819231,0.265342444,0.24043645,0.27252686,0.269144624,0.262817532,0.301651597,0.30742234,0.377276123,0.061129414,55
28,0,0.00245074,2.703246456,7.871361073,12.86565712,27.24222864,37.40129569,46.9432354,59.86221613,80.09674819,81.70577521,93.38349906,94.72399893,96.82522507,98.47890352,95.50510734,97.68762985,0,0.003843288,0.009527456,0.007976048,0.015896825,0.068271734,0.112560749,0.180533543,0.228076696,0.33953166,0.277397245,0.413888514,0.48861146,0.566370785,0.65021354,0.533400714,0.737120509,-0.006296869,-0.00808196,0.003994084,0.019962853,0.045472048,0.087343112,0.127251893,0.194451168,0.230805933,0.204942986,0.23884283,0.242200956,0.242918074,0.282229364,0.286856443,0.346747786,0.051042501,51.2
29,0.000612685,0.000612685,1.0695514,3.775034294,7.101502159,16.82945473,24.57674135,31.76553177,44.39860653,62.6401505,63.47325988,73.14700349,75.05625201,79.81951177,83.33673744,79.3563885,84.82405644,0,0.004431031,0.007557497,0.00519875,0.01315723,0.041517042,0.097415693,0.169197619,0.223515272,0.295482069,0.227985963,0.345152855,0.426148862,0.455124289,0.560223818,0.472227514,0.61958921,-0.006087832,-0.010413333,-0.000759903,0.0078451,0.019491788,0.049858782,0.077411793,0.136102021,0.175448194,0.147437379,0.17657885,0.183878586,0.184511065,0.208607614,0.222604662,0.267502517,0.049884778,48.36
30,0.00735222,0,2.218564243,4.602347203,6.627193089,13.97267587,20.54699914,26.41368194,39.40679774,56.54608976,57.48024725,62.66795243,66.43375437,73.00243182,77.66609146,71.81257599,77.66836911,0,0.003866815,0.008646502,0.005169806,0.012351649,0.091403961,0.154210135,0.218534738,0.268273294,0.244224206,0.229215801,0.302410215,0.37789917,0.380758464,0.453714937,0.376291156,0.448915929,-0.009222656,-0.012479388,0.000897947,0.005311015,0.015065505,0.039371636,0.057239808,0.109436452,0.138206631,0.125951424,0.133590415,0.145647556,0.156908378,0.164927006,0.168662369,0.195337728,0.032893896,45.07
31,0.491373395,0.003063425,0.821825941,1.306330962,2.111536824,4.586754242,7.334857491,9.270807551,17.53513184,31.75920451,30.6139505,31.41521096,37.88551465,49.08673823,58.99059393,60.20494287,75.16771988,0,0.003751431,0.007215825,0.004972368,0.013928816,0.050666969,0.11326424,0.175442114,0.222653612,0.204305202,0.213883683,0.26879859,0.351719856,0.334672391,0.411256492,0.38176617,0.477229774,-0.009479785,-0.013097365,-0.005670089,-0.004000387,-0.005263517,0.009279985,0.017469,0.044048876,0.070537999,0.061718352,0.057968952,0.07830853,0.107682645,0.136192724,0.156333327,0.193967968,0.066458873,23.29
32,0.073522204,0.032472307,0.067840117,0.139003201,0.48957003,1.46569924,2.666544432,3.820457269,7.529641853,24.0107498,17.73931739,15.11518269,19.176042,25.09954986,32.08045729,35.72216932,55.09275237,0,0.004528936,0.006502178,0.004369696,0.013013236,0.00747702,0.0279855,0.031060765,0.113562316,0.082821049,0.0459878,0.120622389,0.189731583,0.216803804,0.318137169,0.295900136,0.379418373,-0.01433778,-0.02012823,-0.005600656,-0.005358383,-0.011803957,-0.003156356,0.003763341,0.014210842,0.039325062,0.030983396,0.02192387,0.0364643,0.049910914,0.070725255,0.084951274,0.121534295,0.047936425,6.83
33,0.162361533,0,0.073769242,0.23532998,0.689169842,1.166007426,1.857033989,2.066417546,4.165218717,14.0478366,11.43671056,13.11367912,20.18489653,31.70663089,38.85407149,37.81488054,52.35240651,0,0.004088243,0.007536585,0.004755694,0.024821123,0.014949515,0.023568556,0.074914083,0.116622344,0.074736372,0.08406838,0.101071104,0.158796206,0.194567353,0.343843669,0.29576394,0.345476747,-0.019319637,-0.019525096,-0.005685615,0.007831434,-0.007432604,-0.002268228,-0.001847521,0.007903256,0.019774485,0.016578764,0.020474279,0.041076954,0.06642174,0.088152029,0.092933543,0.122995608,0.047355503,19.31
34,1.224144692,0.012253701,0.123761622,0.237768633,0.918932068,16.55038948,47.72399462,31.91567712,35.91708581,53.44047299,23.40726455,9.509271701,11.59541412,19.86127943,22.13168503,24.00341932,71.94317001,0,0.004321047,0.009586337,0.005778119,0.023549737,0.023609489,0.019124467,0.126347512,0.187808201,0.329249769,0.282697022,0.15806137,0.216752157,0.261466324,0.451278955,0.371584654,0.188754499,-0.006267898,-0.015422814,-0.002013054,0.002069686,0.019189157,0.069921769,0.074320681,0.097682104,0.118044533,0.053833976,0.036393583,0.033601817,0.055497605,0.058578964,0.061342616,0.137633324,0.091572575,12.26
35,0.015929811,0.00490148,3.454956607,11.29522939,15.88599299,29.10832585,42.26975297,53.99656262,69.08507517,86.0370868,89.08680462,91.24825887,93.50249904,94.98219559,95.98684211,94.57777874,96.17126833,0,0,0.012158233,0.010867861,0.012055495,0.098067842,0.165840358,0.24041073,0.315400869,0.419904768,0.530425847,0.55200547,0.645472109,0.720421731,0.743614256,0.652259469,0.814825714,-0.012843219,-0.006136311,0.009730836,0.026711745,0.044747338,0.104302853,0.1383816,0.21574299,0.240730673,0.235322803,0.225371823,0.236355722,0.240417004,0.255310357,0.269950986,0.286344171,0.0459782,42.95
36,0.009190275,0.19483384,5.262964415,11.40862673,14.88797439,28.43371594,38.67008923,49.44808221,63.19154138,74.82934695,73.69763206,79.12139719,82.57473481,87.64656071,89.37704918,87.71316655,91.30453601,0,0.002217174,0.022451749,0.028692916,0.028490881,0.138742208,0.199020013,0.295332253,0.352612227,0.455509365,0.488949746,0.504297316,0.577315748,0.61490792,0.665822327,0.588218868,0.753899097,-0.01119554,-0.00552142,0.011760938,0.026516756,0.053262107,0.100749932,0.133633241,0.215975598,0.216574907,0.177715555,0.195751101,0.191983312,0.207507536,0.236834496,0.246826142,0.271447599,0.032162279,53.63
37,0.004288795,0.224855406,10.2927515,22.00213382,26.36136958,44.76995317,60.77345358,75.40767793,91.17589537,99.50443429,95.7387799,97.44115511,97.96445811,98.88137329,99.32706262,98.07717278,98.22757964,0,0.001170703,0.019289492,0.024198355,0.037664209,0.167645872,0.237422228,0.371167421,0.449237138,0.662327409,0.690124929,0.690154731,0.774223745,0.83122462,0.83795625,0.738719225,0.883220375,-0.010730256,-0.001191252,0.02713652,0.052058656,0.102915086,0.174254909,0.223728344,0.331862897,0.335278243,0.255854517,0.268676758,0.267639965,0.246446073,0.265526801,0.269764274,0.265866369,0.018959729,53.42
38,0.001838055,0.173389864,9.816648331,21.0685398,25.66681908,43.35157369,58.89988999,72.89793152,86.92775218,97.38026358,94.21123354,96.66988107,98.01135755,98.59084593,99.41760138,97.67139889,97.7190097,0,0.00176239,0.014810044,0.021545766,0.034791987,0.154029608,0.229520217,0.351600707,0.419838488,0.620835423,0.636726737,0.634550035,0.703516543,0.773298383,0.777367413,0.68569684,0.827808857,-0.011153414,0.002218632,0.025895856,0.050878927,0.103132606,0.169548333,0.225914091,0.315799952,0.334712148,0.271023929,0.269928813,0.274709016,0.25965181,0.276626945,0.268969297,0.269365519,0.01625968,48.98
39,0,0.30450446,10.32986962,17.17847889,22.75506783,39.13526171,52.79506911,66.92124278,82.87373182,91.60978232,90.85503054,92.37115611,94.57087753,96.77566441,97.54259608,95.59600069,95.30276143,0,0.003236446,0.015573873,0.018591274,0.036288135,0.163750678,0.228476927,0.347679138,0.412850201,0.580182612,0.607150555,0.61938709,0.688298285,0.743004858,0.75324893,0.656821072,0.809573472,-0.012110074,0.003255919,0.018907351,0.046042461,0.091165997,0.147185519,0.200960532,0.303935796,0.310034931,0.263605177,0.253664434,0.259826332,0.258112401,0.266693711,0.265277088,0.269551545,0.020541091,55
40,0,0.154396628,6.433810048,11.59152568,15.20464635,26.26064695,35.63072974,43.81203135,55.53783156,65.46412255,69.31362537,72.81173907,78.51253791,78.53048463,86.72131148,81.75640582,84.52761001,0,0.004441254,0.019271094,0.022464614,0.027616808,0.137621373,0.203901634,0.299916178,0.342302352,0.403971285,0.45671469,0.493917346,0.559382915,0.602312028,0.64092207,0.556460321,0.714971542,-0.016498478,-0.001686668,0.009844751,0.026945464,0.051217664,0.092631817,0.121203877,0.184789866,0.18238996,0.179127917,0.172991291,0.198012456,0.166343078,0.228123426,0.222261116,0.234036371,0.029596236,33.73
41,0,0.613910401,8.062584036,13.64304222,17.20835239,28.5282491,37.88660425,46.54083102,58.4274826,65.77156678,70.55200215,75.6252009,80.71681131,65.68092453,88.11072292,83.66192001,86.6711392,0,0.007460936,0.025941547,0.03659647,0.041145884,0.157423154,0.21521239,0.307664663,0.362285733,0.430524707,0.500342727,0.522956312,0.57336551,0.62132895,0.65330416,0.575926304,0.723269224,-0.011001568,0.000630118,0.017471673,0.03012751,0.060075209,0.105123073,0.134526521,0.202175722,0.189279944,0.190101698,0.194644928,0.218548536,0.126552865,0.235040069,0.237521663,0.236059219,0.025110986,42.17
42,0.00245074,0.174615234,6.515292618,14.60682357,17.85276635,32.48137543,45.59589292,55.35336053,70.60750519,80.57188928,85.09696775,89.79345551,92.32346533,93.88678999,97.46304757,93.34530817,92.98930921,0,0.004467946,0.022959067,0.019269137,0.031906776,0.140711099,0.192259014,0.294123054,0.343820661,0.433178723,0.4900392,0.531948864,0.591277838,0.659459889,0.683807135,0.584016383,0.735761225,-0.010504378,-0.006979523,0.018054247,0.031786114,0.063357115,0.124449544,0.16283749,0.246569648,0.247381374,0.228370205,0.236072063,0.248618439,0.253085554,0.260723442,0.266721785,0.25216946,0.020869741,42.82
43,0,0.39824527,9.576457646,17.48574912,22.48677249,39.64485913,55.22926674,65.75505351,80.68206821,87.64203171,91.77425423,94.97053466,96.18879246,97.26637137,98.64646247,95.92669793,93.23169148,0,0.007010213,0.021717405,0.024266243,0.045465074,0.165087253,0.234921664,0.350621402,0.399870187,0.541730702,0.570121229,0.618382514,0.671720922,0.741215169,0.755505621,0.664252341,0.787572384,-0.009150505,-0.000763985,0.018618453,0.041186597,0.089909218,0.163101345,0.201354384,0.296246976,0.278679252,0.246485204,0.262748033,0.256622076,0.259227246,0.273482293,0.271137208,0.252133697,0.017286394,39.89
