FID,CC210326,CC210407,CC210419,CC210429,CC210505,CC210513,CC210520,CC210527,CC210602,CC210610,CC210617,CC210624,CC210630,CC210709,CC210714,CC210719,CC210727,CC210804,CC210806
"56",0.000612685030879,0.340652877168905,10.792079207920793,21.532083523853071,27.654930650815423,40.715013710597198,57.171494927270508,69.162682909073254,83.041804180418040,96.317119054017738,94.131576127718859,97.262804904096711,98.037079755649543,99.616770887615075,99.374460742018982,96.527657548476455,96.937759695290865,0.905140018952390,0.607821847522940
"57",0.000000000000000,0.424590726399373,13.205200470542103,24.348117664990092,30.122847126962355,43.813851343153196,60.385623958435453,71.547185340288792,86.737562645153403,98.880945982262830,98.411179790378938,99.553198328511726,99.487838851387551,99.766588500955351,99.949475947325979,98.596274101094323,97.540469182825490,1.481891610213653,0.807945327968321
"58",0.006126850308793,0.310018625624939,12.755775577557756,22.654473403444598,27.569786535303777,40.199956320221311,56.134946828016133,67.309763861488008,80.974208531964308,92.728836334318729,94.200483740929855,95.809493196185585,96.701055149728731,96.571142262741134,98.535877452297768,96.909626038781155,95.690250215703188,2.409023797116554,1.249707266185519
"59",0.000000000000000,0.170326438584453,10.192519251925193,19.969591923614914,24.743179393385155,39.202601373486374,52.862464464268214,64.353053944526678,77.969684344672089,91.184090298306913,89.947498124933034,92.978128070400274,96.437372763312979,98.600616640611420,98.977566867989637,97.759046052631575,97.510171398891970,1.761265235434434,1.399799876519555
"60",0.000000000000000,0.207087540437212,10.865969022644839,19.514098460600518,26.313062033226643,40.414108568516589,56.082997188607756,64.625821522373244,78.168316831683171,90.866971244289175,87.030368180596611,90.655737704918039,95.025417574437185,98.246699669967001,97.925288900833110,96.972385734072020,97.026488919667585,1.661021365294424,1.206063315662856
"61",0.000000000000000,0.400696010195079,11.969808091920303,21.276024996189605,26.663017697500457,40.593565651036918,55.973066366042545,65.912419360695225,79.330155237745998,89.827465735017469,88.929857565170650,91.757443718228032,94.397299903567983,98.205445544554465,97.111529158828276,96.425943559556785,97.188798476454295,2.349442865078587,1.893721658044325
"62",0.000612685030879,0.854695618076659,12.900623395672900,23.041609510745314,29.154702027130007,42.667863816156668,59.437187530634247,69.325875415564568,84.416968924615233,93.681268476216076,92.497589199614268,95.499839279974282,97.224900889317482,99.285473101765618,98.674503882657461,96.860933171745160,97.898632271468145,1.513375021712698,1.095732410611303
"63",0.002450740123517,1.213729046171944,15.157827663954516,24.063735328103146,31.220240816948635,45.875294231842560,62.181273682923845,75.377930550344345,88.023469013568018,96.942757323300185,97.190002687449606,98.452801885781639,98.769703960015377,99.652596838631240,99.409836065573771,98.123701523545705,98.553710094909405,1.261507729720341,1.233739967213813
"64",0.002450740123517,0.677629644152534,16.095831805402764,24.730376467001982,30.954813598491761,46.335145235264143,61.650818547201261,75.785817165127511,89.779366825571444,98.446654125235156,97.512496640687985,97.902516126276211,99.185685203042965,99.704707312836547,99.582614322691981,98.825960872576175,98.484028739612185,0.876820355302857,1.167741798130762
"65",0.001225370061759,1.362611508675620,15.243857719105245,24.358481938728850,30.044810242341107,45.811594554587593,60.657621317687330,75.366432262983977,87.026647109155363,98.969094329481322,95.951998285653062,96.690238937104894,98.455722158144297,97.560578426263675,99.262563826928243,97.488530124653735,98.563019390581715,1.714217474379017,1.430669987864853
"66",0.000612685030879,0.844892657582590,13.009753945691600,20.983386678859929,26.958085657674136,42.518624572302166,58.179957847269883,71.758596423111456,84.882609548083522,98.385380274119854,92.656812684762158,96.290581806493094,96.900246437372758,98.114563931640689,98.891695780704111,97.418195983379491,98.836781509695300,4.226376585026924,1.991654425070788
"67",0.000000000000000,0.014704440741104,5.660066006600660,13.916560238399320,19.936751201119019,37.241257977626248,50.417430631952087,64.685128478231917,80.067228945116725,94.778822897070683,89.897339424885786,95.938527916613268,95.995130078175066,97.622459614382493,98.815789473684220,97.253722299168970,98.778041415012936,4.812164384755308,2.293968618935088
"68",0.002450740123517,0.000612685030879,1.459479281261459,5.500990702636793,9.262002743484226,22.526632531728506,33.217944319184397,44.833637937086209,65.415597115267076,83.845202902445578,83.629058180649309,92.161148612450447,94.199078538519231,96.591106479068955,98.411179790378938,95.924948060941830,98.390971260387815,1.891175959701233,0.816461220753231
"69",0.000000000000000,0.007964905401431,0.463189883344770,1.358939186099680,3.324493217497333,10.572326433546070,17.398850996210733,24.117911135916913,38.461302813449663,54.368180596613811,57.398548777210422,69.264973749062463,72.719894057841003,79.941809970470729,84.223595807578604,79.892010041551245,87.718576869806100,2.779683908984958,0.270379595920887
"70",0.092515439662778,0.209538280560729,0.400928981787068,0.244474927602500,0.665936872833425,3.256570166711156,5.031982158611901,6.978250081698357,11.765065395428431,18.297231926901368,20.681537221177106,24.976504763125291,29.069966784528017,36.905967824505218,42.100949094046591,38.337024491922875,46.910708102493075,6.701624109779399,6.756296438227842
"71",0.000000000000000,0.023894716204294,0.111844517785112,0.136836343732895,0.744398719707362,2.612053761479049,4.719471947194720,6.825141307899929,10.765187629874099,16.411717280300994,19.645344476588448,24.314796957034179,31.090753241187187,38.457529963522667,44.982531577532917,45.950917590027700,53.425813711911353,14.025317005384750,2.293968618935088
"72",0.000000000000000,0.000000000000000,0.081487109106950,0.314586191129401,1.307727480566987,4.447450799582615,7.675105381825312,12.330437525783204,18.796564062346828,29.784466541252353,32.763235689330827,43.412789952582344,51.666025887479172,61.000738231717911,71.137834339948242,70.383916204986150,78.680974978429688,14.107549368798267,2.185390985927487
"73",0.000000000000000,0.000612685030879,0.674734140080675,1.674135040390184,4.140363680593566,8.874881700599383,14.316098276494316,20.198254681013303,29.418164038626081,51.542058586401510,50.264982531577530,61.697203471552555,69.888567448837463,76.560057321521626,83.272238645525391,80.309686634349035,83.759305747922440,10.678304672572521,3.462774903663963
"74",0.898196255269091,0.218728556023919,2.092653709815426,3.800030483158055,7.153787532388356,23.843092528331191,45.044603470248013,37.364592537006331,49.642464246424645,60.997581295350713,46.826315225543766,49.950712525447337,55.490409671493865,57.671096056974115,58.499328137597416,63.954293628808870,81.132055055401665,36.619503534511864,33.952864533435523
"75",0.280609744142731,0.122537006175865,6.506934918457552,15.058079425895517,19.065255731922399,33.344280240831964,45.702236890355699,57.023032885101856,69.943772154993283,80.614888470841180,83.749062466516662,84.929857565170650,86.581026605751148,88.563668628808870,89.925582398619497,88.497662742382261,91.849654874892153,2.783567830467257,1.524684612038324
"76",0.015317125771983,0.289187334575042,7.147690900777320,14.168947272395549,18.175887821978357,29.909121793782912,42.503886602652038,53.759455233656709,65.878981862520959,73.496371943026077,74.743383692274719,78.131361834351225,81.200752485890888,82.534409626038780,87.118031509695300,85.333708448753470,89.486668975069250,2.376211911357341,1.412216575242178
"77",0.000612685030879,0.151945887658073,6.543821048771544,16.971963753572950,21.875323883554337,35.283554563323541,50.422320009778751,64.651763668962687,78.542905044962666,91.423810803547440,90.067922593874144,93.460897608169844,95.074466945248048,94.352527357998966,97.532355478861092,95.297351108033240,96.490867382271475,3.910456835157200,2.064743392502838
"78",0.000000000000000,0.019605920988138,4.213382106386222,13.122740178116432,19.110259684972327,32.882380062607680,45.941777168114619,60.509434647365680,76.459479281261451,89.867239989250209,91.054323368691740,94.678024215150529,96.073098629400704,96.921528739612185,98.512726488352030,96.771121883656505,98.373658240997230,1.376385041551247,0.926269774745621
"79",0.000000000000000,0.316145475933732,7.459228776101204,14.839141275922884,19.397043133668650,34.985076075614550,46.366581102554697,60.732633459906182,75.923182441700959,89.251276538564909,86.196292724740161,91.085192152647139,92.669023893710488,95.114482340720215,96.776532202216075,95.107989958448755,96.798964624676444,1.619849376731302,1.474816708930599
"80",0.003676110185276,0.348005097539457,9.584402884732917,15.494739402785379,20.092059137326626,34.981436094057123,47.013565005334549,60.553338686016822,73.887517146776403,84.714861596345074,84.953436712375591,89.235151840902986,92.173071754904598,95.114482340720215,96.834555651423642,95.525666551246530,97.367338988919670,1.332073996873371,1.440250367247876
"81",0.001225370061759,0.891456719929419,13.130925163846975,23.394149486103512,29.854649394879278,49.675434977796115,66.067106710671069,82.921412231757060,92.986434994665444,98.584251545283536,99.047465980927896,99.714989821065032,99.807135969141754,99.824127149557057,99.894305435720455,99.650493421052630,98.360673476454295,0.702259349030471,0.829717026175344
"82",0.012253700617587,1.616875796490540,17.596098155768939,26.155694144483000,32.959000152415790,52.205828823800630,69.891784788904133,86.959776394665838,95.248747096931922,98.990678238508522,98.817100610736091,99.480784735286207,99.625907014243481,99.546615304709135,99.765192174515235,99.345351454293635,97.675727146814410,0.822368421052632,0.707699816443676
"83",0.016542495833742,1.669566709146162,18.300330033003302,27.446937906708023,33.577198597774725,52.895605328933001,71.468035692458130,86.358505031723709,93.733882030178322,96.435366836871808,97.190183262847611,97.844665412523511,98.611126041386726,98.582496537396125,99.508196721311464,98.808647853185590,98.268698060941830,1.109518846621504,0.850937410476504
"84",0.000612685030879,0.632903636898343,11.137936290199665,16.350422672261754,19.805388311135438,35.400033973161207,50.441700960219485,63.871170767722496,77.192501143118434,83.831228164471909,86.292724740169291,89.728918889960354,93.588342440801455,95.365521121883660,98.970957409972300,95.683647853185590,95.960957722174285,2.734375000000000,1.283833250220161
"85",0.007352220370552,1.216179786295461,11.790885535741504,17.932858967341726,21.843011736015853,37.255975187009668,52.469746974697472,64.433832984201530,75.862975186407539,81.041655468959959,84.269795349833913,86.259607632356889,89.509271701155598,90.638570435990971,94.631147540983605,90.865218144044320,90.130496883656505,0.586242834809797,0.453055204829759
"86",0.012866385648466,1.555607293402608,17.745996821904413,28.131597466572838,34.738606919676876,53.648474847727435,73.201646090534979,88.816714860940905,96.902301478433159,99.258263907551736,99.843009099064460,99.992499732133282,99.990356798457086,99.987015235457065,99.993528904227773,99.819295360110800,97.259132617728525,0.542113919667590,0.328915956667975
"87",0.000000000000000,1.414077051269483,18.847736625514404,27.886030529708687,34.393967037645204,54.365551214540510,72.225278083363904,85.513973445007935,95.300716354214302,98.839021768341837,99.704275152684033,99.974200483740930,99.867777479172275,99.774930747922440,99.141923476454295,97.890611429564018,93.623398545706365,0.366819598337950,0.305573533936700
"88",0.007352220370552,1.687947260072542,21.196768785246149,31.905978227817311,38.214296601127877,58.388337499090007,78.081390032007320,92.893407144021396,98.947721383935374,99.923676431066923,99.993571198971381,99.993550120935240,99.946426658094936,99.877726800554015,99.501725625539265,98.440746191135730,95.749568593615180,0.639438943894389,0.466848454625513
