FID,CC210326,CC210407,CC210419,CC210429,CC210505,CC210513,CC210520,CC210527,CC210602,CC210610,CC210617,CC210624,CC210630,CC210709,CC210714,CC210719,CC210727,CC210804,CC210806
"0",0.000000000000000,0.136628761886090,9.152873037646700,16.199359853680843,20.046591763935062,33.231818292120650,45.998475842097243,55.128236162718927,68.567596402987348,81.813490997043800,84.135447460360112,86.938819243544401,89.541412193292615,91.436547783933520,93.548317515099228,89.816698407202210,86.269413287316652,1.007401315789474,0.763933834841749
"1",0.000000000000000,0.052690912655622,10.529492455418382,22.570339887212317,28.533114395183361,42.837073526728695,60.396650776188729,69.518681066592620,86.721672167216724,97.337274926095148,98.892770760548245,99.666756248320340,99.783929051330290,99.086981066527699,99.034668099973118,97.781769390581715,93.121320983379491,0.538474900121591,0.501862088722427
"2",0.002450740123517,0.229144201548868,11.006600660066008,20.870887307668916,26.106549899653348,43.283020699361792,58.515470202713004,67.941249268030589,83.398872123151961,96.730986294006982,98.956391299689273,99.515696989178181,99.654987678131363,99.517399584487535,99.896801934963719,99.586651662049860,98.426679362880890,1.000908933518006,0.645099682755255
"3",0.011028330555828,0.035535731791001,11.046486816034141,22.946502057613170,27.441214297847555,44.521221092479799,60.124067962351788,72.684910615945100,87.993293705227856,98.593926363880684,99.382961569470581,99.693630744423544,99.695780704111797,99.487101800554015,99.896462467644525,99.228113600833765,97.596736495844866,1.356907894736842,0.757567719551401
"4",0.000000000000000,0.031859621605725,7.765279682975157,19.174516079865874,22.808489934926719,40.704700429517828,55.493369913123004,67.620691945016262,82.638622161255910,96.438591776404195,98.801397473797365,99.291588282719701,99.345333761920074,99.360500346260380,99.562483203439939,97.959227839335185,94.859792924935292,0.500477679346882,0.468970493055629
"5",0.001838055092638,0.012866385648466,3.451900745630119,12.350556317634508,17.101502158973421,31.553786794146909,45.401540154015400,55.144311163967188,70.400928981787075,87.133566245632892,95.446265938069217,98.367084538733536,98.665950013437254,99.426784783741525,99.744154797097551,97.324056440443215,96.860933171745160,0.265105609418283,0.217508939086887
"6",0.006722894511673,0.191157729634350,8.688309708885839,16.784636488340194,20.450629716809434,34.953529568783523,49.222374638012504,58.561778217797880,72.809632677945430,85.618919645256653,87.924751410911057,90.736898683149690,91.906139504982320,93.505453601108030,94.209447799827444,92.030600761772845,90.830592105263150,0.400599270453361,0.318305764517395
"7",0.011028330555828,0.189932359572591,11.318396585886298,21.034482758620690,26.406373532810314,42.608410784052026,59.022124434665692,68.829353312111934,81.370522786160649,92.957807041117974,95.439837137040612,97.170653050255311,97.387798978769140,99.070507271468145,98.969094329481322,95.774541204986150,88.888287742382261,0.257531163434903,0.179312247344799
"8",0.000000000000000,0.207700225468091,11.076274294096077,18.989788142051516,25.123760870887306,39.054575456817687,55.964639536656001,63.877234393204908,76.195452878621197,87.519484009674812,92.641762966944370,96.640951462552238,96.015049717817789,97.485283933518005,97.591673856773070,92.275147160664815,82.073450484764550,0.309470221606648,0.195227535570669
"9",0.000000000000000,0.113959415743555,8.827312909617437,16.884621246761164,23.306801912203646,37.681089082481982,54.689524508006357,63.335124268785201,75.875628715134894,87.422735823703306,92.835259338887397,97.012631013168502,96.905603771563278,97.902553413236063,97.804891158290786,95.653350069252070,93.259275237273513,0.466822998089283,0.252522573183800
"10",0.001225370061759,0.385991569453975,12.443225118122237,21.422344154854443,26.953110746214193,41.421776796330903,57.309556470050296,64.944142530349424,77.017527815881721,88.765385649019080,91.961855780563596,95.004568664337540,95.277613544746032,96.043975069252070,96.786885245901644,94.909972299168970,94.152527700831030,0.336521814404432,0.321488822162569
"11",0.000612685030879,0.122537006175865,10.793301552377461,19.768290457945632,24.260779663078512,37.546676397251112,53.657254614350322,60.814734770508728,74.025301021185797,85.884439666756251,88.938457403923678,92.172934747669558,94.090860387871004,87.360413781163430,96.575711820534949,92.081457756232680,92.302198753462605,0.736060448150078,0.477458646776093
"12",0.000000000000000,0.014704440741104,6.355738454503887,13.032159731748209,16.401756897765051,29.460797398626514,43.006249047401312,47.915170028192136,60.149126023713485,73.945713517871539,76.956732061273840,82.474603601182466,84.584789035205588,89.771251731301930,93.544746036011830,84.474549861495845,87.574662396121880,0.409020083102493,0.165518997549046
"13",0.000000000000000,0.012253700617587,4.018289894833105,9.958238073464411,15.798820166636260,27.274988473391737,41.634885710793299,47.400176710521535,59.655540313976530,75.421660843859172,77.282760098574954,85.773063323690138,86.750241080038563,91.268827908587255,94.211233539371136,87.107210872576175,90.812122519413279,0.332193559556787,0.195227535570669
"14",0.000000000000000,0.022669346142535,7.944627796112945,16.535284255448865,20.891564799610777,32.959426338906553,47.629324798049076,54.799002710550624,65.689376619417772,83.309862940069877,82.522977694168233,89.097554420854607,87.216339693630744,92.844580510682647,93.745685936151858,84.079596606648195,86.406033587257610,0.282265068612124,0.228119131237467
"15",0.000000000000000,0.017155180864621,5.811918914799573,12.875995864501611,18.045815234536143,27.414521099759760,41.010267693436006,46.541180447814355,56.152059650409484,70.048911582907820,71.054017737167428,77.313625369524317,80.563289438323025,89.242122576177280,89.000806234883100,80.733855609418285,86.820463988919670,0.579986149584488,0.331037995098091
"16",0.000000000000000,0.000000000000000,5.973479652491998,13.567443987197073,19.340144742443595,28.330583125045500,41.601585124218872,47.635589014899359,56.457857033988724,68.916957807041115,70.490731811850424,77.874209793206902,80.471445408764595,87.606042243767320,89.663503019844697,81.642789127423825,86.670057132963990,0.525447281570262,0.264193784549438
"17",0.000000000000000,0.039211841976277,6.436254736584769,14.833714372809023,18.834762512923433,29.973428134630787,43.065028725094734,49.922426335202744,60.136564548087179,74.219833378124150,75.094866971244286,83.105616769685568,85.143778554152107,91.655124653739620,95.907551733405001,88.455358693764111,90.621753808864270,0.616776315789474,0.698150643508154
"18",0.000612685030879,0.022056661111656,6.565462581923487,13.309556470050296,17.658763862263097,27.004416510956347,39.818930041152264,45.216089442133665,55.267794543514704,69.756517065305019,74.272507390486425,80.959957000806241,84.500160720025718,90.261855132881706,93.100779360386994,87.031466412742390,89.130716134598799,0.719572368421053,0.570828337701196
"19",0.000000000000000,0.009190275463190,4.091449474165524,9.472723955482575,12.942893632548804,21.806522846950909,32.150103899278818,36.764260902191936,45.136902579146806,55.122816447191610,60.111432551162544,67.530268938176363,73.320075248589092,80.212300900277015,83.217213114754102,80.684080678670355,81.621147853185590,1.791297550807712,0.776666065422445
"20",0.000000000000000,0.001838055092638,3.255103288106589,8.237158969669258,12.391291126923312,21.524424276250333,31.765279682975155,37.900621193004483,45.284560280445049,56.871808653587742,62.968019349637196,68.223595807578604,74.345869495339116,80.884262465373951,83.468959957000806,82.704293628808870,83.710612880886430,0.663305055401662,0.457299281689991
"21",0.000000000000000,0.022669346142535,4.408474317939339,9.494894071025758,11.711033997427746,20.562549413124128,29.860041559711526,35.578240737945897,44.645633287608597,54.344531040042995,57.838215533458751,64.655523411550405,69.638269282450949,76.838426246537395,78.452029024455797,77.738703254847636,80.153869459833800,1.486234149730763,1.103459983660304
"22",0.004901480247035,0.076585628859916,7.620789513793628,16.941929583904894,21.428571428571427,34.569511514474996,48.580858085808579,56.743442950339507,67.773499572179446,81.587745229776942,83.244401585770916,87.939801128728831,91.764579414135980,95.148297724509291,94.727135461604831,92.031682825484765,91.599939404432135,0.849420013850415,0.861169657874007
"23",0.006739535339673,0.087613959415744,7.691602493582692,16.658152405278841,21.408502098157271,34.622291247057682,49.503429355281206,57.052562949368848,67.626886145404669,79.836603063692564,78.260682612201009,83.403386186508996,87.577413479052822,93.589854570637115,92.166621875839823,90.702908587257610,91.641501294219154,1.064750692520776,0.752262623476111
"24",0.000612685030879,0.061881188118812,6.520347508001829,13.958847736625515,18.500812929214490,30.614064888737897,42.621928859552618,51.855429251006647,62.554488645023618,82.006987368986827,75.376511690405806,80.603235829851059,86.813222252082781,92.659279778393355,92.462251941328731,89.783154432132960,91.916984072022160,0.741488622546465,0.544302857324746
"25",0.001838055092638,0.248750122537006,8.296296296296296,15.304374333180917,19.673417259624156,31.161275449537722,42.656912056089013,50.223665702781183,61.377229080932786,83.682880945982262,75.693774777670626,81.095404461166353,87.261330761812914,93.623398545706365,93.652244020424618,89.285405124653735,92.300034626038780,0.952216066481994,0.825472949315112
"26",0.000000000000000,0.183805509263798,8.052805280528052,15.105624142661181,19.866812625433315,32.884200053386401,44.028236156949028,54.385083695428527,65.355091064662020,86.357430798172530,85.209352324643916,90.572426766998120,94.109110454178975,96.148167448323790,96.961031980650361,95.172913781163430,96.327475761772845,3.215893351800554,1.638213668049528
"27",0.005514165277914,0.015929810802862,3.623228166438043,10.751079486711671,15.531801305540052,31.227401781164311,43.172077427221460,54.335371780089226,66.870903825636347,86.727223864552542,88.064498790647676,95.136612021857928,96.035572699024968,96.468144044321321,98.789905090595340,97.088166551246530,98.764020707506475,4.837589022060101,1.886492164373097
"28",0.000000000000000,0.002450740123517,2.703246456332876,7.871361073007163,12.865657118530683,27.242228639374893,37.401295685124069,46.943235395323846,59.862216125590606,80.096748185971506,81.705775206257371,93.383499059392634,94.723998925020155,96.825225069252070,98.478903520558987,95.505107340720215,97.687629847645425,2.894520429362881,0.845632314401214
"29",0.000612685030879,0.000612685030879,1.069551399584403,3.775034293552812,7.101502158973423,16.829454730762698,24.576741350403903,31.765531765531769,44.398606527319401,62.640150497178183,63.473259876377320,73.147003493684494,75.056252009000318,79.819511772853190,83.336737436173067,79.356388504155134,84.824056440443215,4.829989577905159,1.573491495930991
"30",0.007352220370552,0.000000000000000,2.218564243255601,4.602347203170249,6.627193088888350,13.972675871775584,20.546999144358878,26.413681941937472,39.406797744246305,56.546089760816983,57.480247245364147,62.667952426872390,66.433754367105607,73.002431822129580,77.666091458153588,71.812575994441545,77.668369113573405,2.665122922437673,1.001602139014738
"31",0.491373394765219,0.003063425154397,0.821825941167505,1.306330961503375,2.111536824180502,4.586754241926656,7.334857491236092,9.270807550905831,17.535131839658590,31.759204514915346,30.613950498232079,31.415210964794412,37.885514646600377,49.086738227146817,58.990593926363879,60.204942867036017,75.167719875346265,23.842191828254848,7.973559401160755
"32",0.073522203705519,0.032472306636604,0.067840117345068,0.139003200731596,0.489570029799915,1.465699240457182,2.666544432221000,3.820457268733131,7.529641853074197,24.010749798441282,17.739317387798977,15.115182685095895,19.176042001500054,25.099549861495845,32.080457290767903,35.722169321329638,55.092752372735120,13.801676220253603,5.747541087969103
"33",0.162361533183021,0.000000000000000,0.073769242493522,0.235329980185947,0.689169841539469,1.166007425562377,1.857033988721231,2.066417545533024,4.165218716659045,14.047836603063693,11.436710561676970,13.113679118516528,20.184896533190003,31.706630886426595,38.854071486159633,37.814880540166207,52.352406509695292,14.770169667590027,6.140118197540557
"34",1.224144691696892,0.012253700617587,0.123761621704009,0.237768632830361,0.918932068357356,16.550389478026645,47.723994621684390,31.915677124522336,35.917085810089930,53.440472991131415,23.407264545162327,9.509271701155603,11.595414121932926,19.861279432132964,22.131685030905672,24.003419321329638,71.943170013850406,45.227549070696540,45.658839881590261
"35",0.015929810802862,0.004901480247035,3.454956606771789,11.295229385764365,15.885992988873648,29.108325851149019,42.269752965395554,53.996562617252273,69.085075174184084,86.037086804622405,89.086804622413325,91.248258866388085,93.502499038831218,94.982195587979845,95.986842105263165,94.577778739612185,96.171268334771355,3.584766371373980,2.863468948925933
"36",0.009190275463190,0.194833839819626,5.262964415253406,11.408626733729614,14.887974394147232,28.433715935839260,38.670089231145340,49.448082206702900,63.191541376359858,74.829346949744689,73.697632058287795,79.121397192756888,82.574734811957569,87.646560708702452,89.377049180327873,87.713166551246530,91.304536011080330,1.886525286191985,1.942628903413217
"37",0.004288795216155,0.224855406332712,10.292751497371960,22.002133821063865,26.361369579760385,44.769953165570627,60.773453582982064,75.407677934431788,91.175895367314510,99.504434291857024,95.738779897876910,97.441155111281986,97.964458114400443,98.881373285843438,99.327062617575919,98.077172783933520,98.227579639889200,1.689247872155637,1.935236635370761
"38",0.001838055092638,0.173389863738849,9.816648331499817,21.068539804171987,25.666819082456943,43.351573685359995,58.899889988998900,72.897931518621178,86.927752181158709,97.380263580842168,94.211233539371136,96.669881067180967,98.011357548483886,98.590845926697938,99.417601380500429,97.671398891966760,97.719009695290865,0.953187424005558,0.754720998062634
"39",0.000000000000000,0.304504460347025,10.329869620625429,17.178478890413047,22.755067825026671,39.135261714673980,52.795069110871481,66.921242783311754,82.873731817626208,91.609782316581573,90.855030536804875,92.371156112718310,94.570877531340400,96.775664408546120,97.542596076323576,95.596000692520775,95.302761426592795,1.670860155322463,1.118775414617530
"40",0.000000000000000,0.154396627781590,6.433810047671434,11.591525682060661,15.204646354071642,26.260646946055470,35.630729739640628,43.812031352374483,55.537831560933867,65.464122547702232,69.313625369524317,72.811739074714851,78.512537912768593,78.530484627410118,86.721311475409834,81.756405817174510,84.527610008628130,1.909631752648949,0.791978028996615
"41",0.000000000000000,0.613910400941084,8.062584036181395,13.643042219173907,17.208352385307119,28.528249102961745,37.886604254484858,46.540831023589647,58.427482599745119,65.771566783122807,70.552002149959691,75.625200900032141,80.716811314689807,65.680924528096369,88.110722923945175,83.661920013850406,86.671139196675895,2.187149408010108,0.820719167145686
"42",0.002450740123517,0.174615233800608,6.515292618370748,14.606823572340813,17.852766346593508,32.481375427697834,45.595892922625595,55.353360525774320,70.607505194963935,80.571889277076053,85.096967748848172,89.793455508565074,92.323465333845959,93.886789994788955,97.463047567858112,93.345308171745160,92.989309210526315,1.756557234670835,0.860105171275894
"43",0.000000000000000,0.398245270071562,9.576457645764576,17.485749123609207,22.486772486772484,39.644859132713727,55.229266738555040,65.755053507728888,80.682068206820674,87.642031711905403,91.774254232733128,94.970534661952215,96.188792456873458,97.266371373979496,98.646462467644525,95.926697932951186,93.231691481994460,1.793468820566267,1.077260437291095
"44",0.007352220370552,0.525071071463582,12.614594792812614,22.787989635726262,27.124523700655388,44.995025358538179,61.908690869086911,73.135764515074868,87.984965163182977,93.229776941682346,94.897070679924752,96.970963248687454,97.259601008159251,98.970818134445025,99.249664068798722,96.187889542936290,91.769844693701458,0.851768345151347,0.631240552681442
"45",0.001838055092638,0.746863052641898,14.309258896186650,23.529949702789210,27.851851851851851,45.493096168312746,64.274948534457408,77.292092809334193,91.758160964611307,97.406073636119331,92.874745526625944,94.847067367251910,94.751955426979535,98.999008811772271,99.514109110454172,95.878419321329645,94.241256925207765,0.828339412888657,0.758978944455089
"46",0.017112822393350,0.877364964219194,12.958073585136292,22.128334095412285,28.314784406738429,45.082991579509333,62.715438210487719,74.143982764672415,85.842806502872506,92.878258532652509,90.801397473797365,94.309439622843669,95.010466060062370,98.304238318568707,98.268981880931833,95.152354570637115,93.353964681440431,0.963957781916806,0.751527538268293
"47",0.004901480247035,1.650573473188903,13.516685001833517,22.963571124490663,29.381496723060508,44.803926326773279,65.565875894520147,75.914848698099931,89.299596626329304,96.883633431873150,94.378013500482155,96.409514625522348,97.014893389049604,99.489751606739617,99.208814834721849,95.642529432132960,93.335569598337955,0.237754038561751,0.229929105192566
"48",0.006126850308793,1.361386138613861,16.144863248701107,26.955647005029721,34.361225422953815,47.996796816229462,69.012956851240688,78.004381452657313,92.936966964023142,99.026068261220104,98.636925557645796,99.042035114699473,99.489981785063748,99.905549765502869,99.714193270060392,97.756881925207765,94.300770429362885,0.458137919055063,0.380021715526602
"49",0.001225370061759,0.874301539064798,15.192519251925193,25.793629019966467,31.968010703642886,45.040525128006017,64.367463974120184,73.565437358540805,88.385282972741720,95.454985219027151,96.224670787422738,97.895639129968927,97.702806612841215,94.162881634698124,99.059392636388068,96.424861495844866,94.733606557377044,0.850679127318672,0.374699282536033
"50",0.008577590432311,0.465027938437408,14.784867375626451,25.929583904892546,30.817253467459228,46.141619549127618,64.556288962229559,73.236428935426716,86.280405818359611,93.690943294813223,95.011250401800069,97.324547305260893,96.601307189542482,96.887484801111697,98.784197796291323,96.735413781163430,96.589335180055400,1.202883446239361,0.539694705243661
"51",0.000000000000000,0.798328595235761,13.001789040290168,22.389466642340206,28.598689224203628,42.978775162683206,58.367439466718949,65.952965952965954,79.343601026769335,87.460360118247777,88.113947863477563,92.278610790721515,92.823273100089708,94.794380753864857,96.528257118205346,91.894260734072020,95.176159972299175,1.485693123767822,0.743011645483383
"52",0.001838055092638,0.360258798157043,9.657132379904656,19.081237616217038,24.522897281517970,38.603217743696767,51.544432220999880,58.732041490662176,71.443976080776395,82.944369793066372,82.776672937382429,87.514196935604843,88.716382727954567,95.029963522668055,96.265520021499597,88.366733033240990,94.768221952908576,0.980328295987493,0.512018053692704
"53",0.001225370061759,0.431942946769925,11.006600660066008,20.662703856119492,27.149519890260631,40.076196947268798,54.718287422801680,61.513261666140892,73.810047671433807,90.048911582907820,83.563698703525120,87.206843521722405,90.206758084497423,95.645518499218340,96.981456597688805,90.215979916897510,95.369930974978431,0.999869723814487,0.580145195971983
"54",0.001225370061759,0.399470640133320,10.793672189001079,20.406645328456026,25.998475842097239,39.658812395350530,55.114289206698452,64.988925333752917,78.458623640141795,93.417898414404732,89.302875571083035,92.795456980606446,93.041894353369756,96.683331699506581,97.201251078515966,93.545489958448755,95.423952562326875,1.669770937489788,0.979327670264631
"55",0.001225370061759,0.298377610038232,11.380638063806380,22.200936568752660,27.968132335948425,41.074158557596640,58.672556612096848,68.219944082013058,82.431869424566216,95.382961569470567,92.891158290782045,96.511303975141971,95.966998821386468,98.965389960048640,98.857296425692027,94.214205332409975,96.064534279778385,1.224596143824909,0.637627472270124
