FID,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21
2036,0.002438427,0.018045895,0.031717651,0.086381488,0.132914945,0.20637542,0.247388035,0.3188034,0.33243379,0.304469138,0.29265368,0.293183267,0.274746478,0.245865762,0.240715846,0.195739448,-0.001782141
2037,0.000371677,0.017263515,0.037539333,0.089998037,0.141797766,0.20684725,0.250962943,0.323897839,0.334723651,0.303098023,0.291462243,0.296917856,0.276383847,0.245677128,0.244948566,0.204437479,-0.002643974
2038,-0.000808499,0.016349031,0.036154769,0.079117224,0.135600403,0.20372875,0.243461028,0.310238957,0.319998711,0.293642551,0.287153095,0.289858311,0.26856643,0.248326406,0.243985832,0.226630643,0.001481198
2039,0.000245423,0.010397743,0.029265359,0.072759889,0.134102136,0.202047914,0.243869469,0.32299909,0.329692096,0.283621013,0.285185069,0.296835959,0.264155686,0.248676151,0.239511013,0.225472838,0.000759816
2040,-0.001810751,0.011232748,0.030932013,0.07337141,0.140896097,0.205875352,0.248865545,0.325751632,0.337303072,0.287023723,0.283905327,0.292103082,0.259671867,0.244990081,0.229089007,0.210219383,-0.010176461
2041,0.00393008,0.011514215,0.031877611,0.080768511,0.141173884,0.213249266,0.25693211,0.335154325,0.344780862,0.299063236,0.290901631,0.292259037,0.264429986,0.244439408,0.2322281,0.226109594,-0.008133312
2042,0.001762175,0.011438813,0.02845135,0.080909625,0.131478429,0.210869342,0.253702819,0.332499117,0.336064041,0.302665085,0.294650316,0.292286754,0.267214626,0.244122818,0.233721614,0.212554574,-0.006449622
2043,0.000425657,0.016845088,0.029824374,0.07863491,0.13625966,0.216532275,0.262222767,0.327199191,0.33904478,0.304682702,0.291959971,0.293072283,0.264931679,0.239262298,0.221929207,0.170919463,-0.013960515
2044,-0.001988194,0.019271053,0.027820855,0.083462745,0.140129879,0.22125645,0.271752745,0.345528334,0.350262225,0.309617043,0.292912662,0.291981339,0.268692613,0.237904266,0.236766994,0.19084619,-0.007103459
2045,0.001672337,0.016369179,0.027742062,0.081776895,0.136679575,0.221546859,0.273004115,0.344376147,0.355603486,0.313011736,0.290177941,0.28763923,0.274363905,0.248543963,0.242912948,0.208330706,-0.003522333
2046,-0.001656693,0.018179975,0.034006376,0.087787852,0.140330702,0.233539775,0.277511954,0.352387667,0.355638355,0.303772449,0.285836458,0.280034512,0.27263695,0.252992183,0.242022231,0.211841643,-0.00456933
2047,-0.001091624,0.012065431,0.029897576,0.079533681,0.138187289,0.214538589,0.253698438,0.325544864,0.339552134,0.290648431,0.283474058,0.284181327,0.270312637,0.25714317,0.249153301,0.21024932,-5.70E-05
2048,0.001286634,0.01091546,0.027760163,0.070877843,0.131702021,0.216555297,0.25511685,0.32663247,0.344977915,0.298344076,0.287301391,0.283024848,0.270243227,0.260564655,0.254609257,0.224303201,-0.002975269
2049,0.000508951,0.009185589,0.027585346,0.073200963,0.125001952,0.213029191,0.252173513,0.323665142,0.346492052,0.305666357,0.284611404,0.287159681,0.264786303,0.260783255,0.250921279,0.218944937,-0.007283501
2050,0.00093594,0.005155425,0.026170807,0.072567858,0.123496711,0.204705253,0.250349432,0.315779269,0.338973045,0.31089741,0.287233889,0.296644062,0.262114853,0.253672689,0.240947202,0.197579503,-0.010569381
2051,-0.003362639,0.010620595,0.030055018,0.077786773,0.125069886,0.205522358,0.249316335,0.321900636,0.336862326,0.320843399,0.296812296,0.295254856,0.266313285,0.253848553,0.244615376,0.195369035,-0.011383199
2052,0.001084171,0.011772336,0.033304352,0.073797584,0.126355216,0.201338515,0.248429984,0.315005988,0.336543739,0.319872856,0.307371855,0.290559471,0.275579631,0.257330567,0.251652032,0.202644214,-0.002247908
2053,-0.002536623,0.013312914,0.029344548,0.077761941,0.120918758,0.198020443,0.238433883,0.305667043,0.327675313,0.307499349,0.30459106,0.289083123,0.273137003,0.266904026,0.254473776,0.208759546,-0.007296645
2054,-0.002061572,0.010368154,0.026783323,0.069701687,0.123031311,0.202332839,0.241356403,0.309492499,0.335058987,0.299133748,0.302084118,0.285427451,0.272788674,0.257282794,0.245092779,0.204165325,-0.01052977
2055,-0.003770789,0.007781482,0.027715135,0.070437439,0.120372817,0.204511806,0.248302475,0.31072095,0.336818278,0.304099232,0.296008378,0.28278625,0.273982078,0.261876464,0.255820215,0.211562708,-0.00884312
2056,-0.003259357,0.008041479,0.025483783,0.072943814,0.114678033,0.197050378,0.235046268,0.297531188,0.318206578,0.298964351,0.290190518,0.281609207,0.272992849,0.265692204,0.262199283,0.206822708,-0.005281323
2057,-0.000277084,0.00951011,0.027407372,0.074499555,0.114638627,0.20412676,0.228437603,0.290142775,0.313644916,0.297349423,0.28087309,0.291124254,0.274289995,0.266371369,0.254042327,0.203992307,-0.001549233
2058,-0.005745659,0.008007059,0.024737719,0.070750996,0.112851247,0.192198038,0.221991926,0.294334918,0.317451656,0.304791838,0.283308983,0.288670987,0.284559429,0.265064001,0.251392603,0.201883987,-0.002957314
2059,-0.008129492,0.010053405,0.03047636,0.068861596,0.124440633,0.201645106,0.23280485,0.305662513,0.317174822,0.315482646,0.293486118,0.286595523,0.286776543,0.265762895,0.262055218,0.205362409,-0.002666559
2060,-0.007068175,0.005845112,0.022088401,0.063169546,0.112324581,0.196545795,0.228102967,0.296097994,0.308972627,0.312736511,0.288958848,0.268778056,0.28758195,0.259726763,0.268284827,0.218164712,-0.003213859
2061,-0.004256615,0.006989203,0.026585635,0.071206711,0.111596644,0.184366584,0.227388635,0.289106309,0.314368904,0.298600465,0.282375991,0.243553072,0.279304177,0.261380345,0.256197155,0.203318253,0.00343109
2062,-0.010621203,-0.001217544,0.016914694,0.055629682,0.093331359,0.173079133,0.218423367,0.305615276,0.325836778,0.272165716,0.278106213,0.239573494,0.280763775,0.258188665,0.275347292,0.219960228,0.010049871
2063,-0.012017981,-0.004917463,0.003612283,0.032347653,0.064373545,0.124993131,0.161673561,0.277168304,0.282212257,0.22800009,0.242992967,0.226833045,0.253705204,0.233704224,0.261736035,0.208269596,0.012857106
2064,-0.007400773,0.002474298,0.01238126,0.0505899,0.09772826,0.204709575,0.241273314,0.370591253,0.361688048,0.279057235,0.294464916,0.28267777,0.280052066,0.250577748,0.286639363,0.232277796,0.008452874
2065,-0.007240361,0.003162025,0.012291849,0.047852311,0.103770144,0.207740679,0.248542339,0.387653291,0.385807335,0.302285373,0.313462079,0.311355233,0.289498091,0.260775983,0.295621186,0.254948229,0.010548228
2066,-0.00758512,0.003160325,0.011069104,0.041684452,0.085180074,0.164958879,0.202113971,0.332080722,0.335907608,0.27085793,0.291692048,0.289545268,0.288688183,0.250762999,0.26386404,0.223200902,0.015832266
2067,-0.001051128,-0.000913492,0.008646758,0.045311347,0.087379731,0.156284541,0.194084048,0.301834583,0.272666097,0.275542259,0.27074191,0.25735262,0.240268499,0.265155226,0.269180715,0.289347351,0.021618076
2068,-0.003179738,-0.004222077,0.004276922,0.022796713,0.067279033,0.123931713,0.161990523,0.246440306,0.222183198,0.238244072,0.232157886,0.227663234,0.207320541,0.236016914,0.25020209,0.290314406,0.027677212
2069,-0.005325713,-0.008532503,-0.00018035,0.021332227,0.063748613,0.110950239,0.143316478,0.199786797,0.17176576,0.188005835,0.193197355,0.18980816,0.182521701,0.202030748,0.209318131,0.262956023,0.026260965
2070,-0.006008812,-0.010337922,-0.004458066,0.009983963,0.042794302,0.083567806,0.110018596,0.181264713,0.157680765,0.168062553,0.177903891,0.18994385,0.184284866,0.202727705,0.206918702,0.273397624,0.034691084
2071,-0.008441026,-0.012432375,-0.002349832,0.014220335,0.051575124,0.094714306,0.124011464,0.196414337,0.159051836,0.157802939,0.160024375,0.178782523,0.17663312,0.195977747,0.193334132,0.252071589,0.026068171
2072,-0.005966173,-0.009248946,4.22E-05,0.022253605,0.045495287,0.083673865,0.103309773,0.1551321,0.119261973,0.11769896,0.123264931,0.139418691,0.143609181,0.171405241,0.169065803,0.224075153,0.024077272
2073,-0.00464072,-0.007324197,-0.002076074,0.041722048,0.04903049,0.082854398,0.10416311,0.11923793,0.097206138,0.076712906,0.092230923,0.107119508,0.122485906,0.170256004,0.16259481,0.233463079,0.029488809
2074,-0.006903131,-0.009927095,-0.005371463,0.044609964,0.043619722,0.072831981,0.101080254,0.105028726,0.085684381,0.054978952,0.075464174,0.087297305,0.111617021,0.167413339,0.159748644,0.223713398,0.041041881
2075,-0.003035261,-0.008068813,-0.000789148,0.051385321,0.059066344,0.090155579,0.114608921,0.120678879,0.093170866,0.071522228,0.090435602,0.099756017,0.121560931,0.179589778,0.167195871,0.214111298,0.028289342
2076,-0.005411172,-0.004837296,-0.000868154,0.062355012,0.074868038,0.118154205,0.134690851,0.145532146,0.091081925,0.076846406,0.099012002,0.114914536,0.119925737,0.198412359,0.206735939,0.245357051,0.035904583
2077,-0.003758823,-0.003672494,0.000194145,0.069293745,0.071091533,0.117620349,0.121805668,0.13467294,0.083218269,0.071234196,0.096471436,0.109974712,0.070858024,0.190401077,0.19818759,0.228768766,0.035710208
2078,-0.000369056,-0.003839396,0.005307918,0.077973381,0.079428867,0.129316777,0.133126393,0.147656113,0.08523906,0.071871482,0.098153166,0.104793139,0.085216455,0.18405135,0.196023419,0.220287532,0.028342906
2079,-0.000380746,-0.006098291,0.001793169,0.070542507,0.076878488,0.121098809,0.122617669,0.128357723,0.070495836,0.064809948,0.087625302,0.070455983,0.085946344,0.146416083,0.161908835,0.190371498,0.01909516
2080,-0.001046155,-0.002902222,0.007399376,0.071669482,0.085203588,0.125998154,0.123074718,0.12647368,0.068068743,0.057653733,0.085483253,0.102002345,0.117099307,0.134084195,0.154825479,0.177216113,0.021168137
2081,-0.002005988,-0.004754792,0.005015571,0.067465529,0.077579252,0.121319324,0.124638662,0.124058485,0.065661386,0.057279419,0.085056491,0.099121615,0.120323703,0.129233509,0.142886847,0.170229018,0.025488479
2082,-0.002283253,-0.005539649,0.006982563,0.068692163,0.076445661,0.11385081,0.112688161,0.115116276,0.065093175,0.055870511,0.083150186,0.10036166,0.122530445,0.117224485,0.126636505,0.155647129,0.01570371
2083,0.000654407,-0.006756626,0.005260953,0.07156229,0.08207991,0.131295428,0.122121923,0.129445493,0.074728929,0.06241525,0.091474071,0.110841498,0.12975426,0.124574117,0.130896837,0.163602203,0.016780328
2084,-0.004733467,-0.008306371,0.005088988,0.069745302,0.07569062,0.12507683,0.122179642,0.12663728,0.07053116,0.06486351,0.089850962,0.110643275,0.109217733,0.128871351,0.141280919,0.178737551,0.017612675
2085,-0.002854346,-0.006064065,0.002894488,0.072751872,0.085807972,0.125944808,0.124912798,0.131948754,0.080253147,0.068181165,0.094168805,0.118435264,0.071819872,0.126210079,0.130016625,0.165488139,0.013463113
2086,-0.004191426,-0.006050178,0.001909214,0.06748718,0.082726166,0.125038862,0.131902859,0.138846651,0.095397092,0.081478968,0.102743939,0.126225516,0.082936972,0.132022291,0.128806129,0.161871567,0.013530896
2087,-0.004907591,-0.006858082,0.001826689,0.070679702,0.080596752,0.125187129,0.133591175,0.147620752,0.106869377,0.090866417,0.114226237,0.132102147,0.087265052,0.134578526,0.129030481,0.155251071,0.009963388
2088,-0.00674906,-0.006320637,0.007377846,0.073253758,0.087772913,0.134582996,0.155932114,0.158232719,0.118672274,0.096599221,0.122568645,0.140953079,0.132495448,0.144484267,0.138715848,0.164485171,0.007748022
2089,-0.00384456,-0.000375352,0.010997933,0.073989734,0.096328884,0.154106274,0.167420477,0.183617398,0.143358558,0.11785122,0.146893114,0.162367299,0.160301715,0.154825419,0.151835397,0.159481972,0.005980543
2090,0.000574433,-0.002782797,0.016428927,0.079930864,0.101261966,0.163046747,0.187565371,0.211413309,0.178318635,0.150521785,0.181779206,0.198577568,0.188076437,0.178236291,0.156509161,0.151029602,0.003158783
2091,-0.000126867,0.000571344,0.019505458,0.084165692,0.108717479,0.186649159,0.209184214,0.245743662,0.225812614,0.199255347,0.227814823,0.237420633,0.22317563,0.203357935,0.16865328,0.150909036,-0.009962792
2092,0.000668284,0.004077843,0.015193926,0.075836852,0.112236887,0.192941934,0.224176735,0.275951236,0.266345859,0.249120057,0.255017042,0.259972602,0.250571311,0.222931758,0.193391412,0.152828589,-0.01030999
2093,-0.000777567,0.004002532,0.018996164,0.061525684,0.111641355,0.19095397,0.228282228,0.286972165,0.309510559,0.295629829,0.268271208,0.273219138,0.25746578,0.236019358,0.228982702,0.200446382,-0.003261584
2094,0.001477322,0.005298965,0.023073504,0.060011625,0.112150759,0.195192933,0.220120728,0.296759844,0.325856715,0.307977706,0.262537628,0.268465221,0.258003712,0.218582213,0.232005388,0.215522423,-0.003100868
2095,0.004436872,0.006874197,0.022532204,0.0637196,0.118436448,0.19792369,0.222271964,0.298547298,0.322287083,0.305652529,0.258492827,0.266897142,0.247560248,0.216158569,0.216942891,0.210449144,0.000740803
2096,0.004074208,0.008582116,0.021572059,0.06225301,0.116213158,0.193920299,0.212607905,0.297951251,0.31512484,0.291816443,0.253443092,0.2486922,0.246327102,0.217010617,0.201790422,0.19938232,-0.002003186
2097,0.007400538,0.007048433,0.023628648,0.064542338,0.114882439,0.187888175,0.212515131,0.300101906,0.301151693,0.28238067,0.247870758,0.25182569,0.240548998,0.212036073,0.194646254,0.181412175,-0.005642233
2098,0.008002622,0.006935542,0.026745832,0.067280464,0.1145913,0.192584351,0.206716001,0.299283803,0.301893532,0.27859363,0.244808763,0.2614187,0.242958084,0.21156247,0.196228772,0.172273636,-0.002706424
2099,0.0064418,0.005593746,0.02377389,0.060458366,0.114655741,0.182096928,0.198250771,0.292452723,0.288518518,0.273357213,0.242487758,0.269132555,0.246523008,0.223296613,0.201161906,0.178706631,-0.002579239
2100,0.006765326,0.002851957,0.0185242,0.058464777,0.101560019,0.177043408,0.191089049,0.277142793,0.298903167,0.272484034,0.244895428,0.275409937,0.253297985,0.222152665,0.20012565,0.175278902,0.000209036
2101,0.007011299,0.005536778,0.021402165,0.056462303,0.107521348,0.172527581,0.18777813,0.263711721,0.289168298,0.261427552,0.24514471,0.27796787,0.253565937,0.224284053,0.207967281,0.181364805,0.004019422
2102,0.010276593,0.010196386,0.024750538,0.061268438,0.10790918,0.175166234,0.19452247,0.267208457,0.279309481,0.262189388,0.249390155,0.26927796,0.255108297,0.225361049,0.211044297,0.187295929,0.004794006
2103,0.010072686,0.009108087,0.020125952,0.059488051,0.110665523,0.176127225,0.195766717,0.270511627,0.283966959,0.259070575,0.249345645,0.264427602,0.246815041,0.219570354,0.204574391,0.183113679,0.003479822
2104,0.008049604,0.015505505,0.020944506,0.068370819,0.124889113,0.189141214,0.21619752,0.287793934,0.29572621,0.25080061,0.256144375,0.255709708,0.238120511,0.211346835,0.200180873,0.183723986,-0.003668045
2105,0.01058198,0.011060857,0.022148509,0.07184606,0.126151517,0.19654429,0.220716596,0.296819359,0.309931964,0.252630681,0.255377024,0.255750597,0.242385983,0.209592134,0.203477308,0.195222557,-0.002343859
2106,0.008064538,0.009867814,0.025368178,0.074699007,0.128566697,0.191702738,0.219899014,0.301241338,0.305873692,0.258546293,0.25861299,0.267525524,0.246047333,0.210144728,0.207290947,0.194674745,0.000295709
2107,0.001196736,0.004388846,0.017633479,0.063343056,0.118208751,0.190403581,0.213677868,0.301365018,0.30276978,0.268123746,0.266703278,0.2734541,0.249029517,0.207118839,0.207644731,0.197295889,-0.005976325
2108,-0.00371348,0.004205906,0.016616402,0.06027348,0.116823316,0.191662133,0.204252303,0.301337183,0.299649477,0.272492021,0.2740435,0.275883108,0.243452102,0.206228003,0.206977278,0.197263852,-0.008626655
2109,-0.004345765,0.004732097,0.022085438,0.06817086,0.126640007,0.20100762,0.221782431,0.309804559,0.30004847,0.285312802,0.278278708,0.281847745,0.248712033,0.213931605,0.219780728,0.2073652,-0.003862781
2110,-0.004927413,0.009704946,0.028843403,0.081687443,0.1410418,0.212190151,0.244563907,0.323087126,0.306642264,0.290767729,0.282810181,0.288012713,0.253613621,0.222992077,0.229609266,0.213995442,-0.008244622
2111,-0.004473967,0.010392657,0.029935133,0.084469669,0.141193092,0.207331285,0.24770762,0.315588236,0.30212009,0.282836258,0.283373177,0.289703339,0.254791379,0.234890744,0.232320368,0.202995211,-0.015798096
2112,-0.005905987,0.00684427,0.026965657,0.075366803,0.135861069,0.208410621,0.236797974,0.305225074,0.29693836,0.271495998,0.279700994,0.279786557,0.247886643,0.235662714,0.231806815,0.214365721,-0.010154324
2113,-0.004135816,0.004059532,0.023137469,0.060562123,0.124952331,0.195805579,0.236674488,0.311268359,0.290310502,0.258880377,0.273842365,0.270478606,0.242881313,0.218901768,0.225880235,0.21218957,0.00431137
2114,0.002492725,0.001647316,0.019616749,0.065682881,0.122047305,0.192208812,0.2401402,0.312055051,0.288229614,0.268917203,0.272792161,0.269354463,0.24939242,0.220394254,0.216845468,0.2017802,0.001207963
2115,0.006574868,0.008496315,0.020054372,0.062942296,0.123656139,0.188663214,0.228790849,0.306136429,0.286814183,0.267539293,0.26870054,0.268900037,0.248792753,0.216620401,0.202661768,0.179916188,-0.003200573
2116,0.006658368,0.008625769,0.023296919,0.058524039,0.113475285,0.175825447,0.204372853,0.288908243,0.282845676,0.275869519,0.264422596,0.272074074,0.247231126,0.218871057,0.204925939,0.178222746,0.001780615
2117,0.006713961,0.007800013,0.02464211,0.06132992,0.11838191,0.189465567,0.205492288,0.299962103,0.284945548,0.27368629,0.26492548,0.272047698,0.254200041,0.216325969,0.210460976,0.173197076,-0.007780534
2118,0.005350231,0.011481532,0.022209374,0.057547711,0.115794867,0.182721838,0.203561813,0.294498563,0.285546571,0.263830304,0.262152851,0.28116399,0.254116118,0.219041526,0.214423016,0.173724577,-0.013291829
2119,0.008137132,0.004257345,0.020287283,0.06207465,0.120060489,0.185200453,0.208704934,0.298973829,0.293875396,0.253923625,0.253321379,0.277441382,0.242867023,0.220662698,0.210300177,0.176494852,-0.005575845
2120,0.004061994,0.009163897,0.021755641,0.065310642,0.12818782,0.193203971,0.220720649,0.307603359,0.303689569,0.273547947,0.265944183,0.284067392,0.250152379,0.223491102,0.208894283,0.167449772,-0.006982688
2121,0.000306505,0.006329185,0.020983353,0.058422953,0.12683937,0.197649091,0.226129413,0.309531182,0.297824442,0.278874278,0.267948568,0.289867908,0.257019937,0.232113972,0.234028682,0.191119388,-0.008615813
2122,-0.001085364,0.00866928,0.022570955,0.060195036,0.130599841,0.201632172,0.232663587,0.324101627,0.303312987,0.289534062,0.273807049,0.289521009,0.26268059,0.24081479,0.250943244,0.204927698,-0.006892276
2123,-0.000374511,0.006630765,0.019280842,0.057684291,0.131529868,0.196082711,0.231340259,0.313138634,0.300519437,0.290069133,0.27115947,0.284076601,0.262502789,0.242608696,0.249156132,0.206526071,-0.007598518
2124,-0.000191137,0.006205356,0.014333982,0.054215997,0.118348546,0.185491309,0.211634934,0.300626606,0.2924833,0.2836532,0.261699677,0.274045348,0.254254192,0.22901094,0.227006942,0.186568663,-0.006964162
2125,0.000182117,0.005352568,0.014747625,0.058658142,0.118788548,0.186998636,0.217941225,0.308957189,0.305568457,0.292715192,0.275733232,0.278337777,0.253927618,0.232661933,0.234478891,0.190215006,-0.000709362
2126,-0.003365757,0.006875095,0.018230878,0.059682813,0.129359841,0.199936658,0.230144918,0.310056806,0.311479181,0.288447827,0.278647929,0.271053165,0.252830237,0.233570144,0.221931681,0.17586568,-0.009932288
2127,-0.003141197,0.006104225,0.019664478,0.067006871,0.131214812,0.207498536,0.23480916,0.324406654,0.317948908,0.277655214,0.273011893,0.264522612,0.248799205,0.236045644,0.234267473,0.194487512,-0.010051294
2128,-0.001357041,0.01409041,0.024620825,0.074089646,0.136699378,0.223698243,0.243408903,0.333496511,0.323019445,0.278760701,0.274610996,0.276823878,0.257562429,0.241103426,0.235428572,0.186538503,-0.011915944
2129,0.00352903,0.018556669,0.02857269,0.085501984,0.146616668,0.234318048,0.254361838,0.326557964,0.329137504,0.286284566,0.276854962,0.284995705,0.259855956,0.244454503,0.23728314,0.203698963,-0.009206477
2130,-0.001420766,0.016008282,0.032265138,0.092062525,0.146617711,0.225307092,0.255737066,0.31937173,0.330593973,0.29630664,0.275461137,0.290808648,0.261354774,0.241082519,0.234487027,0.203137726,-0.006628755
2131,4.09E-05,0.019434977,0.033144955,0.090514906,0.139621317,0.223375037,0.254200011,0.328974962,0.336286902,0.298669398,0.281897843,0.290100932,0.260192662,0.241832241,0.244011924,0.210964844,0.00158694
2132,-0.004819015,0.010064561,0.030820707,0.090939149,0.139935791,0.216461465,0.254471868,0.328109801,0.33619839,0.303573281,0.288559318,0.289434671,0.264927804,0.241856113,0.242688626,0.203494772,-0.005145823
2133,-0.004984705,0.016604951,0.03205533,0.09064918,0.138678357,0.216453046,0.255090833,0.325799614,0.330767721,0.298657775,0.290153742,0.296473593,0.26994288,0.244214207,0.2452057,0.202394813,-0.000597244
2134,-0.000922304,0.013602757,0.030507406,0.086492054,0.138392225,0.209331632,0.248105168,0.32323581,0.317743063,0.28314203,0.28828913,0.288671136,0.262751341,0.24253659,0.239463419,0.204390824,-0.006273856
2135,-0.002888557,0.011582288,0.030682594,0.079410531,0.135965943,0.200511128,0.234148413,0.312832773,0.306880563,0.277357846,0.284338862,0.285217553,0.262063861,0.240696475,0.236751035,0.207649022,-0.005208969
2136,-0.004744671,0.007376227,0.024897378,0.071109116,0.123991251,0.18936716,0.21812436,0.293360621,0.296606928,0.269833744,0.270905346,0.281613559,0.259846419,0.239155009,0.230243027,0.2077851,0.001155526
2137,-0.007200327,0.010073408,0.024323113,0.064576142,0.118634567,0.184094116,0.211451724,0.284665793,0.295966655,0.267671287,0.262437463,0.279818118,0.255030215,0.240157872,0.227072254,0.205605179,-0.001852244
2138,-0.007582535,0.006589252,0.024945164,0.07452815,0.134416237,0.213745907,0.253779054,0.327132881,0.337949842,0.30051586,0.279623568,0.290020406,0.262639612,0.245771274,0.230935752,0.20128879,-0.007287886
2139,-0.002333038,0.012018817,0.024392182,0.075140052,0.128178358,0.20964174,0.253649145,0.329051554,0.335701764,0.296465456,0.279052168,0.285218865,0.258946478,0.239688739,0.231278986,0.222071409,-0.000750271
2140,-0.002131803,0.011356617,0.026555048,0.077622764,0.12821281,0.214463383,0.259825528,0.335688531,0.338370621,0.300210178,0.287597567,0.288561165,0.260211319,0.239841297,0.227081597,0.19685933,-0.005427463
2141,-0.005938325,0.010781829,0.023504918,0.077480793,0.123554759,0.215028599,0.264981002,0.333789378,0.336482018,0.302167058,0.28777802,0.285469323,0.264978141,0.237560302,0.238269329,0.19402957,-0.002312136
2142,-0.003740166,0.008550779,0.020993553,0.075000197,0.118336752,0.210461736,0.249791309,0.315456092,0.330257148,0.294204354,0.285290569,0.274674058,0.266009599,0.240697756,0.227770194,0.176345691,-0.011204618
2143,-0.004465518,0.016514082,0.028864449,0.084395289,0.133178502,0.226561129,0.262196988,0.334352493,0.334428847,0.288902044,0.286841244,0.279620618,0.268664867,0.248020485,0.241663918,0.210161,-0.006776498
2144,-0.007193531,0.011042581,0.023425166,0.075897217,0.13570042,0.214093804,0.248537764,0.33201164,0.336022824,0.298833162,0.286764234,0.286047667,0.270992637,0.258347452,0.258419722,0.217360541,-0.000738733
2145,-0.007093887,0.009320112,0.027723026,0.082105778,0.134998873,0.219097167,0.257843524,0.342935771,0.347768486,0.309872568,0.287744015,0.287121236,0.265702277,0.261458725,0.261958092,0.225628868,-0.000245895
2146,-0.003087913,0.012789695,0.03064917,0.08596395,0.136810541,0.220728844,0.267967552,0.337456822,0.341269016,0.310036242,0.288127124,0.293465257,0.268544495,0.255222261,0.254728466,0.208424821,-0.005733101
2147,-0.006651314,0.01157283,0.026262011,0.074389793,0.128239751,0.209504545,0.263531268,0.333943248,0.342367858,0.318698883,0.287753463,0.296230763,0.270048529,0.256809235,0.259580314,0.207414985,-0.007631028
2148,-0.005025838,0.006597915,0.02084979,0.071742408,0.117598556,0.204604566,0.248860821,0.320965976,0.331302196,0.31535989,0.298139334,0.297516137,0.270128846,0.258806139,0.248933524,0.191139087,-0.00268095
2149,-0.009266117,0.005623491,0.022599107,0.067755684,0.115140796,0.19960469,0.236686677,0.30831486,0.324682087,0.303121358,0.296459436,0.285658419,0.275444686,0.259849966,0.246526122,0.191126987,-0.005049909
2150,-0.007999379,0.013420307,0.023384679,0.078896552,0.120611705,0.198823482,0.239807606,0.309447169,0.314112723,0.291971892,0.292312771,0.28272295,0.274453193,0.261127174,0.252513587,0.200833544,-0.000166054
2151,-0.007780134,0.008486602,0.026021263,0.070721,0.120412119,0.200793982,0.23811014,0.3142322,0.318625867,0.292475313,0.293731093,0.282155097,0.273743331,0.261807531,0.245859966,0.192662925,-0.003001675
2152,-0.007704793,0.005380556,0.024044083,0.074743912,0.11865095,0.207584977,0.241746455,0.311793983,0.312237203,0.29768309,0.290274531,0.279058069,0.275827557,0.260342896,0.254775017,0.200199455,-0.000667063
2153,-0.006210302,0.005461672,0.023947461,0.074788533,0.118730918,0.204652086,0.237669319,0.310733855,0.311163247,0.300847143,0.288046807,0.279410958,0.279561311,0.263964802,0.259463221,0.204158753,-0.003809068
2154,-0.006856422,0.00255132,0.019905828,0.06690973,0.112717398,0.196479425,0.216989934,0.288853228,0.299049944,0.2878896,0.275243372,0.272388101,0.275491267,0.26150769,0.253656238,0.201497704,-0.004175224
2155,-0.008739399,0.004485903,0.024141485,0.075271264,0.11750219,0.202466279,0.221935138,0.296744823,0.30617398,0.29761523,0.278733522,0.272874743,0.284372509,0.260459781,0.253582865,0.200656101,-0.006284235
2156,-0.00857977,0.009260467,0.024656104,0.068806931,0.117362812,0.193423167,0.232462451,0.29837051,0.302257985,0.308600247,0.283376664,0.275284976,0.285277247,0.263634264,0.255941719,0.19462657,-0.007346591
2157,-0.009483787,0.00811217,0.020004813,0.064964198,0.110963844,0.188199773,0.232980981,0.298300147,0.308374822,0.296993941,0.28107354,0.261505485,0.286658853,0.267295927,0.262305528,0.207066908,0.002373908
2158,-0.010029604,0.006065397,0.023243317,0.067247756,0.110119902,0.190719724,0.229968265,0.300370961,0.313689619,0.290429413,0.284388423,0.258691549,0.283541203,0.257934034,0.251747847,0.205830783,-0.000797816
2159,-0.011842392,-0.006828815,0.007318841,0.041288335,0.079235844,0.149381161,0.194077909,0.284136057,0.298223078,0.259366244,0.266163826,0.251347661,0.271246761,0.25203535,0.261977822,0.216037333,0.00996284
2160,-0.014388896,-0.00903369,-0.000676558,0.024096914,0.056930169,0.127872601,0.169149712,0.290612042,0.28933984,0.246632606,0.2592884,0.25567314,0.271018028,0.245678052,0.281464696,0.224864215,0.013857719
2161,-0.007947567,-0.000749236,0.010522843,0.044254474,0.084596634,0.188807309,0.229155436,0.360601455,0.358506113,0.286730796,0.295765907,0.295206904,0.28870365,0.253506571,0.295709699,0.228161126,0.004118334
2162,-0.007820832,0.002277859,0.013889551,0.05183623,0.098135203,0.205782473,0.248825282,0.3860192,0.366805673,0.301426053,0.310486972,0.313936651,0.293669522,0.257705212,0.292803347,0.247367561,0.006183845
2163,-0.014019686,0.001101573,0.007731969,0.041757353,0.083988063,0.154262155,0.186773956,0.305148154,0.294140875,0.246996984,0.266340792,0.270201623,0.267528564,0.226919726,0.247020662,0.211131796,0.016820153
2164,-0.005332764,-0.007266669,-0.003180878,0.019542176,0.048107214,0.093325771,0.113908552,0.19106546,0.183406264,0.188235641,0.174090117,0.184746623,0.191602021,0.218017355,0.222247168,0.26605317,0.038212143
2165,-0.005705397,-0.009140949,-0.004440819,0.015440649,0.04877679,0.09008193,0.108601645,0.174646392,0.155107275,0.1541401,0.152193829,0.182139203,0.180517495,0.213333338,0.220080778,0.278831601,0.028590953
