,0cc21,13cc21,25cc21,35cc21,41cc21,49cc21,55cc21,62cc21,69cc21,77cc21,84cc21,91cc21,97cc21,111cc21,116cc21,121cc21,124cc21,0ch21,13ch21,25ch21,35ch21,41ch21,49ch21,55ch21,62ch21,69ch21,77ch21,84ch21,91ch21,97ch21,106ch21,111ch21,116ch21,124ch21,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21,labels
12,0.0,0.014704441,6.355738455,13.03215973,16.4017569,29.4607974,43.00624905,47.91517003,60.14912602,73.94571352,76.95673206,82.4746036,84.58478904,89.77125173,93.54474604,84.47454986,87.5746624,0,0.007270371,0.019610493,0.018712837,0.033815112,0.097063296,0.161501512,0.205794901,0.244362459,0.351391345,0.25890103,0.30950582,0.383767396,0.488192618,0.503719985,0.39566347,0.540635765,-0.017596215,-0.001675408,0.011353113,0.0227958,0.065941386,0.113918938,0.139067069,0.197615579,0.184389144,0.164029911,0.169512153,0.178180233,0.192914128,0.224715441,0.206844568,0.238216311,0.013647676,3
13,0.0,0.012253701,4.018289895,9.958238073,15.79882017,27.27498847,41.63488571,47.40017671,59.65554031,75.42166084,77.2827601,85.77306332,86.75024108,91.26882791,94.21123354,87.10721087,90.81212252,0,0.00704563,0.018452743,0.016753007,0.025928227,0.08248584,0.152117416,0.18891108,0.230802044,0.316540748,0.224555761,0.303160518,0.372597516,0.484329879,0.508811712,0.386665255,0.5516752,-0.01542757,-0.007859398,0.005438691,0.02421049,0.059583548,0.105873875,0.132519484,0.195028231,0.169003665,0.160929471,0.177448124,0.186904714,0.206960097,0.228041157,0.218124226,0.242028132,0.017155252,3
14,0.0,0.022669346,7.944627796,16.53528426,20.8915648,32.95942634,47.6293248,54.79900271,65.68937662,83.30986294,82.52297769,89.09755442,87.21633969,92.84458051,93.74568594,84.07959661,86.40603359,0,0.006724783,0.023717288,0.024419179,0.043525159,0.11210876,0.200601891,0.223782465,0.289029449,0.438104451,0.307259798,0.369116396,0.439302772,0.51915735,0.524024785,0.417954922,0.532487452,-0.017392762,-0.004624553,0.017316703,0.034808073,0.079250298,0.130287632,0.164093956,0.220981121,0.207892716,0.186106578,0.19912973,0.203681782,0.223230109,0.223758131,0.20675756,0.219188884,0.012015358,3
15,0.0,0.017155181,5.811918915,12.87599586,18.04581523,27.4145211,41.01026769,46.54118045,56.15205965,70.04891158,71.05401774,77.31362537,80.56328944,89.24212258,89.00080623,80.73385561,86.82046399,0,0.006697151,0.022663185,0.021027625,0.040082164,0.089430571,0.141364932,0.185915828,0.218219787,0.319508493,0.210110933,0.281958789,0.342538506,0.439211458,0.44708547,0.34917438,0.484747052,-0.019756489,-0.00523267,0.011909599,0.02984898,0.064061128,0.108225182,0.13544105,0.180551708,0.165877879,0.15033114,0.159679294,0.177258462,0.205468014,0.204441711,0.199960649,0.220814914,0.017756039,3
16,0.0,0.0,5.973479652,13.56744399,19.34014474,28.33058313,41.60158512,47.63558901,56.45785703,68.91695781,70.49073181,77.87420979,80.47144541,87.60604224,89.66350302,81.64278913,86.67005713,0,0.006824996,0.020852327,0.018633747,0.040026665,0.097195692,0.141081899,0.192098334,0.223285526,0.293257147,0.23168394,0.299052,0.361842513,0.457639575,0.471549898,0.379443824,0.524118304,-0.018441467,-0.004982616,0.011524447,0.03502332,0.064778298,0.10789948,0.141312897,0.190233707,0.164427906,0.151830673,0.163071573,0.184434325,0.203874767,0.206435665,0.211269736,0.230702758,0.018370442,3
17,0.0,0.039211842,6.436254737,14.83371437,18.83476251,29.97342813,43.06502873,49.92242634,60.13656455,74.21983338,75.09486697,83.10561677,85.14377855,91.65512465,95.90755173,88.45535869,90.62175381,0,0.004970903,0.021074155,0.024434319,0.037532277,0.10504321,0.145708978,0.191361606,0.224695146,0.307690382,0.232979417,0.3006863,0.362062454,0.472733736,0.487379462,0.390875846,0.550425172,-0.012168855,-0.004853476,0.015194544,0.027590595,0.065390311,0.112761356,0.147471383,0.206093878,0.181226328,0.165076658,0.175490692,0.198889926,0.204253986,0.22311233,0.233614981,0.245612919,0.021515826,3
18,0.000612685,0.022056661,6.565462582,13.30955647,17.65876386,27.00441651,39.81893004,45.21608944,55.26779454,69.75651707,74.27250739,80.959957,84.50016072,90.26185513,93.10077936,87.03146641,89.13071613,0,0.004254884,0.021031508,0.021394592,0.03536823,0.10276746,0.146395788,0.19266744,0.222613201,0.292813569,0.227241039,0.301025301,0.361994773,0.448830128,0.467586935,0.38126117,0.518696427,-0.016226381,-0.002749186,0.013345384,0.030798562,0.055044986,0.105267592,0.129143417,0.185801968,0.161414519,0.162285954,0.165750548,0.198283836,0.191213593,0.213927835,0.232097939,0.242338762,0.023148151,3
19,0.0,0.009190275,4.091449474,9.472723955,12.94289363,21.80652285,32.1501039,36.7642609,45.13690258,55.12281645,60.11143255,67.53026894,73.32007525,80.2123009,83.21721311,80.68408068,81.62114785,0,0.004844318,0.017505901,0.018346526,0.028240712,0.088907622,0.127555221,0.16811043,0.201892048,0.235428199,0.186650455,0.260283053,0.32090959,0.400450408,0.441079617,0.378694952,0.527205408,-0.014955733,-0.00715919,0.009695714,0.016390273,0.043126713,0.078877725,0.098899066,0.146801099,0.121802695,0.124426067,0.134632334,0.162545621,0.161515996,0.19971025,0.230942488,0.230314508,0.033988461,3
20,0.0,0.001838055,3.255103288,8.23715897,12.39129113,21.52442428,31.76527968,37.90062119,45.28456028,56.87180865,62.96801935,68.22359581,74.3458695,80.88426247,83.46895996,82.70429363,83.71061288,0,0.004192928,0.017015375,0.01431462,0.019611539,0.084847927,0.116790153,0.180455178,0.215240732,0.246710196,0.22668846,0.322205991,0.371868461,0.420952827,0.467353135,0.414720029,0.530926168,-0.011950146,-0.008857103,0.004646059,0.015970094,0.04198318,0.07168103,0.102347925,0.145964622,0.13140969,0.135881931,0.138552964,0.162971452,0.174496189,0.194037825,0.222130179,0.247864172,0.023046274,3
21,0.0,0.022669346,4.408474318,9.494894071,11.711034,20.56254941,29.86004156,35.57824074,44.64563329,54.34453104,57.83821553,64.65552341,69.63826928,76.83842625,78.45202902,77.73870325,80.15386946,0,0.00596745,0.017664313,0.020619951,0.020711526,0.097116828,0.136374682,0.214004621,0.245222867,0.270853668,0.253174603,0.329046756,0.387423396,0.410482585,0.459270269,0.408654332,0.50835973,-0.012340343,-0.006516234,0.009357851,0.013693508,0.039327379,0.071593553,0.099383302,0.149700597,0.130961195,0.126745775,0.138332337,0.157157227,0.1774946,0.186974302,0.213227808,0.227168038,0.030670006,3
