,0cc21,13cc21,25cc21,35cc21,41cc21,49cc21,55cc21,62cc21,69cc21,77cc21,84cc21,91cc21,97cc21,111cc21,116cc21,121cc21,124cc21,0ch21,13ch21,25ch21,35ch21,41ch21,49ch21,55ch21,62ch21,69ch21,77ch21,84ch21,91ch21,97ch21,106ch21,111ch21,116ch21,124ch21,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21,labels
100,0.0,0.314307421,12.1390032,24.04792313,29.81618656,42.46402485,63.66590459,74.28982946,87.44459686,99.31416286,99.00038447,99.77606343,99.74499089,99.29449446,99.96320983,99.53038435,97.06003289,0,0.005383987,0.027772836,0.031000456,0.072346538,0.148421541,0.214255348,0.308084279,0.400093496,0.649671555,0.583332062,0.613020837,0.659546673,0.697229505,0.686482847,0.61779803,0.712161422,-0.011116948,0.000384362,0.032852568,0.062536806,0.108809672,0.183429554,0.22544159,0.309273183,0.305660367,0.281633884,0.284822851,0.29620555,0.283574194,0.267377406,0.297578335,0.257570744,0.015601257,0
101,0.0,0.334526027,11.81457035,23.60639786,29.68327999,44.42536824,63.57107933,74.98566245,87.81649139,99.40876109,99.50605379,99.89787691,99.92475141,99.97294841,99.99029336,99.65911065,97.44632964,0,0.006160605,0.028459093,0.031052953,0.072387777,0.149840921,0.217050061,0.318254918,0.406199127,0.666219175,0.602558136,0.635328174,0.675639689,0.710223496,0.699963927,0.63484776,0.72460109,-0.015188608,0.000509522,0.032265093,0.059598092,0.112926327,0.181665748,0.231779277,0.312739968,0.317799568,0.281222373,0.29172188,0.295230389,0.269993931,0.264152199,0.297674924,0.25497523,0.016381957,0
102,0.001838055,0.601044015,12.35177564,22.90883659,30.07541203,44.38290179,63.85246152,77.40946218,89.32418839,99.46788498,99.3924783,99.6162322,99.83177971,99.9967431,99.9525453,99.80414647,97.32635893,0,0.007088529,0.030864572,0.036251552,0.065935776,0.144370079,0.214646682,0.331003845,0.412905276,0.676118851,0.611646533,0.644086003,0.684145331,0.718239427,0.713290334,0.652600288,0.748052239,-0.012563662,0.000875353,0.031024517,0.060007062,0.114668787,0.176658809,0.232980832,0.315730989,0.326449662,0.279680282,0.292249531,0.292617768,0.273895621,0.257281691,0.280328155,0.263748467,0.019469501,0
103,0.0,0.375575924,14.12528578,25.76742945,31.68419448,48.39840811,66.29018457,79.10942739,92.41535265,99.64633163,99.77572728,99.89178185,99.95055093,99.98485111,99.98376904,99.9372403,98.75562673,0,0.006155131,0.030468719,0.037232045,0.056765072,0.156427249,0.243374124,0.38343212,0.467118233,0.733213246,0.695486069,0.711737096,0.752407074,0.777084291,0.774256051,0.709394097,0.803084373,-0.012941668,0.005797228,0.037806671,0.063786373,0.12435431,0.191879004,0.245909706,0.334729582,0.343282074,0.305629015,0.30481711,0.307726204,0.292923957,0.266430646,0.28879717,0.26971212,0.017730573,0
104,0.00245074,0.419689246,14.43649921,25.25512376,32.83828685,50.35671819,68.48834019,80.24799425,93.39368999,99.91615157,99.69141755,99.83337812,99.94535519,99.98160492,99.97195858,99.92966586,99.03588123,0,0.006401853,0.031550433,0.036121506,0.067872919,0.164920032,0.260040581,0.401696622,0.482480645,0.737752557,0.702752054,0.725178182,0.757560492,0.781161904,0.780008793,0.709286153,0.798007607,-0.011272018,0.006928715,0.035564169,0.067655176,0.129689038,0.199731901,0.252071142,0.342708588,0.352258265,0.313353866,0.305346847,0.315872848,0.30320102,0.26368463,0.303965449,0.269881576,0.018656554,0
105,0.0,0.476056269,15.01417467,25.61697987,32.46548683,48.85604817,66.10438822,76.5437763,90.92638317,99.38296157,99.52105432,99.80499304,99.92045149,99.98376904,99.95685936,99.84634695,98.30765235,0,0.005000448,0.03205682,0.036406361,0.073846333,0.167866528,0.241638914,0.361490488,0.450052619,0.699095488,0.666966975,0.703019321,0.740887225,0.761749208,0.758272469,0.688705862,0.779132009,-0.009116522,0.007054562,0.035313245,0.069804616,0.127496585,0.200357005,0.245261788,0.334520131,0.341798753,0.318062901,0.306216866,0.316669047,0.316090196,0.271579981,0.314973414,0.274163812,0.023735842,0
106,0.000612685,0.515268111,13.95518976,24.61472967,29.97530864,47.35858672,64.66935582,76.84486995,90.2970297,99.16689062,99.10824896,99.47970976,99.7011556,99.92074865,99.79440789,99.66564231,98.73073927,0,0.00507439,0.032436404,0.03370956,0.053491592,0.154286131,0.229209781,0.340316355,0.426617056,0.670200169,0.648151815,0.680058062,0.717929482,0.754042506,0.758593202,0.688253343,0.788506985,-0.008932964,0.005924982,0.032627434,0.060786787,0.120409243,0.19510372,0.245251819,0.338057786,0.363057226,0.336522251,0.322051734,0.326087922,0.326994866,0.284569204,0.319925398,0.295483917,0.018238377,0
107,0.0,0.905548476,18.43601027,29.03188624,35.0318549,52.58924021,69.25895443,86.1079753,95.58664838,99.95377587,99.90785385,99.98065036,99.983928,99.98701524,99.99892148,99.9372403,99.08865401,0,0.005432154,0.035966113,0.043612413,0.068049118,0.187534988,0.279712886,0.434822023,0.511201084,0.758381605,0.755779684,0.764966547,0.791240871,0.821099937,0.831362724,0.759654522,0.863507867,-0.006485002,0.013315501,0.040919084,0.076599374,0.138167202,0.209612787,0.28090483,0.379803181,0.39937529,0.361577839,0.34857443,0.347355247,0.339749843,0.297160327,0.307840377,0.305869401,0.029060675,0
108,0.0,0.806293501,16.8754763,28.45101259,34.11178009,50.34701158,67.38357169,88.9845396,94.43255601,99.9731255,99.983928,99.99892853,99.99892502,100.0,99.99675381,99.91127078,99.13002078,0,0.006038003,0.033243593,0.038077883,0.067599088,0.185468778,0.263857782,0.400333941,0.482803494,0.749700427,0.758739769,0.797889352,0.824696362,0.859375358,0.881651282,0.803596616,0.905167401,-0.006030328,0.00902923,0.040199146,0.07313814,0.13533774,0.209378183,0.286139816,0.370767593,0.402676195,0.373338878,0.349251658,0.341403782,0.330759257,0.307507724,0.304585189,0.30932197,0.029501053,0
109,0.0,0.384153514,16.16582838,27.51687648,31.71041,48.74541969,65.35345222,84.45810117,93.96128639,99.96560064,99.6091247,99.9785004,99.95928426,99.99891794,99.99892148,99.89287569,99.8420187,0,0.005409574,0.029078232,0.034098215,0.057154965,0.163726747,0.238688827,0.357411474,0.464798272,0.744910896,0.752440989,0.790486097,0.822841227,0.858441532,0.875988901,0.794617653,0.891797006,-0.007078065,0.008696442,0.037711058,0.065352038,0.126377672,0.195065141,0.261376143,0.350777924,0.38743639,0.338295788,0.34472537,0.324763954,0.311036587,0.307147205,0.318347931,0.32777983,0.038684484,0
110,0.0,0.327173806,12.31206454,22.66192301,27.63786008,44.88400592,62.14276983,80.87713777,91.49676079,99.97635044,98.97996357,99.83875302,99.89680193,99.97394476,99.98274374,99.72948407,99.55960007,0,0.005954093,0.026846141,0.029620588,0.056542072,0.149172902,0.209319502,0.303373486,0.41244635,0.677468479,0.666872561,0.710778356,0.745077372,0.781756818,0.808706105,0.725022256,0.833360434,-0.010234472,0.002965942,0.027866637,0.053733476,0.11234659,0.182240292,0.247009262,0.337617218,0.370076835,0.314774305,0.349890471,0.311629415,0.300792277,0.302131087,0.310146064,0.314217746,0.039387822,0
