,0cc21,13cc21,25cc21,35cc21,41cc21,49cc21,55cc21,62cc21,69cc21,77cc21,84cc21,91cc21,97cc21,111cc21,116cc21,121cc21,124cc21,0ch21,13ch21,25ch21,35ch21,41ch21,49ch21,55ch21,62ch21,69ch21,77ch21,84ch21,91ch21,97ch21,106ch21,111ch21,116ch21,124ch21,0eg21,13eg21,25eg21,35eg21,41eg21,49eg21,55eg21,62eg21,69eg21,77eg21,84eg21,91eg21,97eg21,106eg21,111eg21,116eg21,124eg21,labels
136,0.009190275,1.29092736,19.57890233,28.68465173,35.21376878,53.48528234,73.7801441,91.00145488,97.54981054,99.92690137,99.98928533,100.0,99.99892853,99.99782873,99.99892502,99.84634695,98.55478861,0,0.006007461,0.041006163,0.04560471,0.084263183,0.220927089,0.343924731,0.492537141,0.571071267,0.829490066,0.867544174,0.87209028,0.904297471,0.963955462,0.957385719,0.883823574,0.991717696,-0.005553905,0.014626518,0.042065572,0.082112238,0.142776653,0.225903481,0.304683477,0.392882705,0.376343042,0.33255434,0.32131201,0.306159854,0.296422929,0.282874495,0.293078572,0.234355941,0.00331738,2
137,0.001833517,0.737672777,18.85688157,28.58527663,33.72624912,51.80785751,71.17100599,89.26827207,95.97317482,99.73447998,99.92260145,99.95700081,99.98291256,99.9880973,99.99137187,99.77601281,98.4728214,0,0.006210046,0.039012384,0.041876577,0.071975164,0.20202221,0.30887723,0.456345737,0.541366816,0.800323427,0.81070596,0.807001591,0.829771996,0.891561985,0.884609759,0.806657016,0.916562676,-0.009683331,0.013484599,0.043702476,0.073212676,0.142180622,0.216911644,0.301697016,0.374684006,0.370568991,0.33357048,0.325087458,0.314431608,0.298289597,0.282600939,0.290792942,0.239007503,0.004550435,2
138,0.00980296,1.214341731,18.90077732,29.4593444,33.39719029,49.52437574,69.51034212,84.82286586,95.80185947,99.84735286,99.96035573,99.99570008,99.98928533,99.97403047,99.96560064,99.5855696,98.10073339,0,0.008668894,0.042465098,0.0471671,0.078578085,0.203661382,0.303184181,0.441178828,0.534329653,0.795229256,0.80692178,0.800009549,0.835421085,0.900992692,0.885334671,0.807402313,0.913162589,-0.00648876,0.011783339,0.04806494,0.073743202,0.138588235,0.210511103,0.276545495,0.372072548,0.374451339,0.337891549,0.326508403,0.316740781,0.298504442,0.287583113,0.287322164,0.234143943,-0.004178333,2
139,0.00735222,0.856533673,15.97420853,28.24020729,31.00407468,47.18932757,67.34017846,78.86917518,95.51827405,99.68825585,99.91615157,99.99142827,99.99142827,99.06834314,99.98705781,99.79224377,97.58628128,0,0.008282187,0.038973425,0.043634523,0.073021866,0.187584624,0.281948447,0.4066495,0.511027753,0.761419535,0.792896032,0.787123919,0.83830303,0.895068049,0.874465108,0.801162362,0.892789364,-0.011267646,0.005613843,0.045781098,0.065191843,0.132364467,0.202952683,0.257455587,0.368555427,0.367486596,0.318114042,0.317123055,0.310546488,0.276032656,0.285869777,0.282033116,0.236472785,-0.00380567,2
172,0.027570826,0.830800902,18.62119545,29.79362902,34.1938819,52.21370796,71.7473414,92.67332379,96.64894267,99.76242945,99.95915077,99.99464267,99.99785004,99.99134349,99.95807579,99.22740651,96.21764452,0,0.00373403,0.031074872,0.036987569,0.086540297,0.21757105,0.326678872,0.491925359,0.56770277,0.768211126,0.848085821,0.839887977,0.909803748,0.958005726,0.941803813,0.844003499,0.987552464,-0.008055829,0.010636284,0.048772506,0.083593175,0.146006018,0.22446993,0.272437871,0.369562268,0.359641522,0.326954842,0.306899279,0.301801145,0.279326499,0.262111515,0.274602592,0.216379389,0.007693629,2
173,0.00245074,0.442971277,15.85686346,27.54336229,30.04846822,48.74481303,69.79972565,90.75356144,97.04862064,99.97097554,99.91937651,99.99252424,100.0,100.0,99.99137187,99.68836565,98.46887985,0,0.00374012,0.031038089,0.029016895,0.061411656,0.195567876,0.28557691,0.4447999,0.52663666,0.747947991,0.821381986,0.807564855,0.879935741,0.932418466,0.918050587,0.825878024,0.961767316,-0.009892863,0.008498465,0.042188667,0.070568725,0.129037619,0.211562008,0.263058871,0.366909146,0.360100538,0.315650105,0.29753074,0.280892849,0.265450418,0.263669699,0.268277347,0.228150815,0.003974624,2
179,0.004288795,0.534261347,16.73389561,28.32086602,30.38012498,48.39962144,63.56652949,83.10175379,90.29519619,96.33986928,96.82558452,97.44240866,98.34775598,98.75454467,99.23425367,98.65174861,98.04903913,0,0.003672742,0.038306631,0.04314604,0.076387674,0.209071323,0.298139006,0.443503857,0.503624022,0.700157762,0.790249407,0.765705943,0.819361806,0.858956814,0.856244087,0.771737516,0.893732429,-0.005287549,0.01261409,0.044141099,0.070354708,0.126294583,0.18796432,0.240569472,0.325897276,0.332288384,0.294141799,0.27438578,0.280666441,0.270638883,0.261348039,0.263302535,0.211648434,-0.005245433,2
180,0.00122537,0.39947064,18.43446721,31.09038256,32.37311385,51.74840447,71.11172228,92.26951986,97.52964487,99.99355012,100.0,99.99892853,100.0,100.0,100.0,99.95671745,98.83137119,0,0.002163805,0.041374408,0.044875827,0.086305179,0.223537326,0.325437516,0.491497725,0.562491775,0.782662928,0.871528387,0.843562603,0.89343065,0.944433808,0.935869575,0.85341686,0.969299495,-0.007419364,0.012521395,0.047574986,0.076985404,0.13642025,0.216104716,0.272424966,0.362289369,0.356464863,0.315228164,0.290056258,0.291785657,0.282825023,0.262443513,0.262126863,0.212550789,-0.002392896,2
181,0.004288795,0.311243996,17.44407774,28.13778387,31.13543757,50.32759834,68.02743484,90.70045378,96.67794544,99.98710024,99.98280032,100.0,100.0,100.0,100.0,99.91018871,98.04357204,0,0.002180904,0.040113099,0.036891751,0.079271875,0.216059759,0.310083836,0.469323874,0.552035749,0.781612813,0.867488325,0.845147848,0.893795371,0.947300255,0.937316954,0.859513819,0.971608996,-0.006674155,0.01165805,0.039333574,0.070735261,0.133137017,0.202473357,0.271924168,0.355191678,0.358870298,0.310232848,0.29089576,0.276848346,0.26843062,0.253433585,0.256522655,0.206438124,-0.001534808,2
182,0.00122537,0.731545927,18.59247036,31.68541381,33.88812681,54.1148209,73.21415475,95.8212803,98.95550666,99.98280032,100.0,100.0,100.0,100.0,100.0,99.96970222,99.25770429,0,0.002969468,0.046727195,0.051759213,0.095395699,0.234594598,0.352532595,0.534013391,0.596884429,0.82905221,0.905806541,0.884743869,0.925370574,0.982636809,0.967238784,0.895177603,1.003416896,-0.004580701,0.011816856,0.049100824,0.076466516,0.147071198,0.22505492,0.29642415,0.393579811,0.358494818,0.306811333,0.298807234,0.27430287,0.271704376,0.247049853,0.265704244,0.21389927,-0.005417067,2
183,0.004288795,1.222919322,18.99813744,30.66046342,32.91205609,51.74355117,70.67885993,92.98422919,97.38759335,99.94625101,100.0,99.99893203,100.0,100.0,100.0,99.95130713,99.1440876,0,0.004939144,0.046215519,0.052292928,0.085119881,0.222141027,0.335326284,0.502116263,0.570872784,0.790940523,0.872244537,0.869188786,0.901971638,0.95991993,0.942728996,0.873355925,0.983765304,-0.008283705,0.013960339,0.048247375,0.075611889,0.13761881,0.214103103,0.293582529,0.364534855,0.371040702,0.303458333,0.304295748,0.279749393,0.283897191,0.25152117,0.277275085,0.223057762,-0.003541019,2
184,0.0,0.644544652,18.23248992,31.08733425,33.32481907,50.97854838,70.36731451,88.90654954,96.35360463,99.8613276,99.99892502,99.99892853,100.0,100.0,99.99784297,99.90120723,99.12677458,0,0.005828574,0.043569937,0.046106029,0.078191601,0.216088444,0.316834033,0.468978614,0.547107816,0.764543414,0.849496186,0.852959216,0.890970647,0.949867487,0.937733412,0.872648776,0.98047787,-0.013313549,0.01033624,0.048216552,0.07274729,0.139052629,0.219356924,0.283886313,0.363324344,0.366775185,0.319683522,0.314796448,0.289633065,0.289292186,0.256338179,0.280658871,0.228931338,-0.005931844,2
185,0.007964905,1.040951867,18.60163794,30.73616827,33.78997104,51.0398214,71.79271453,88.4980816,95.87684804,99.6957807,99.93227627,99.99142827,99.97214186,99.98917936,99.98495028,99.779259,98.53429681,0,0.005804944,0.04298225,0.046323955,0.078346699,0.216214657,0.319332153,0.46708262,0.535329163,0.7527408,0.82378906,0.81808728,0.849774837,0.910217464,0.898729742,0.823057532,0.934558213,-0.007468165,0.011296475,0.05023944,0.077129595,0.137131289,0.222901747,0.294715822,0.361494631,0.366475403,0.323512971,0.320456982,0.298896104,0.297112286,0.261310607,0.282085031,0.225578442,-0.004596469,2
186,0.0,0.856533673,15.33366827,26.28257888,30.99527511,47.49083938,68.45801247,85.01349536,94.99449945,99.63880677,99.95821279,99.99145628,99.9946251,99.98154421,99.93012631,99.51739958,97.08600242,0,0.00631264,0.041342121,0.044316158,0.069608189,0.198384583,0.291447431,0.425142854,0.498998106,0.720042706,0.785853624,0.775283575,0.805254459,0.863259614,0.851592779,0.770469069,0.88515687,-0.008068614,0.003697598,0.039719429,0.071185388,0.129817903,0.210397452,0.296844572,0.362916946,0.360297889,0.322157294,0.322403163,0.301116139,0.299920261,0.275270015,0.284976661,0.216934875,-0.007743845,2
187,0.001833517,0.975394569,17.08776433,28.79622009,31.33187375,48.69991992,69.7442463,86.89195241,95.33729614,99.68825585,99.99032518,99.99785707,100.0,99.99675381,99.99245039,99.75004328,98.1063885,0,0.00681645,0.041334774,0.048685301,0.071422607,0.200667366,0.300884485,0.447560698,0.532691836,0.793490946,0.82687211,0.81918478,0.852995396,0.907433927,0.89562583,0.821106553,0.920936644,-0.007118834,0.006827572,0.045341231,0.067290872,0.135063663,0.216532081,0.306731492,0.365282536,0.361953139,0.323664278,0.328543365,0.307394505,0.29474774,0.281032383,0.280538708,0.225415543,0.001075367,2
188,0.000612685,1.090579355,16.69172473,28.97889679,32.98582533,48.91589216,68.82532698,84.1315004,95.26596555,99.86885246,99.97857066,99.98928533,99.98602526,99.99891794,99.99140016,99.68187327,98.74480609,0,0.007785285,0.0409807,0.044587251,0.076468632,0.199295178,0.3044765,0.427609384,0.522310853,0.801564753,0.808629274,0.802698255,0.848248243,0.901138365,0.882826805,0.814159632,0.899565637,-0.007811394,0.004800086,0.046430867,0.074131362,0.136388481,0.213227764,0.283975452,0.362496316,0.365309805,0.316339046,0.317688912,0.301648796,0.288001835,0.277614564,0.269822657,0.223774299,-0.004333663,2
189,0.000612685,0.877364964,16.06276345,28.20972413,31.51470812,47.1323012,66.81420515,79.46405877,94.23175651,99.71083042,99.92260145,99.98932035,99.96990056,100.0,99.97627265,99.49251212,97.36084661,0,0.006727814,0.038850114,0.04102632,0.073527709,0.18725273,0.28777191,0.406863779,0.498354197,0.76885885,0.76966089,0.760763109,0.806712806,0.864589632,0.843464851,0.77572304,0.868874848,-0.007763082,0.005240617,0.043500721,0.069897309,0.13139604,0.209349439,0.257026762,0.353555202,0.362021685,0.30342415,0.310071498,0.291379929,0.273321062,0.270598382,0.259896457,0.218155608,-0.006451544,2
208,0.004288795,1.031761592,18.15059284,29.25317764,33.19284802,50.66611663,67.2519433,83.87334939,95.16537113,99.94625101,99.91830153,99.9754368,99.96785599,99.97294841,99.98490078,99.90261427,99.01639344,0,0.006510207,0.0397324,0.04806364,0.087891303,0.223872229,0.313111097,0.456546634,0.539489508,0.801191688,0.816662669,0.87227869,0.900631845,0.938191831,0.953214943,0.878369808,0.973944247,-0.013871838,0.010720846,0.041110877,0.074487336,0.146288171,0.222240075,0.295870781,0.387328625,0.404092401,0.358435035,0.363608092,0.325033724,0.311129659,0.310362339,0.32511875,0.282677084,0.031553175,2
209,0.00245074,0.757891383,16.10622173,26.4228014,32.14997714,50.39008469,67.49541621,87.107394,97.11934156,100.0,99.99571413,100.0,100.0,100.0,100.0,99.99891794,99.58015928,0,0.005992246,0.038870178,0.047148615,0.077869564,0.231873468,0.328848839,0.492065728,0.57582736,0.830440342,0.84569478,0.86712569,0.899270117,0.921545029,0.943817794,0.864064038,0.960199654,-0.013140649,0.0077526,0.03258393,0.074148193,0.141067013,0.21524711,0.310323298,0.393744648,0.407702744,0.37280792,0.370381713,0.328864872,0.318101972,0.310993135,0.317666888,0.287546724,0.057432257,2
230,0.000612685,0.467478679,14.69013568,27.86770309,30.68068892,47.7838579,65.74929715,86.89759673,93.74526342,99.8452029,99.97970866,99.99892502,100.0,100.0,99.99892148,99.81713123,98.46346953,0,0.003568013,0.033595599,0.038237378,0.073140398,0.206480861,0.286832094,0.44401446,0.511580884,0.731388688,0.817427635,0.801678658,0.865653098,0.923578978,0.902830362,0.813429296,0.936651111,-0.005666242,0.005630601,0.038579013,0.069641367,0.127069205,0.194900036,0.251090705,0.332783848,0.337884009,0.300912589,0.291003734,0.281286031,0.279717624,0.264851511,0.264454484,0.198590532,0.003521755,2
231,0.00735222,0.634741692,18.33744856,30.9739369,33.62403454,52.97143828,70.55864621,93.39877271,96.94352769,99.94840097,99.98178506,99.99892853,99.99893203,100.0,99.99892148,99.96320983,98.56193733,0,0.003704484,0.038645092,0.047273338,0.088350818,0.233106762,0.336403757,0.5253582,0.581110239,0.798859596,0.886136234,0.871514678,0.935394883,0.989010692,0.971776247,0.887618542,1.00044167,-0.007230618,0.011270651,0.047649059,0.08002159,0.146330476,0.212429687,0.278734624,0.352332532,0.346694738,0.30956015,0.295982867,0.286563426,0.285061806,0.265448719,0.262363076,0.202844009,-0.00503834,2
232,0.0,0.845505343,17.68388965,30.23475035,32.54808718,51.90007037,69.83742819,89.53872345,95.72590922,99.99142827,99.98607093,100.0,100.0,100.0,99.99891794,99.82578774,97.93866863,0,0.003040408,0.041126169,0.044807624,0.082895026,0.215983227,0.319126457,0.484821975,0.547312438,0.754012048,0.8497774,0.823890269,0.880362213,0.929151893,0.920844018,0.835552871,0.949782789,-0.006218487,0.010340824,0.045628615,0.078149639,0.142108753,0.212362587,0.259061933,0.350171149,0.334633917,0.30612424,0.2911551,0.285203606,0.281427741,0.263522506,0.259814441,0.201314867,-0.010461779,2
233,0.00367611,0.597367905,17.14765921,28.90717878,32.58466697,49.96420685,67.8579306,88.32350331,94.52511918,99.9785004,99.99786407,99.99677506,100.0,99.99457183,100.0,99.91235284,98.00359245,0,0.003047943,0.04133492,0.047753949,0.079100251,0.210116327,0.309734255,0.469015449,0.541489482,0.740701497,0.847742379,0.829805255,0.881479323,0.931389451,0.927263856,0.84582001,0.953650832,-0.009238887,0.010698514,0.040906616,0.079305254,0.136352941,0.210677087,0.258413374,0.347834647,0.339757532,0.295673132,0.282927483,0.276343763,0.277116925,0.252999693,0.257639021,0.207905427,-0.003810386,2
234,0.011028331,0.563057543,17.04008535,28.27556775,31.75758682,49.35390327,68.05036059,90.64160443,96.26512651,99.84627788,99.9935712,100.0,99.99893203,100.0,100.0,99.94265062,98.78343399,0,0.004228858,0.041322812,0.041210845,0.079571664,0.211576432,0.30721432,0.479582548,0.545595825,0.763988674,0.86382401,0.84864068,0.900686741,0.955196977,0.943308175,0.871212423,0.981487632,-0.008083328,0.010058048,0.038707014,0.073939167,0.132230252,0.206049025,0.266676605,0.356393427,0.354662597,0.303381652,0.293035448,0.278191686,0.27078262,0.255657941,0.260148287,0.213603511,-0.00066075,2
235,0.00612685,0.645770023,17.2876086,28.8340192,31.26413656,50.10156298,68.39035389,91.20731185,96.80974904,99.7226552,99.98928533,99.99677506,99.99142827,99.86929386,99.62359793,98.57708622,96.37941482,0,0.003636349,0.043098923,0.04689217,0.0751376,0.207267851,0.314369351,0.475046813,0.548229635,0.762664139,0.851894796,0.842560649,0.880768597,0.937863529,0.919965982,0.845603108,0.943507314,-0.005960301,0.010810876,0.041718788,0.069853783,0.138806418,0.211281493,0.271461517,0.365026265,0.363368601,0.310429931,0.303235859,0.287326366,0.274687678,0.252163053,0.256692588,0.204005271,-0.007935036,2
236,0.000612685,0.679467699,15.90636841,27.66283525,29.68876696,48.31893518,66.76873243,88.72314351,96.29262926,99.85165278,99.99145628,100.0,100.0,99.96417405,99.94715272,99.55635388,97.31972819,0,0.005879839,0.039427523,0.048742019,0.072326049,0.203877643,0.298896939,0.458439797,0.536413729,0.749804735,0.824745715,0.807593584,0.851697922,0.907078683,0.890061677,0.81851697,0.923579872,-0.011266446,0.008469789,0.040269345,0.0665242,0.131653562,0.208573505,0.269594669,0.357008457,0.36436376,0.312563926,0.312026769,0.29047969,0.287347794,0.249105722,0.265702873,0.206028536,-0.004956075,2
237,0.004288795,0.459513773,16.93217497,28.07986587,31.38235115,48.42267466,67.27465445,87.46807712,96.34396773,99.84842784,99.99785707,100.0,99.99571413,100.0,99.99891794,99.88383707,98.97312154,0,0.005306596,0.039415248,0.042459644,0.073250502,0.197017625,0.297598481,0.450743765,0.528186977,0.745291471,0.814408004,0.796179771,0.843987226,0.8968485,0.877911866,0.807102442,0.913769007,-0.015639864,0.008876873,0.041683517,0.073198184,0.138668984,0.211560637,0.270293772,0.369097829,0.360294104,0.32478103,0.319480747,0.289489746,0.301154345,0.256643653,0.282588035,0.219660714,-0.003064034,2
238,0.009190275,1.105283796,16.42005792,26.84956561,31.72443225,47.58001893,67.10487715,85.80613224,94.64185307,99.7226552,99.97535626,99.99140016,99.99359221,99.99240056,99.96117343,99.60071849,98.25496117,0,0.005740609,0.038306121,0.048217904,0.072244413,0.193977907,0.295844436,0.439827502,0.521581471,0.728617191,0.813660383,0.804637134,0.84330672,0.902254164,0.885814905,0.812923014,0.914119303,-0.007907595,0.007259763,0.039350063,0.07429079,0.134501979,0.210649878,0.281875998,0.352534592,0.357153654,0.32703498,0.323422998,0.299283147,0.308049053,0.263799131,0.286441445,0.223326907,-0.006916349,2
285,0.015929811,0.440520537,15.56896815,25.57562489,31.07462142,49.49100925,66.49737196,90.37603608,95.02575827,99.81295351,99.99247514,100.0,100.0,100.0,100.0,99.90012159,98.79961173,0,0.002959367,0.030220147,0.027503766,0.068466797,0.194853634,0.298691303,0.480655581,0.548715889,0.771954596,0.850949585,0.828049421,0.897040606,0.952256322,0.932956815,0.844437242,0.96518147,-0.009165563,0.00581267,0.032681011,0.073540755,0.135571823,0.197557613,0.246894285,0.342306554,0.344628721,0.318305194,0.297341853,0.290773124,0.282733262,0.2660653,0.269654095,0.212197781,0.001077909,2
286,0.000612685,0.612072346,16.07199609,25.45703339,31.28078818,50.38765804,66.51120256,90.05849718,95.00076208,99.96345069,99.9903568,100.0,100.0,100.0,100.0,99.89252215,98.13019391,0,0.003812691,0.032188158,0.029254688,0.073426008,0.197091401,0.301524937,0.481382191,0.551348388,0.765147626,0.852695584,0.827349186,0.892751932,0.949461341,0.930261612,0.846499681,0.960883915,-0.008789347,0.007408184,0.030942762,0.073786736,0.134736955,0.192580417,0.247305512,0.344108373,0.350703239,0.315555423,0.293411285,0.28734827,0.284842759,0.265214115,0.2633183,0.200820252,-0.00330989,2
287,0.001838055,0.514042741,18.24112178,27.8422429,33.37377757,52.2246354,67.88534409,89.26120478,95.49154092,99.97957538,99.99570008,100.0,100.0,100.0,100.0,99.78612993,97.34894391,0,0.004944653,0.034646675,0.032637671,0.079732932,0.205350846,0.319881171,0.502407491,0.566958368,0.761069894,0.85571593,0.824632764,0.885240793,0.931886554,0.921459258,0.836052358,0.941844583,-0.008109837,0.012699611,0.035933584,0.079395242,0.14151381,0.20648028,0.2502608,0.346668512,0.339650095,0.308939368,0.293306082,0.286247581,0.284490049,0.261416048,0.253688425,0.196896374,-0.010661555,2
