day,average_cc_19_0
0cc19,0.318997639
13cc19,12.32004613
25cc19,30.10795644
35cc19,43.50364478
41cc19,51.54105779
49cc19,64.43933686
55cc19,72.71219876
62cc19,82.36387097
69cc19,92.01554319
77cc19,96.82
84cc19,96.77907052
91cc19,96.36481501
97cc19,94.65
