day,average_eg_19_0
0eg19,-0.008704842
13eg19,0.017086056
25eg19,0.061672402
35eg19,0.094406839
41eg19,0.1140475
49eg19,0.161339239
55eg19,0.184215898
62eg19,0.210905334
69eg19,0.237594769
77eg19,0.251
84eg19,0.251309303
91eg19,0.249333138
97eg19,0.227
