,0cc19,27cc19,53cc19,63cc19,77cc19,90cc19,97cc19,103cc19,105cc19,108cc19,0eg19,27eg19,53eg19,63eg19,77eg19,90eg19,97eg19,103eg19,105eg19,108eg19,labels
2542,2.414611445,44.40619777,79.55065843,93.96721311,84.69195328,69.35017468,34.16183345,0.055479348,0.144134282,0.403431289,-0.002045961,0.085909329,0.163403869,0.217512116,0.173942357,0.123849869,0.065250754,-0.024154436,-0.038056172,-0.057438254,5
2543,2.374284019,43.32787898,78.96049449,84.61273851,54.28894869,27.20448663,11.46338296,0.037892678,0.106166129,0.190354558,-0.002536301,0.07967668,0.159388587,0.190861091,0.105593562,0.045706354,0.015551289,-0.038863625,-0.041633599,-0.049895436,5
2544,2.523281143,40.49555044,78.26390755,90.7573233,79.19176385,54.46829163,21.53631406,0.0231672,0.129538405,0.196436173,-0.002273968,0.073064655,0.159243137,0.213919237,0.166018322,0.095045373,0.043963518,-0.028426496,-0.037651841,-0.048874263,5
2586,1.923188884,42.12901477,79.62698199,86.88738884,65.78773121,42.54133483,20.81133137,0.045226745,0.092212866,0.30666057,-0.003379776,0.0786421,0.159080297,0.20186758,0.135656282,0.07060004,0.031491414,-0.032230407,-0.039966218,-0.052862838,5
2587,2.250780407,40.64689905,79.47540984,90.81002893,76.63932675,47.85859591,16.18118075,0.0231672,0.062640637,0.215820759,-0.001304443,0.074033342,0.161703527,0.218362719,0.162417427,0.086449437,0.029297534,-0.034007922,-0.041892424,-0.059275258,5
2624,3.815622122,49.1674966,80.54608976,93.09647944,90.45132214,64.73121537,30.49147334,0.077618873,0.127105759,0.253619875,0.001430014,0.098115057,0.164259404,0.218208253,0.195206314,0.128226295,0.056502473,-0.022385091,-0.030280698,-0.047588963,5
2900,6.206299657,49.39513032,77.97688793,92.46330226,83.06100218,63.38330457,27.76791898,0.02499619,0.114052755,0.149367474,0.003264833,0.107605316,0.154351711,0.210584998,0.181467995,0.120764561,0.05569515,-0.01691035,-0.041174538,-0.044369217,5
2943,5.518737022,49.87324581,75.5517334,93.27225972,85.92101329,68.42752373,30.3940876,0.01341259,0.106772792,0.0926688,0.001412573,0.111465141,0.148843601,0.212394834,0.189105675,0.131161228,0.060503833,-0.010984919,-0.039637867,-0.045240171,5
2986,4.949869203,55.95699411,76.54071486,93.96978464,82.12332863,62.56060199,24.13975935,0.01341259,0.133795536,0.114616674,0.000432572,0.122017734,0.151211232,0.216049105,0.178780854,0.122013792,0.046923827,-0.012805169,-0.040584646,-0.041387018,5
3028,2.799097505,40.79459728,79.04111798,93.54012643,87.3275236,63.9045187,26.18097498,0.021338211,0.229885057,0.21893815,-0.003653433,0.087884784,0.160586521,0.228802025,0.192615271,0.114907503,0.054006442,-0.017857291,-0.040479414,-0.044458237,5
3029,5.485699838,52.42598461,77.48347218,93.56016917,86.09509163,69.49525453,33.10396894,0.014022253,0.108592783,0.136228182,0.003705191,0.118810371,0.153619707,0.220087945,0.187727466,0.130753011,0.068607882,-0.011478343,-0.041891441,-0.043512616,5
3070,2.348999815,43.8320459,82.91319538,94.07793604,84.14605494,49.22632445,18.76947715,0.037892678,0.155689351,0.194482548,-0.012922498,0.099401034,0.166895717,0.227987811,0.186858416,0.097070634,0.044609707,-0.020841805,-0.042913288,-0.039357912,5
3072,5.524558986,49.58124407,76.40204246,91.16897032,86.35247127,65.18874029,29.90607687,0.009144947,0.053518214,0.142051517,0.003515194,0.114188597,0.150732279,0.21117489,0.195125878,0.122669213,0.061247889,-0.01385905,-0.041952424,-0.038242415,5
3113,3.246933614,44.77908556,80.65681268,95.32491266,89.5606986,57.30068386,19.77146814,0.042887952,0.14013929,0.249352233,-0.004689713,0.10131482,0.158917099,0.232048854,0.19623588,0.113194384,0.04452946,-0.021423707,-0.04589653,-0.037510276,5
3115,5.351985296,47.5454957,74.86589626,90.37715633,82.46223079,59.02070751,35.26878463,0.003055861,0.098279502,0.080475537,0.002189746,0.107011519,0.145790264,0.212138355,0.18306905,0.11954087,0.068818696,-0.017680012,-0.042862527,-0.04344441,5
3157,2.825412141,38.55219768,73.83821553,92.02042462,87.4108249,76.05176593,42.00463123,0.053040695,0.225627927,0.13107758,-0.005022982,0.083396211,0.148692161,0.224655941,0.193482369,0.146503672,0.086670898,-0.015695294,-0.040751271,-0.043727957,5
3158,4.919722652,47.01358081,74.26820747,88.19993571,78.18253663,47.52911993,22.50259695,0.015851242,0.11647941,0.057308337,0.000903858,0.106216878,0.143341884,0.213581756,0.171823457,0.096636482,0.047955215,-0.020721523,-0.040249873,-0.045174606,5
3199,3.073003277,43.04708013,78.3413061,94.85192153,86.79994874,61.31578947,22.31233822,0.053171984,0.101562975,0.179850633,-0.004520987,0.09511631,0.154201552,0.228602082,0.18956919,0.112927981,0.052708663,-0.015079627,-0.041358951,-0.041860804,5
3201,4.713850453,49.07062019,79.22493953,90.68038144,87.20897945,73.10830422,40.11216566,0.049992379,0.144742444,0.190214906,3.37e-05,0.115536444,0.156183064,0.225311264,0.199610248,0.14158161,0.08775533,-0.007740711,-0.032874148,-0.041258298,5
3214,1.22288026,34.4769452,75.81295351,88.52684865,86.33451195,76.75294321,32.96831717,0.068891937,0.081493645,0.434080171,-0.006398409,0.067305103,0.153336391,0.210836932,0.186807662,0.129198015,0.075494483,-0.02664746,-0.037705626,-0.052353576,5
3241,2.797308205,47.02714912,83.00456866,94.95660559,87.76432141,56.48588989,21.95642796,0.019509221,0.188065714,0.178191328,-0.007646497,0.108907513,0.165196851,0.245109662,0.201226339,0.110087,0.046036143,-0.025261832,-0.040862028,-0.050576642,5
3244,4.702861977,52.40773366,81.72964257,92.43453373,87.26558161,65.07765315,30.38434903,0.02499619,0.078866267,0.198750191,-0.000753358,0.124784753,0.16469036,0.234061196,0.202237457,0.125779331,0.06815321,-0.011673962,-0.041245859,-0.039484605,5
3245,1.038111075,39.34905362,78.79064768,85.34372481,84.40236661,85.45273546,44.2867036,0.265813138,0.07176306,0.153485889,-0.003779371,0.081817798,0.1680682,0.22166945,0.190606654,0.156133235,0.099126548,-0.013114286,-0.031666595,-0.04811969,5
3246,1.589396262,34.21593481,75.79037893,83.83552808,81.83391003,84.74398373,53.6140928,0.731595793,0.078646548,0.19521985,-0.002216845,0.077588305,0.161640957,0.239961013,0.183925793,0.159999356,0.11220666,-0.006100384,-0.031365454,-0.045398176,5
3255,1.167449505,32.54051607,74.2133835,85.88228971,90.86782861,86.32163262,45.46290686,0.0231672,0.051085568,0.159946482,-0.006147617,0.059679829,0.145414352,0.216608927,0.194494501,0.152619705,0.084075019,-0.01415063,-0.031965606,-0.046721041,5
3283,2.626639827,43.83340878,80.44504166,93.10077936,87.58169935,63.45556514,30.16252597,0.015851242,0.156073769,0.13926899,-0.004431054,0.102602109,0.163025737,0.245238766,0.200854719,0.124955349,0.061239373,-0.018678907,-0.045659788,-0.047600653,5
3289,0.960313524,28.15074694,67.839828,78.60575114,83.23614849,86.59214855,57.96290686,1.168114617,0.084534452,0.236549307,-0.008744914,0.06528344,0.142324045,0.228780627,0.18245846,0.166440934,0.121862493,0.004772674,-0.02889988,-0.044830348,5
3297,1.688693098,33.3635129,69.13517872,85.00725611,91.62821992,86.65274411,65.46269044,0.042066758,0.109469075,0.201188843,-0.007076817,0.069244526,0.132263973,0.21046342,0.2007588,0.160922125,0.109802201,-0.017184604,-0.02585673,-0.048346195,5
3330,4.256012292,53.70303305,82.78849772,93.14904104,86.76363792,58.11691113,16.76333102,0.02499619,0.180179087,0.122542295,0.003360557,0.12081483,0.174695998,0.234331295,0.197047114,0.113437667,0.048205893,-0.010642049,-0.038529143,-0.041248862,5
3331,0.699287068,20.68934363,44.87718355,63.12819135,61.00645051,55.40490824,27.21419327,1.316872428,0.718289694,1.478440674,-0.010627519,0.042606696,0.085977994,0.16677478,0.130039945,0.096287571,0.058096252,-0.008385353,-0.019108802,-0.026135001,5
3332,1.34200776,34.12132187,68.4428917,81.6318194,87.12033833,87.44914301,48.68960311,0.570035056,0.121024144,0.269471117,-0.007468931,0.073220663,0.141392112,0.226339996,0.188061804,0.151805729,0.100213103,-0.008201088,-0.029519813,-0.04099289,5
3333,0.914677232,31.62652784,70.09836066,77.2859745,79.77487291,79.41157375,36.38697153,0.895595184,0.117692737,0.276177412,-0.007203495,0.063888706,0.141709283,0.199109703,0.163170949,0.128284991,0.078320287,-0.010671952,-0.033870731,-0.045677941,5
3340,1.586097578,31.42553191,71.70975544,85.20290245,92.67696185,87.55193906,68.46850733,0.253010212,0.053518214,0.493217497,-0.006649644,0.061387111,0.135638401,0.206701845,0.206638724,0.155266806,0.116536789,-0.004542844,-0.029497849,-0.036771841,5
3341,1.100828911,31.61475781,70.35528084,82.4638538,90.2772438,85.10322888,62.14948231,0.206675812,0.044893106,0.446273434,-0.008431033,0.052975997,0.132500023,0.198197052,0.192761168,0.147100121,0.10502208,-0.004042542,-0.031436734,-0.037845105,5
3374,1.061450341,36.35802219,65.58237033,77.21257726,82.5462429,75.23943054,28.39443386,0.374333181,0.072371222,0.147783251,-0.004691088,0.072946027,0.143644303,0.212435752,0.180853963,0.120863855,0.058451213,-0.014660259,-0.025934057,-0.041063868,5
3375,1.914941101,38.60595383,74.78849772,85.39532384,91.37511214,81.22195858,27.11002424,0.064014632,0.078646548,0.196311538,-0.004263891,0.078144141,0.163751125,0.230516016,0.196638361,0.12377239,0.060686622,-0.02516976,-0.031865038,-0.042678885,5
3376,1.071661269,34.1487103,70.90352056,77.24418729,74.88893161,69.52113891,24.63101627,0.585886298,0.085750775,0.31824417,-0.006830617,0.064834982,0.149162531,0.184770197,0.140721351,0.104821026,0.055143785,-0.020113187,-0.031952143,-0.04154399,5
3377,0.862094116,30.80363193,68.49986563,82.72722386,82.25041651,75.32383768,20.60289042,0.244474928,0.125281275,0.357262612,-0.007791848,0.057999004,0.142685562,0.210296974,0.163031846,0.110914163,0.0481092,-0.01972512,-0.034236252,-0.043162733,5
3378,1.322071067,35.59260912,75.06046762,89.82854071,87.15525554,81.07635893,27.35889889,0.14266118,0.064624295,0.386526444,-0.006900748,0.071147397,0.15757376,0.233764157,0.179144263,0.127797335,0.058763001,-0.022841725,-0.037206214,-0.044433147,5
3381,1.288594772,31.86158919,69.72964257,85.57698489,85.991499,79.90940466,42.83973253,0.231672001,0.095107453,0.179240969,-0.008914186,0.066186048,0.139314488,0.229199558,0.188607618,0.14854005,0.081746139,-0.011836503,-0.028652161,-0.040714551,5
3382,1.564217016,31.50184141,69.16205321,85.67374362,85.52800205,81.19107767,46.62504328,0.195092212,0.065073283,0.221307727,-0.006792961,0.064714514,0.142685294,0.228682369,0.184295878,0.150135681,0.088125862,-0.00972637,-0.026776478,-0.040265948,5
3383,1.981408527,31.33757962,72.83095942,87.59365762,88.74150968,78.32937877,43.72078428,0.220698064,0.049382716,0.299954275,-0.005595521,0.059516739,0.14230746,0.229985356,0.19148314,0.135730043,0.084096797,-0.008925773,-0.031438932,-0.047702856,5
3384,0.930166973,30.12151601,67.24213921,82.06718624,87.50694177,79.89106989,48.74697022,0.56698674,0.054126376,0.532845603,-0.008147009,0.053440575,0.125505,0.200429589,0.181378797,0.131661296,0.085498571,-0.003821141,-0.033444956,-0.03719455,5
3385,1.377989128,33.09346343,68.93415748,82.74012362,84.11294801,74.2029767,31.59081104,0.256668191,0.049869245,0.39408867,-0.004169184,0.062173162,0.128103867,0.197278947,0.170230746,0.11700286,0.07063435,-0.013826562,-0.031781245,-0.04110153,5
3386,1.011081139,33.9535974,73.57269551,90.07285974,90.88503161,81.72778257,28.9809124,0.217040085,0.109129706,0.481024234,-0.006801271,0.061752051,0.140792325,0.227136463,0.18474099,0.123899676,0.067837186,-0.018673446,-0.034563318,-0.046786103,5
3387,1.241843413,34.13877219,72.08922333,87.45283526,90.35627323,81.49529696,22.15200831,0.085352843,0.053518214,0.229233349,-0.002007799,0.061921969,0.139253899,0.21771428,0.1841259,0.119125471,0.059829738,-0.019293318,-0.034073379,-0.052297663,5
3389,0.984397136,36.48913584,71.85917764,85.66084386,87.50800974,82.39646247,24.42622951,0.065233958,0.056559022,0.127419601,-0.004966253,0.06990245,0.140861616,0.206565768,0.178945869,0.129284009,0.060082812,-0.019650843,-0.03106658,-0.047910441,5
3396,1.389172526,37.84568821,71.93120129,86.26700954,87.95335128,82.94974116,36.46879328,0.073769242,0.08291419,0.161770966,-0.00488683,0.0748742,0.140603587,0.198796228,0.189282447,0.135558084,0.076399535,-0.01449002,-0.029248782,-0.048378795,5
3401,0.907800177,29.2316032,63.43886052,78.352084,82.05177496,82.31988783,50.30953408,0.233500991,0.13926899,0.195701875,-0.008059381,0.057761811,0.123997003,0.204203725,0.181970254,0.139469743,0.077756874,-0.010658823,-0.032687586,-0.053601116,5
3407,1.399383454,30.53538345,70.70249933,87.89142704,92.51035926,88.42784198,47.62378809,0.049382716,0.049992379,0.160554643,-0.01275987,0.056363828,0.136157706,0.223620027,0.198933139,0.145749956,0.079434626,-0.010627085,-0.035902645,-0.048807841,5
3408,1.79267985,25.13710078,68.09244827,85.78339156,92.09171686,90.33541846,60.50034626,0.08291419,0.068722253,0.124980948,-0.005358083,0.044518102,0.129227147,0.218872011,0.204390988,0.149289817,0.10042987,-0.010037651,-0.031921424,-0.050602011,5
3414,1.606519435,40.81040791,73.73286751,90.18543402,91.52035542,84.27523727,30.07271468,0.03850385,0.077844676,0.132906569,-0.005262386,0.094190195,0.13983053,0.224668548,0.199894145,0.144958258,0.074713565,-0.005296956,-0.035367262,-0.041180119,5
3415,1.767949354,39.4728657,75.92045149,91.67428111,92.10346448,81.41393443,21.79817348,0.032312148,0.093888127,0.165218717,-0.004638681,0.087895185,0.148804605,0.227080166,0.204772949,0.136125892,0.062178336,-0.008082904,-0.0393885,-0.0412593,5
3416,6.153816298,51.0556986,69.59419511,80.33644059,75.63543936,55.79037893,31.46965893,0.128029264,0.082101806,0.09449779,0.004437892,0.121358603,0.138700873,0.190715656,0.171929106,0.104355522,0.067617692,0.004801526,-0.025144689,-0.02998017,5
3417,1.119346617,26.43221755,57.28030099,66.30236794,70.40287153,61.89729051,21.67698234,0.062185642,0.070372977,0.090007906,-0.006673256,0.05526552,0.119355313,0.170221701,0.142486185,0.090866514,0.046652772,-0.015718956,-0.021534622,-0.036561765,5
3418,2.241055713,23.97645994,51.48400967,60.22715097,64.68873888,60.10106475,22.14118767,0.109739369,0.035273369,0.052431032,-0.009753197,0.046650197,0.106796674,0.143512413,0.126290068,0.086472474,0.04711315,-0.014473819,-0.028341183,-0.041051008,5
3419,1.086696977,28.21367134,62.66809997,67.8478363,70.57109182,60.6063885,24.74246884,0.860844383,0.043073115,0.220088401,-0.007889237,0.054712221,0.127602324,0.163650826,0.136580184,0.0830229,0.050756257,-0.008177698,-0.030708183,-0.035803188,5
3420,0.923448777,29.02670892,67.37866165,74.92553305,76.37737062,63.87402934,18.3854616,0.371894528,0.115872746,0.378600823,-0.008891598,0.059744608,0.142484665,0.18096824,0.148717239,0.088458769,0.045608789,-0.018437054,-0.030690318,-0.039116569,5
3421,1.015258045,27.83665357,72.54286482,83.84763742,81.58559527,75.55942694,34.6076437,0.384087791,0.109469075,0.479195245,-0.007913775,0.058495905,0.156104028,0.214042351,0.165090457,0.112821966,0.070787326,-0.013085158,-0.033533987,-0.042819578,5
3422,1.175387044,27.34631055,68.66756248,84.29872495,85.57484196,79.51220568,40.47675727,0.122542295,0.048533087,0.211553117,-0.011597466,0.056421995,0.137078643,0.213764891,0.174779341,0.122510962,0.075401478,-0.015625535,-0.03628137,-0.045509107,5
3423,1.357152951,27.98732458,70.93147003,86.13093325,88.71316833,76.11560769,33.63378636,0.073340667,0.037613143,0.19886882,-0.01206595,0.057539288,0.140981868,0.228380635,0.182960913,0.125754938,0.07290186,-0.016569214,-0.03341379,-0.037320405,5
3424,1.790802384,33.18696243,74.90567052,89.18791918,85.32840459,70.84271122,24.28062985,0.190214906,0.052910053,0.203017833,-0.008052558,0.064602613,0.147869378,0.238091767,0.178347111,0.122385807,0.062333141,-0.013843206,-0.031065965,-0.038235832,5
3425,2.083241963,37.18886931,72.56973932,83.42547948,85.55126969,70.60720449,24.81496711,0.260935833,0.090999539,0.234110654,-0.006498512,0.069143005,0.141476795,0.204739913,0.172188491,0.118205346,0.062396187,-0.009655587,-0.025056275,-0.039194357,5
3426,2.004745651,32.1887732,68.71701156,83.01725062,82.0647166,65.72779605,28.68334488,0.23715897,0.045003953,0.295686633,-0.004660569,0.05964461,0.128948778,0.205343068,0.167163759,0.11062251,0.059622362,-0.007884039,-0.029599767,-0.042707082,5
3427,1.82009561,32.70122227,70.86052137,85.73877638,87.60098575,70.70096087,26.02146814,0.15241579,0.020626562,0.236549307,-0.009315963,0.05824884,0.133398667,0.216000929,0.180821791,0.115281425,0.057105508,-0.015734147,-0.033595402,-0.045698494,5
3428,1.560847721,32.43458579,71.06476754,80.66752384,78.16886317,56.5540599,22.52480587,0.526748971,0.060666359,0.4220641,-0.008184331,0.059591424,0.136112452,0.188452274,0.149623349,0.090690769,0.053610452,-0.017057182,-0.032518234,-0.040623881,5
3429,1.659032782,33.81984912,73.51894652,86.31509249,84.93953238,72.30349723,30.57803843,0.195092212,0.128930244,0.399939034,-0.008873719,0.064000115,0.147218868,0.220079452,0.17550461,0.1095476,0.068318889,-0.020830039,-0.033561986,-0.047091868,5
3430,1.958491099,35.11679493,72.26337006,88.22457945,90.64502304,74.08865401,19.25965201,0.046944063,0.049139751,0.218259412,-0.003814701,0.068256676,0.142310277,0.225846991,0.187525019,0.107417963,0.059307445,-0.025107983,-0.035708502,-0.052761331,5
3431,1.609091219,36.12132187,72.73743617,88.72602593,89.44819458,71.45407722,19.01618767,0.093278464,0.045003953,0.267642128,-0.007162691,0.076385394,0.142495796,0.233774796,0.185542211,0.103484005,0.059754487,-0.019757945,-0.035053469,-0.043911383,5
3432,1.074578678,31.80851064,68.9384574,82.35508411,80.4425158,64.90975589,20.88654012,0.387136107,0.083112912,0.206675812,-0.009097219,0.063494354,0.132049143,0.198519021,0.15143235,0.093849711,0.055008188,-0.018055249,-0.030319776,-0.03774656,5
3433,1.469233806,25.93440846,67.94625101,80.46180221,89.70213222,74.05211219,22.53722299,0.086572169,0.055813051,0.168876696,-0.00505499,0.048630744,0.129746273,0.199670985,0.168039441,0.112506077,0.059402429,-0.016981158,-0.028170586,-0.039352838,5
3434,1.264077112,33.08827524,75.23891427,87.40975693,94.46158791,79.27631579,21.7527268,0.069673634,0.110077237,0.191570881,-0.010466083,0.060660016,0.145627096,0.222874776,0.181785658,0.122342564,0.058119606,-0.014810492,-0.029225934,-0.049333684,5
3435,1.925489395,34.8320507,79.42488578,85.70020358,90.57216329,75.06902502,17.93087777,0.136564548,0.100706156,0.25849718,-0.006587229,0.06520509,0.157265455,0.217114255,0.170656115,0.120034151,0.05309036,-0.016999662,-0.038288545,-0.048177414,5
3436,2.443849929,33.13082843,72.51169041,82.70545377,85.00053573,66.93429709,22.24115617,0.456028045,0.115266083,0.296905959,-0.006800949,0.062505387,0.137439623,0.204990059,0.15362367,0.108260617,0.054826289,-0.012039456,-0.035662778,-0.041292876,5
3437,2.337816417,34.25667723,77.07067992,89.46855245,93.70491803,77.30479571,30.48714508,0.219478738,0.237182996,0.37616217,-0.005609863,0.065730765,0.146406174,0.231096566,0.178902507,0.123687521,0.070612878,-0.015209335,-0.030885976,-0.04377779,5
3438,2.045719242,36.97836202,80.18167159,89.47926712,92.8886746,79.64205332,27.34158587,0.095717116,0.117086073,0.16399939,-0.004599139,0.074087091,0.159926489,0.220129564,0.190852061,0.124840677,0.066237256,-0.020591769,-0.034098927,-0.045221396,5
3439,1.672928575,37.26120416,72.30099436,83.11760434,79.24247295,66.64971434,27.68351801,0.081694864,0.124064952,0.077844676,-0.003628556,0.075298436,0.1376279,0.176959127,0.155203775,0.098560579,0.060882185,-0.01515331,-0.024456665,-0.04664509,5
3440,1.978488977,37.49705749,73.05670519,83.91513983,91.71327547,82.19370147,28.42105263,0.10791038,0.117086073,0.150586801,-0.003710525,0.079986587,0.140392423,0.202444255,0.195659205,0.12270125,0.063713856,-0.012959103,-0.028818948,-0.048350517,5
3441,2.015506143,39.11362608,74.83687181,85.69377478,93.7222758,86.35842278,24.86041378,0.043286084,0.099492829,0.266422801,-0.004109044,0.083646975,0.141697451,0.20911184,0.202064961,0.129825935,0.063044354,-0.01557096,-0.026109703,-0.036037903,5
3442,2.390246042,39.11957356,76.6718624,86.59380692,95.04125147,85.92776143,24.42434211,0.040237769,0.079060999,0.250571559,-0.004904672,0.079646036,0.148533627,0.21473746,0.211652592,0.126760662,0.057688262,-0.019632449,-0.041073285,-0.040054053,5
3443,1.884645681,35.9162517,71.84305294,85.88021001,85.57912783,76.03228878,33.31890582,0.065843621,0.060059696,0.148148148,-0.005475256,0.070299007,0.140434518,0.192909211,0.176607683,0.11151506,0.062672183,-0.014570498,-0.040046528,-0.044418607,5
3444,1.904887213,32.62743323,72.38699274,88.82908283,93.63227258,82.94126558,27.16997412,0.073769242,0.106772792,0.263374486,-0.007300203,0.059288815,0.143799752,0.232316613,0.206311807,0.119014189,0.055945881,-0.013466869,-0.041064113,-0.052225113,5
3446,2.557108265,34.01996657,75.4345606,86.52309011,86.10950391,70.13936981,31.03250519,0.064784256,0.064913004,0.253619875,-0.00245166,0.065433241,0.147469237,0.229649037,0.187239632,0.104579091,0.047181375,-0.022865921,-0.04120066,-0.050666593,5
3447,2.924822985,33.37256677,73.67159366,87.3084753,90.23036537,77.52337258,36.53047091,0.019509221,0.060207991,0.25849718,-0.003933553,0.065400019,0.143431008,0.236236528,0.201614276,0.113282032,0.055674367,-0.02170662,-0.039529201,-0.050420512,5
3448,1.537474108,31.85468538,72.58478904,87.915997,92.43222972,82.46299342,40.57592752,0.15241579,0.126792691,0.416399939,-0.011912217,0.061165974,0.140137151,0.236052245,0.206940562,0.121982813,0.062087648,-0.014515208,-0.032413833,-0.038890008,5
3449,1.987242275,31.32639203,69.03305563,85.2802341,87.20132862,75.64058172,36.40603359,0.27008078,0.077046276,0.234110654,-0.008719741,0.059269506,0.133787975,0.221865937,0.185235769,0.113694079,0.057316355,-0.006559748,-0.034643967,-0.03919315,5
3450,2.61684429,28.57975335,64.29131954,82.52223294,84.71231115,69.96872304,33.44117902,0.140222527,0.06385696,0.16724442,-0.008593457,0.053164776,0.121942036,0.209971681,0.177092344,0.10624247,0.056855731,-0.013617991,-0.038347185,-0.044067945,5
3451,1.189330066,28.81937528,73.18247783,86.4298725,85.3991214,66.3586392,28.46585007,0.064014632,0.061879686,0.148757811,-0.011427522,0.051365692,0.138237387,0.223052353,0.180638954,0.101969957,0.053563725,-0.010523696,-0.040814005,-0.044704963,5
