day,average_cc_19_5
0cc19,1.880305976
13cc19,17.65058552
25cc19,33.6209981
35cc19,46.62900739
41cc19,54.43381296
49cc19,60.97085125
55cc19,67.91684271
62cc19,76.02049941
69cc19,84.12415611
77cc19,84.26
84cc19,67.50888514
91cc19,54.40169354
97cc19,29.93
