day,average_cc_19_2
0cc19,0.433716812
13cc19,14.976832
25cc19,34.92127856
35cc19,50.15450053
41cc19,59.29443372
49cc19,69.00778628
55cc19,77.51239638
62cc19,87.4344415
69cc19,97.35648661
77cc19,98.91
84cc19,100.338371
91cc19,98.31
97cc19,97.16
