FID,0cc19,27cc19,53cc19,63cc19,77cc19,90cc19,97cc19,103cc19,105cc19,108cc19
193,1.112018749,43.97283839,84.59123891,97.759742,97.62991535,92.72131148,62.43291205,0.143270843,0.135620021,0.279225728
194,1.994022783,45.8673608,88.08169847,98.1757592,94.86017358,82.86885246,42.79335634,0.048773053,0.278458589,0.346043909
195,1.267613852,39.78270711,86.62617576,98.09191078,98.90603236,91.3449094,66.47550208,0.022613372,0.134072654,0.190824569
196,0.757553656,38.2526991,81.36199946,95.81187853,98.92853316,97.47842968,72.72333795,0.038408779,0.139877151,0.146319159
197,0.611306255,32.34087823,75.22816447,92.85974499,97.56348441,98.97231927,91.66053497,0.067062948,0.186245723,0.265813138
198,0.141806646,23.2547319,61.87906477,88.85998388,93.31987697,96.45624134,92.79020949,2.13686938,0.082709968,0.098155769
199,0.351547685,27.23811679,77.73501747,94.54340231,98.43649878,99.75653566,96.03964681,4.360920591,0.206265622,0.238378296
200,0.380100288,20.2870077,62.35420586,88.0970749,94.22123969,97.85426766,91.55629853,1.219326322,0.09281953,0.303612254
201,0.270943282,22.20823902,69.45014781,90.84547165,97.4927676,99.27308024,94.13088643,0.818777625,0.065073283,0.212856535
202,0.153163929,25.43750282,73.04810535,93.35554958,99.12213251,99.83119806,97.96247403,0.385649676,0.140745954,0.263374486
203,0.176892826,26.60932549,78.65412524,96.17952163,99.37951215,99.77168456,94.63945637,0.669410151,0.190354558,0.397500381
204,0.130797133,27.18786781,79.62805697,96.9707068,99.24708445,99.89395776,90.67191544,0.396890718,0.221432211,0.29507697
205,0.10818239,30.88003622,80.58801397,97.20561449,99.39019181,99.76411011,89.67711219,0.206066148,0.120726055,0.15424478
206,0.195897841,33.0762976,81.19752755,97.36092448,99.45426973,99.71419327,91.99272853,0.133516232,0.083318129,0.116158852
207,0.222695491,33.42372114,81.07820478,95.75920451,99.16164723,98.8908847,81.46424861,0.100594422,0.137105972,0.194482548
208,0.514597313,38.43639656,84.26552002,98.17468422,99.63902772,99.58340547,86.66307161,0.160341411,0.144742444,0.337753391
209,0.599388916,37.28791308,79.33673744,97.75544209,98.79567127,99.36050035,84.88356994,0.074378906,0.104346138,0.291418991
210,1.098890412,40.26832904,83.5893577,98.47101682,99.50553206,99.80847472,93.0282635,0.167657369,0.157125871,0.32007316
211,0.880078359,43.6781349,88.27626982,98.92179522,98.6853347,99.38201035,92.21996191,0.187776254,0.174542358,0.498704466
212,1.808306834,34.47034857,76.58478904,96.94813222,95.85095476,95.51376385,83.06406385,0.059137327,0.208085612,0.335097002
213,0.938555327,26.82842915,75.7549046,95.57538296,96.35503439,95.36660319,83.45632791,0.008556411,0.113446092,0.153635117
214,0.858149496,32.9466504,71.30341306,90.39935501,93.93929685,95.53540512,86.38439231,0.012193263,0.079060999,0.187776254
215,0.514922543,30.05658669,71.42058586,91.66613093,96.03678073,97.81708369,90.56981475,0.149367474,0.183819069,0.196921201
216,0.227085557,17.4472612,55.75705456,88.07309863,91.48190867,92.70580852,89.26376385,0.871531598,0.068114091,0.173326035
217,0.255836732,21.77485657,65.45552271,94.73367374,98.27310009,99.14192348,97.01675035,4.023346779,0.059137327,0.140485313
218,0.348630277,26.54685378,73.75006719,92.21284601,97.07911487,99.32695637,95.48021988,3.096809681,0.131971052,0.250562549
219,0.207105926,20.73336351,64.77828541,84.46694525,93.34550814,97.32730263,91.73101812,1.538931671,0.180015812,0.355774494
220,0.266070202,24.73607967,73.6210696,93.88658963,99.15568413,99.82959448,98.2286617,0.774966386,0.14083219,0.230532165
221,0.189631531,25.22925419,75.20666488,94.88417092,99.43825025,99.76086392,98.67122576,0.612685031,0.19521985,0.243264611
222,0.20856785,24.26527841,73.00080623,92.06879871,99.04203511,99.73814058,96.42594356,0.454100966,0.241426612,0.275497172
