FID,0cc19,27cc19,53cc19,63cc19,77cc19,90cc19,97cc19,103cc19,105cc19,108cc19
898,0.662738964,31.95825993,81.43939801,97.7284903,99.7629117,99.91235284,99.2903365,1.107757964,0.336921486,0.695736788
899,0.547014033,33.37398925,78.69067455,95.95807579,99.40514332,99.3313201,91.3388874,0.309099223,0.173505788,0.415180613
900,0.290435605,31.32176898,77.58237033,94.90889546,99.35388099,99.38430575,90.78192407,0.196311538,0.143779272,0.263984149
901,0.492181142,31.08397456,79.7549046,96.17307175,99.53116323,99.27934557,92.13654012,0.439567139,0.169068905,0.363968907
902,0.430317706,31.62849528,79.38726149,96.40311744,99.58456149,99.03588123,87.61647972,0.274348422,0.162585843,0.217040085
903,0.263633661,29.95708542,76.5600645,94.94589092,99.16485113,98.78592452,79.37328675,0.12924859,0.087966221,0.165218717
904,0.541886564,32.44929304,81.31900027,98.37463048,99.7867781,99.43593615,90.32894737,0.160341411,0.116158852,0.202517789
905,0.366620961,31.54241101,79.26041387,98.17898414,99.72766885,99.61153913,91.94132873,0.275027503,0.160765852,0.340192044
906,0.519470394,30.39436238,82.41010481,97.87368987,99.36776454,99.0845741,76.48943054,0.161560738,0.237182996,0.410912971
907,1.085762076,34.04571532,83.35071217,98.75517334,99.79495066,99.38971607,65.81564096,0.037189453,0.093426193,0.304221917
908,0.786027903,37.9026065,86.40365493,99.16854173,99.71164937,98.95797265,73.73382226,0.067672611,0.104346138,0.215211096
909,0.612546233,38.70655109,84.45041655,98.44127923,99.4489299,99.13179465,77.87532355,0.118884316,0.19886882,0.252995196
910,0.770195758,39.7447712,83.77317925,98.56812685,99.41689094,98.94174169,67.06967213,0.045115074,0.269965299,0.176802317
911,1.608603911,46.62104169,86.36065574,98.88202096,99.74902815,99.01207583,73.98441279,0.043895748,0.231101381,0.251790886
912,1.689009741,42.36707774,81.76189196,95.67965601,98.39065681,98.75779086,74.59016393,0.057918,0.168652479,0.150586801
913,1.69404168,45.29505366,86.14243483,97.39526412,98.8700927,98.89737708,73.89128559,0.093888127,0.220825548,0.340801707
914,1.398086829,44.87464426,80.87933351,95.4614351,97.70280661,98.63567731,59.93636756,0.112178022,0.255427842,0.434080171
915,1.275879842,43.81352487,79.85165278,96.39021768,97.78824384,98.40503809,54.93361999,0.047553727,0.097672838,0.225627927
916,1.553050792,44.52726205,82.73797366,97.71459285,99.34640523,98.31739093,52.97886109,0.020779856,0.090999539,0.112787685
917,1.922917611,45.18776962,82.55952701,96.61166353,98.30941091,95.1664214,35.30306299,0.056698674,0.112509883,0.121322969
918,1.971681691,41.79292587,80.41171728,95.89949641,99.11252083,94.38093184,34.53300259,0.049382716,0.158945861,0.284103033
919,0.283820761,26.36758714,77.63504434,98.17468422,98.70562604,99.07483553,97.47662742,1.458314281,0.089010822,0.359091602
920,0.418161838,30.07378904,87.50120935,99.52700887,99.33892947,99.65049342,97.82180575,1.68754763,0.223195281,0.452979729
921,0.213457031,24.95337257,80.53641494,97.53184628,97.48600965,98.5478705,94.23101812,1.552812071,0.150215897,0.256036003
922,0.167381475,27.99701857,81.9629132,98.14314797,99.33247616,99.53904086,95.88923996,1.713153483,0.138393538,0.224356043
923,0.20713598,34.45948393,83.82800322,98.01021231,99.630484,99.7907679,98.88980263,0.982777016,0.202517789,0.438957476
924,0.485262226,36.12313264,83.94947595,99.01746842,99.69029006,99.78250519,98.79349896,1.197378448,0.232891328,0.419448255
925,0.39395292,34.89588049,85.26095136,98.80784735,98.91174335,99.28800208,96.78062985,0.53040695,0.136228182,0.203627496
926,0.627242758,35.06843746,83.49475947,98.61542596,99.2364048,99.40811115,96.25822368,0.763298278,0.130754728,0.156073769
927,0.378290593,33.11000453,82.22198334,97.74884817,99.29621086,99.79657202,98.26545187,0.784745141,0.319463496,0.208599404
928,0.652545169,36.92575826,87.12281645,99.08089223,99.88999957,99.93528904,98.96121884,0.642584972,0.235358511,0.381039476
929,0.381208001,32.1186057,86.01343725,97.69524321,98.89251997,99.52389197,95.50905953,0.402377686,0.114942529,0.237768633
930,0.559393739,33.66953373,91.41198603,99.3227627,99.82106504,99.97186634,99.60396468,0.370065539,0.159122085,0.214601433
931,0.401629859,31.58512897,87.63020693,98.12738511,99.68067837,99.91884522,98.7653653,0.9913123,0.36611324,0.40115836
932,0.794507493,33.02399276,82.72614888,97.32561877,99.48844462,99.52605609,97.7904259,0.658436214,0.38774577,0.660463419
933,0.499718605,30.26437302,79.40123623,93.71459285,98.67892691,98.21829163,86.35461605,0.219478738,0.217721827,0.378600823
934,0.196925052,32.13037574,78.42622951,93.88443967,98.6821308,98.16265582,78.50264024,0.084133516,0.138052667,0.265203475
935,0.164833562,32.1615395,81.43187315,96.75033593,99.64863941,99.58124134,87.21108899,0.24691358,0.122542295,0.302392928
936,0.299345999,32.48211861,79.85917764,95.85487772,99.56533812,98.79999134,86.47203947,0.242645938,0.181840297,0.270690444
937,0.356410032,30.11407877,75.37973663,92.72902604,99.3197061,98.61063019,73.98835203,0.039018442,0.162379128,0.23715897
938,0.460950492,31.69081032,79.22493953,95.28191346,99.26818815,98.9797239,83.48878982,0.096936443,0.137783874,0.14717509
939,0.642356731,32.80119257,78.98736899,97.39639882,99.47135717,99.33994114,86.71766794,0.170517052,0.181840297,0.302392928
940,0.5353444,30.99004074,81.35017468,97.8081161,99.19795805,98.31847299,69.95974723,0.153025453,0.204237159,0.440786465
941,1.008170157,32.51697601,82.23380812,98.40150497,99.78213508,99.30964335,66.03537532,0.042676421,0.13136289,0.28349337
942,0.649609554,34.67904029,83.98602526,98.1260045,99.80242642,98.73073927,66.6507964,0.027434842,0.091832391,0.224356043
943,0.651554492,38.54587342,86.41117979,98.61757592,99.87718399,99.24503883,65.28523199,0.037799116,0.21216278,0.268199234
944,0.842244173,40.80307832,84.74711099,98.75087342,99.62194028,98.71883657,65.36638677,0.04816339,0.147783251,0.254839201
945,2.82064747,45.48709823,84.05159903,98.02096211,99.26951173,99.19602666,76.8442623,0.093278464,0.138393538,0.103642737
946,1.364374556,42.81892259,79.8559527,95.39478635,97.80992178,99.06834314,79.60959141,0.088401158,0.156905674,0.087791495
947,1.85575113,43.96485522,82.84439667,96.14700525,98.17805118,98.57492209,71.59258137,0.084133516,0.209815727,0.240816949
948,1.595822271,47.49162517,84.61488847,97.46412255,98.41941134,98.18377912,63.90343663,0.109129706,0.312757202,0.403597013
949,1.948417396,44.88003622,82.24885783,97.43617307,98.43863471,97.89213989,59.20189819,0.028654169,0.135620021,0.234142188
950,1.529208118,43.915799,82.70357431,98.09191078,98.80601478,95.51701004,44.00320291,0.018946339,0.12345679,0.123761622
951,2.10102012,45.66065863,80.53963988,95.62913195,97.3706694,94.30185249,32.43810596,0.04816339,0.143880506,0.136564548
952,2.016825477,39.35038479,79.56355818,95.64984464,98.80281088,96.83671268,32.84929017,0.03657979,0.178191328,0.18716659
953,0.38315294,28.03757356,76.64283795,98.0970749,98.80174292,99.25258844,98.02198753,2.439871971,0.126497598,0.356043286
954,0.52531809,32.01584427,84.9814566,99.43855138,98.99077278,99.74223469,98.08799342,2.645328456,0.200198986,0.247523243
955,0.236831718,26.87550928,76.56221446,98.60816458,97.80853518,98.86540121,96.52394305,2.855052583,0.104952802,0.141093474
956,0.088980949,31.71071058,82.38108035,98.66717929,99.34640523,99.6484038,96.75164474,2.053345527,0.152040382,0.143270843
957,0.096486996,35.0909914,86.77452298,98.60709311,99.75009612,99.74307982,98.94174169,0.632220698,0.1249727,0.470050297
958,0.603774688,36.25350837,84.01182478,98.90924676,99.73194071,99.73037101,98.06418802,0.9565615,0.253603357,0.581008993
959,0.36029991,34.11770032,86.32948132,98.44744455,98.92776283,99.60418464,97.72864538,1.090077732,0.19413235,0.195092212
960,0.642272025,34.31991688,83.71298038,99.11282546,99.52689137,99.75733391,97.41603186,1.026672763,0.151059235,0.17558299
961,0.458069578,31.04572205,81.84036549,98.53261566,99.55465846,99.87597066,98.66906163,1.109888767,0.171501551,0.243264611
962,0.632105104,33.39067451,84.15694706,98.47744562,99.91135888,99.96452567,99.45355783,0.780978509,0.177145769,0.304221917
963,0.118415859,32.1471254,88.85783392,97.31276117,98.65222778,99.01855047,94.78537532,0.313366865,0.119512728,0.170096022
964,0.373428246,33.00860118,88.00752486,99.19639987,99.81356477,99.93097498,99.19602666,0.274958086,0.152648543,0.195092212
965,0.283125984,33.32881601,86.2026337,98.57387764,99.69349396,99.8651855,97.98627943,0.816948636,0.216578903,0.448102423
966,0.75678942,34.45495699,83.67965601,98.22610962,99.63795976,99.78861087,97.78717971,1.059594574,0.29070121,0.723712218
967,0.193521409,31.05070167,79.61515722,96.15129112,98.98222906,99.22923945,92.57981018,0.475537266,0.161372516,0.267642128
968,0.300669074,32.36894522,76.60413867,94.06728812,98.69815028,98.28947368,80.4449446,0.128029264,0.118299401,0.233500991
969,0.337704487,29.84641099,77.29427573,95.89735348,99.57601777,99.36906816,84.5091759,0.263374486,0.170893389,0.38957476
970,0.299520573,29.15572657,76.61273851,95.91128255,99.58242556,99.35289042,87.47403047,0.182289285,0.110412774,0.456637708
971,0.262659045,29.11317338,76.79763504,94.45405613,98.85086932,98.32614323,70.12402934,0.054869684,0.053386396,0.285932023
972,0.384486061,30.55138072,79.29696318,96.23057966,99.31318976,98.97769417,77.99298823,0.138393538,0.094265037,0.250562549
973,0.282016124,30.38442427,77.25557646,96.09878924,99.01640395,98.33477135,76.8665599,0.102676934,0.143172608,0.267032465
974,0.245603263,32.12539611,81.32867509,97.20454302,98.58174207,96.26833477,53.4680142,0.074378906,0.17515052,0.406035665
975,0.727407105,35.13490267,83.54098361,99.00032144,99.85796061,98.73382226,56.4322692,0.026825179,0.143779272,0.217649749
976,0.417135701,35.3358986,83.96130073,98.51980008,99.81630997,99.04982744,65.47134695,0.030483158,0.107379456,0.131687243
977,0.661764348,39.22663414,86.24778285,98.27815279,99.7906788,98.11986025,64.49532548,0.02499619,0.155689351,0.35820714
978,1.307971332,41.35808058,84.106423,98.02421515,98.86475287,98.41781708,68.17217798,0.080475537,0.163192506,0.231062338
979,2.631463532,43.93571752,82.55307713,97.63527269,99.32290999,99.55457291,80.44111303,0.098765432,0.118591498,0.129858253
980,1.208036685,41.92213671,78.07363612,95.51055395,97.59348548,99.03257118,78.70498615,0.050602042,0.118299401,0.120103643
981,1.562272077,46.68428423,82.29938189,97.24785339,98.22504165,98.70793788,68.66451697,0.087791495,0.23295882,0.302392928
982,1.421964924,46.63920326,85.06423005,97.30097503,98.29659533,98.346681,58.22368421,0.074988569,0.277321657,0.365188234
983,1.800040844,43.2657311,81.58667025,96.90238937,98.49950874,98.82657463,71.16479724,0.031092821,0.183212405,0.237791157
984,1.427325312,44.09506564,85.14485353,98.45708775,99.30261865,94.11345988,30.62889543,0.009778756,0.110412774,0.151806127
985,2.135871234,44.34973122,79.29803816,93.21761491,94.65483361,91.63718723,30.76739958,0.076207895,0.120415982,0.176802317
986,1.338604117,38.91896786,80.18274657,95.79862446,98.74300483,96.76646063,38.42841066,0.040237769,0.119512728,0.21399177
987,0.160324352,23.57591363,67.18839022,92.63316313,93.15647828,95.33973253,93.06397161,1.180917543,0.09281953,0.19521985
988,0.494500686,26.14984156,72.46761623,98.63262564,98.94271434,99.80414647,98.92118248,2.452674897,0.120415982,0.245089096
989,0.60572392,30.05160706,84.93953238,99.18516528,99.0238797,99.64400104,96.66291551,3.287913428,0.186245723,0.426929392
990,0.340628335,30.46899049,82.44880408,99.09594195,99.36776454,99.85175727,98.07161346,2.807498857,0.126792691,0.229925502
991,0.224640429,32.86217645,86.61005106,98.36065574,98.87710275,99.6450831,96.36643006,1.249199817,0.091832391,0.266374749
992,0.1934613,34.38976913,87.24428917,99.11421661,99.74582426,99.77459016,99.36591066,1.289437586,0.266325317,0.58930852
993,0.322597937,35.42326845,85.43832303,98.69927439,99.58456149,99.81280298,98.28601108,1.059594574,0.384358086,0.547345375
994,0.34376793,36.15844273,89.13732868,99.23998925,99.61232859,99.93399411,98.37036238,1.40405426,0.186245723,0.27853798
995,0.855712956,33.70827122,82.79709755,99.67750605,99.68708616,99.88746537,98.1182912,2.256363359,0.09281953,0.226236088
996,0.52288155,31.64689905,81.94463854,98.96496303,99.68815413,99.96320983,99.13867729,2.026647109,0.173934197,0.268751972
997,0.317997491,31.88727931,85.42004837,99.29696318,99.86970823,99.97627265,98.51973684,1.101051669,0.242058774,0.376451986
998,0.174943594,32.96197374,88.22789573,98.60145122,98.81028664,99.18195983,93.12122519,0.31824417,0.112232765,0.200085143
999,0.386070348,31.91534631,88.92018275,99.68288095,99.57141326,99.64183691,97.42685249,0.42615455,0.130754728,0.223195281
1000,0.715368234,34.47169897,84.21392099,99.27761354,99.55572643,99.62019564,98.23190789,0.676726109,0.269965299,0.458553792
1001,0.784565979,34.76641014,80.94275732,97.00632165,99.50660003,99.81172091,99.1321849,0.732205456,0.217113665,0.558130505
1002,0.349602746,35.01991852,80.05159903,96.13114754,99.00358836,99.25582399,90.20060397,0.206675812,0.152879225,0.284011433
1003,0.687591675,32.54775917,75.79252889,93.66514378,98.88077235,98.06202389,80.32050727,0.067672611,0.143172608,0.188530074
1004,0.313339084,29.14170845,77.21472722,95.13141629,99.40514332,98.97636773,84.55245845,0.173144338,0.181232135,0.259684972
1005,0.266942848,31.2729742,79.36898683,96.48159097,99.445726,99.04453774,74.63426247,0.148148148,0.110412774,0.246305419
1006,0.326009093,30.61294703,79.18731524,95.07768135,99.12640437,98.7924169,68.0543572,0.078036885,0.07765294,0.20312595
1007,0.364993738,31.6989588,81.77156678,97.67374362,99.64641594,99.10051769,68.97831544,0.033531474,0.099738491,0.189885705
1008,0.448794624,32.67335231,83.03359312,98.86159635,99.63261993,98.36175554,60.61396295,0.089231145,0.166225824,0.36611324
1009,0.83963179,32.37120869,84.93200752,98.08223596,99.49271648,97.74930748,50.16555575,0.063404969,0.191570881,0.451864015
1010,0.984625259,34.35626981,84.6826122,98.95296963,99.81097014,98.56951177,53.23123382,0.029263832,0.13346599,0.327190902
1011,0.252912884,33.96740607,83.62698199,97.75420551,99.65291127,98.35201697,68.79328255,0.021338211,0.136499308,0.212248373
1012,1.527223465,39.62551385,85.31147541,96.95780704,99.67640651,99.23964625,74.65049342,0.0231672,0.158121997,0.282098571
1013,1.985296263,40.04345858,81.79091642,95.63343187,98.40659575,99.05535838,79.99805229,0.126809938,0.223858866,0.238399319
1014,2.489169578,44.3703033,81.66621876,96.853534,99.04203511,99.24471953,74.14581536,0.075598232,0.156905674,0.162379128
1015,1.563771569,43.46808511,80.99435636,95.26256383,98.85353048,98.86166898,66.61725242,0.049382716,0.21111893,0.18305662
1016,1.90215013,47.11433347,82.77452298,96.4780885,97.48280576,97.12712084,50.59297091,0.067062948,0.19413235,0.391656024
1017,1.791344434,49.04300589,85.66514378,97.95538834,98.90426759,98.10289042,49.29665859,0.078036885,0.173326035,0.46585173
1018,1.675078527,46.71978271,84.0053749,98.68207471,99.60058097,98.66473338,54.65595341,0.029873495,0.1249727,0.211725594
1019,1.256767491,43.5387053,84.69658694,98.53695243,99.13708403,96.34370672,32.24549861,0.024446889,0.10131282,0.13136289
1020,2.538875001,42.5477707,80.03332438,94.80569739,96.23649024,94.95433691,31.77371884,0.028654169,0.120415982,0.158121997
1021,1.474749832,40.59981892,80.11287288,97.33740491,98.38737238,94.5675151,33.14577562,0.0231672,0.111019438,0.172717874
1022,0.250410868,24.19660928,71.91722655,92.33431873,94.12832671,96.1755824,94.31298533,1.173601585,0.108252752,0.209724127
1023,0.355624988,27.71558928,76.93630744,97.83069067,99.24922039,99.82254155,98.0877912,2.791037952,0.179240969,0.295686633
1024,0.461436726,30.97257984,82.33485622,98.506853,98.95766586,99.48926593,95.19197584,1.801554641,0.176366843,0.48224356
1025,0.29611693,33.68026381,87.49690943,99.12389143,99.56213422,99.82903393,97.9360387,1.421734492,0.152648543,0.313203187
1026,0.296920181,33.93466492,87.76135447,98.71423979,98.44958749,99.40378289,96.24568594,0.445054108,0.083523853,0.315805517
1027,0.154622633,36.88078782,87.20343994,98.90782048,99.82164979,99.90616911,98.92687662,1.339429965,0.161162805,0.688919372
1028,0.436152522,37.82761892,86.00483741,99.11099167,99.83553334,99.94589681,98.5742019,1.465020576,0.299954275,0.552354824
1029,0.485648858,34.89271356,87.65923139,99.61945714,99.56106626,99.75761773,98.41547971,1.699740893,0.136228182,0.211553117
1030,0.924332157,34.74966305,84.28701962,99.33673744,99.57708574,99.8182133,98.38006903,1.495503734,0.125889436,0.217649749
1031,0.496931859,32.12223879,78.85084655,96.95596271,99.10824896,99.7078428,98.38438309,1.101943528,0.159731748,0.288876726
1032,0.414329795,34.26390206,86.9282451,99.38833647,99.92844632,99.9730371,98.85569456,1.105928974,0.281578787,0.271300107
1033,0.411354553,31.93522157,87.74737974,98.42407955,98.32543039,98.89521295,94.29723193,0.473708276,0.090007906,0.18716659
1034,0.696695065,33.43994218,89.20075249,99.79037893,99.77284903,99.68511946,93.26035375,0.348117665,0.0926688,0.245694254
1035,0.821250401,33.99416699,88.84170922,99.72158022,99.75543594,99.830116,97.17644521,0.888279226,0.294958341,0.609053498
1036,0.718168646,32.78944753,81.23300188,97.48205293,99.33038575,99.71758137,97.10418464,0.745008383,0.296296296,0.484704738
1037,0.450231908,35.98816461,81.74469229,96.53533996,99.09543338,98.88373598,83.61408224,0.143270843,0.125281275,0.204237159
1038,0.505197849,34.09585761,78.85837141,95.27438861,99.0794139,97.81964162,74.55457291,0.052431032,0.109469075,0.171315348
1039,0.246520991,32.06891422,78.00483741,95.65815641,99.42970652,99.19386253,77.68442623,0.103642737,0.180460296,0.296296296
1040,0.359506297,33.59172426,81.46412255,97.77371674,99.59096929,98.42451524,65.66436583,0.17558299,0.094873198,0.285322359
1041,0.368565899,32.9312915,83.76887933,97.21097182,99.28019138,98.0944858,44.46976619,0.032921811,0.080277322,0.204846822
1042,0.908772646,35.00700185,84.91373287,97.66084386,99.50712525,98.8513805,58.44801553,0.035360463,0.078646548,0.221978958
1043,0.808767878,34.41518926,84.85675894,99.18839022,99.82698962,97.78826177,56.23813632,0.040337367,0.176975005,0.326169791
1044,1.185926423,32.97556128,83.94517603,98.50577802,99.661455,96.3859072,50.1078516,0.078646548,0.196921201,0.544429203
1045,1.352151216,33.88535032,82.38860521,98.78849772,99.72126105,98.07609072,54.29723193,0.048773053,0.116767013,0.384697455
1046,1.176201729,35.01422957,84.24939532,98.22779385,99.75436798,99.2068473,72.84081104,0.054260021,0.120415982,0.344459686
1047,2.687905398,38.96935192,81.32115023,95.91722655,99.48844462,99.28817947,82.27998274,0.045115074,0.171315348,0.335705163
1048,2.290942964,39.16926413,81.9252889,95.4184359,97.73911743,98.83894564,79.85440035,0.144490169,0.267591072,0.196921201
1049,2.673318357,44.17671771,83.27331363,97.60709487,99.11572472,99.23281683,69.95538834,0.060356653,0.159731748,0.208504801
1050,1.679940874,45.04720604,84.37194303,97.19430261,98.97032037,98.23515409,52.83649698,0.014631916,0.155689351,0.18899558
1051,1.840711056,50.95000473,85.52647138,98.69388192,98.76756803,97.56102839,41.94995686,0.055479348,0.258468649,0.301783265
1052,2.43749453,52.61282017,88.66541252,98.84332169,99.38485198,98.24525453,44.03149267,0.042676421,0.193263222,0.359091602
1053,3.090007569,51.05795727,85.14162859,98.62187584,99.59524115,98.72316482,52.61488847,0.031702484,0.122240467,0.229276896
1054,1.586097578,43.52893346,85.65761892,98.58532653,99.49485241,97.24831198,37.05025884,0.013445789,0.060207991,0.173144338
1055,2.064552518,38.92652846,78.4853534,95.02069336,96.74697766,92.35089162,30.22109577,0.021338211,0.124980948,0.208504801
1056,1.994022783,37.63924651,78.14888471,96.60023572,98.59882951,91.98339085,24.58261432,0.016460905,0.111901721,0.208504801
1057,0.333318714,26.78276189,74.45525396,95.11959151,94.3458695,96.33951682,94.90023373,1.360768176,0.084932903,0.17741198
1058,0.540692982,28.64463558,76.62133835,98.13705993,98.64780885,99.36591066,95.9119633,3.595183661,0.09548136,0.237768633
1059,0.432242251,30.37799909,81.09755442,98.03601182,98.99067824,99.76843837,95.83297265,1.757658893,0.131039336,0.335924402
1060,0.386435293,35.52014486,86.16715937,99.13571621,99.72141862,99.90261427,98.26898188,2.106995885,0.135285981,0.21103205
1061,0.637939921,36.45028685,89.88336469,99.1856852,99.3227627,99.69702216,94.45117729,0.552354824,0.10764459,0.361530255
1062,0.435166099,37.32503395,88.44181672,99.21956463,99.82320797,99.88783434,98.20810249,1.787532388,0.313038414,0.688309709
1063,0.4473488,34.90538705,85.90271432,99.09271701,99.8124933,99.93074792,98.59007098,1.922267947,0.420847777,0.519433013
1064,0.580077992,33.57311,86.26283257,99.44316044,99.67641701,99.94265062,98.71764452,1.091906722,0.196559004,0.189605243
1065,0.834271401,33.66490491,83.35501209,99.15614082,99.50069645,99.88313712,98.23082583,1.091906722,0.118299401,0.14266118
1066,0.466353815,32.00316885,79.80865359,97.88492446,99.42890818,99.79981821,98.73182133,1.053049749,0.226236088,0.262117618
1067,0.955937412,34.91444092,88.79118517,99.68288095,99.85535198,99.92666091,98.61171226,1.267489712,0.239632119,0.229843012
1068,0.416161085,31.87234043,87.89465198,98.93469497,98.48173149,98.85301247,92.21742882,0.417009602,0.094032857,0.134735559
1069,0.658361778,32.69624264,87.29803816,99.75060468,99.49690943,99.74896122,94.85262292,0.250571559,0.142309797,0.173754001
1070,1.151021641,33.38754122,84.68046224,99.45283526,99.70534662,99.86798823,97.01134003,0.583447645,0.268145308,0.42615455
1071,0.750454415,33.22000905,82.57672669,98.49137469,99.55855566,99.7673563,95.63928324,0.698064319,0.287660403,0.39408867
1072,0.588343982,36.72793119,84.97930664,97.32975007,99.28640309,98.89991372,74.98274374,0.218869075,0.186245723,0.174363664
1073,0.437602639,38.39791761,83.77425423,97.30932545,99.75249116,98.86816136,68.03475589,0.089620485,0.141352617,0.198140527
1074,0.328445633,37.42512536,83.73985488,97.5307713,99.75249116,99.13434903,65.08613227,0.120713306,0.230493219,0.300563938
1075,0.774085636,35.72838388,82.78097286,97.39424886,99.40426444,98.45589508,66.88019391,0.092059137,0.135892645,0.432251181
1076,0.747530566,35.38841105,85.64686912,98.29208186,99.47605272,97.1552545,44.89106989,0.042676421,0.135285981,0.234110654
1077,1.153458182,35.64780444,84.79763504,98.2241333,99.61300726,97.66609146,55.15819771,0.033531474,0.091832391,0.302256279
1078,1.269558791,34.84076433,84.61703843,98.40795485,99.72784742,96.84253809,45.5213383,0.041559712,0.19413235,0.408474318
1079,1.452178023,34.03440471,84.28594464,98.01343725,99.65820208,96.14460699,41.48740478,0.075598232,0.097305844,0.485291876
1080,1.409594383,33.59121775,82.24778285,97.64686912,99.563913,99.00450139,62.64236411,0.02499619,0.120119391,0.460295687
1081,2.280601728,37.31326392,79.52593389,95.18054216,98.91781849,99.048866,76.9412223,0.064014632,0.092212866,0.384087791
1082,2.147079319,39.101956,78.52727761,94.00053749,99.16532733,99.29680759,83.95624134,0.131687243,0.117983336,0.384358086
1083,1.640069629,41.50203712,85.20290245,97.37274926,98.81388621,98.88331025,63.42949273,0.097546106,0.152272562,0.174363664
1084,2.006734597,43.66953373,84.94490728,97.73286751,99.45890925,98.77402181,59.1145384,0.018899558,0.102779298,0.157293096
1085,1.76990288,44.38660027,85.75651707,97.55872077,99.40446117,97.98195118,49.77817694,0.010973937,0.10980611,0.166438043
1086,2.323715611,49.48638027,86.69927439,98.78281367,99.1792564,97.22667071,53.59894391,0.062795306,0.249338737,0.282883707
1087,2.982812645,50.23268447,87.47325988,98.91964526,99.48998179,98.67450388,63.02371884,0.074378906,0.224411604,0.292638317
1088,2.504594918,48.12765957,86.30475679,98.87019618,99.65927355,98.92334661,62.25194133,0.032921811,0.121332719,0.126497598
1089,2.027201536,41.01674966,83.68825585,97.83391561,99.48998179,97.68871191,43.58769044,0.030558611,0.065519668,0.124371285
1090,1.18415859,36.98378281,82.55737705,96.89330825,98.01457195,93.63638331,27.94537742,0.028654169,0.105211944,0.221307727
1091,1.121257208,34.37799909,80.5708143,97.0631094,99.04746598,94.95793788,29.22870499,0.045115074,0.149239244,0.324340802
1092,0.236274719,24.94929833,71.53345875,95.49341048,95.20803964,96.53523199,95.36345988,0.750495351,0.102423411,0.216430422
1093,0.261594266,27.95591092,75.18731524,95.79037893,94.48395916,96.58218292,96.0309903,1.59122085,0.086358937,0.270690444
1094,0.367268917,26.58397465,77.80166622,98.18220908,98.91494724,99.71866343,96.06669841,3.034293553,0.134125895,0.324950465
1095,0.345712869,31.55998189,84.59446385,99.35071217,99.59203725,99.81063885,98.0706804,3.287913428,0.172109712,0.338363054
1096,0.363217318,37.24535989,88.62026337,99.66245633,99.64009569,99.8777268,97.86561691,1.046181984,0.127713921,0.189138235
1097,0.46624231,34.71924832,88.0214996,99.16425587,99.1663988,99.51956371,95.59924688,0.674287456,0.187776254,0.185947264
1098,0.302924215,35.68492531,87.31416286,99.22063961,99.90388312,99.91048318,98.78808864,2.97210791,0.41780697,0.600518214
1099,0.363217318,34.2937981,86.44020425,99.10454179,99.80563031,99.93182999,98.49917763,2.733729614,0.354214297,0.415790276
1100,0.60014749,33.30013581,83.50658425,99.09594195,99.62407621,99.85716759,98.21721311,1.966773358,0.19521985,0.249352233
1101,0.806177126,32.7094909,85.546896,99.50013437,99.661455,99.90910665,98.68529259,1.308946807,0.166636259,0.174973327
1102,0.543124155,30.72430964,78.13813491,97.75634844,99.64223162,99.94697888,99.04345568,1.162449578,0.198140527,0.279754303
1103,1.185254905,33.88365776,86.39183015,99.69685568,99.88465975,99.97842968,98.99909107,1.336991312,0.350909201,0.192653559
1104,0.788186442,30.79311906,85.5361462,98.92394518,98.04562348,98.7296572,94.85655738,0.598689224,0.144742444,0.16582838
1105,0.376487027,31.03123585,84.20102123,99.55388336,99.40962177,99.67321676,98.26545187,0.754762993,0.229843012,0.257277854
1106,0.578133053,32.92090166,85.15022843,99.40338619,99.51941561,99.7673563,95.63279086,0.502362445,0.265766588,0.46090535
1107,0.465812839,32.07876867,81.80919108,98.1292189,98.97048144,99.5379588,94.38084314,0.371894528,0.245694254,0.356382655
1108,0.704942848,37.2516976,84.46546627,97.55549583,99.22572515,98.81471096,74.61389129,0.125590611,0.164203612,0.270690444
1109,0.600013615,38.64735174,82.96909433,97.57807041,99.57601777,98.46346953,74.76194598,0.085352843,0.101562975,0.344459686
1110,0.618004298,37.81090482,84.89868315,98.20693362,99.8184459,99.18195983,68.53575139,0.128029264,0.174973327,0.348117665
1111,0.539987192,35.40063377,83.62805697,97.75006719,99.68815413,98.98177805,69.87751039,0.076207895,0.130754728,0.30848956
1112,1.053670586,34.12132187,84.79118517,98.16029144,99.72232902,98.7296572,56.24137187,0.03657979,0.092440552,0.337143728
1113,0.915579932,33.35083748,87.2958882,98.83472185,99.77177756,98.70685936,61.89729051,0.026215516,0.095717116,0.335097002
1114,1.156630247,31.41301893,80.63423811,96.51491535,99.65077534,98.95905471,66.48307652,0.055005501,0.221370796,0.444444444
1115,1.931324212,32.90086012,84.21929589,97.99946251,99.62834807,99.1083795,64.05600762,0.056089011,0.234720317,0.568206066
1116,1.747074463,34.22272522,83.45283526,97.44262295,99.80029049,99.6807912,72.74698016,0.041457095,0.118591498,0.337753391
1117,1.409108148,32.85785423,74.16608439,92.63580842,98.53581956,99.0845741,85.69944598,0.066453285,0.082101806,0.247523243
1118,1.404732036,38.37285992,77.9467885,93.00940607,98.88290828,99.19758412,78.29813019,0.064624295,0.14083219,0.324150094
1119,1.757748064,41.11317338,82.32303144,96.71056168,98.45892605,97.94516101,56.42637639,0.046944063,0.150824059,0.275567749
1120,2.299403876,44.79311906,86.5971513,98.80999731,99.66999872,98.32063712,56.08067299,0.020728547,0.157293096,0.28349337
