day,average_cc_19_3
0cc19,1.813764289
13cc19,18.80912046
25cc19,36.8491982
35cc19,51.38219149
41cc19,60.10198746
49cc19,68.39398823
55cc19,76.36032581
62cc19,85.65438632
69cc19,94.94844682
77cc19,97.09
84cc19,89.19951626
91cc19,82.10233399
97cc19,65.59
