day,average_eg_19_2
0eg19,-0.006523592
13eg19,0.023758905
25eg19,0.074389868
35eg19,0.11175757
41eg19,0.134178192
49eg19,0.18142259
55eg19,0.20617432
62eg19,0.235051338
69eg19,0.263928357
77eg19,0.268
84eg19,0.260096327
91eg19,0.245674023
97eg19,0.212
