,0cc19,27cc19,53cc19,63cc19,77cc19,90cc19,97cc19,103cc19,105cc19,108cc19,0eg19,27eg19,53eg19,63eg19,77eg19,90eg19,97eg19,103eg19,105eg19,108eg19,labels
53,2.050105015,44.43452743,79.46788498,94.94329481,98.22076979,92.80306299,37.44156856,0.029263832,0.166636259,0.098155769,-0.004294133,0.094242439,0.160755903,0.253448606,0.230414286,0.179366931,0.076434016,-0.010218131,-0.035368323,-0.045886494,1
54,2.6052455,44.49925464,80.51384037,96.79524269,99.0548507,92.01397474,34.67148546,0.052431032,0.225678857,0.146319159,-0.004452749,0.096023552,0.164167568,0.253470331,0.231672347,0.181723565,0.076966576,-0.012298084,-0.032732289,-0.038054582,1
58,1.247995946,44.3843368,83.89035206,96.64068799,98.6607715,95.43152701,47.10991669,0.14545899,0.148391413,0.24874257,-0.004638009,0.089898199,0.175810516,0.271033347,0.231365979,0.184444249,0.093996145,-0.009214689,-0.025072154,-0.040452793,1
59,2.468215332,47.93662291,82.78634776,96.72776135,98.30815386,94.03891101,49.22454702,0.089842318,0.121939382,0.187776254,-0.00128738,0.095487244,0.169641614,0.267785966,0.228481665,0.174615264,0.094438277,-0.009603943,-0.031855635,-0.045347136,1
60,2.406375509,47.07096716,79.04219296,95.70770385,96.18095604,90.2105696,41.17666091,0.032392128,0.090999539,0.157293096,-0.001387461,0.09346731,0.162721977,0.253436297,0.231539771,0.162195548,0.086078644,-0.016197683,-0.031179536,-0.041505113,1
61,2.558854631,49.37980987,89.95538834,99.35178715,99.66038703,97.33067299,56.83563417,0.069062462,0.119199659,0.280445054,-0.002284565,0.107534364,0.199019745,0.301314294,0.254740834,0.201143771,0.110083178,-0.014785228,-0.039955027,-0.045438498,1
62,1.384310179,44.66862834,80.82558452,98.28863209,98.51980008,90.83167417,36.51276539,0.075174184,0.291198525,0.417198808,-0.006639786,0.095852174,0.162210926,0.257158816,0.240651414,0.163604945,0.077464595,-0.022162719,-0.040612664,-0.046158824,1
63,1.478492659,44.22136713,84.22789573,98.97876915,99.33572558,92.66144391,47.24654875,0.061268503,0.292411852,0.146319159,-0.006296711,0.094990641,0.167829201,0.2688348,0.240642637,0.178179711,0.089625955,-0.017849343,-0.039169662,-0.052647721,1
64,2.053028863,44.29145774,79.91937651,95.90002687,98.64902388,93.96749481,40.28041415,0.012834617,0.180623974,0.131687243,-0.004046844,0.095952012,0.15822278,0.259073943,0.234595403,0.177110851,0.082669906,-0.013874422,-0.037521154,-0.045113109,1
65,2.782234929,45.78723404,81.76941682,96.71809707,97.77756418,87.1688956,27.83326143,0.010389928,0.196559004,0.147538485,-0.004150724,0.100731075,0.162772387,0.244716063,0.224678904,0.164852723,0.064494684,-0.017642511,-0.034596685,-0.044433333,1
70,1.812196711,48.43911272,87.32598764,98.39613007,99.48141005,96.53956025,55.08196721,0.15424478,0.16399939,0.369154047,-0.003116198,0.096834362,0.188619778,0.274343222,0.227066651,0.191928789,0.106803291,-0.006542037,-0.025069423,-0.034039736,1
71,2.610594082,51.89588049,84.81375974,97.60924483,98.6401505,96.60881233,53.76666378,0.053040695,0.154473028,0.276105334,-0.001089017,0.102383561,0.173882321,0.270305812,0.233015791,0.188667625,0.100060917,-0.009338624,-0.03176358,-0.041070648,1
72,1.785402395,50.63016669,82.04998656,97.22061502,98.29315333,94.30185249,53.65088296,0.035360463,0.072979383,0.225627927,-0.005231278,0.107084535,0.172955945,0.254522055,0.241109729,0.178299993,0.10247203,-0.011711447,-0.037575334,-0.042476162,1
73,2.039268314,47.74377546,87.52915883,99.18086536,99.3667631,96.59620362,59.76995325,0.088401158,0.112178022,0.258468649,-0.003522031,0.10196235,0.188289121,0.277932197,0.243404508,0.193883806,0.114950828,-0.010494479,-0.040642079,-0.052871305,1
74,1.671388927,44.99547306,84.56651438,98.97769417,99.35926283,97.23640928,62.98748921,0.184118275,0.318068479,0.421631197,-0.005903726,0.097457647,0.177988738,0.270915955,0.245431617,0.197505429,0.118909016,-0.016642379,-0.041190773,-0.045411263,1
75,1.873948517,45.17202354,86.60145122,99.48830959,99.81142184,96.48004675,54.2730696,0.034836817,0.195828012,0.19886882,-0.004251159,0.096526161,0.175149411,0.276782304,0.242866084,0.187488288,0.096615687,-0.017440164,-0.042056926,-0.052488491,1
76,2.424852428,44.98125311,83.90647675,97.98763773,99.36462017,97.02973511,56.92520776,0.02499619,0.170705685,0.153864867,-0.003242206,0.096975468,0.169319481,0.274852157,0.236854598,0.193719164,0.104974896,-0.013470545,-0.041555885,-0.049473345,1
77,2.37439112,43.54640109,82.20155872,95.17732776,95.74949105,88.63459879,37.6936894,0.045724737,0.209815727,0.162987289,-0.003278834,0.09313006,0.161564961,0.237329304,0.213177994,0.177145883,0.080264077,-0.010729223,-0.036289021,-0.042011108,1
84,2.328357918,51.71118153,87.29158828,98.51437786,99.64427301,98.68096434,67.33682479,0.114616674,0.134679318,0.287761012,-0.003039489,0.101078823,0.181414619,0.272984684,0.239308253,0.20466058,0.128085569,-0.011691336,-0.034853365,-0.044316966,1
85,1.793233558,52.29570402,85.87046493,98.15921997,99.38485198,98.46563366,69.90889024,0.065233958,0.086752894,0.173754001,-0.005349489,0.112362221,0.181142524,0.26155749,0.235630974,0.202890962,0.13120015,-0.008932725,-0.036865834,-0.052282032,1
86,2.261596714,50.56948846,89.63074442,99.14001612,98.24426503,95.56514236,61.74580159,0.153025453,0.164203612,0.243865264,-0.002421794,0.113030821,0.190884531,0.271671891,0.22739993,0.192234471,0.113963075,-0.010076869,-0.033821233,-0.051489361,1
87,1.625482588,47.59031236,87.47648482,99.38726149,99.67320261,95.80051073,60.79918033,0.137783874,0.290591861,0.466459892,-0.006148859,0.103873424,0.181448177,0.269631028,0.242882222,0.190014154,0.1117853,-0.015030053,-0.040267341,-0.053583853,1
88,1.598370442,43.40606609,85.86079011,99.00886858,99.70524157,97.38140582,59.61630021,0.034836817,0.21111893,0.259106843,-0.005915555,0.088082261,0.172425762,0.267384917,0.241363972,0.196267352,0.107091941,-0.016258316,-0.044206861,-0.050094649,1
89,2.176805111,39.69417717,81.22010212,96.9384574,99.53223119,98.23948234,57.82115651,0.017680232,0.153256705,0.203627496,-0.004058263,0.077045374,0.16048485,0.263414472,0.234533116,0.210839555,0.112546019,-0.016157914,-0.039042354,-0.044886108,1
96,3.489613029,44.31765822,88.46546627,99.03032251,99.71271733,98.57275796,67.78257118,0.197530864,0.16399939,0.282274044,-0.001173372,0.081621878,0.190279052,0.275321901,0.226161927,0.205577761,0.126792639,-0.001917252,-0.027827226,-0.041532025,1
97,3.13972584,50.63107015,87.25718893,98.9435337,99.48676738,98.57492209,68.87551939,0.076207895,0.130754728,0.318853833,-0.000586262,0.100734599,0.182276294,0.257368624,0.228270769,0.206735373,0.129512057,-0.00576533,-0.032646909,-0.048422631,1
98,3.194075716,50.02411637,84.01397474,98.57106241,99.47456107,98.59439924,75.27051593,0.030483158,0.11129356,0.238378296,-0.000242415,0.102289572,0.173960492,0.238960162,0.232474625,0.20688656,0.139036685,-0.007733368,-0.031685162,-0.051552601,1
99,3.299562885,48.35343542,87.00026874,98.48173149,98.06164296,94.23964625,61.89404432,0.057918,0.193263222,0.315195854,-0.002237387,0.102163285,0.178201154,0.247515798,0.228415862,0.191844568,0.118455075,-0.01268846,-0.029947668,-0.051082525,1
100,2.367476734,48.1564801,85.88443967,99.27247402,99.69135802,98.15075312,66.96505608,0.099984758,0.333880679,0.470717022,-0.00678761,0.104392134,0.175275177,0.255331904,0.238074347,0.200526312,0.124671236,-0.015805056,-0.036748081,-0.051111165,1
113,1.478153475,43.37528293,84.38161784,98.68422467,99.28446324,99.06476754,72.89689387,0.124980948,0.189138235,0.32007316,-0.00258846,0.087796442,0.175361335,0.242042035,0.223276943,0.211941794,0.135625064,-0.009859163,-0.034090504,-0.053812556,1
114,2.187603097,40.69805342,81.67266864,97.9360387,99.28980307,99.594478,81.7651169,0.102423411,0.259652018,0.370978532,-0.002271887,0.082112752,0.167184979,0.238659263,0.2298951,0.227330253,0.151992321,-0.009879861,-0.038232576,-0.050554834,1
128,0.691002831,44.05885016,84.72453641,99.0346681,99.39125977,98.42968076,56.7033847,0.068891937,0.093656875,0.267032465,-0.006278228,0.088022098,0.171353176,0.246292755,0.226383984,0.199568734,0.113531545,-0.011531495,-0.038448457,-0.050406829,1
142,0.833892503,45.23106112,83.65278151,97.67705989,98.68426674,97.68330159,62.44373269,0.066453285,0.061424314,0.136228182,-0.0024957,0.090202734,0.16967544,0.221339062,0.217362344,0.187425122,0.115478948,-0.007985673,-0.034219414,-0.049197823,1
143,1.342046401,49.46355817,86.45632894,98.98306907,98.73873297,95.85742019,36.10089162,0.059137327,0.101813748,0.220154473,-0.001824062,0.104486056,0.169561133,0.237895504,0.218144029,0.165970281,0.074662641,-0.017727252,-0.042445924,-0.051951613,1
144,0.853341891,39.56903576,82.64875034,98.27465735,98.90426759,97.56319252,48.03278689,0.060356653,0.260293134,0.334878303,-0.007092315,0.077049591,0.166188166,0.233927026,0.223185688,0.188574776,0.093098573,-0.019938882,-0.041232042,-0.053886283,1
158,0.90094898,45.78669196,84.60951357,98.05635916,99.08688966,98.77185769,58.57427285,0.067672611,0.124366037,0.192043896,-0.003719906,0.091304079,0.169505,0.224796072,0.219815031,0.194392785,0.108173899,-0.009174376,-0.031986065,-0.049668994,1
159,1.748986201,46.86781349,86.19833378,98.85084655,98.69815028,96.5336497,34.65309037,0.048773053,0.084534452,0.282274044,-0.001634209,0.100358799,0.174688801,0.223429918,0.216381118,0.173697293,0.072460592,-0.021551292,-0.044829562,-0.046730753,1
160,1.556890295,44.16296967,89.07067992,99.08196721,97.44008715,87.29873615,42.64775669,0.067672611,0.291198525,0.424496746,-0.005676092,0.094859697,0.181871861,0.246145546,0.225835517,0.166820168,0.078814499,-0.028371716,-0.047700126,-0.05445151,1
176,1.776725192,45.92672901,85.60494491,98.38101361,97.40804819,90.28796376,34.29141501,0.060966316,0.226794696,0.317024844,-0.005862759,0.096433803,0.176514775,0.226923034,0.215048105,0.165021017,0.067326635,-0.020786824,-0.037682239,-0.05228208,1
177,2.28530307,46.2641731,88.63316313,98.87603129,99.23106498,96.75164474,56.46976619,0.156073769,0.361856109,0.343611263,-0.001157453,0.101241596,0.182138041,0.243177086,0.232706904,0.20100145,0.104488127,-0.013966259,-0.044870518,-0.057569824,1
178,0.815753695,38.94113927,85.07497984,97.20240009,96.17668418,84.3511946,61.51315789,0.088619973,0.201301466,0.165218717,-0.005712604,0.075446956,0.17086792,0.245241791,0.221875653,0.182592615,0.111042775,-0.015072767,-0.048706315,-0.054182895,1
192,1.062023327,44.40439084,82.46492878,96.47701704,98.13457623,98.07592752,66.26666378,0.0926688,0.148025917,0.290199665,-0.003166446,0.087857626,0.166616201,0.218934551,0.219074324,0.192635104,0.113996685,-0.013701615,-0.031992771,-0.054642498,1
193,1.112018749,43.97283839,84.59123891,97.759742,97.62991535,92.72131148,62.43291205,0.143270843,0.135620021,0.279225728,-0.005245143,0.092494063,0.172977105,0.221591502,0.218828112,0.192339569,0.113389105,-0.01609605,-0.037495527,-0.052624226,1
194,1.994022783,45.8673608,88.08169847,98.1757592,94.86017358,82.86885246,42.79335634,0.048773053,0.278458589,0.346043909,-0.001583121,0.10144408,0.183608636,0.239323109,0.236837357,0.178556919,0.090785146,-0.024929598,-0.048946407,-0.055262502,1
195,1.267613852,39.78270711,86.62617576,98.09191078,98.90603236,91.3449094,66.47550208,0.022613372,0.134072654,0.190824569,-0.005941096,0.079364747,0.180460051,0.252407104,0.254170209,0.218992457,0.131020918,-0.015676696,-0.047078542,-0.054000884,1
541,0.802596377,40.11161147,85.3759742,98.55200215,99.4211628,98.8308887,64.68399482,0.026825179,0.100594422,0.224965706,-0.003980738,0.080438435,0.179453537,0.24625507,0.224681735,0.202702329,0.12262655,-0.009904649,-0.044207584,-0.054902032,1
683,1.374585485,44.55500226,87.25396399,99.48830959,99.73194071,99.44025022,65.86065574,0.168267032,0.174973327,0.265203475,-0.002307861,0.09370622,0.184605345,0.2497347,0.230517834,0.201599941,0.114749022,-0.008070639,-0.028738733,-0.049403198,1
684,0.991432545,44.48392938,86.25638269,99.13464123,99.67427408,99.13179465,66.24394044,0.067672611,0.090007906,0.206675812,-0.004220669,0.093827516,0.176197767,0.245083436,0.235473678,0.201902881,0.117652476,-0.014720628,-0.036232777,-0.054952729,1
685,1.475867958,43.87992953,89.24482666,99.74499089,99.69990175,99.19111303,75.10496018,0.131687243,0.214681019,0.359701265,-0.000653433,0.091765948,0.188161761,0.256077707,0.232123405,0.209603608,0.136919901,-0.015212062,-0.032934081,-0.056594815,1
715,1.132016627,43.04255319,86.46062886,99.3227627,99.61962927,98.658241,64.91192001,0.13107758,0.201412313,0.245084591,-0.002943311,0.087502383,0.17919004,0.250731945,0.233854398,0.200686604,0.116183989,-0.011334685,-0.032261882,-0.047574162,1
747,0.892240667,41.86962426,86.53265251,99.00349368,95.62412943,87.279259,61.76095048,0.065843621,0.168652479,0.348117665,-0.003329753,0.08494214,0.184787691,0.255536705,0.220162809,0.1884076,0.113582999,-0.022067335,-0.036468737,-0.050640013,1
749,0.545555329,37.28881847,82.95619457,97.44584789,94.86308685,84.39063848,67.28055748,0.313366865,0.284011433,0.362139918,-0.007335485,0.070717476,0.175804496,0.245275527,0.214625373,0.186831281,0.12754941,-0.011807268,-0.043988608,-0.054327786,1
778,1.286005974,42.04815467,87.21848965,99.3012631,99.77786322,97.90512465,54.54555227,0.060356653,0.121932632,0.302392928,-0.003054065,0.086925417,0.183766156,0.251121342,0.230365083,0.189537853,0.104532421,-0.016395679,-0.036784891,-0.047984503,1
781,0.524343474,42.35849483,84.38699274,96.72883633,97.44329104,92.89150129,75.69672131,0.174363664,0.262155159,0.228623685,-0.00397143,0.085099913,0.175707042,0.246802479,0.225175366,0.206727669,0.147908866,-0.010145136,-0.042926095,-0.06483274,1
814,1.198777831,49.49796288,86.70787423,98.45065895,99.38819244,98.2080086,69.52475762,0.124371285,0.327799063,0.441525269,-0.008270001,0.10813275,0.177245528,0.24670437,0.230665699,0.203536808,0.121235289,-0.013765227,-0.038019992,-0.050157756,1
815,1.11931227,43.60525124,79.15399086,95.67555984,98.3263688,97.59922347,77.00172563,0.091449474,0.234172147,0.229318838,-0.005708659,0.095126145,0.156825408,0.232417464,0.227165505,0.205778018,0.132864982,-0.00816338,-0.037830051,-0.045829516,1
816,1.638329703,42.88637392,81.17817791,97.37062038,99.40426444,96.64581536,60.90612015,0.037281506,0.200198986,0.142309797,-0.002393266,0.090332054,0.159750342,0.244322166,0.228764236,0.211302176,0.113570414,-0.0055023,-0.036662035,-0.045575894,1
846,1.770847484,45.88968695,87.13034131,98.62102218,99.47456107,98.85517659,71.34911704,0.095342868,0.210423889,0.342630697,-0.00359746,0.096794493,0.177841544,0.24395892,0.231699064,0.208095893,0.125736922,-0.015163552,-0.037449338,-0.048278566,1
847,2.218202682,45.28112268,82.77022306,96.06019887,98.88824811,99.12424504,70.22052458,0.128346168,0.316415181,0.30666057,-0.004555583,0.097862914,0.166328698,0.236816302,0.231085807,0.202700347,0.120923407,-0.013145773,-0.040477503,-0.048313051,1
877,0.932220322,43.3073789,85.80919108,98.82074711,99.75116408,99.64616517,76.45599655,0.096326779,0.178191328,0.191434233,-0.001671998,0.08845105,0.177621543,0.260704041,0.232845291,0.211579517,0.138485223,-0.015239039,-0.04389121,-0.054865535,1
878,1.187082438,42.61204165,86.97339425,98.41870465,99.73427622,99.44381925,83.34487535,0.101813748,0.146205926,0.182898948,-0.004909569,0.088734142,0.175562873,0.25607866,0.229510933,0.214930192,0.152170658,-0.009538715,-0.044731475,-0.051459134,1
879,1.571024302,43.69426752,85.9145391,97.17454195,99.11145286,99.29990478,79.06206717,0.15241579,0.172899124,0.282274044,-0.007300842,0.090352803,0.175765008,0.245714739,0.226205885,0.208689407,0.137992978,-0.012492796,-0.047335859,-0.046474036,1
880,2.163647793,43.1045722,81.91346412,95.25396399,98.4514503,98.87510785,68.970741,0.096326779,0.291917533,0.474317939,-0.004976364,0.091745861,0.166621059,0.236246333,0.22155869,0.198974103,0.115879498,-0.01550982,-0.041677598,-0.044749178,1
882,1.008727687,43.09687641,80.32356893,96.47836603,98.93951044,97.90728878,62.50649238,0.019557511,0.184425732,0.122542295,-0.008929734,0.094173484,0.155577928,0.232045174,0.230511114,0.19999747,0.116061203,-0.013600627,-0.041490648,-0.043565154,1
911,1.608603911,46.62104169,86.36065574,98.88202096,99.74902815,99.01207583,73.98441279,0.043895748,0.231101381,0.251790886,-0.002873944,0.097143546,0.179730237,0.264651239,0.231019154,0.203638375,0.133981347,-0.018459115,-0.042910904,-0.049845267,1
912,1.689009741,42.36707774,81.76189196,95.67965601,98.39065681,98.75779086,74.59016393,0.057918,0.168652479,0.150586801,-0.00382501,0.089048818,0.165486708,0.237205386,0.219839975,0.197449446,0.12794745,-0.012158878,-0.042548746,-0.047630947,1
913,1.69404168,45.29505366,86.14243483,97.39526412,98.8700927,98.89737708,73.89128559,0.093888127,0.220825548,0.340801707,-0.005317843,0.096103549,0.17931293,0.242512971,0.224185288,0.201102003,0.126716733,-0.018621843,-0.046970751,-0.044708882,1
914,1.398086829,44.87464426,80.87933351,95.4614351,97.70280661,98.63567731,59.93636756,0.112178022,0.255427842,0.434080171,-0.006003254,0.094699636,0.164353803,0.238104165,0.214543343,0.189916328,0.102284923,-0.018715462,-0.042116206,-0.039614789,1
915,1.275879842,43.81352487,79.85165278,96.39021768,97.78824384,98.40503809,54.93361999,0.047553727,0.097672838,0.225627927,-0.004392653,0.095190525,0.157356218,0.233513057,0.222622514,0.185355723,0.094478898,-0.017194761,-0.04051999,-0.039545916,1
916,1.553050792,44.52726205,82.73797366,97.71459285,99.34640523,98.31739093,52.97886109,0.020779856,0.090999539,0.112787685,-0.006885964,0.093420632,0.162036702,0.243387595,0.231222972,0.1979305,0.101562873,-0.019976344,-0.039696045,-0.047721192,1
917,1.922917611,45.18776962,82.55952701,96.61166353,98.30941091,95.1664214,35.30306299,0.056698674,0.112509883,0.121322969,-0.004658435,0.095665991,0.163472548,0.227450848,0.213796735,0.174053252,0.079365022,-0.014114666,-0.039430868,-0.04371966,1
944,0.842244173,40.80307832,84.74711099,98.75087342,99.62194028,98.71883657,65.36638677,0.04816339,0.147783251,0.254839201,-0.003039209,0.081313238,0.183101133,0.268465191,0.225385398,0.201275453,0.126312762,-0.012889755,-0.040237971,-0.042547647,1
945,2.82064747,45.48709823,84.05159903,98.02096211,99.26951173,99.19602666,76.8442623,0.093278464,0.138393538,0.103642737,-0.001458314,0.097467296,0.175158575,0.263382673,0.233849093,0.209887519,0.1418598,-0.010987293,-0.045508578,-0.051744118,1
947,1.85575113,43.96485522,82.84439667,96.14700525,98.17805118,98.57492209,71.59258137,0.084133516,0.209815727,0.240816949,-0.005286905,0.092204742,0.169453874,0.239566043,0.220319077,0.201525018,0.125641465,-0.018488545,-0.043027092,-0.044662796,1
948,1.595822271,47.49162517,84.61488847,97.46412255,98.41941134,98.18377912,63.90343663,0.109129706,0.312757202,0.403597013,-0.004177322,0.105022185,0.17369099,0.254217565,0.226840615,0.195447847,0.112943314,-0.019974023,-0.041260935,-0.047873419,1
949,1.948417396,44.88003622,82.24885783,97.43617307,98.43863471,97.89213989,59.20189819,0.028654169,0.135620021,0.234142188,-0.003776653,0.099417105,0.1664799,0.250133991,0.236052752,0.192306429,0.105208948,-0.021052785,-0.045171861,-0.048393544,1
950,1.529208118,43.915799,82.70357431,98.09191078,98.80601478,95.51701004,44.00320291,0.018946339,0.12345679,0.123761622,-0.004961118,0.095366202,0.16343607,0.250101179,0.234700471,0.179942787,0.090149187,-0.018965779,-0.039932556,-0.047649805,1
951,2.10102012,45.66065863,80.53963988,95.62913195,97.3706694,94.30185249,32.43810596,0.04816339,0.143880506,0.136564548,-0.003197764,0.096083529,0.16069977,0.229069829,0.218300983,0.173003271,0.08071927,-0.010529563,-0.03615294,-0.037728928,1
978,1.307971332,41.35808058,84.106423,98.02421515,98.86475287,98.41781708,68.17217798,0.080475537,0.163192506,0.231062338,-0.005616867,0.080817766,0.175759748,0.264530241,0.224791333,0.203033909,0.125504643,-0.009767104,-0.038267616,-0.042473555,1
