FID,0cc19,27cc19,53cc19,63cc19,77cc19,90cc19,97cc19,103cc19,105cc19,108cc19,0eg19,27eg19,53eg19,63eg19,77eg19,90eg19,97eg19,103eg19,105eg19,108eg19
0,0.950435677,23.1747397,54.98414405,65.22762698,75.48805314,81.39283241,68.80931838,0.267032465,0.068114091,0.152648543,-0.003107636,0.050832763,0.112959839,0.16698581,0.176121369,0.176998571,0.143749833,-0.00645814,-0.034629434,-0.041885622
1,1.099376647,41.38841105,79.38403655,88.53641494,91.73363334,90.7829813,44.52692175,0.050116123,0.119199659,0.269471117,-0.003480929,0.092390731,0.163676128,0.232074708,0.212771311,0.172067791,0.086425535,-0.017362418,-0.042542417,-0.043014698
2,1.032762494,40.61977684,74.65305026,80.08492341,79.81142184,76.95528913,27.37837604,0.040237769,0.083523853,0.097546106,-0.005125909,0.092616752,0.149761632,0.231858313,0.175949603,0.145905942,0.058889166,-0.018912315,-0.03810247,-0.042944927
3,0.719012595,41.92485287,81.7919914,88.5717347,89.46640951,82.61540121,21.38049688,0.027434842,0.068114091,0.12924859,-0.007642223,0.094161108,0.171689779,0.251497447,0.20314312,0.1501984,0.053395752,-0.019007022,-0.034942385,-0.039625768
4,1.251081872,38.00695668,68.08062349,78.11845871,86.77858943,88.69823123,60.85418109,0.158512422,0.080079594,0.162780064,-0.005840377,0.076712333,0.141246706,0.207472041,0.207726195,0.184711054,0.120195083,-0.006219274,-0.032290764,-0.036872089
5,0.824037932,34.22181983,65.76941682,71.03503697,70.87551796,75.85272776,42.49264197,0.171925011,0.091832391,0.099375095,-0.005633803,0.071381442,0.131484658,0.184489265,0.154090449,0.141534954,0.083687924,-0.009786298,-0.031226063,-0.041559577
6,1.651253027,30.62788592,68.21177103,80.09964642,81.06070315,82.47842968,57.82679034,0.112178022,0.180179087,0.236574834,-0.00735321,0.064352006,0.136886552,0.223307863,0.190800563,0.166147545,0.114970677,-0.011272256,-0.037071567,-0.046541188
7,1.461436877,45.9370756,84.29669444,95.58769956,93.09240036,89.37446074,48.74805229,0.043393228,0.143779272,0.272519433,-0.002150007,0.100609988,0.174212679,0.262277275,0.225661933,0.173225433,0.094147131,-0.023030816,-0.042853843,-0.046939529
8,1.376157966,42.7415639,80.11072292,90.36537019,91.00025631,85.29551337,30.84855436,0.018289895,0.094265037,0.179240969,-0.004800288,0.092309028,0.161672875,0.257859588,0.209465638,0.163577408,0.068762347,-0.021643257,-0.036292311,-0.043621372
9,1.251568107,47.86328656,82.54877721,93.52385835,94.45726003,79.84197796,21.91503636,0.0231672,0.165619161,0.188385917,-0.003101084,0.110041842,0.169921696,0.253463298,0.216631576,0.144673049,0.059125807,-0.022732299,-0.035753362,-0.043560795
10,1.0759762,34.75900077,67.67320613,79.40123623,84.40236661,82.37534626,47.27351165,0.181679622,0.045724737,0.154473028,-0.00742961,0.070809655,0.14884536,0.204485759,0.185521305,0.162829861,0.098034188,-0.007489142,-0.028954014,-0.033428445
11,0.453683805,41.74188011,73.58882021,84.60306369,88.1549341,86.3757358,41.75034626,0.096326779,0.102779298,0.184881104,-0.009543994,0.083005585,0.155727759,0.21672149,0.195428327,0.164101496,0.089897737,-0.012804253,-0.036392998,-0.045802694
12,0.930653208,38.9562795,71.96237571,82.46973106,83.85022854,83.21178151,40.5622403,0.132296906,0.055342699,0.078452837,-0.008253673,0.078160904,0.154980212,0.221803024,0.194110304,0.163365349,0.086730845,-0.011819663,-0.040973283,-0.048652112
13,1.175874352,47.76799024,83.32921258,90.19295888,89.04908369,88.18485764,33.00402528,0.263374486,0.156073769,0.178191328,-0.006892465,0.103508323,0.176588923,0.262815297,0.217584983,0.168312326,0.07647308,-0.009389884,-0.041335512,-0.047560297
14,1.872003579,43.77015856,81.97043805,93.29642569,95.85202273,94.5907635,42.79551337,0.120713306,0.313811348,0.33427164,-0.005111279,0.089063205,0.16937077,0.268962413,0.231913686,0.191313371,0.091589063,-0.014178808,-0.037875913,-0.047023915
15,2.298632126,45.79346795,82.73689868,97.61784467,97.93348712,92.8464768,35.767616,0.041559712,0.206166758,0.254211519,-0.00501092,0.096633948,0.167328134,0.26227659,0.238056675,0.174168393,0.077420168,-0.022087181,-0.044615138,-0.046854272
16,1.883932966,45.53351274,81.68664338,96.29669444,98.28164381,86.59755886,21.98969875,0.007315958,0.129858253,0.125889436,-0.00778399,0.097449198,0.167180732,0.28057152,0.234483004,0.159800455,0.061315093,-0.026982067,-0.045974158,-0.045832492
17,3.081269267,45.36838777,83.01424348,97.36954891,98.23144944,81.03429681,18.75865651,0.014022253,0.158730159,0.18305662,-0.002448,0.10055957,0.17319198,0.25541383,0.22860238,0.151501641,0.056101803,-0.028208548,-0.038271446,-0.045757145
18,1.104238994,32.50248981,73.52754636,86.6509003,91.59724892,87.74671053,43.19269014,0.134125895,0.06750593,0.235939643,-0.00682441,0.062489934,0.159634322,0.233852103,0.202758461,0.168280944,0.095903695,-0.008182291,-0.030547652,-0.037601147
19,1.4869057,45.1539158,80.37839291,91.93980113,94.26765242,88.02155471,34.8177308,0.051821369,0.101919484,0.214601433,-0.005376117,0.089748435,0.170042604,0.245214358,0.214617953,0.158689693,0.076782919,-0.019326659,-0.03482135,-0.044025403
20,1.20951309,46.18421647,75.11636657,89.24354441,91.06326627,87.44806094,40.2771786,0.017070569,0.046713097,0.145099832,-0.006694844,0.092418015,0.160737038,0.246577129,0.216459081,0.169887036,0.08747755,-0.017014803,-0.038317844,-0.046415858
21,2.145753712,48.50656406,81.93926364,95.09486697,96.52911273,90.23943054,21.84641933,0.025605853,0.136228182,0.266422801,-0.00693081,0.103438035,0.169814885,0.257188767,0.226873741,0.162279546,0.060974177,-0.021260083,-0.038302474,-0.047530852
22,1.124609443,43.54142146,81.44369793,94.51545284,94.95920373,90.24194945,33.07605482,0.067062948,0.2566187,0.432402846,-0.008785903,0.09223789,0.16662851,0.261140704,0.22400786,0.177514642,0.075524107,-0.021113908,-0.039579105,-0.046600975
23,1.727591874,43.75282933,81.26740124,98.01881215,98.70882994,94.57345048,42.13869715,0.031169784,0.217185566,0.173144338,-0.00552868,0.093031302,0.164501339,0.266055703,0.241344318,0.179864392,0.087911248,-0.016623223,-0.043255389,-0.053752512
24,2.193404713,43.47065998,79.83015318,95.69685568,98.54649921,87.39395776,17.40940466,0.01341259,0.122848629,0.139612864,-0.004896388,0.093318902,0.164512038,0.273002326,0.242096186,0.160809293,0.054641228,-0.021543643,-0.046229675,-0.049944758
25,3.15453434,43.6926211,81.11690406,97.10703954,98.48455722,81.32118205,15.33973253,0.012193263,0.131039336,0.120103643,-0.00361356,0.09612865,0.167564645,0.254822642,0.231356233,0.149744287,0.048497606,-0.025060644,-0.043244392,-0.046508905
26,0.874736218,32.61430512,75.96130073,87.9731255,89.59908582,83.73441828,35.15625,0.032921811,0.059453032,0.123151959,-0.010070331,0.057555884,0.16840525,0.234623075,0.180758014,0.160569668,0.078257963,-0.019388054,-0.036099695,-0.041778564
27,0.615470082,38.68673608,79.42488578,92.89868315,96.01755735,88.70650104,24.13179465,0.024386526,0.05959983,0.248132907,-0.012985541,0.071037844,0.166655362,0.250821024,0.213303834,0.158952296,0.06115102,-0.016711587,-0.03497142,-0.034428865
28,0.843530255,44.53100951,78.7680731,91.14969094,93.31404693,86.03704986,34.32089681,0.051211706,0.093426193,0.192043896,-0.007748214,0.087214231,0.16483295,0.245481968,0.220136985,0.155693591,0.074359216,-0.015858732,-0.03433121,-0.037029665
29,1.077982321,44.88503411,80.15802204,93.03225115,93.29638173,83.76146988,23.0230696,0.005486968,0.105559465,0.148757811,-0.005251306,0.092195667,0.169380724,0.261457831,0.222787783,0.150322348,0.061511584,-0.022596905,-0.034185119,-0.047467694
30,1.29477752,46.69760072,83.09594195,96.19994625,94.66658123,83.15681622,15.7353705,0.029263832,0.110077237,0.251181222,-0.006367637,0.099891134,0.174131259,0.267821759,0.221119866,0.149142057,0.049162697,-0.02176214,-0.040106393,-0.048232455
31,1.28706324,44.36034405,80.24939532,94.16715937,96.20765518,86.59864093,22.3781277,0.037799116,0.15530588,0.388007055,-0.005769072,0.095607698,0.163220182,0.247322559,0.230921119,0.157420829,0.056552131,-0.018286359,-0.038987003,-0.043340296
32,1.094981214,44.06473517,79.67428111,97.97903789,98.67038319,91.35539301,32.34504848,0.014668133,0.141959281,0.201798506,-0.005068246,0.094504528,0.161158517,0.266510129,0.245063066,0.167517841,0.072686404,-0.023619328,-0.042897921,-0.049241055
33,1.669030111,44.1012784,80.19887127,96.77936039,98.69815028,87.98584661,24.94156856,0.010364274,0.088791583,0.096936443,-0.007058995,0.095196277,0.165773675,0.275404334,0.240721077,0.162331343,0.064469621,-0.019720457,-0.042398684,-0.047238875
34,3.088076553,45.16523314,80.33109379,96.02807243,97.30338759,80.30198447,19.63729224,0.014022253,0.161979179,0.120103643,-0.001591759,0.099990606,0.165551111,0.245364085,0.223612741,0.150785401,0.058000382,-0.017578954,-0.036611944,-0.043351866
35,1.272962434,38.72204906,80.72776135,93.35476267,93.71288821,89.50388266,43.71970222,0.086572169,0.057308337,0.158730159,-0.008369191,0.07697206,0.179817244,0.266913921,0.208355114,0.176732838,0.09486483,-0.016071688,-0.040458106,-0.045849148
36,1.284228299,37.23540063,77.21472722,90.11571842,87.05839634,80.07920706,26.58846953,0.022557537,0.054734537,0.109739369,-0.004303216,0.071786165,0.16749078,0.253411084,0.183024094,0.151166126,0.062001027,-0.020421484,-0.035865922,-0.04431612
37,1.21461427,38.57627886,81.02445579,94.80874317,96.40416079,88.5376991,32.31018119,0.015241579,0.076817558,0.185337601,-0.007025191,0.073274516,0.175126374,0.270242602,0.221026078,0.161006853,0.071018502,-0.021391567,-0.03133668,-0.04054942
38,1.561299608,39.39746492,75.91507659,90.63430837,92.96260581,87.44265062,36.17230783,0.017680232,0.093656875,0.174973327,-0.003889476,0.077715911,0.160010308,0.240480796,0.218030319,0.159347773,0.079808846,-0.017651785,-0.032116797,-0.036344916
39,1.616080265,48.58788454,79.07766729,95.62454611,95.92571233,85.78492902,23.99043456,0.015851242,0.091832391,0.16582838,-0.003520195,0.099822365,0.168232813,0.248979151,0.22671707,0.150865898,0.06087647,-0.021238867,-0.033599317,-0.041248109
40,2.233762192,46.22136713,84.26444504,97.59991428,96.76086121,85.64495255,22.76012812,0.039018442,0.101813748,0.206675812,-0.003130319,0.099524997,0.177914634,0.271837533,0.232143462,0.156444177,0.059731677,-0.023699624,-0.040769879,-0.048602432
41,1.375439073,41.04617474,81.78769148,97.02025072,97.74766116,93.2371018,38.27653149,0.065233958,0.172109712,0.370978532,-0.009634145,0.084964655,0.170976758,0.261611164,0.236875117,0.180758908,0.081662923,-0.022827823,-0.040546082,-0.045559101
42,1.273448668,43.88501584,80.693362,97.5184828,98.68747063,91.65404259,31.94901316,0.01650165,0.173934197,0.181069959,-0.007039651,0.092362426,0.167920455,0.254831374,0.238188595,0.168423921,0.068944685,-0.024231737,-0.03921571,-0.049249049
43,1.963415701,43.39386547,80.06987369,95.50519661,98.07552651,89.4412223,27.25610284,0.014631916,0.117055327,0.117055327,-0.004968016,0.091767825,0.164220482,0.258460432,0.228333816,0.166512892,0.064351201,-0.020237576,-0.040214047,-0.047060262
44,3.297172466,44.03168855,80.32141897,95.88085779,98.20581828,83.92471959,24.64183691,0.016460905,0.105211944,0.178021643,0.00049624,0.095584311,0.165343702,0.241255313,0.226165533,0.16173543,0.063372068,-0.020957526,-0.037618995,-0.038900517
45,1.171975888,39.6585843,81.59527009,95.37221177,98.64261609,95.21633969,43.75649238,0.116445664,0.131971052,0.124064952,-0.012557293,0.074465908,0.177564487,0.266310066,0.217868209,0.1875467,0.095773779,-0.013719004,-0.033211682,-0.045296196
46,1.79858214,35.34399422,73.49099704,89.09647944,91.50967577,84.78645384,37.0466153,0.040237769,0.073406295,0.081694864,-0.00488571,0.066534676,0.15409337,0.235716864,0.188425824,0.157661274,0.079053663,-0.015000354,-0.030451017,-0.04009283
47,1.952643403,35.95383295,79.93442623,92.50201559,94.32910419,89.41544435,36.41932701,0.0463344,0.07966916,0.090839811,-0.005965888,0.069337569,0.170284331,0.248497739,0.21006076,0.161053255,0.080233991,-0.010333426,-0.028332256,-0.037075862
48,1.736278623,47.48836789,85.26847622,96.74388605,97.7092039,90.86712683,30.36811807,0.035970127,0.070372977,0.172534675,-0.003555217,0.097448066,0.180197582,0.273459852,0.236550272,0.162371024,0.072826713,-0.015161747,-0.040415235,-0.046257578
49,2.640254398,47.90548185,74.71002419,93.42976535,93.23657568,84.33886972,27.88478186,0.029873495,0.077046276,0.167657369,-0.001585213,0.096732184,0.14808704,0.23618871,0.212040037,0.144831643,0.066020109,-0.018076301,-0.031417716,-0.035367507
50,2.315687908,47.72507567,83.25933889,98.21230852,97.94309881,88.74173609,20.26056094,0.017680232,0.119199659,0.215211096,-0.002998607,0.103299588,0.171542361,0.267495543,0.230252489,0.154417291,0.056836694,-0.02295953,-0.039421942,-0.047720153
51,1.416887903,43.48150156,82.68207471,98.23058318,98.82417019,93.58067299,43.25388266,0.089010822,0.259045354,0.318068479,-0.007936067,0.092736132,0.170490399,0.273114651,0.248071879,0.185197696,0.092511781,-0.014514336,-0.040437758,-0.050308805
52,1.506269218,42.48994895,80.24402042,97.16742811,98.53902345,93.99374461,44.36569425,0.0220022,0.189279041,0.210333791,-0.004240579,0.090145558,0.161052957,0.253939897,0.236282125,0.182725847,0.087956496,-0.016975595,-0.041688122,-0.049016207
53,2.050105015,44.43452743,79.46788498,94.94329481,98.22076979,92.80306299,37.44156856,0.029263832,0.166636259,0.098155769,-0.004294133,0.094242439,0.160755903,0.253448606,0.230414286,0.179366931,0.076434016,-0.010218131,-0.035368323,-0.045886494
54,2.6052455,44.49925464,80.51384037,96.79524269,99.0548507,92.01397474,34.67148546,0.052431032,0.225678857,0.146319159,-0.004452749,0.096023552,0.164167568,0.253470331,0.231672347,0.181723565,0.076966576,-0.012298084,-0.032732289,-0.038054582
55,0.892261061,27.25531915,69.04380543,86.53059038,91.91657055,92.06414474,67.60569456,0.167461191,0.066732995,0.228623685,-0.003627254,0.048394628,0.150772095,0.229370832,0.203973055,0.199680105,0.143557593,-0.007565085,-0.032111891,-0.041811395
56,0.897134141,40.13913358,83.05724268,97.00940607,98.28484771,95.37100949,51.73425367,0.064173084,0.083318129,0.209815727,-0.005481984,0.072744772,0.181832179,0.273188025,0.211591795,0.193023622,0.107618123,-0.014225443,-0.03349904,-0.047370877
57,1.554006088,34.00362155,74.1972588,89.33190003,93.10521594,90.96476801,54.67213115,0.14545899,0.069766313,0.17558299,-0.003584333,0.062684014,0.15717493,0.245660618,0.196992666,0.185687348,0.114664406,-0.005939875,-0.031094013,-0.03976975
58,1.247995946,44.3843368,83.89035206,96.64068799,98.6607715,95.43152701,47.10991669,0.14545899,0.148391413,0.24874257,-0.004638009,0.089898199,0.175810516,0.271033347,0.231365979,0.184444249,0.093996145,-0.009214689,-0.025072154,-0.040452793
59,2.468215332,47.93662291,82.78634776,96.72776135,98.30815386,94.03891101,49.22454702,0.089842318,0.121939382,0.187776254,-0.00128738,0.095487244,0.169641614,0.267785966,0.228481665,0.174615264,0.094438277,-0.009603943,-0.031855635,-0.045347136
60,2.406375509,47.07096716,79.04219296,95.70770385,96.18095604,90.2105696,41.17666091,0.032392128,0.090999539,0.157293096,-0.001387461,0.09346731,0.162721977,0.253436297,0.231539771,0.162195548,0.086078644,-0.016197683,-0.031179536,-0.041505113
61,2.558854631,49.37980987,89.95538834,99.35178715,99.66038703,97.33067299,56.83563417,0.069062462,0.119199659,0.280445054,-0.002284565,0.107534364,0.199019745,0.301314294,0.254740834,0.201143771,0.110083178,-0.014785228,-0.039955027,-0.045438498
62,1.384310179,44.66862834,80.82558452,98.28863209,98.51980008,90.83167417,36.51276539,0.075174184,0.291198525,0.417198808,-0.006639786,0.095852174,0.162210926,0.257158816,0.240651414,0.163604945,0.077464595,-0.022162719,-0.040612664,-0.046158824
63,1.478492659,44.22136713,84.22789573,98.97876915,99.33572558,92.66144391,47.24654875,0.061268503,0.292411852,0.146319159,-0.006296711,0.094990641,0.167829201,0.2688348,0.240642637,0.178179711,0.089625955,-0.017849343,-0.039169662,-0.052647721
64,2.053028863,44.29145774,79.91937651,95.90002687,98.64902388,93.96749481,40.28041415,0.012834617,0.180623974,0.131687243,-0.004046844,0.095952012,0.15822278,0.259073943,0.234595403,0.177110851,0.082669906,-0.013874422,-0.037521154,-0.045113109
65,2.782234929,45.78723404,81.76941682,96.71809707,97.77756418,87.1688956,27.83326143,0.010389928,0.196559004,0.147538485,-0.004150724,0.100731075,0.162772387,0.244716063,0.224678904,0.164852723,0.064494684,-0.017642511,-0.034596685,-0.044433333
66,0.972753207,32.52919873,81.7651169,88.2880946,90.13393335,88.77575312,55.77761001,0.284712696,0.152648543,0.362464271,-0.00523058,0.056400351,0.182390809,0.220568568,0.175595522,0.169828013,0.116518527,-0.010877403,-0.0341697,-0.042107109
67,0.520757359,32.31960163,81.96828809,95.02839387,97.23347262,97.03839162,70.10690789,0.160341411,0.076020191,0.352733686,-0.00983745,0.056387059,0.189933985,0.270603687,0.212314904,0.203906983,0.142468035,-0.010915679,-0.036846898,-0.046911497
68,0.780892921,37.0199214,81.83821553,95.54528353,94.75516983,95.1553063,70.64252943,0.179240969,0.029873495,0.189279041,-0.007195762,0.066575825,0.180840999,0.274242401,0.197852463,0.200823471,0.150103658,-0.002579399,-0.03306631,-0.043372516
69,1.168759339,37.31190584,81.94893846,95.1787154,95.86628094,93.41672438,56.20130713,0.245694254,0.077236514,0.297390987,-0.004338724,0.071171768,0.181123957,0.270838559,0.202473536,0.193362206,0.115673825,-0.00247761,-0.032168496,-0.03599406
70,1.812196711,48.43911272,87.32598764,98.39613007,99.48141005,96.53956025,55.08196721,0.15424478,0.16399939,0.369154047,-0.003116198,0.096834362,0.188619778,0.274343222,0.227066651,0.191928789,0.106803291,-0.006542037,-0.025069423,-0.034039736
71,2.610594082,51.89588049,84.81375974,97.60924483,98.6401505,96.60881233,53.76666378,0.053040695,0.154473028,0.276105334,-0.001089017,0.102383561,0.173882321,0.270305812,0.233015791,0.188667625,0.100060917,-0.009338624,-0.03176358,-0.041070648
72,1.785402395,50.63016669,82.04998656,97.22061502,98.29315333,94.30185249,53.65088296,0.035360463,0.072979383,0.225627927,-0.005231278,0.107084535,0.172955945,0.254522055,0.241109729,0.178299993,0.10247203,-0.011711447,-0.037575334,-0.042476162
73,2.039268314,47.74377546,87.52915883,99.18086536,99.3667631,96.59620362,59.76995325,0.088401158,0.112178022,0.258468649,-0.003522031,0.10196235,0.188289121,0.277932197,0.243404508,0.193883806,0.114950828,-0.010494479,-0.040642079,-0.052871305
74,1.671388927,44.99547306,84.56651438,98.97769417,99.35926283,97.23640928,62.98748921,0.184118275,0.318068479,0.421631197,-0.005903726,0.097457647,0.177988738,0.270915955,0.245431617,0.197505429,0.118909016,-0.016642379,-0.041190773,-0.045411263
75,1.873948517,45.17202354,86.60145122,99.48830959,99.81142184,96.48004675,54.2730696,0.034836817,0.195828012,0.19886882,-0.004251159,0.096526161,0.175149411,0.276782304,0.242866084,0.187488288,0.096615687,-0.017440164,-0.042056926,-0.052488491
76,2.424852428,44.98125311,83.90647675,97.98763773,99.36462017,97.02973511,56.92520776,0.02499619,0.170705685,0.153864867,-0.003242206,0.096975468,0.169319481,0.274852157,0.236854598,0.193719164,0.104974896,-0.013470545,-0.041555885,-0.049473345
77,2.37439112,43.54640109,82.20155872,95.17732776,95.74949105,88.63459879,37.6936894,0.045724737,0.209815727,0.162987289,-0.003278834,0.09313006,0.161564961,0.237329304,0.213177994,0.177145883,0.080264077,-0.010729223,-0.036289021,-0.042011108
78,0.972666891,27.12358533,75.52485891,89.81456598,84.53052245,87.0974723,68.57578774,0.576131687,0.125889436,0.181679622,-0.010285994,0.044183951,0.170031577,0.234911785,0.170320541,0.187770084,0.141995579,-0.003709007,-0.030201018,-0.048740521
79,0.77554434,34.99139882,83.50013437,93.82639076,94.45405613,94.04107514,70.79378775,0.419448255,0.181999078,0.349336991,-0.00546488,0.057903487,0.185003802,0.257402867,0.202635676,0.194900677,0.137709886,-0.0080832,-0.034404036,-0.050579678
80,1.291366363,30.93481213,81.17925289,97.20668595,97.7156222,98.51432652,84.51350416,0.151196464,0.104346138,0.24874257,-0.001582228,0.052384574,0.17774415,0.265406877,0.206292629,0.218599543,0.166374207,-0.005582455,-0.033914048,-0.046849966
81,0.708545921,32.982789,81.62429454,95.11421661,96.56435559,97.74266609,75.20342798,0.31824417,0.076628352,0.130146567,-0.006436571,0.059962653,0.184578761,0.278136194,0.204828456,0.218466327,0.150832728,-0.002715166,-0.037152298,-0.04918414
82,1.129523198,40.87686736,87.85487772,98.65627519,99.22786108,97.826134,64.64573234,0.285322359,0.177145769,0.281054717,-0.006180451,0.074084215,0.193545714,0.286675423,0.21247749,0.201977447,0.123946778,-0.004913651,-0.027929056,-0.042389501
83,1.788907894,47.72159348,88.46116635,99.27008869,99.6860182,98.56301939,72.73943054,0.242036275,0.162987289,0.313976528,-0.006423947,0.091737039,0.188689351,0.293720543,0.2349675,0.208118469,0.137098148,-0.006505539,-0.026763245,-0.040616218
84,2.328357918,51.71118153,87.29158828,98.51437786,99.64427301,98.68096434,67.33682479,0.114616674,0.134679318,0.287761012,-0.003039489,0.101078823,0.181414619,0.272984684,0.239308253,0.20466058,0.128085569,-0.011691336,-0.034853365,-0.044316966
85,1.793233558,52.29570402,85.87046493,98.15921997,99.38485198,98.46563366,69.90889024,0.065233958,0.086752894,0.173754001,-0.005349489,0.112362221,0.181142524,0.26155749,0.235630974,0.202890962,0.13120015,-0.008932725,-0.036865834,-0.052282032
86,2.261596714,50.56948846,89.63074442,99.14001612,98.24426503,95.56514236,61.74580159,0.153025453,0.164203612,0.243865264,-0.002421794,0.113030821,0.190884531,0.271671891,0.22739993,0.192234471,0.113963075,-0.010076869,-0.033821233,-0.051489361
87,1.625482588,47.59031236,87.47648482,99.38726149,99.67320261,95.80051073,60.79918033,0.137783874,0.290591861,0.466459892,-0.006148859,0.103873424,0.181448177,0.269631028,0.242882222,0.190014154,0.1117853,-0.015030053,-0.040267341,-0.053583853
88,1.598370442,43.40606609,85.86079011,99.00886858,99.70524157,97.38140582,59.61630021,0.034836817,0.21111893,0.259106843,-0.005915555,0.088082261,0.172425762,0.267384917,0.241363972,0.196267352,0.107091941,-0.016258316,-0.044206861,-0.050094649
89,2.176805111,39.69417717,81.22010212,96.9384574,99.53223119,98.23948234,57.82115651,0.017680232,0.153256705,0.203627496,-0.004058263,0.077045374,0.16048485,0.263414472,0.234533116,0.210839555,0.112546019,-0.016157914,-0.039042354,-0.044886108
90,1.373613016,34.18650973,76.17307175,93.03546555,98.37455679,97.38999137,53.00380886,0.058527663,0.208085612,0.215820759,-0.004838288,0.064451784,0.148330271,0.222835943,0.213485003,0.206459343,0.108320966,-0.00850575,-0.031865675,-0.03589493
91,0.734860557,19.68830465,66.21015856,87.61062895,91.43919006,95.50510734,84.01359072,0.626124066,0.109129706,0.296296296,-0.008271195,0.029386412,0.144984081,0.239383146,0.192151129,0.218149677,0.183767259,0.006123596,-0.031493921,-0.044073999
92,1.122229678,28.5232868,80.22789573,96.39665702,96.19270366,97.69736842,83.75107852,0.475537266,0.178191328,0.35299497,-0.00446974,0.044039093,0.184241176,0.275869191,0.207798824,0.224630892,0.175711334,-0.003077608,-0.034604385,-0.048110139
93,0.588668138,23.74712021,78.05428648,97.80960314,97.2937759,98.92118248,88.95429363,0.371284865,0.08757526,0.18899558,-0.006811937,0.037984706,0.182393521,0.297808737,0.214721173,0.233844325,0.201315463,0.001621101,-0.035709299,-0.044518989
94,0.568688508,32.99299949,82.30798173,97.06203793,98.79533513,98.84383089,74.2934124,0.220088401,0.123151959,0.133187375,-0.004437646,0.053220462,0.187448785,0.269604892,0.20935595,0.210956886,0.14750734,-0.00421402,-0.036695365,-0.045386467
95,2.157423345,37.63789131,85.70814297,99.08603879,99.42970652,98.53055748,77.76683691,0.452370066,0.18305662,0.243865264,-0.004260048,0.064550877,0.194701269,0.290508032,0.220106855,0.219455913,0.164221883,-0.003210281,-0.028581215,-0.042697359
96,3.489613029,44.31765822,88.46546627,99.03032251,99.71271733,98.57275796,67.78257118,0.197530864,0.16399939,0.282274044,-0.001173372,0.081621878,0.190279052,0.275321901,0.226161927,0.205577761,0.126792639,-0.001917252,-0.027827226,-0.041532025
97,3.13972584,50.63107015,87.25718893,98.9435337,99.48676738,98.57492209,68.87551939,0.076207895,0.130754728,0.318853833,-0.000586262,0.100734599,0.182276294,0.257368624,0.228270769,0.206735373,0.129512057,-0.00576533,-0.032646909,-0.048422631
98,3.194075716,50.02411637,84.01397474,98.57106241,99.47456107,98.59439924,75.27051593,0.030483158,0.11129356,0.238378296,-0.000242415,0.102289572,0.173960492,0.238960162,0.232474625,0.20688656,0.139036685,-0.007733368,-0.031685162,-0.051552601
99,3.299562885,48.35343542,87.00026874,98.48173149,98.06164296,94.23964625,61.89404432,0.057918,0.193263222,0.315195854,-0.002237387,0.102163285,0.178201154,0.247515798,0.228415862,0.191844568,0.118455075,-0.01268846,-0.029947668,-0.051082525
100,2.367476734,48.1564801,85.88443967,99.27247402,99.69135802,98.15075312,66.96505608,0.099984758,0.333880679,0.470717022,-0.00678761,0.104392134,0.175275177,0.255331904,0.238074347,0.200526312,0.124671236,-0.015805056,-0.036748081,-0.051111165
101,2.137820466,37.883182,81.84789035,97.75099111,99.11465676,98.91252597,80.08353532,0.046449089,0.294958341,0.21216278,-0.00424211,0.072933823,0.166003779,0.254881859,0.227382958,0.219298586,0.141014114,-0.009487695,-0.03608894,-0.050408207
102,0.859124112,35.76300143,81.52324644,96.48666024,99.06339442,98.9503982,70.04198407,0.045115074,0.203627496,0.231672001,-0.007035797,0.065383621,0.165314749,0.264352262,0.223387346,0.216588303,0.127135321,-0.006028436,-0.033494793,-0.038897123
103,0.672948819,29.79265483,74.45095404,89.6674356,95.36289461,96.97799827,69.43386427,0.073159579,0.177583166,0.226185033,-0.005661603,0.051248416,0.146822035,0.21014154,0.199244887,0.215242267,0.128410563,-0.003683924,-0.029789763,-0.029007575
104,0.285276252,20.096219,71.82692825,90.09836066,94.80007689,96.21548749,85.81859362,0.363647476,0.172899124,0.248132907,-0.006475369,0.029933503,0.160408542,0.244812474,0.207678184,0.224729016,0.180030689,0.002247067,-0.026112607,-0.047409479
105,0.234365123,24.66727026,75.68610589,94.66917495,96.09124696,97.30586713,80.50043141,0.137783874,0.156297513,0.337143728,-0.008193502,0.034533262,0.158546284,0.254741818,0.199360505,0.212230176,0.151274413,-0.006627081,-0.032133535,-0.043106917
106,0.333307458,24.15029425,74.14135985,94.59285138,95.59998291,97.31557377,86.92394518,0.162780064,0.230532165,0.399329371,-0.009455809,0.035632052,0.167654052,0.267490208,0.198818192,0.216263354,0.175353438,-0.002062962,-0.027702373,-0.042841651
107,0.215888205,23.29832503,76.85783392,98.61030751,98.50484856,98.78882657,90.30629853,0.290199665,0.110412774,0.324950465,-0.007911677,0.036362629,0.173759893,0.286119789,0.205013081,0.22554113,0.188270345,0.00071797,-0.029974679,-0.039668493
108,0.456574379,34.88684104,83.97635044,98.83794679,99.60698877,99.4506853,83.20427092,0.337753391,0.157513836,0.294958341,-0.003952587,0.055003878,0.184510469,0.280312032,0.210295781,0.220286995,0.164091825,0.000492966,-0.026826046,-0.040634397
109,1.107628714,33.71570847,83.33781242,98.96156947,99.36349267,99.36906816,79.86410699,0.203017833,0.154092553,0.267642128,-0.004735,0.054689068,0.185286745,0.286062986,0.216861263,0.226003021,0.161228478,-0.000899947,-0.026580585,-0.039391957
