FID,0cc19,27cc19,53cc19,63cc19,77cc19,90cc19,97cc19,103cc19,105cc19,108cc19,0eg19,27eg19,53eg19,63eg19,77eg19,90eg19,97eg19,103eg19,105eg19,108eg19
1323,0.339129422,30.62881149,81.18677775,98.3585128,99.90281516,99.97097554,98.8308887,1.13397348,0.163595451,0.18899558,-0.003071937,0.052852187,0.184608892,0.274873525,0.240772575,0.236438438,0.176107422,0.015501778,-0.021596411,-0.044918373
1324,0.184769184,27.70294078,81.56409567,97.71670417,97.09086249,98.75323555,94.98414405,0.328608444,0.097914006,0.128638927,-0.005682205,0.045688823,0.179614276,0.250237107,0.20792757,0.217610374,0.160159186,0.00590959,-0.027282223,-0.044253606
1325,0.290127889,32.61778922,85.19322763,99.31961856,99.45569485,99.80155306,98.01768766,0.713915562,0.125590611,0.24874257,-0.007855448,0.052906476,0.185868084,0.248707965,0.213887259,0.220800713,0.16269432,0.010250563,-0.029029761,-0.045878395
1326,0.586399043,31.42520995,86.29830691,98.20957891,99.33252168,99.6354616,97.43744607,0.462734339,0.245089096,0.471879287,-0.003062764,0.04843523,0.187541932,0.251642287,0.208716273,0.213231117,0.162269831,-0.003937862,-0.032222528,-0.055204369
1327,1.340062822,31.00284591,81.60709487,96.8473664,99.00145243,99.48231234,96.17881795,0.267642128,0.171925011,0.423888585,-0.002271374,0.051317513,0.179254234,0.252357274,0.215551987,0.218301848,0.16552569,-0.00664657,-0.03316259,-0.053755056
1328,2.340914825,35.34986674,80.95028218,93.97514197,98.49203298,98.47137866,85.99193765,0.17741198,0.142917959,0.202408169,-0.002545103,0.06247662,0.17446278,0.241847351,0.197881371,0.212296709,0.147347108,-0.007351568,-0.03156336,-0.04927545
1329,4.014353648,35.14071464,76.5546896,92.51794707,99.19475415,99.35612597,90.54141501,0.32007316,0.091832391,0.211553117,0.003828798,0.062269442,0.162744761,0.228992224,0.199960396,0.221097991,0.165244609,-2.43E-05,-0.030485531,-0.047705527
1330,2.158882049,29.03611145,74.05213652,92.57580628,99.36242471,99.40358067,96.38912856,0.419448255,0.16582838,0.327389118,-0.004528865,0.050280146,0.159129441,0.232834682,0.20703207,0.241129413,0.192240328,0.007063074,-0.019620715,-0.045483552
1331,2.854218013,30.4309527,75.78177909,94.25479481,99.04203511,99.16954271,92.38459879,0.130467916,0.159946482,0.233500991,-0.002370066,0.054648425,0.162649035,0.230162367,0.200101629,0.23008503,0.181986779,-0.00034948,-0.023770938,-0.048606757
1332,2.720483123,35.06934092,78.36388068,95.27852535,99.33358965,99.3852459,91.00564364,0.037799116,0.12345679,0.126809938,-0.00105227,0.060635906,0.168151617,0.238386929,0.205398411,0.226947337,0.176465586,-0.00246094,-0.02853612,-0.057136908
1333,2.317880795,37.62162895,86.72292395,99.10639666,99.85642344,99.82262833,89.37553926,0.110349032,0.167657369,0.257860488,-0.002531476,0.06262438,0.190078065,0.264247298,0.20333837,0.225391358,0.163876399,-0.000845738,-0.031991225,-0.060046948
1334,1.311397466,34.70368417,85.4082236,99.39997857,99.83232945,99.70017256,81.19391717,0.139347268,0.277929818,0.441396129,-0.001143589,0.063611709,0.181014329,0.260210633,0.197128713,0.218707636,0.1458074,-0.008783339,-0.032036308,-0.059908044
1335,0.678783635,33.1070154,81.77371674,97.05025179,99.32824982,97.37057808,57.31449525,0.087181832,0.164609053,0.265813138,-0.004684839,0.05880237,0.16954042,0.234429032,0.186902389,0.190262482,0.106850728,-0.015033442,-0.032271069,-0.057402436
1336,0.80246075,33.37173059,82.39290513,98.32422587,99.46174548,98.78774806,63.47863478,0.050602042,0.085750775,0.159122085,-0.002353244,0.063351348,0.170316204,0.241133824,0.188911796,0.19366987,0.116240643,-0.012389704,-0.038111221,-0.055779207
1337,0.878139861,37.62253241,83.83230314,98.04455551,99.71592123,99.32484901,71.00301984,0.070111264,0.122848629,0.146928822,-0.002626342,0.073043518,0.171095312,0.243749693,0.194562241,0.199393079,0.125836849,-0.012000092,-0.03315825,-0.049352184
1338,0.298548103,40.91939723,84.92340769,98.12171863,99.5567944,98.78849772,59.21699741,0.086572169,0.171315348,0.252995196,-0.008527628,0.08144784,0.179107547,0.243261695,0.199647829,0.186211079,0.103048429,-0.006455264,-0.029063161,-0.042449057
1339,0.749092744,41.62262276,82.96586939,97.67598843,98.91174335,98.60008628,67.71462468,0.088401158,0.187313751,0.269471117,-0.007324242,0.091726042,0.170800447,0.235059991,0.205611438,0.190779641,0.116580911,-0.007461569,-0.037045114,-0.039981104
1340,1.213641801,43.9589827,83.49905939,98.16029144,99.56960998,99.35073339,74.04461166,0.062185642,0.206066148,0.109739369,-0.005080386,0.093049265,0.169837952,0.238546625,0.21635519,0.198344514,0.12632443,-0.013042631,-0.040771935,-0.054287355
1341,1.009909463,44.13018928,85.16527815,99.13104039,99.59391407,99.56320104,80.21354616,0.093278464,0.243264611,0.221917391,-0.006098423,0.096144803,0.173039392,0.240526348,0.222205162,0.211486116,0.141217545,-0.00913281,-0.043494139,-0.051784333
1342,1.144015991,44.39260551,83.11851653,98.18232304,98.09688581,98.39732528,68.86000863,0.179850633,0.325366417,0.46090535,-0.005760154,0.091131374,0.170269817,0.236797273,0.217450395,0.201648846,0.119092181,-0.010878566,-0.04478927,-0.050066911
1343,1.601170853,44.29055428,80.2558452,97.75420551,98.24640096,98.52297769,74.26229508,0.0810852,0.24874257,0.33165676,-0.004397646,0.093768544,0.177746877,0.244657189,0.233597204,0.21802485,0.132432923,-0.013358612,-0.046730842,-0.05401
1344,0.425003396,38.9890229,81.75221715,98.86638809,99.16485113,98.86540121,68.80408492,0.022557537,0.160554643,0.214681019,-0.011936484,0.077307373,0.172196567,0.242497221,0.228966489,0.208832219,0.124798499,-0.016707342,-0.048415497,-0.055146359
1345,0.46289543,37.38130731,81.9360387,98.04028715,99.17339485,97.29292494,51.2769629,0.019557511,0.099130329,0.249961896,-0.011681573,0.071885243,0.166670695,0.233940691,0.229580447,0.196883738,0.108876035,-0.019562609,-0.049857862,-0.054439951
1346,0.770195758,36.62893694,77.57592045,96.06557377,96.66474433,95.32786885,45.04961173,0.021338211,0.169486359,0.242036275,-0.005099067,0.073862039,0.159117281,0.225283593,0.205752313,0.188340619,0.102027066,-0.015338442,-0.039906781,-0.041209813
1347,0.399774884,34.98486696,77.26310132,97.02785254,98.41407151,98.82827197,72.43313201,0.049992379,0.176366843,0.231062338,-0.010298007,0.063587658,0.157373384,0.227952242,0.207572818,0.214102998,0.147649333,-0.008791553,-0.034462124,-0.046465296
1348,0.730474784,26.73924853,72.9707068,97.29105079,98.28029572,99.15382618,95.18806267,4.645023624,0.180785751,0.556012803,-0.002288528,0.055005394,0.1739081,0.289645791,0.30407095,0.313905716,0.244215176,0.035759602,-0.029268103,-0.059196372
1349,0.177380134,27.56315075,75.57538296,99.4506853,99.54676953,99.84634695,99.52930229,5.137513751,0.143779272,0.518761783,-0.00888267,0.05321645,0.183587611,0.298591137,0.308996469,0.300974816,0.228617936,0.04539565,-0.026030224,-0.051700529
1350,0.262566736,26.59665007,80.0214996,99.38819244,99.28747455,99.88530125,97.67687662,3.678707514,0.102171137,0.246303917,-0.012032988,0.051124584,0.198827103,0.333104253,0.31613782,0.299456865,0.23956275,0.034415923,-0.026092583,-0.055538565
1351,0.580383901,32.51976329,83.03251814,99.41306101,99.60998607,99.96656601,97.69520429,3.419600671,0.220218884,0.345069349,-0.005659449,0.058839519,0.202732906,0.329597652,0.289632618,0.307116866,0.224682793,0.032828975,-0.020043712,-0.047886651
1352,0.459005553,31.62290629,78.453104,99.48830959,99.95821279,99.96645602,98.59115305,3.894528273,0.200693304,0.324340802,-0.009276303,0.05236204,0.185253739,0.311883986,0.29839319,0.305298656,0.226537094,0.03297624,-0.01181211,-0.046518803
1353,0.527267323,33.95925758,84.40311744,99.33566246,99.86820958,99.93399411,97.92351974,3.870141747,0.151059235,0.344459686,-0.007318696,0.058481503,0.20028016,0.31935364,0.283842087,0.294473052,0.21737054,0.032180108,-0.016431659,-0.048545819
1354,0.616932006,33.21910367,82.38215533,99.58828272,99.88213865,99.93832237,98.34987058,3.079408627,0.1249727,0.209207566,-0.0080024,0.057410367,0.193403006,0.308325559,0.275632709,0.287884206,0.213206798,0.029670067,-0.020974852,-0.050664663
1355,0.639398625,34.86786827,83.71835528,98.44637308,99.39801129,99.85824965,96.70078774,1.418076513,0.10338746,0.242645938,-0.005068078,0.065046005,0.190476134,0.30150184,0.260654956,0.284903765,0.184926555,0.013053709,-0.026329555,-0.051919729
1356,0.395206838,38.18515165,81.85219027,98.77667294,99.83499411,99.94499569,97.5967365,3.178174059,0.304545124,0.622466087,-0.00587326,0.070054516,0.18809028,0.294295579,0.25372532,0.285106242,0.178329974,0.019192848,-0.024969922,-0.052922741
1357,0.321623321,30.50384789,79.80220371,98.39398011,99.61105754,99.95022507,97.8650883,3.559823198,0.13926899,0.458466697,-0.006378106,0.055127569,0.177371576,0.273689479,0.249127463,0.284644753,0.18055141,0.029032122,-0.023135247,-0.05199483
1358,0.486234696,30.34902671,76.65681268,98.98629401,99.53069752,99.88313712,97.38459879,4.384697455,0.06915965,0.159122085,-0.006008399,0.054125335,0.175070852,0.281453401,0.244746178,0.281067789,0.186446145,0.037965421,-0.026153252,-0.053505182
1359,0.570150432,30.39300718,74.24133298,98.31873152,99.73534769,99.8658241,96.9615651,2.356348118,0.11647941,0.158512422,-0.006557694,0.052110195,0.171201289,0.277440786,0.245172128,0.274064034,0.18445462,0.024887307,-0.02555573,-0.047298249
1360,0.355247577,27.50203712,80.5654394,98.81495768,99.81463624,99.98701524,99.48169148,1.894022736,0.134403698,0.24691358,-0.006791792,0.045829568,0.180571526,0.285890579,0.248449907,0.256768793,0.186883032,0.021418903,-0.020213202,-0.039723624
1361,0.346199103,29.67768221,82.32303144,99.18516528,99.96892746,99.9730371,99.32154605,0.95473251,0.171079133,0.227404359,-0.005180748,0.050804552,0.183500886,0.280073076,0.24573344,0.240170226,0.185043901,0.015318664,-0.02403719,-0.047286451
1362,0.279714827,27.95473065,80.21284601,97.71244289,98.66709525,99.53254848,96.64581536,0.463953666,0.075832949,0.151806127,-0.003515791,0.046689097,0.177864403,0.265856653,0.218220785,0.224105388,0.165936872,0.008831956,-0.030222567,-0.048159279
1363,0.454629441,30.75961974,83.25181403,98.81537221,99.17656544,99.71108899,98.0349723,0.52065234,0.11129356,0.266422801,-0.000393035,0.049435664,0.182385772,0.273757219,0.212926552,0.223766163,0.165214732,0.008673023,-0.02912057,-0.049118925
1364,1.030169242,31.16501784,84.29024456,98.0478366,98.9853209,99.56717452,93.36911357,0.375552507,0.294231843,0.546867856,-0.001397522,0.048620336,0.182601094,0.261184126,0.208196193,0.21816659,0.148180112,-0.007811251,-0.036913056,-0.054244183
1365,2.939929535,30.97962879,76.55791454,94.38337083,96.96453445,96.69862361,90.17377943,0.240207285,0.19886882,0.360031624,-0.000982477,0.051882502,0.164226755,0.250858903,0.206270188,0.214386046,0.155125394,-0.007873256,-0.034090973,-0.057566464
1366,2.555649561,32.370756,75.33136254,92.29239452,95.81377906,92.47088007,79.81988783,0.226794696,0.149845907,0.190214906,0.00051001,0.056575198,0.159150884,0.23954998,0.189342678,0.205830276,0.149270698,-0.009626864,-0.033581227,-0.058931258
1367,2.632438148,35.50746944,73.52324644,91.26363881,98.66602379,98.98935249,93.71862015,0.388965097,0.118906064,0.163389727,-0.001176128,0.061619826,0.150700197,0.226358205,0.194399729,0.221017197,0.174341366,-0.002245562,-0.025854917,-0.048984688
1368,1.633456622,30.77065546,72.81268476,92.19672131,99.1888996,99.30964335,95.04090201,0.429202865,0.19886882,0.191434233,-0.001795274,0.05552743,0.152861565,0.228078291,0.203175828,0.232584476,0.187483028,0.006679435,-0.019879155,-0.049123671
1369,2.472503428,33.76369398,81.14700349,97.23085192,99.80177863,99.77384868,87.31929536,0.111568358,0.084932903,0.24874257,0.000851428,0.060356449,0.178778827,0.244894728,0.210045874,0.233587712,0.165461153,-0.003959343,-0.029496508,-0.053718843
1370,2.884376416,34.23358986,82.3198065,97.33526197,99.61534341,99.4751991,89.35612597,0.135345222,0.060059696,0.241426612,-0.001238392,0.056207079,0.179383993,0.246588171,0.202208206,0.222517669,0.166880921,-0.001028434,-0.035642263,-0.053846367
1371,2.032561925,35.89316433,85.66084386,98.99811879,99.8828272,99.77459016,85.3499394,0.167657369,0.102779298,0.248129903,-0.000840613,0.057029549,0.182174116,0.258127481,0.196886584,0.212992564,0.147275701,-0.004235025,-0.031030096,-0.060178567
1372,1.009423228,37.37453133,84.44719162,99.13786617,99.89178185,99.6807912,78.83050554,0.167461191,0.21111893,0.41457095,-0.002446502,0.066447832,0.175467178,0.254146576,0.192939803,0.204851553,0.139914289,-0.007531133,-0.03449814,-0.06197178
1373,1.202188988,35.66183794,85.13517872,99.12281645,99.78784957,99.08673823,67.79020949,0.131687243,0.218329988,0.406645328,-0.002530831,0.068696715,0.179392993,0.249968886,0.1906223,0.195532888,0.122280791,-0.010720004,-0.032508604,-0.054182589
1374,0.884947146,34.31824355,83.45928514,98.81967213,99.57784207,99.03479917,71.59943917,0.082304527,0.149239244,0.242036275,-0.002094538,0.067487419,0.170969903,0.242712736,0.188206494,0.193814903,0.125455156,-0.011278144,-0.032470591,-0.049629167
1375,0.989722673,37.77953825,85.09970438,97.59884282,99.25961641,98.89413089,70.98121537,0.122542295,0.137105972,0.199359854,-0.000329463,0.074871108,0.179834038,0.240096852,0.194817156,0.201220572,0.122883312,-0.012176929,-0.028937485,-0.045041647
1376,0.837682558,40.98432489,83.82047837,97.15775329,99.38819244,98.7704918,61.96978878,0.046944063,0.173934197,0.215289181,-0.005321007,0.082513519,0.179239303,0.240081623,0.202289,0.194381669,0.109052546,-0.015013331,-0.031304996,-0.044345193
1377,0.96712081,40.02670892,84.19564633,97.60064499,98.42815815,97.89322195,61.06410145,0.0810852,0.242058774,0.240816949,-0.006686257,0.083714448,0.176649258,0.24396424,0.204088435,0.191771939,0.1092472,-0.01229333,-0.0331976,-0.042403664
1378,0.964382654,42.79583522,85.5092717,98.62187584,99.68820315,98.86491517,61.76660915,0.054869684,0.139877151,0.128638927,-0.006287552,0.089359917,0.172100484,0.244069576,0.214842245,0.191092744,0.115713544,-0.014918712,-0.049215674,-0.055687837
1379,1.349356022,44.49479402,85.10830422,99.13249127,99.63450685,99.54769737,71.02774411,0.061575979,0.237812128,0.21399177,-0.002258377,0.096452571,0.173555091,0.249600038,0.223717645,0.20518972,0.128562868,-0.011316282,-0.044600066,-0.056219146
1380,0.804232187,45.76320188,83.81940339,98.20315011,98.34994107,98.11071676,59.18455679,0.109739369,0.319711713,0.49382716,-0.007102588,0.096780688,0.171745569,0.240922004,0.220349029,0.194838226,0.107640885,-0.014419003,-0.045074604,-0.044532623
1381,1.935100312,44.77682209,81.8081161,98.31013169,98.30601093,98.54184642,61.21234418,0.073159579,0.28644408,0.415790276,-0.003221999,0.097627014,0.183241129,0.26574114,0.235090002,0.206198096,0.112529017,-0.015578244,-0.043750066,-0.053112667
1382,0.923845922,39.66998642,81.38027412,98.15533459,98.99817851,98.86599723,67.68442623,0.045724737,0.155912543,0.291309372,-0.005052402,0.080252267,0.17069602,0.235226244,0.22853297,0.211401179,0.121484697,-0.018692236,-0.04609701,-0.053141903
1383,1.051610797,38.59348121,85.57592045,98.82719699,99.53926926,98.54354224,55.04025277,0.020779856,0.159552525,0.234110654,-0.008625198,0.072662652,0.172424957,0.239501655,0.225267962,0.207992986,0.112671524,-0.018789211,-0.045583796,-0.054762207
1384,1.420990307,34.25080182,77.9252889,96.03009944,96.4813029,94.5193473,40.63473857,0.0347508,0.182448458,0.198750191,-0.003323802,0.063237213,0.158492908,0.21646902,0.203650385,0.182776347,0.091358624,-0.013139934,-0.034225125,-0.040012516
1385,0.725948401,34.56586691,78.48212846,96.95060538,98.73245473,98.42428818,69.84504848,0.076817558,0.165012497,0.198750191,-0.007257068,0.061631475,0.162795305,0.225854918,0.20809719,0.214501679,0.141628191,-0.00468388,-0.039231747,-0.047377784
1386,0.572493159,23.52893346,68.48266595,95.02606826,93.87978142,95.55055402,93.00012985,2.899557994,0.154854443,0.254211519,-0.007749158,0.049670611,0.163765907,0.273075998,0.269144058,0.270831019,0.212598786,0.025377208,-0.027921151,-0.057329774
1387,0.388015287,21.80986872,66.67669981,96.67616232,96.46717075,98.5240651,95.72801247,4.791342783,0.145350605,0.584443228,-0.009966373,0.045550328,0.157106891,0.288026154,0.283846825,0.285982907,0.225342453,0.039082751,-0.025905451,-0.056122612
1388,0.181365542,29.1747397,78.26498253,99.80972857,98.98650092,99.60504675,98.51540859,4.597848674,0.165419936,0.595743648,-0.008056044,0.057275262,0.190438688,0.303087771,0.293654442,0.281233907,0.210234717,0.034693282,-0.02000792,-0.048857857
1389,0.499233441,29.98913536,81.18462779,99.40426444,99.40941518,99.90261427,98.20750647,5.0723975,0.120103643,0.240223803,-0.005366298,0.058748905,0.195250049,0.325657636,0.293830246,0.286770344,0.250871211,0.040359095,-0.022035586,-0.05702056
1390,0.273263899,34.96950806,83.72158022,99.36146197,99.5781537,99.92126833,96.66291551,3.634811766,0.164203612,0.217113665,-0.006660805,0.065055065,0.204459801,0.311382949,0.275370568,0.28651318,0.221133947,0.029616686,-0.021655913,-0.052335754
1391,0.46624231,31.49615211,77.69846815,98.96049449,99.86543637,99.97511253,99.04778393,4.438957476,0.142051517,0.40199477,-0.008691348,0.052836038,0.184393644,0.297237456,0.284718037,0.29613331,0.232620969,0.037288964,-0.017354317,-0.044184491
1392,0.452684502,34.31326392,82.47782854,99.31523784,99.97009697,99.87556267,97.97762292,4.451150739,0.139877151,0.375843824,-0.006861882,0.059033632,0.19682233,0.316150486,0.281976432,0.287042081,0.223678067,0.030736366,-0.021134293,-0.045897249
1393,0.724975931,33.08103214,81.89518947,99.13356625,99.8985433,99.87664474,98.08455565,2.373418686,0.063248799,0.174719115,-0.006949188,0.057808302,0.190963253,0.30286026,0.269434988,0.273269475,0.209197924,0.021282503,-0.025427867,-0.050287046
1394,0.552116284,32.29480056,82.93791991,98.3102968,98.94889103,99.66456025,96.53956025,2.092363969,0.097546106,0.276105334,-0.00439971,0.058306944,0.190830097,0.302476257,0.25910604,0.276464969,0.181787416,0.019188982,-0.023381442,-0.04957214
1395,0.517839951,36.91308284,82.66272507,98.45525396,99.86009654,99.87597066,98.04579294,3.079408627,0.399562124,0.934136107,-0.005224753,0.067791767,0.189812019,0.291087151,0.246666029,0.266208887,0.173448056,0.017147785,-0.021790145,-0.048196714
1396,0.271805195,29.62109552,78.14673475,97.43079817,99.59524115,99.8658241,97.62162396,2.989178479,0.212772443,0.434835492,-0.005598224,0.05233413,0.175653294,0.265609831,0.23944591,0.273192883,0.176388666,0.025717352,-0.026057867,-0.053554431
1397,0.333307458,30.34178361,79.20451492,98.84869659,99.48844462,99.88854744,97.27782571,1.889346136,0.096697683,0.251170711,-0.006289817,0.052914761,0.183107749,0.274567813,0.238715947,0.275660604,0.17767401,0.018730171,-0.026154447,-0.04974363
1398,0.449767094,27.64647423,74.39720505,98.36388068,99.65611517,99.91668109,97.4744633,1.466849566,0.083318129,0.254211519,-0.004940331,0.047985878,0.174580678,0.275300026,0.247056797,0.272579908,0.17932041,0.019222066,-0.026043436,-0.047469869
1399,0.466785308,28.25984608,78.74979844,98.02314368,99.46067752,99.8182133,98.79890928,1.585991933,0.18899558,0.316071732,-0.003967866,0.046274483,0.179477364,0.273027569,0.241909534,0.256248355,0.177787527,0.018657161,-0.018786253,-0.038999233
1400,0.644297386,30.09732911,82.13168503,99.22493953,99.88786364,99.93744607,99.11703601,0.712086572,0.125889436,0.315027671,-0.002543628,0.050435901,0.187622324,0.29523918,0.238464072,0.24372375,0.177864075,0.011572443,-0.026218103,-0.044104334
1401,0.293685756,28.82073336,81.78446654,97.43294813,98.60203341,99.18412396,95.06794651,0.203017833,0.088791583,0.19521985,-0.006542973,0.049713619,0.182706863,0.273215503,0.220166981,0.222797558,0.156694189,0.003358576,-0.031159783,-0.04824882
1402,0.493411477,30.65595292,84.62671325,98.70034937,99.22425801,99.60504675,96.45299515,0.050602042,0.110958695,0.307121571,-0.004748069,0.051415529,0.188816383,0.283892483,0.211826876,0.217401415,0.157606915,-0.008456185,-0.033450667,-0.052308138
1403,2.250780407,30.45444279,81.13732868,96.20532115,96.46717075,93.30094356,82.3504588,0.162170401,0.255427842,0.488353707,-0.001279714,0.052602202,0.17480363,0.265870184,0.201153606,0.193896875,0.129437149,-0.011464632,-0.035025593,-0.055959962
1404,2.516750785,29.40878225,75.41736092,93.12654023,91.4039472,81.56379848,64.12958795,0.135954885,0.139612864,0.325171686,-0.001660786,0.050776336,0.161570624,0.238261864,0.183420762,0.16059114,0.102699809,-0.021547111,-0.039167628,-0.060097184
1405,1.59570339,32.11453146,72.86858371,90.31120666,93.39143065,86.19176014,63.63352028,0.11949398,0.140485313,0.141093474,-0.002029563,0.055724792,0.15121758,0.224430472,0.171458751,0.176165566,0.1122991,-0.014805931,-0.031644713,-0.062169474
1406,1.451410567,37.65368945,76.14512228,93.52432142,98.82630612,96.98104224,90.67044668,0.348727328,0.156297513,0.183664781,-0.004423892,0.065797523,0.160133585,0.23523578,0.197926968,0.221901715,0.167922288,-0.002071026,-0.023347739,-0.056868762
1407,2.296486468,34.29597506,78.27465735,96.34829347,99.68922209,99.67321676,93.09535145,0.249961896,0.188385917,0.250562549,-0.001263724,0.063115284,0.165504888,0.245906293,0.208136454,0.240105197,0.17819342,-0.000789649,-0.021968501,-0.05033249
1408,3.202565546,33.25712992,82.02096211,98.86052137,99.8184459,99.10296918,86.30540166,0.104862064,0.212856535,0.291309372,-0.001436615,0.057348777,0.176559776,0.261279464,0.200434476,0.226694629,0.161829159,-0.011256093,-0.027172914,-0.053840183
1409,1.809279303,33.0556813,84.48051599,98.97674917,99.85475672,99.57258483,84.29896462,0.168267032,0.096697683,0.260901295,-0.00556366,0.056391686,0.181199551,0.252520472,0.199121431,0.216642126,0.148110136,-0.001957233,-0.030789249,-0.052915692
1410,1.49419922,35.67541874,86.36495566,98.62617576,99.82642237,99.71527179,83.64893525,0.228014022,0.13107758,0.268751972,-0.001792075,0.061024062,0.181814522,0.250031143,0.203349799,0.215951994,0.140505984,-0.003773184,-0.030696277,-0.055930939
1411,1.215335054,37.18299679,84.65358775,99.18624026,99.86650434,99.84310076,78.77748442,0.25791468,0.240831965,0.417198808,-0.003438983,0.067329556,0.179638475,0.252830863,0.199521542,0.213992,0.139604419,-0.006281525,-0.033795241,-0.060412355
1412,1.027900147,34.40018108,83.16366568,98.45632894,99.38912384,98.46996191,66.0870412,0.151196464,0.124371285,0.283403272,-0.005321486,0.063522659,0.17231214,0.23819299,0.187615335,0.197726354,0.120589346,-0.013103144,-0.036490042,-0.053588759
1413,1.351180888,36.41149842,83.21203977,98.36603064,99.46815327,98.80648373,60.75819672,0.049382716,0.078452837,0.189138235,-0.001293043,0.071011171,0.168061987,0.237376586,0.192120746,0.189290687,0.108359486,-0.017251393,-0.035324812,-0.052336998
1414,1.304567689,39.90131281,85.75221715,98.07350263,99.63475586,99.29233033,65.33392486,0.139612864,0.10764459,0.19886882,-0.003455082,0.078640223,0.179389417,0.241253018,0.1979509,0.198469922,0.117190368,-0.012373796,-0.033398248,-0.052543547
1415,1.02206533,41.19121832,86.21015856,98.19403386,99.44999786,98.22368421,52.09054709,0.060966316,0.099984758,0.21111893,-0.001732814,0.08496315,0.186434418,0.247499675,0.207523167,0.185469672,0.095129214,-0.014101857,-0.03487036,-0.048605461
1416,0.820411807,41.61792666,86.20478366,98.17038431,98.86368491,97.22017832,41.92455852,0.045115074,0.275497172,0.260293134,-0.005006894,0.088539004,0.18106848,0.243450373,0.213658303,0.17963323,0.085987821,-0.015642935,-0.038402889,-0.047159735
1417,1.228228841,43.06020824,88.45794141,99.24966407,99.86116451,98.32280125,52.91738568,0.064014632,0.155464106,0.174542358,-0.003910512,0.090931065,0.180498645,0.24983421,0.222502798,0.182551965,0.099433921,-0.01764934,-0.047835432,-0.055402625
1418,1.354649862,45.96921684,84.91588283,98.85837141,99.68391728,99.05752251,65.66828255,0.092059137,0.289484887,0.283403272,-0.003482154,0.100850947,0.167878076,0.244392663,0.219151765,0.197476566,0.116177991,-0.015448303,-0.041668404,-0.053374473
1419,1.116846824,46.32696391,83.77855415,98.37029894,98.737665,98.5835786,62.86465547,0.138393538,0.496867968,0.530925014,-0.003662277,0.099347129,0.168119475,0.241746575,0.220103934,0.19780919,0.112472184,-0.013595954,-0.043305278,-0.048762795
1420,2.649979092,46.398823,85.37812416,98.64767536,98.93417062,98.74568594,61.71550381,0.096326779,0.265813138,0.329015386,-0.000299667,0.098518282,0.177263319,0.25801158,0.222401768,0.208063722,0.114933714,-0.016279843,-0.049128681,-0.050319854
1421,1.278406334,41.9583522,84.21499597,99.05401774,99.32718185,99.34751558,60.36561691,0.033531474,0.240223803,0.263898663,-0.004281759,0.083152942,0.170571789,0.23827894,0.220078394,0.207177162,0.108755797,-0.018648749,-0.046036292,-0.045968711
1422,0.919956044,40.44816659,84.74066111,98.58747648,99.01106412,96.69104917,37.29332583,0.023835717,0.223803442,0.19886882,-0.007100484,0.077247582,0.166923791,0.226116046,0.217647612,0.189252585,0.084247306,-0.018512158,-0.044918645,-0.051844452
1423,0.789645146,36.05953833,79.93227627,97.28460091,96.22581059,93.76298476,36.60405125,0.0463344,0.196921201,0.236574834,-0.007045934,0.067107745,0.159449324,0.211064324,0.201076388,0.177550733,0.082076162,-0.012667301,-0.034602024,-0.039052825
1424,0.653515496,33.44907198,79.04649288,97.64384442,97.88649665,96.59943917,54.13131925,0.038408779,0.116767013,0.221978958,-0.006591374,0.061397526,0.164757282,0.222437695,0.212698236,0.200415045,0.11449901,-0.008599903,-0.035998575,-0.043755386
1425,0.335988175,28.76134978,78.23273314,95.54850847,96.74702668,98.17023026,93.78246191,4.533455266,0.21103205,0.329218107,-0.012034349,0.058057122,0.186992332,0.272587031,0.269788295,0.266471356,0.201524124,0.025552511,-0.023614809,-0.056733388
1426,0.616932006,33.22634676,82.53587745,94.82934695,97.998633,99.0099117,95.93793283,5.832647462,0.401004635,0.625514403,-0.008745369,0.067556389,0.198718056,0.267993778,0.282276124,0.269141227,0.204813942,0.034209728,-0.022070099,-0.058980245
1427,0.353785653,33.15753735,84.19779629,99.35501209,99.44252211,99.7911617,97.38573407,4.268426843,0.193525686,0.533965821,-0.007350099,0.068469226,0.210400388,0.285284221,0.282960445,0.265746444,0.18294242,0.02944199,-0.021985175,-0.052204769
1428,0.631132635,37.32322318,84.61058855,99.22211508,99.69776582,99.81172091,97.6013805,4.801707057,0.176366843,0.280445054,-0.005680917,0.073471762,0.201052561,0.310563952,0.283148646,0.278706044,0.223373264,0.035484374,-0.020547852,-0.058283806
1429,0.327471017,34.91936577,80.98468154,98.09943564,99.50339613,99.87489215,96.80466586,4.409693644,0.158945861,0.299344612,-0.006712688,0.064662933,0.194682807,0.282495767,0.260913759,0.282765836,0.216572821,0.026618874,-0.018256789,-0.055484533
1430,0.284933532,30.96106836,76.52459016,97.83499059,99.61873638,99.8182133,98.85084834,2.495960982,0.152040382,0.334095412,-0.008922004,0.050593566,0.175033346,0.27236405,0.259008586,0.281120777,0.223380387,0.026863992,-0.019341595,-0.046545386
1431,0.516546545,33.21095518,82.23380812,98.83364687,99.88145585,99.92317348,98.05769564,3.670781893,0.152272562,0.365188234,-0.00712996,0.056362651,0.189047724,0.30168435,0.27895236,0.28621313,0.219260648,0.032796167,-0.022294044,-0.045325305
