day,average_eg_19_4
0eg19,-0.005223995
13eg19,0.030352825
25eg19,0.075650858
35eg19,0.110748777
41eg19,0.131807528
49eg19,0.161829421
55eg19,0.182465474
62eg19,0.206540869
69eg19,0.230616265
77eg19,0.224
84eg19,0.21298274
91eg19,0.190968744
97eg19,0.155
