day,average_cc_19_4
0cc19,0.956143317
13cc19,17.96557736
25cc19,37.76779765
35cc19,53.39710836
41cc19,62.77469479
49cc19,70.55867219
55cc19,78.90538609
62cc19,88.64321898
69cc19,98.38105186
77cc19,99.14
84cc19,97.19982358
91cc19,92.55374774
97cc19,84.81
