day,average_ch_21_2
0ch21,0
13ch21,0.010755265
25ch21,0.036210075
35ch21,0.037573908
41ch21,0.08581685
49ch21,0.228722167
55ch21,0.338323714
62ch21,0.511361023
69ch21,0.576045049
77ch21,0.745826694
84ch21,0.838917587
91ch21,0.854347899
97ch21,0.909448307
106ch21,0.932052965
111ch21,0.937492074
116ch21,0.848089997
124ch21,0.936980157
