day,average_cc_21_2
0cc21,0.002574262
13cc21,0.727476062
25cc21,18.33714835
35cc21,25.69961381
41cc21,33.70245625
49cc21,54.54301889
55cc21,71.66590195
62cc21,86.4107708
69cc21,96.40518329
77cc21,99.49218151
84cc21,99.69861393
91cc21,99.91649245
97cc21,99.86537626
111cc21,99.74798962
116cc21,99.68164755
121cc21,98.66723797
124cc21,93.89892186
