day,average_eg_21_2
0eg21,-0.006885686
13eg21,0.01293853
25eg21,0.031406029
35eg21,0.076727479
41eg21,0.130704309
49eg21,0.207878293
55eg21,0.247733309
62eg21,0.32015069
69eg21,0.325020794
77eg21,0.293840919
84eg21,0.283070714
91eg21,0.283712823
97eg21,0.26678985
106eg21,0.248460926
111eg21,0.242693656
116eg21,0.199612408
124eg21,-0.004939687
