day,average_eg_21_0
0eg21,-0.008555056
13eg21,0.005645174
25eg21,0.024015237
35eg21,0.062259904
41eg21,0.112672784
49eg21,0.18402014
55eg21,0.226192788
62eg21,0.304503516
69eg21,0.31569589
77eg21,0.283232061
84eg21,0.286646867
91eg21,0.287614739
97eg21,0.278510041
106eg21,0.261825936
111eg21,0.260185792
116eg21,0.212647536
124eg21,0.001709404
