day,average_eg_21_4
0eg21,-0.005031655
13eg21,0.004401378
25eg21,0.018977382
35eg21,0.056096216
41eg21,0.107140191
49eg21,0.182627121
55eg21,0.213061278
62eg21,0.298714893
69eg21,0.298979987
77eg21,0.275611924
84eg21,0.261936546
91eg21,0.267161475
97eg21,0.246775411
106eg21,0.223084187
111eg21,0.21371733
116eg21,0.193992205
124eg21,0.000113893
