day,average_eg_21_1
0eg21,-0.010997787
13eg21,-0.00285729
25eg21,0.009129574
35eg21,0.037870862
41eg21,0.07960689
49eg21,0.146755767
55eg21,0.182758601
62eg21,0.272692309
69eg21,0.281569824
77eg21,0.260254016
84eg21,0.261807715
91eg21,0.264584037
97eg21,0.252050672
106eg21,0.246032079
111eg21,0.251535218
116eg21,0.24204066
124eg21,0.015961414
