day,average_cc_21_3
0cc21,0.001925853
13cc21,0.026375746
25cc21,3.15595832
35cc21,6.562955987
41cc21,13.45598464
49cc21,27.82546846
55cc21,40.86189522
62cc21,51.39895185
69cc21,63.84603461
77cc21,74.71191784
84cc21,75.21133582
91cc21,81.36704488
97cc21,85.29228253
111cc21,87.62444039
116cc21,91.64716736
121cc21,84.0578031
124cc21,84.21547484
