day,average_ch_21_0
0ch21,0
13ch21,0.00758539
25ch21,0.031845708
35ch21,0.031630371
41ch21,0.066847967
49ch21,0.172605752
55ch21,0.248127261
62ch21,0.361993876
69ch21,0.452416127
77ch21,0.662580354
84ch21,0.677823872
91ch21,0.704849784
97ch21,0.759954378
106ch21,0.781171304
111ch21,0.789334823
116ch21,0.698954192
124ch21,0.794663437
