day,average_cc_21_1
0cc21,0.001272055
13cc21,0.094663947
25cc21,6.601014854
35cc21,11.87811961
41cc21,19.82108698
49cc21,38.44308625
55cc21,55.00901563
62cc21,69.72819704
69cc21,85.80708764
77cc21,94.47644135
84cc21,94.29217685
91cc21,96.57997617
97cc21,97.51871518
111cc21,98.04685389
116cc21,98.57673388
121cc21,96.76085546
124cc21,94.85941012
