day,average_cc_21_0
0cc21,0.002520133
13cc21,0.473313898
25cc21,14.54716782
35cc21,21.77603684
41cc21,29.3482519
49cc21,46.45982227
55cc21,62.85989802
62cc21,76.35208271
69cc21,89.94968717
77cc21,97.91530022
84cc21,98.19807274
91cc21,99.35446315
97cc21,99.48051707
111cc21,99.61537097
116cc21,99.59974114
121cc21,98.47988389
124cc21,94.26474293
