day,average_cc_21_4
0cc21,0.000287143
13cc21,0.055540589
25cc21,9.259567806
35cc21,15.72483679
41cc21,25.40907589
49cc21,48.92338804
55cc21,67.30440315
62cc21,82.5687117
69cc21,96.689632
77cc21,99.60182651
84cc21,99.62394
91cc21,99.8500913
97cc21,99.87059673
111cc21,99.81854842
116cc21,99.79671262
121cc21,99.22759402
124cc21,94.95155626
