day,average_ch_21_5
0ch21,0
13ch21,0.00923982
25ch21,0.007380509
35ch21,0.007807373
41ch21,0.037287858
49ch21,0.079972321
55ch21,0.153447463
62ch21,0.169336179
69ch21,0.17979087
77ch21,0.186436687
84ch21,0.150744858
91ch21,0.173947511
97ch21,0.223748133
106ch21,0.244191652
111ch21,0.35994284
116ch21,0.23531484
124ch21,0.413249449
